origin,destination,origin segment,destination segment,links crossed,links down,survey trips,ticketing trips,diff trips,diff link-trips
KiryatAta North,Hamoshava,T1,trunk,6,6,3.7,0.0,3.7,22.3
KiryatAta North,LowerCity,T1,trunk,5,5,12.2,57.3,-45.0,-225.2
KiryatAta North,Namal-Giborim,T1,trunk,4,4,13.1,22.6,-9.4,-37.7
KiryatAta North,Hamifrats,T1,trunk,3,3,24.4,46.2,-21.8,-65.3
KiryatAta North,Bazan-Hutsot,T1,trunk,2,2,22.0,21.2,0.7,1.5
KiryatAta North,TsometKiryatAta,T1,trunk,1,1,41.0,47.3,-6.3,-6.3
KiryatAta North,KiryatAta North-East,T1,T1,1,0,18.9,0.0,18.9,18.9
KiryatAta North,Shefaram,T1,T1,2,0,0.0,0.0,0.0,0.0
KiryatAta North,Hamovil,T1,T1,3,0,0.0,0.0,0.0,0.0
KiryatAta North,Nazareth,T1,T1,4,0,0.0,0.5,-0.5,-1.8
KiryatAta North,TsurShalom,T1,T2,5,1,3.6,0.0,3.6,17.9
KiryatAta North,Kiryon,T1,T2,4,1,9.0,51.1,-42.0,-168.1
KiryatAta North,KiryatBialik Center,T1,T2,3,1,10.8,91.9,-81.1,-243.4
KiryatAta North,KiryatHaim,T1,T2,2,1,32.6,32.7,-0.1,-0.2
KiryatAta North,SavyoneyYam,T1,T3,5,1,0.0,46.2,-46.1,-230.6
KiryatAta North,KiryatYam A,T1,T3,4,1,0.1,0.0,0.1,0.4
KiryatAta North,KiryatYam B+C,T1,T3,3,1,30.6,0.0,30.6,91.9
KiryatAta North,KiryatHaim West,T1,T3,2,1,17.0,0.0,17.0,34.0
KiryatAta North-East,TiratCarmel,T1,trunk,13,13,0.1,0.0,0.1,1.5
KiryatAta North-East,Matam-NeotPeres,T1,trunk,12,12,28.3,7.6,20.7,248.9
KiryatAta North-East,HofCarmel-NeveDavid,T1,trunk,11,11,2.3,0.0,2.3,25.2
KiryatAta North-East,Hecht-Shprintzak,T1,trunk,10,10,5.1,0.0,5.1,50.8
KiryatAta North-East,EinHayam,T1,trunk,9,9,1.6,0.0,1.6,14.6
KiryatAta North-East,BatGalim-KiryatEliezer,T1,trunk,8,8,26.1,2.7,23.4,187.6
KiryatAta North-East,Hamoshava,T1,trunk,7,7,5.8,0.0,5.8,40.6
KiryatAta North-East,LowerCity,T1,trunk,6,6,19.1,15.6,3.4,20.5
KiryatAta North-East,Namal-Giborim,T1,trunk,5,5,20.5,1.2,19.2,96.1
KiryatAta North-East,Hamifrats,T1,trunk,4,4,38.0,5.9,32.1,128.3
KiryatAta North-East,Bazan-Hutsot,T1,trunk,3,3,34.3,5.4,28.9,86.7
KiryatAta North-East,TsometKiryatAta,T1,trunk,2,2,63.9,18.1,45.8,91.7
KiryatAta North-East,KiryatAta North,T1,T1,1,1,71.9,78.3,-6.4,-6.4
KiryatAta North-East,Shefaram,T1,T1,1,0,0.0,6.8,-6.7,-6.7
KiryatAta North-East,Hamovil,T1,T1,2,0,0.0,1.0,-1.0,-2.0
KiryatAta North-East,Nazareth,T1,T1,3,0,0.1,0.2,-0.2,-0.6
KiryatAta North-East,TsurShalom,T1,T2,6,2,5.6,0.0,5.6,33.4
KiryatAta North-East,Kiryon,T1,T2,5,2,14.1,1.6,12.4,62.2
KiryatAta North-East,KiryatBialik Center,T1,T2,4,2,16.8,9.9,6.9,27.5
KiryatAta North-East,KiryatHaim,T1,T2,3,2,50.8,0.0,50.8,152.4
KiryatAta North-East,SavyoneyYam,T1,T3,6,2,0.1,0.0,0.1,0.4
KiryatAta North-East,KiryatYam A,T1,T3,5,2,0.2,0.0,0.2,0.8
KiryatAta North-East,KiryatYam B+C,T1,T3,4,2,47.7,0.0,47.7,190.8
KiryatAta North-East,KiryatHaim West,T1,T3,3,2,26.5,0.0,26.5,79.4
Shefaram,TiratCarmel,T1,trunk,14,14,0.9,0.0,0.9,13.1
Shefaram,Matam-NeotPeres,T1,trunk,13,13,0.7,0.0,0.7,8.7
Shefaram,HofCarmel-NeveDavid,T1,trunk,12,12,0.1,0.0,0.1,0.6
Shefaram,Hecht-Shprintzak,T1,trunk,11,11,0.1,11.7,-11.6,-127.2
Shefaram,EinHayam,T1,trunk,10,10,0.0,0.0,0.0,0.4
Shefaram,BatGalim-KiryatEliezer,T1,trunk,9,9,6.7,21.7,-15.0,-134.9
Shefaram,Hamoshava,T1,trunk,8,8,4.8,3.2,1.6,12.8
Shefaram,LowerCity,T1,trunk,7,7,16.7,13.4,3.3,23.0
Shefaram,Namal-Giborim,T1,trunk,6,6,31.3,11.7,19.6,117.7
Shefaram,Hamifrats,T1,trunk,5,5,81.2,30.3,50.9,254.3
Shefaram,Bazan-Hutsot,T1,trunk,4,4,73.2,6.3,66.9,267.6
Shefaram,TsometKiryatAta,T1,trunk,3,3,58.2,12.0,46.2,138.7
Shefaram,KiryatAta North,T1,T1,2,2,0.5,1.5,-1.0,-2.0
Shefaram,KiryatAta North-East,T1,T1,1,1,0.2,1.2,-1.0,-1.0
Shefaram,Hamovil,T1,T1,1,0,0.0,0.0,0.0,0.0
Shefaram,Nazareth,T1,T1,2,0,0.6,13.7,-13.2,-26.3
Shefaram,TsurShalom,T1,T2,7,3,0.0,0.0,0.0,0.2
Shefaram,Kiryon,T1,T2,6,3,0.2,11.3,-11.1,-66.6
Shefaram,KiryatBialik Center,T1,T2,5,3,0.1,0.0,0.1,0.5
Shefaram,KiryatHaim,T1,T2,4,3,0.3,0.0,0.3,1.1
Shefaram,SavyoneyYam,T1,T3,7,3,0.0,0.0,0.0,0.0
Shefaram,KiryatYam A,T1,T3,6,3,0.0,0.0,0.0,0.0
Shefaram,KiryatYam B+C,T1,T3,5,3,0.0,0.0,0.0,0.0
Shefaram,KiryatHaim West,T1,T3,4,3,1.2,0.0,1.2,4.8
Hamovil,TiratCarmel,T1,trunk,15,15,0.0,0.0,0.0,0.0
Hamovil,Matam-NeotPeres,T1,trunk,14,14,0.0,1.4,-1.4,-18.9
Hamovil,HofCarmel-NeveDavid,T1,trunk,13,13,0.0,0.0,0.0,0.0
Hamovil,Hecht-Shprintzak,T1,trunk,12,12,0.0,1.2,-1.2,-14.9
Hamovil,EinHayam,T1,trunk,11,11,0.0,0.0,0.0,0.0
Hamovil,BatGalim-KiryatEliezer,T1,trunk,10,10,0.0,6.1,-6.1,-61.4
Hamovil,Hamoshava,T1,trunk,9,9,0.0,0.0,0.0,0.0
Hamovil,LowerCity,T1,trunk,8,8,0.0,2.3,-2.3,-18.8
Hamovil,Namal-Giborim,T1,trunk,7,7,0.0,0.0,0.0,0.0
Hamovil,Hamifrats,T1,trunk,6,6,0.0,4.1,-4.1,-24.6
Hamovil,Bazan-Hutsot,T1,trunk,5,5,0.0,0.0,0.0,0.0
Hamovil,TsometKiryatAta,T1,trunk,4,4,0.0,0.0,0.0,0.0
Hamovil,KiryatAta North,T1,T1,3,3,0.0,0.0,0.0,0.0
Hamovil,KiryatAta North-East,T1,T1,2,2,0.0,0.0,0.0,0.0
Hamovil,Shefaram,T1,T1,1,1,0.0,2.1,-2.1,-2.1
Hamovil,Nazareth,T1,T1,1,0,0.1,2.6,-2.5,-2.5
Hamovil,TsurShalom,T1,T2,8,4,0.0,0.0,0.0,0.0
Hamovil,Kiryon,T1,T2,7,4,0.0,2.8,-2.8,-19.5
Hamovil,KiryatBialik Center,T1,T2,6,4,0.0,0.0,0.0,0.0
Hamovil,KiryatHaim,T1,T2,5,4,0.0,0.0,0.0,0.0
Hamovil,SavyoneyYam,T1,T3,8,4,0.0,0.0,0.0,0.0
Hamovil,KiryatYam A,T1,T3,7,4,0.0,0.0,0.0,0.0
Hamovil,KiryatYam B+C,T1,T3,6,4,0.0,0.0,0.0,0.0
Hamovil,KiryatHaim West,T1,T3,5,4,0.0,0.0,0.0,0.0
Nazareth,TiratCarmel,T1,trunk,16,16,0.0,0.0,0.0,0.0
Nazareth,Matam-NeotPeres,T1,trunk,15,15,52.8,180.0,-127.2,-1907.9
Nazareth,HofCarmel-NeveDavid,T1,trunk,14,14,4.3,0.0,4.3,59.7
Nazareth,Hecht-Shprintzak,T1,trunk,13,13,9.5,271.2,-261.7,-3401.8
Nazareth,EinHayam,T1,trunk,12,12,3.0,0.0,3.0,36.4
Nazareth,BatGalim-KiryatEliezer,T1,trunk,11,11,46.0,521.1,-475.1,-5226.0
Nazareth,Hamoshava,T1,trunk,10,10,39.4,0.0,39.4,394.2
Nazareth,LowerCity,T1,trunk,9,9,124.8,431.5,-306.7,-2759.9
Nazareth,Namal-Giborim,T1,trunk,8,8,66.6,244.3,-177.7,-1421.8
Nazareth,Hamifrats,T1,trunk,7,7,35.1,283.0,-247.8,-1734.7
Nazareth,Bazan-Hutsot,T1,trunk,6,6,31.7,36.1,-4.4,-26.5
Nazareth,TsometKiryatAta,T1,trunk,5,5,26.4,1.5,24.9,124.5
Nazareth,KiryatAta North,T1,T1,4,4,2.6,0.0,2.6,10.3
Nazareth,KiryatAta North-East,T1,T1,3,3,1.1,0.0,1.1,3.2
Nazareth,Shefaram,T1,T1,2,2,2.0,53.3,-51.3,-102.6
Nazareth,Hamovil,T1,T1,1,1,0.0,0.0,0.0,0.0
Nazareth,TsurShalom,T1,T2,9,5,12.0,0.2,11.8,106.2
Nazareth,Kiryon,T1,T2,8,5,183.4,95.6,87.8,702.7
Nazareth,KiryatBialik Center,T1,T2,7,5,65.5,56.2,9.3,64.9
Nazareth,KiryatHaim,T1,T2,6,5,253.3,227.7,25.6,153.3
Nazareth,SavyoneyYam,T1,T3,9,5,0.0,0.0,0.0,0.0
Nazareth,KiryatYam A,T1,T3,8,5,0.0,0.0,0.0,0.0
Nazareth,KiryatYam B+C,T1,T3,7,5,0.9,0.0,0.9,6.6
Nazareth,KiryatHaim West,T1,T3,6,5,1.0,0.0,1.0,6.2
TsurShalom,TiratCarmel,T2,trunk,15,15,34.3,0.0,34.3,514.0
TsurShalom,Matam-NeotPeres,T2,trunk,14,14,11.6,129.4,-117.8,-1649.8
TsurShalom,HofCarmel-NeveDavid,T2,trunk,13,13,0.9,0.0,0.9,11.8
TsurShalom,Hecht-Shprintzak,T2,trunk,12,12,2.0,0.0,2.0,24.2
TsurShalom,EinHayam,T2,trunk,11,11,0.6,9.1,-8.5,-93.4
TsurShalom,BatGalim-KiryatEliezer,T2,trunk,10,10,11.3,9.6,1.7,17.5
TsurShalom,Hamoshava,T2,trunk,9,9,20.0,45.3,-25.3,-227.7
TsurShalom,LowerCity,T2,trunk,8,8,63.7,50.0,13.7,109.4
TsurShalom,Namal-Giborim,T2,trunk,7,7,36.6,24.7,12.0,83.9
TsurShalom,Hamifrats,T2,trunk,6,6,28.0,51.8,-23.8,-142.9
TsurShalom,Bazan-Hutsot,T2,trunk,5,5,25.2,9.8,15.4,77.2
TsurShalom,TsometKiryatAta,T2,trunk,4,4,21.0,46.4,-25.4,-101.7
TsurShalom,KiryatAta North,T2,T1,5,4,1.9,0.0,1.9,9.5
TsurShalom,KiryatAta North-East,T2,T1,6,4,0.8,0.0,0.8,4.7
TsurShalom,Shefaram,T2,T1,7,4,0.0,0.0,0.0,0.2
TsurShalom,Hamovil,T2,T1,8,4,0.0,0.0,0.0,0.0
TsurShalom,Nazareth,T2,T1,9,4,0.1,1.2,-1.1,-10.0
TsurShalom,Kiryon,T2,T2,1,1,114.6,42.8,71.8,71.8
TsurShalom,KiryatBialik Center,T2,T2,2,2,56.8,72.4,-15.6,-31.1
TsurShalom,KiryatHaim,T2,T2,3,3,165.7,62.7,102.9,308.8
TsurShalom,SavyoneyYam,T2,T3,8,4,1.1,0.0,1.1,8.7
TsurShalom,KiryatYam A,T2,T3,7,4,2.7,72.1,-69.4,-486.0
TsurShalom,KiryatYam B+C,T2,T3,6,4,16.5,3.6,12.9,77.3
TsurShalom,KiryatHaim West,T2,T3,5,4,4.8,11.3,-6.5,-32.6
Kiryon,TiratCarmel,T2,trunk,14,14,32.4,0.0,32.4,454.1
Kiryon,Matam-NeotPeres,T2,trunk,13,13,22.7,40.3,-17.6,-228.9
Kiryon,HofCarmel-NeveDavid,T2,trunk,12,12,1.8,0.0,1.8,21.7
Kiryon,Hecht-Shprintzak,T2,trunk,11,11,4.0,0.0,4.0,44.3
Kiryon,EinHayam,T2,trunk,10,10,1.3,0.0,1.3,12.9
Kiryon,BatGalim-KiryatEliezer,T2,trunk,9,9,20.9,11.8,9.1,81.8
Kiryon,Hamoshava,T2,trunk,8,8,27.1,4.7,22.4,179.2
Kiryon,LowerCity,T2,trunk,7,7,86.0,30.3,55.7,389.6
Kiryon,Namal-Giborim,T2,trunk,6,6,47.9,58.0,-10.1,-60.5
Kiryon,Hamifrats,T2,trunk,5,5,32.5,4.7,27.8,138.9
Kiryon,Bazan-Hutsot,T2,trunk,4,4,29.3,153.9,-124.5,-498.1
Kiryon,TsometKiryatAta,T2,trunk,3,3,26.2,22.7,3.5,10.6
Kiryon,KiryatAta North,T2,T1,4,3,5.9,0.0,5.9,23.6
Kiryon,KiryatAta North-East,T2,T1,5,3,2.4,0.0,2.4,12.1
Kiryon,Shefaram,T2,T1,6,3,0.0,0.0,0.0,0.1
Kiryon,Hamovil,T2,T1,7,3,0.0,0.0,0.0,0.0
Kiryon,Nazareth,T2,T1,8,3,0.2,0.0,0.2,1.6
Kiryon,TsurShalom,T2,T2,1,0,20.6,16.4,4.2,4.2
Kiryon,KiryatBialik Center,T2,T2,1,1,74.6,42.4,32.2,32.2
Kiryon,KiryatHaim,T2,T2,2,2,174.9,116.4,58.5,117.0
Kiryon,SavyoneyYam,T2,T3,7,3,1.3,5.7,-4.4,-30.7
Kiryon,KiryatYam A,T2,T3,6,3,3.2,50.6,-47.4,-284.5
Kiryon,KiryatYam B+C,T2,T3,5,3,20.3,11.4,8.9,44.7
Kiryon,KiryatHaim West,T2,T3,4,3,6.2,0.0,6.2,24.6
KiryatBialik Center,TiratCarmel,T2,trunk,13,13,59.7,1.3,58.4,758.9
KiryatBialik Center,Matam-NeotPeres,T2,trunk,12,12,79.8,37.7,42.1,505.5
KiryatBialik Center,HofCarmel-NeveDavid,T2,trunk,11,11,4.7,0.0,4.7,52.1
KiryatBialik Center,Hecht-Shprintzak,T2,trunk,10,10,10.5,23.3,-12.8,-128.0
KiryatBialik Center,EinHayam,T2,trunk,9,9,3.4,0.0,3.4,30.3
KiryatBialik Center,BatGalim-KiryatEliezer,T2,trunk,8,8,53.3,11.2,42.1,336.8
KiryatBialik Center,Hamoshava,T2,trunk,7,7,61.8,11.8,50.0,350.0
KiryatBialik Center,LowerCity,T2,trunk,6,6,196.0,30.6,165.4,992.5
KiryatBialik Center,Namal-Giborim,T2,trunk,5,5,107.5,1.1,106.5,532.3
KiryatBialik Center,Hamifrats,T2,trunk,4,4,68.7,57.5,11.2,44.8
KiryatBialik Center,Bazan-Hutsot,T2,trunk,3,3,61.9,0.0,61.9,185.8
KiryatBialik Center,TsometKiryatAta,T2,trunk,2,2,57.7,49.9,7.7,15.5
KiryatBialik Center,KiryatAta North,T2,T1,3,2,16.9,0.0,16.9,50.6
KiryatBialik Center,KiryatAta North-East,T2,T1,4,2,6.9,4.4,2.5,10.1
KiryatBialik Center,Shefaram,T2,T1,5,2,0.0,0.4,-0.4,-2.0
KiryatBialik Center,Hamovil,T2,T1,6,2,0.0,2.0,-2.0,-11.8
KiryatBialik Center,Nazareth,T2,T1,7,2,0.6,0.0,0.6,3.9
KiryatBialik Center,TsurShalom,T2,T2,2,0,48.8,19.9,28.9,57.8
KiryatBialik Center,Kiryon,T2,T2,1,0,231.3,64.4,166.9,166.9
KiryatBialik Center,KiryatHaim,T2,T2,1,1,348.3,135.7,212.5,212.5
KiryatBialik Center,SavyoneyYam,T2,T3,6,2,2.7,13.4,-10.7,-64.1
KiryatBialik Center,KiryatYam A,T2,T3,5,2,6.7,9.3,-2.6,-12.9
KiryatBialik Center,KiryatYam B+C,T2,T3,4,2,44.4,112.4,-68.0,-272.1
KiryatBialik Center,KiryatHaim West,T2,T3,3,2,13.7,50.0,-36.2,-108.7
KiryatHaim,TiratCarmel,T2,trunk,12,12,37.7,10.3,27.4,328.4
KiryatHaim,Matam-NeotPeres,T2,trunk,11,11,55.4,66.7,-11.3,-124.3
KiryatHaim,HofCarmel-NeveDavid,T2,trunk,10,10,3.5,37.0,-33.5,-334.7
KiryatHaim,Hecht-Shprintzak,T2,trunk,9,9,7.8,72.0,-64.2,-577.6
KiryatHaim,EinHayam,T2,trunk,8,8,2.5,0.0,2.5,20.1
KiryatHaim,BatGalim-KiryatEliezer,T2,trunk,7,7,43.4,35.3,8.2,57.2
KiryatHaim,Hamoshava,T2,trunk,6,6,55.1,8.1,47.0,282.0
KiryatHaim,LowerCity,T2,trunk,5,5,175.5,91.8,83.7,418.3
KiryatHaim,Namal-Giborim,T2,trunk,4,4,109.6,6.8,102.8,411.2
KiryatHaim,Hamifrats,T2,trunk,3,3,104.1,38.6,65.5,196.4
KiryatHaim,Bazan-Hutsot,T2,trunk,2,2,90.1,40.9,49.2,98.4
KiryatHaim,TsometKiryatAta,T2,trunk,1,1,78.8,30.0,48.9,48.9
KiryatHaim,KiryatAta North,T2,T1,2,1,14.7,0.0,14.7,29.4
KiryatHaim,KiryatAta North-East,T2,T1,3,1,6.0,0.0,6.0,18.0
KiryatHaim,Shefaram,T2,T1,4,1,0.0,1.1,-1.1,-4.2
KiryatHaim,Hamovil,T2,T1,5,1,0.0,0.0,0.0,0.0
KiryatHaim,Nazareth,T2,T1,6,1,0.5,0.0,0.5,3.0
KiryatHaim,TsurShalom,T2,T2,3,0,39.5,82.7,-43.2,-129.6
KiryatHaim,Kiryon,T2,T2,2,0,173.8,70.0,103.8,207.5
KiryatHaim,KiryatBialik Center,T2,T2,1,0,133.1,169.3,-36.2,-36.2
KiryatHaim,SavyoneyYam,T2,T3,5,1,7.7,12.9,-5.3,-26.4
KiryatHaim,KiryatYam A,T2,T3,4,1,19.1,5.3,13.8,55.1
KiryatHaim,KiryatYam B+C,T2,T3,3,1,130.3,60.2,70.2,210.6
KiryatHaim,KiryatHaim West,T2,T3,2,1,40.1,55.2,-15.1,-30.2
SavyoneyYam,TiratCarmel,T3,trunk,15,15,0.6,6.7,-6.1,-91.9
SavyoneyYam,Matam-NeotPeres,T3,trunk,14,14,14.6,23.8,-9.1,-127.6
SavyoneyYam,HofCarmel-NeveDavid,T3,trunk,13,13,1.2,0.0,1.2,15.4
SavyoneyYam,Hecht-Shprintzak,T3,trunk,12,12,2.6,0.0,2.6,31.5
SavyoneyYam,EinHayam,T3,trunk,11,11,0.8,0.0,0.8,9.2
SavyoneyYam,BatGalim-KiryatEliezer,T3,trunk,10,10,19.7,20.3,-0.6,-5.6
SavyoneyYam,Hamoshava,T3,trunk,9,9,2.4,0.0,2.4,21.8
SavyoneyYam,LowerCity,T3,trunk,8,8,9.8,33.7,-23.9,-191.2
SavyoneyYam,Namal-Giborim,T3,trunk,7,7,34.0,1.5,32.5,227.3
SavyoneyYam,Hamifrats,T3,trunk,6,6,101.7,34.1,67.5,405.3
SavyoneyYam,Bazan-Hutsot,T3,trunk,5,5,91.6,5.5,86.1,430.5
SavyoneyYam,TsometKiryatAta,T3,trunk,4,4,90.2,51.7,38.5,153.9
SavyoneyYam,KiryatAta North,T3,T1,5,4,34.4,0.0,34.4,172.2
SavyoneyYam,KiryatAta North-East,T3,T1,6,4,14.1,0.0,14.1,84.7
SavyoneyYam,Shefaram,T3,T1,7,4,0.0,0.0,0.0,0.0
SavyoneyYam,Hamovil,T3,T1,8,4,0.0,0.0,0.0,0.0
SavyoneyYam,Nazareth,T3,T1,9,4,0.0,0.0,0.0,0.3
SavyoneyYam,TsurShalom,T3,T2,8,4,34.2,70.1,-35.9,-287.2
SavyoneyYam,Kiryon,T3,T2,7,4,16.8,41.1,-24.3,-169.9
SavyoneyYam,KiryatBialik Center,T3,T2,6,4,89.7,37.7,52.0,311.7
SavyoneyYam,KiryatHaim,T3,T2,5,4,39.6,32.1,7.6,37.9
SavyoneyYam,KiryatYam A,T3,T3,1,1,43.9,30.9,13.0,13.0
SavyoneyYam,KiryatYam B+C,T3,T3,2,2,140.6,30.1,110.5,221.0
SavyoneyYam,KiryatHaim West,T3,T3,3,3,2.8,2.4,0.4,1.1
KiryatYam A,TiratCarmel,T3,trunk,14,14,0.4,8.7,-8.3,-116.7
KiryatYam A,Matam-NeotPeres,T3,trunk,13,13,9.5,4.0,5.5,71.5
KiryatYam A,HofCarmel-NeveDavid,T3,trunk,12,12,0.8,0.0,0.8,9.2
KiryatYam A,Hecht-Shprintzak,T3,trunk,11,11,1.7,0.0,1.7,18.7
KiryatYam A,EinHayam,T3,trunk,10,10,0.5,0.0,0.5,5.4
KiryatYam A,BatGalim-KiryatEliezer,T3,trunk,9,9,12.7,24.5,-11.7,-105.6
KiryatYam A,Hamoshava,T3,trunk,8,8,1.6,1.6,0.0,0.1
KiryatYam A,LowerCity,T3,trunk,7,7,6.3,13.6,-7.3,-50.9
KiryatYam A,Namal-Giborim,T3,trunk,6,6,21.9,3.9,18.1,108.6
KiryatYam A,Hamifrats,T3,trunk,5,5,65.7,22.1,43.6,218.1
KiryatYam A,Bazan-Hutsot,T3,trunk,4,4,59.2,37.1,22.2,88.6
KiryatYam A,TsometKiryatAta,T3,trunk,3,3,58.3,67.6,-9.4,-28.1
KiryatYam A,KiryatAta North,T3,T1,4,3,22.3,0.0,22.3,89.0
KiryatYam A,KiryatAta North-East,T3,T1,5,3,9.1,0.0,9.1,45.6
KiryatYam A,Shefaram,T3,T1,6,3,0.0,0.0,0.0,0.0
KiryatYam A,Hamovil,T3,T1,7,3,0.0,0.0,0.0,0.0
KiryatYam A,Nazareth,T3,T1,8,3,0.0,0.0,0.0,0.2
KiryatYam A,TsurShalom,T3,T2,7,3,22.1,11.3,10.7,75.2
KiryatYam A,Kiryon,T3,T2,6,3,10.9,20.8,-9.9,-59.4
KiryatYam A,KiryatBialik Center,T3,T2,5,3,58.0,83.8,-25.9,-129.4
KiryatYam A,KiryatHaim,T3,T2,4,3,25.6,65.1,-39.5,-157.8
KiryatYam A,SavyoneyYam,T3,T3,1,0,11.4,6.9,4.5,4.5
KiryatYam A,KiryatYam B+C,T3,T3,1,1,90.9,91.2,-0.3,-0.3
KiryatYam A,KiryatHaim West,T3,T3,2,2,1.8,6.2,-4.4,-8.8
KiryatYam B+C,TiratCarmel,T3,trunk,13,13,0.4,18.7,-18.3,-237.4
KiryatYam B+C,Matam-NeotPeres,T3,trunk,12,12,7.9,203.1,-195.2,-2342.5
KiryatYam B+C,HofCarmel-NeveDavid,T3,trunk,11,11,0.6,23.3,-22.6,-249.0
KiryatYam B+C,Hecht-Shprintzak,T3,trunk,10,10,1.4,2.1,-0.7,-6.6
KiryatYam B+C,EinHayam,T3,trunk,9,9,0.5,0.0,0.5,4.1
KiryatYam B+C,BatGalim-KiryatEliezer,T3,trunk,8,8,11.6,30.6,-18.9,-151.6
KiryatYam B+C,Hamoshava,T3,trunk,7,7,5.8,0.0,5.8,40.6
KiryatYam B+C,LowerCity,T3,trunk,6,6,19.7,38.8,-19.1,-114.6
KiryatYam B+C,Namal-Giborim,T3,trunk,5,5,28.6,31.3,-2.8,-13.8
KiryatYam B+C,Hamifrats,T3,trunk,4,4,68.1,87.5,-19.4,-77.4
KiryatYam B+C,Bazan-Hutsot,T3,trunk,3,3,61.4,69.8,-8.4,-25.1
KiryatYam B+C,TsometKiryatAta,T3,trunk,2,2,57.6,118.4,-60.9,-121.7
KiryatYam B+C,KiryatAta North,T3,T1,3,2,17.5,0.0,17.5,52.4
KiryatYam B+C,KiryatAta North-East,T3,T1,4,2,7.2,0.0,7.2,28.6
KiryatYam B+C,Shefaram,T3,T1,5,2,0.0,0.0,0.0,0.0
KiryatYam B+C,Hamovil,T3,T1,6,2,0.0,5.7,-5.7,-34.1
KiryatYam B+C,Nazareth,T3,T1,7,2,0.1,0.7,-0.6,-4.2
KiryatYam B+C,TsurShalom,T3,T2,6,2,18.5,67.6,-49.0,-294.1
KiryatYam B+C,Kiryon,T3,T2,5,2,17.0,110.9,-93.9,-469.3
KiryatYam B+C,KiryatBialik Center,T3,T2,4,2,50.2,147.6,-97.5,-389.9
KiryatYam B+C,KiryatHaim,T3,T2,3,2,44.0,64.1,-20.1,-60.4
KiryatYam B+C,SavyoneyYam,T3,T3,2,0,10.5,14.6,-4.1,-8.2
KiryatYam B+C,KiryatYam A,T3,T3,1,0,26.3,56.1,-29.8,-29.8
KiryatYam B+C,KiryatHaim West,T3,T3,1,1,12.2,25.3,-13.1,-13.1
KiryatHaim West,TiratCarmel,T3,trunk,12,12,0.7,0.0,0.7,8.1
KiryatHaim West,Matam-NeotPeres,T3,trunk,11,11,11.6,53.6,-42.1,-462.6
KiryatHaim West,HofCarmel-NeveDavid,T3,trunk,10,10,0.3,0.0,0.3,3.2
KiryatHaim West,Hecht-Shprintzak,T3,trunk,9,9,0.7,0.0,0.7,6.3
KiryatHaim West,EinHayam,T3,trunk,8,8,0.2,0.0,0.2,1.8
KiryatHaim West,BatGalim-KiryatEliezer,T3,trunk,7,7,9.9,64.3,-54.3,-380.3
KiryatHaim West,Hamoshava,T3,trunk,6,6,21.7,0.0,21.7,130.0
KiryatHaim West,LowerCity,T3,trunk,5,5,70.1,43.4,26.7,133.3
KiryatHaim West,Namal-Giborim,T3,trunk,4,4,58.5,0.0,58.5,233.8
KiryatHaim West,Hamifrats,T3,trunk,3,3,91.8,12.8,79.0,236.9
KiryatHaim West,Bazan-Hutsot,T3,trunk,2,2,80.2,7.5,72.7,145.4
KiryatHaim West,TsometKiryatAta,T3,trunk,1,1,65.5,89.8,-24.3,-24.3
KiryatHaim West,KiryatAta North,T3,T1,2,1,4.0,42.0,-38.0,-75.9
KiryatHaim West,KiryatAta North-East,T3,T1,3,1,1.7,2.5,-0.8,-2.4
KiryatHaim West,Shefaram,T3,T1,4,1,0.0,0.0,0.0,0.1
KiryatHaim West,Hamovil,T3,T1,5,1,0.0,0.0,0.0,0.0
KiryatHaim West,Nazareth,T3,T1,6,1,0.2,0.0,0.2,1.1
KiryatHaim West,TsurShalom,T3,T2,5,1,9.7,0.0,9.7,48.5
KiryatHaim West,Kiryon,T3,T2,4,1,41.3,29.9,11.4,45.5
KiryatHaim West,KiryatBialik Center,T3,T2,3,1,32.4,0.0,32.4,97.2
KiryatHaim West,KiryatHaim,T3,T2,2,1,115.5,0.0,115.5,231.0
KiryatHaim West,SavyoneyYam,T3,T3,3,0,9.6,0.0,9.6,28.7
KiryatHaim West,KiryatYam A,T3,T3,2,0,23.8,4.2,19.7,39.3
KiryatHaim West,KiryatYam B+C,T3,T3,1,0,164.3,41.7,122.6,122.6
