AggAreaCode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,23,24,25,26,27,28
1,468.913,45.7551,280.252,32.4417,16.6039,180.201,83.5643,222.015,107.247,205.755,38.2241,76.4841,84.8393,12.45,0,0,2.66165,0,0,0,0,29.1041,42.8816,1.23208,124.975,30.0859
2,55.1755,95.4071,59.2756,303.817,0,24.253,7.39565,0,11.6408,71.6199,0,0,3.81295,0,0,0,0,0,0,0,0,11.8234,29.6671,0,30.6789,0
3,24.5754,0,0,121.165,0.983442,20.7093,26.5719,14.8819,20.9915,11.0879,0,0,40.7927,16.421,0,0,0,0,0,0,0,0,4.22431,0,0,0
4,15.8681,178.383,25.4918,299.003,127.431,235.645,352.945,32.3585,288.931,197.294,0,75.8263,146.775,40.49,6.60147,0,0,0,0,0,0,6.25077,69.8855,0,57.1445,4.16718
5,33.1057,0,33.1057,74.122,20.5329,68.7214,165.644,9.13214,38.3377,53.9081,34.9087,0,83.764,0,7.70356,0,0,11.672,0,0,0,0,58.4755,0,9.8969,0
6,2.2171,24.2564,1.24516,207.884,4.6395,95.994,16.759,14.9887,66.1267,40.1247,0,9.74768,18.3101,0,5.65857,1.9847,0,0,0,0,0,148.668,10.909,1.30986,0,8.11651
7,77.9755,27.1296,209.779,172.634,11.831,110.377,61.4394,29.854,107.225,259.22,25.6107,8.34332,18.3304,12.3886,28.3033,0,0,0,0,0,0,16.7978,13.3802,12.3886,38.3738,0
8,24.6905,20.4557,0,26.1448,0,226.196,52.063,5.13581,51.8046,15.8482,0,7.98739,35.1575,43.7521,58.4625,0,0,0,0,0,0,0,8.3638,0,0,12.8881
9,77.7679,18.289,4.10547,91.003,0,212.946,118.927,0,67.8559,140.449,0,0,76.3218,101.7,20.9244,0,11.9154,0,0,0,0,17.6614,23.7802,0,42.8147,0
10,17.781,0,91.5461,18.9737,49.5484,142.164,68.6833,4.36675,12.3842,36.1153,0,68.3633,117.207,0,66.9186,3.04124,2.56918,0,0,0,0,32.8193,32.7847,18.0237,8.91645,0
11,0.413446,0,0.760965,0,0,97.1817,0,0,91.9515,0,0,0,0.419997,54.6795,0,0,0,0,0,0,0,0.128243,90.2834,0.0923493,0.213429,0
12,0,14.6967,90.3728,178.972,0,179.868,114.217,128.408,179.356,166.743,128.229,102.35,77.8513,22.0333,0,0,0,0,0,0,0,0,125.14,59.5076,33.0974,0
13,0,20.0191,5.35155,338.249,138.2,137.468,50.6563,125.53,608.391,6.30481,0,126.571,0.273485,0,0.389836,0,0,0,0,26.2859,0,365.003,230.343,0,28.7842,0
14,6.25,8,0,2.25,2.25,13,4.75,0.75,17.3791,7.25,3.25,39.007,39.469,22.5296,1.25,0.5,0,0,0,0,1,20.3811,22.6682,2.25,43.9108,1.5
15,0,8.96215,0,0,0,19.1478,0,0,0,33.9905,0,0,2.9282,0,0,20.1754,0,0,0,0,0,121.175,12.9901,2.85566,0,10.9701
16,0,54.8532,0,0,0,51.5675,0,36.3853,154.496,102.196,17.3173,0,120.313,66.5003,201.721,224.44,56.5776,0,0,0,0,126.678,414.584,47.766,28.0869,938.545
17,0,7.44961,1.8063,0,0,0,0,3.45137,3.38763,2.47721,0,0,0,0,3.78216,0,18.5442,0,0,0,0,2.20989,56.6306,0,0,0
18,0,0,10.0616,0,0,3.54575,0,0,20.806,5.85263,1.25,0,8.45527,7.14229,24.0307,104.171,0,2,3.75,0.25,0.75,0,15.3619,0,24.48,85.9254
19,0,0,0,0,0,0,0,0,0,17.7463,6.80308,1.96284,16.829,0,4.91939,0,0,0,4.3642,0,0,0,8.97904,0,0,34.5734
21,0,0.745148,0,1.75054,0,4.87975,0,0,1.4903,0,0,5.70266,3.88098,0,0,0,0,0,2.62901,1.74917,0,0,3.49835,0,0,0
23,0,0,361.931,337.433,0,647.76,5.57461,0,163.184,0,0,1,286.077,46.7716,2,0,179.733,0,0,0,116.5,0,282.281,0,1,60.4167
24,55.7647,115.089,278.453,42.8375,0,164.276,50.2023,24.4901,150.703,381.474,44.2173,7.05618,219.589,194.334,426.786,39.8934,192.561,3.96675,0,0,1.13918,1606.14,1999.82,33.6381,152.436,521.714
25,34.9477,236.592,325.825,232.169,112.473,84.6671,141.587,149.277,406.521,376.567,111.983,58.4515,338.519,324.609,421.372,89.3637,325.823,6.24663,0.525292,0,2.09962,1250.3,3613.51,161.255,407.208,368.564
26,0,19.25,0,7.5,0,0,0,0,0,0,0,2.25,1.5,1,2.25,2.5,0.5,0,2,0,0,1.25,13.75,1.5,0,5
27,51.695,41.42,54.6432,34.2579,0,49.6545,50.4681,7.14853,139.94,80.5537,0,26.9364,9.89786,38.1568,32.8193,0,7.14853,0,0,0,5.14096,0,49.9438,0,214.128,0
28,26.4737,18.33,53.9992,20.5144,0,134.002,0,82.9294,201.694,94.5199,21.6516,0,209.025,71.7843,396.308,371.893,28.6368,22.2727,0,0,0,239.03,319.676,88.7605,39.3634,994.403
