stop_code,lat,lon,TAZ_NUMBER
20435.000000,32.171597,34.816102,
31860.000000,32.106362,34.955343,
35464.000000,32.078229,34.982522,
39155.000000,32.279793,34.854338,
39267.000000,32.327371,34.858238,
72.000000,31.815835,34.915606,
25637.000000,32.054485,34.784603,
36230.000000,32.029896,34.750499,
26237.000000,32.074883,34.832221,
33761.000000,32.019396,34.792520,
3484.000000,31.751069,35.227664,
3363.000000,31.749750,35.206568,
2802.000000,31.819260,35.238521,
2957.000000,31.819774,35.249785,
32196.000000,32.326629,34.857538,
39182.000000,32.287621,34.865010,
20653.000000,32.087486,34.770673,
20454.000000,32.054779,34.760773,
31690.000000,31.964894,34.790532,
5640.000000,31.765261,35.173885,
138.000000,31.821313,35.194554,
61054.000000,31.851033,35.273025,
6102.000000,31.799032,35.232061,
1609.000000,31.758318,35.176832,
1913.000000,31.778593,35.202397,
33829.000000,32.022601,34.795586,
1476.000000,31.757107,35.167803,
1470.000000,31.759207,35.168915,
31100.000000,31.893459,34.807735,
4170.000000,31.789467,35.203715,
25251.000000,32.039067,34.766641,
20652.000000,32.087446,34.772902,
20361.000000,32.075104,34.781574,
34823.000000,31.986236,34.783798,
34445.000000,31.959837,34.795095,
36899.000000,32.091440,34.877051,
32372.000000,32.085071,34.876493,
21100.000000,32.075450,34.782271,
21242.000000,32.066038,34.828520,
26259.000000,32.081070,34.808933,
21161.000000,32.092564,34.840305,
32909.000000,32.072243,34.851030,
31900.000000,32.062569,34.846183,
32912.000000,32.077890,34.852043,
23034.000000,32.083677,34.806421,
20482.000000,32.117386,34.805957,
38243.000000,32.102404,34.898214,
37179.000000,32.156494,34.896238,
37192.000000,32.159102,34.922613,
31591.000000,32.087311,34.887066,
32387.000000,32.071854,34.915689,
35348.000000,32.089545,34.880945,
63974.000000,31.928511,35.037946,
61379.000000,31.929743,35.049021,
61.000000,31.837425,35.231509,
3849.000000,31.829123,35.238182,
1540.000000,31.787317,35.199372,
6189.000000,31.749143,35.192437,
32335.000000,32.074476,34.883058,
20455.000000,32.051093,34.765061,
21189.000000,32.083245,34.804764,
38266.000000,32.104695,34.892704,
36667.000000,32.072294,34.892393,
22942.000000,32.074823,34.843553,
11052.000000,31.788711,34.653352,
17910.000000,31.814714,34.656420,
13173.000000,31.786499,34.650186,
4169.000000,31.788654,35.203665,
1412.000000,31.802717,35.238147,
19357.000000,31.779628,34.633663,
11866.000000,31.790700,34.640560,
20459.000000,32.054799,34.765859,
20032.000000,32.083686,34.803138,
35797.000000,32.014003,34.753209,
26014.000000,32.046172,34.814621,
26133.000000,32.077020,34.813720,
26450.000000,32.111225,34.825429,
26258.000000,32.088260,34.807448,
21197.000000,32.088340,34.803723,
2190.000000,31.816346,35.200340,
21025.000000,32.073194,34.808561,
22980.000000,32.091435,34.825758,
21721.000000,32.064045,34.775308,
21238.000000,32.078868,34.788581,
25848.000000,32.088285,34.781185,
36175.000000,32.012692,34.758479,
37413.000000,31.988604,34.775088,
20289.000000,32.070533,34.782519,
21730.000000,32.092113,34.832382,
26273.000000,32.080575,34.812260,
21320.000000,32.069559,34.828538,
25441.000000,32.057500,34.778237,
26201.000000,32.076395,34.819015,
32259.000000,32.092536,34.856645,
23016.000000,32.059809,34.784515,
26129.000000,32.075525,34.809260,
25075.000000,32.109701,34.807020,
6054.000000,31.783275,35.231522,
5832.000000,31.797439,35.139761,
1826.000000,31.795833,35.139835,
136.000000,31.790711,35.200059,
130.000000,31.796655,35.199964,
35591.000000,32.097845,34.854439,
3314.000000,31.746759,35.217371,
2922.000000,31.752724,35.187989,
1655.000000,31.761041,35.204833,
5592.000000,31.757664,35.159143,
2314.000000,31.765889,35.147753,
9871.000000,31.758756,35.189785,
