origin_sz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,30,31,32,33,34,35,36,37,38,39,40
1,1563.07,619.276,0,0,0,0,202.867,62.0713,0,0,0,469.86,0,0,66.2547,96.0544,0,0,0,0,0,0,0,41.3979,0,0,283.66,0,245.212,99.9014,0,0,0,0,75.4291,0
2,187.607,1975.16,0,0,168.837,0,0,0,0,0,0,581.559,350,168.837,523.622,0,0,0,0,0,266.148,0,0,0,0,0,0,0,0,0,137.601,0,0,0,0,0
3,0,29.2638,2812.59,0,0,205.729,175,0,0,0,0,52.1454,0,0,350,0,0,11.9173,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0
4,0,71.7285,0,525.06,0,0,0,0,0,0,0,776.727,57.2724,0,0,377.175,64.163,82.8733,0,0,0,0,0,0,0,31.3633,0,0,0,0,0,87.0118,0,0,0,0
5,0,0,0,0,900.967,438.476,0,0,467.571,0,0,833.124,23.6464,143.517,241.223,93.6626,0,10.0426,0,0,0,20.1019,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0725
6,0,468.626,99.853,0,20.3398,797.429,235.479,61.0013,242.295,0,0,204.019,475.871,122.553,302.794,93.1494,109.16,5.5858,0,0,0,31.6282,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4492
7,0,150.244,0,0,104.919,342.415,1650.45,139.438,0,0,79.574,418.014,439.543,0,52.5529,182.264,152.056,9.77617,0,0,0,0,0,182.264,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,47.9719,0,227.066,163.563,225.83,702.685,29.5526,0,175,633.189,224.195,57.2015,23.9859,103.558,0,50.2242,0,0,0,0,0,0,188.418,0,0,0,0,0,0,0,0,0,0,0
9,0,32.8066,0,0,0,180.427,166.253,509.86,3212.38,0,63.7109,567.786,135.498,56.2303,263.936,0,350,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,21.24,0,0,0,0,0,0,113.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.2704,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,124.042,0,8.36459,0,565.021,13.9085,118.955,233.451,0,65.7182,0,330.655,20.1452,0,21.7372,35.1961,0,18.1189,0,0,0,0,0,0,137.081,0,0,0,4.26641,0
12,0,0,0,0,0,0,0,47.8729,0,0,0,0,227.467,481.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,4.5877,6.01806,0,0,0,3.14012,186.584,476.777,107.449,168.493,401.755,230.213,25.0534,0,0,0,29.6771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,32.3563,61.2573,0,0,17.9704,23.5732,70.646,0,0,79.805,593.008,478.963,1317.89,921.337,1428.29,560.718,192.892,0,24.5517,0,154.421,0,16.531,0,0,0,0,0,0,0,39.7491,0,0,0,0
15,0,164.033,0,0,0,175,31.648,252.088,375.328,0,35.179,352.592,858.229,757.132,2049.44,1970.87,443.739,0,0,0,0,0,0,317.295,0,0,0,0,0,0,0,0,0,0,175,41.5822
16,0,90.9625,0,0,0,0,81.9425,0,0,0,0,736.862,697.467,1113.12,1355.92,4431.32,482.028,144.508,0,0,21.4115,0,0,207.94,0,0,0,0,0,0,75.4585,102.768,0,0,77.2777,53.5238
17,0,7.70629,0,0,0,13.9425,65.4236,145.78,98.5022,0,20.3118,630.901,522.522,1504.89,284.503,1320.54,2566.83,68.2221,0,0,0,0,13.9425,561.055,17.6471,0,0,0,0,0,0,0,0,0,44.1021,0
18,0,0,0,0,0,0,0,0,0,0,0,137.656,141.614,458.572,655.864,181.078,568.763,526.441,12.2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,350,0,0,0,0,0,0,0,0,0,0,350,0,350,1154.92,175,0,6837.04,985.337,55.1687,0,0,0,0,1886.61,0,0,0,0,957.686,350,0,0,0,0
20,0,0,0,0,0,0,350,0,0,0,0,53.4779,0,0,0,0,0,0,971.303,1288.46,0,0,0,0,0,0,0,2.5,0,0,0,149.636,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0568,104.392,2724.54,57.1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,263.135,0,0,88.1398,342.684,0,377.063,487.99,0,130.564,1881.83,136.903,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,111.99,14.7847,44.6244,0,689.033,0,0,0,0,0,0,849.64,0,0,0,0,0,0,0,0,136.903,0,0,0,0
24,0,232.389,0,0,0,175,0,0,0,0,0,0,318.918,350,518.948,213.419,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,142.446,0,0,0,0,0,32.5544,0,0,0,0,0,0,892.139,0,0,0,0,0,0,0,0,0,0,245.411
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.073,0,0,0,0,0,0,0,508.427,0,175,175,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.1459,0,0,0,0,0,0,0,0,0,0,127.786,0,0,0,0,0,0,0,0,0
32,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.184,1641.13,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,175,3009.82,0,180.736,0,0,0,0,0
34,1462.18,49.0404,107.276,0,0,0,42.2055,0,0,0,0,350,0,0,0,30.7517,0,0,0,0,0,0,0,0,0,0,0,0,15.8793,1454.62,0,0,0,0,0,0
35,0,0,349.921,0,0,0,29.578,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8868.41,137.196,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,23.6174,177.5,688.316,0,0,0,0,0,0,0,0,0,276.158,3665.43,178.172,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.234,0,0,0,0,0,0,0,164.342,0,0,0,294.835,627.306,665.329,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0
39,0,0,0,0,0,0,0,0,0,0,0,0,350,0,175,0,0,0,0,0,0,0,0,0,997.625,0,0,0,0,0,0,0,0,0,3742.89,946.418
40,0,0,0,0,0,0,0,0,0,0,0,0,152.564,0,0,175,175,0,0,0,0,0,0,0,436.844,0,0,0,0,0,0,0,0,0,357.549,5002.48
