file,content,trips,geography,period,vintage,frame,built by
car_2022_taz.csv,"car (driver + passenger), 2022",1353797.7,"778 study TAZs (TAZ_NUMBER), rows = origin, columns = destination","AM 06:00–09:00, representative weekday",2022,"residents, person trips, both ends in the study area","notebooks/current/Final_matrices_2022.ipynb from Output/ths2017/three_mode_2022/ (METHODOLOGY §6n, §6t)"
transit_2022_taz.csv,"bus (calibrated) + rail (survey door-to-door), 2022",133703.6,"778 study TAZs (TAZ_NUMBER), rows = origin, columns = destination","AM 06:00–09:00, representative weekday",2022,"residents, person trips, both ends in the study area","notebooks/current/Final_matrices_2022.ipynb from Output/ths2017/three_mode_2022/ (METHODOLOGY §6n, §6t)"
total_2022_taz.csv,car + transit,1487501.4,"778 study TAZs (TAZ_NUMBER), rows = origin, columns = destination","AM 06:00–09:00, representative weekday",2022,"residents, person trips, both ends in the study area","notebooks/current/Final_matrices_2022.ipynb from Output/ths2017/three_mode_2022/ (METHODOLOGY §6n, §6t)"
transit_incl_taxi_2022_taz.csv,transit + taxi-type (variant),153062.9,"778 study TAZs (TAZ_NUMBER), rows = origin, columns = destination","AM 06:00–09:00, representative weekday",2022,"residents, person trips, both ends in the study area","notebooks/current/Final_matrices_2022.ipynb from Output/ths2017/three_mode_2022/ (METHODOLOGY §6n, §6t)"
total_incl_taxi_2022_taz.csv,car + transit + taxi-type (variant),1506860.7,"778 study TAZs (TAZ_NUMBER), rows = origin, columns = destination","AM 06:00–09:00, representative weekday",2022,"residents, person trips, both ends in the study area","notebooks/current/Final_matrices_2022.ipynb from Output/ths2017/three_mode_2022/ (METHODOLOGY §6n, §6t)"
final_2022_long.csv.gz,"long format (gzip): orig_taz, dest_taz, car, bus, rail, taxi_type, transit, total (non-empty cells)",1487501.4,"778 study TAZs (TAZ_NUMBER), rows = origin, columns = destination","AM 06:00–09:00, representative weekday",2022,"residents, person trips, both ends in the study area","notebooks/current/Final_matrices_2022.ipynb from Output/ths2017/three_mode_2022/ (METHODOLOGY §6n, §6t)"
