AggAreaCode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,23,24,25,26,27,28
1,364.33,31.5,200.56,7.66,18.8,116.02,82.99,108.22,68.92,140.47,39.25,65.87,78.94,3.56,4.75,0.0,0.29,0.0,0.0,61.63,29.71,29.35,12.99,88.29,16.5
2,232.23,215.8,208.24,719.16,44.7,55.63,9.99,24.67,18.51,185.64,0.0,0.0,13.06,5.72,0.0,0.0,0.0,0.0,0.0,0.0,50.06,134.95,0.0,48.44,0.0
3,23.74,17.19,2.32,159.32,0.34,24.15,48.35,7.14,53.29,6.64,0.0,0.0,63.89,42.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,15.5,0.0,0.0
4,22.34,81.53,24.37,171.37,89.45,159.7,300.62,10.09,160.21,178.67,4.97,42.01,111.37,17.22,0.79,0.0,0.0,0.0,0.0,0.0,4.61,56.25,0.0,36.53,1.66
5,40.46,4.3,27.64,58.55,15.92,64.78,170.65,19.43,32.29,68.57,24.69,0.0,66.18,0.0,1.38,0.0,0.0,2.84,0.0,0.0,25.91,92.93,4.55,14.52,0.0
6,18.44,22.47,0.34,167.54,13.38,110.63,42.28,22.99,57.21,44.49,4.98,13.25,32.66,3.94,2.21,0.46,0.0,0.0,0.0,60.55,365.78,39.53,2.67,13.38,5.0
7,84.39,19.92,173.64,119.15,16.35,115.94,70.08,32.83,82.49,257.08,23.54,2.56,21.66,11.06,16.59,0.0,0.0,0.0,0.0,65.05,13.83,31.49,10.25,32.67,0.0
8,7.04,14.64,0.0,7.73,4.54,165.18,36.13,4.88,28.08,24.02,0.0,5.79,38.4,18.29,26.84,0.0,0.0,0.0,10.01,0.0,0.0,2.79,0.0,11.81,32.97
9,28.44,5.55,1.16,15.49,0.0,84.42,79.5,13.43,31.06,109.78,7.7,0.0,31.31,45.97,47.53,0.0,38.73,0.0,28.13,72.7,23.05,61.27,1.67,13.47,0.0
10,5.32,1.06,70.77,12.35,28.35,97.94,58.28,14.44,22.88,38.54,2.84,43.64,106.72,14.72,90.36,1.46,1.13,0.0,0.0,0.0,37.02,24.23,12.47,20.29,5.39
11,1.33,0.7,0.1,0.0,0.0,9.45,0.0,0.0,9.91,0.0,0.64,6.82,2.81,10.36,0.0,0.0,0.0,0.0,0.0,0.0,14.95,42.49,3.3,0.01,0.0
12,8.63,1.69,40.44,80.62,0.0,82.8,62.35,51.57,80.02,86.05,78.28,46.5,45.65,4.88,0.0,0.0,0.0,0.0,0.0,0.0,14.94,103.66,25.61,22.33,0.0
13,0.0,10.04,13.29,107.52,46.04,75.88,41.57,5.17,255.08,1.68,5.4,53.1,0.92,5.03,0.06,0.0,8.84,6.98,2.17,0.0,446.21,245.45,3.59,21.96,7.34
14,0.66,5.93,0.0,0.28,0.22,5.32,1.48,0.14,7.37,1.58,1.99,9.63,28.18,12.93,9.1,6.74,0.0,0.0,0.0,0.41,32.6,26.43,4.19,9.8,4.8
15,0.7,2.91,0.0,0.0,0.0,11.78,9.96,0.0,0.0,16.93,0.0,0.0,0.77,0.0,0.91,49.15,0.0,0.0,121.48,0.0,276.74,26.57,4.53,0.0,19.89
16,0.0,14.58,0.0,0.0,0.0,8.24,0.0,11.26,82.32,116.91,25.9,0.0,97.76,40.42,159.73,516.42,23.46,16.61,0.0,0.0,227.05,581.77,42.62,40.33,1326.09
17,0.0,0.48,3.0,0.0,0.0,8.17,9.9,0.57,7.32,0.51,0.0,0.0,10.51,5.09,11.15,17.11,22.36,0.0,0.0,0.0,6.64,68.03,2.79,6.29,5.12
18,0.0,2.58,15.82,0.0,0.0,0.47,0.0,0.0,17.07,0.82,0.19,3.35,3.93,13.29,52.08,267.77,0.0,3.71,23.54,0.22,23.19,58.63,7.27,11.91,172.57
19,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.28,1.34,0.86,0.45,1.71,0.11,2.37,2.82,0.0,0.0,8.8,0.79,0.0,2.59,0.6,1.76,2.34
23,0.0,0.0,106.95,113.01,0.0,323.1,1.89,0.0,54.81,0.0,0.0,0.38,160.85,19.62,0.61,0.0,143.04,0.0,17.83,139.88,0.0,220.22,0.0,4.55,31.32
24,16.95,34.85,144.95,12.76,0.0,74.16,30.64,4.1,62.83,203.19,30.43,1.16,134.82,98.88,250.82,18.63,162.69,0.68,0.0,0.38,2128.67,1722.24,22.11,72.16,412.33
25,17.55,55.86,116.08,51.17,17.87,43.44,50.2,30.43,139.62,207.88,62.97,28.06,178.95,177.2,226.82,89.34,297.61,14.9,1.06,22.36,1397.97,2786.91,93.08,159.46,235.55
26,0.0,3.95,1.12,1.33,0.0,0.0,0.0,0.0,0.9,0.0,2.6,0.08,2.1,3.91,3.79,7.38,0.08,0.0,3.7,0.0,7.76,16.14,2.61,0.88,10.25
27,28.7,24.01,63.1,13.59,2.64,34.09,56.38,1.94,86.33,85.67,4.67,37.15,20.46,21.51,14.23,8.37,25.26,13.33,29.73,4.39,9.07,73.05,4.28,205.05,15.39
28,24.15,3.29,23.87,4.26,5.86,94.28,0.0,54.22,114.49,64.27,23.42,0.0,171.1,54.33,337.26,589.86,31.43,6.28,0.0,35.37,443.86,391.83,67.65,35.53,1072.61
