origin_sz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,30,31,32,33,34,35,36,37,38,39,40
1,2028.51,262.54,3.45648,0.182735,0,2.20628,118.659,47.5673,1.3614,0,1.78848,279.986,0.862971,4.73131,36.605,36.7717,0.789384,0.543703,0.10364,0.115238,0.172096,0.377314,0.289356,41.4733,0,0,139.51,2.0513,120.938,86.5784,0.62774,0.0826924,0,0,41.7606,0
2,709.566,1135.52,36.2883,2.52843,143.07,15.5835,7.58757,10.4746,1.15155,0.00968269,0,426.702,302.501,6.71229,383.927,47.1197,5.82468,1.91005,0.73368,0,221.658,0,0,0,0,0.619778,0,0.465347,9.76514,9.48477,234.785,10.6496,0,0,0,0.106034
3,21.6144,46.3369,2664.79,0.0249085,1.01555,165.294,98.266,1.23866,9.42872,0,1.96558,31.762,20.9741,8.77579,270.816,31.2428,13.0682,5.79219,5.83879,0,1.48957,1.3403,0.301937,22.9637,0,0,0.286918,100.453,4.73784,18.9364,0.200733,0,0,2.249,0,0
4,0,99.1171,6.40208,428.586,0,0.90883,4.37761,0,17.8036,0,0.460701,783.346,61.7112,16.905,9.11703,375.567,64.1732,82.9402,4.96791,0,5.69393,0.306708,0.814821,1.62596,0,38.0659,0,0.16094,0,0,0,99.2526,0,0,0,0.145331
5,20.6686,9.71779,3.22592,0,539.445,841.88,104.901,40.0242,896.07,0,0,524.114,39.8765,22.9299,41.8146,25.6841,18.9661,31.4121,0.335726,0.172119,0.53786,3.32453,2.8989,6.87102,0,0.192847,0,0,0,1.361,0.940852,4.34777,0,0,0,43.534
6,7.59963,837.122,178.82,0,66.6036,901.338,474.915,22.047,551.272,0,0,471.903,103.142,108.365,617.769,91.8261,17.8004,17.1519,8.75358,0,0.0737259,3.7997,0,0.30445,0,0,0,0,0.107534,0.821095,2.02293,0.0782124,0,0,2.42524,37.3819
7,9.77814,151.093,2.82524,0.425606,91.4961,112.61,600.078,144.881,8.75065,0,0,304.676,29.3205,11.4347,77.2235,16.0866,2.226,14.7087,0,0.377821,1.67261,1.4347,0,0.184525,0,0,0,0.338307,0.535851,0,0.262938,0.199895,0,0,0,0
8,2.80281,7.37073,38.4479,0,284.032,157.662,336.74,524.332,117.361,0,336.418,911.199,10.9567,53.4595,87.946,125.695,38.7184,59.8142,2.03343,0,1.18024,1.55665,0,6.62087,172.743,0,0,1.90051,0,3.00202,0,0.142378,0,0,0,0
9,0,43.2957,0.248524,1.05274,8.41949,193.893,309.215,494.548,1878.25,0.0367887,114.411,550.432,36.3746,123.879,24.8162,11.5852,549.906,111.392,1.36144,0.0762077,0.351613,4.06163,0.938133,2.30172,0,0,0,1.51434,0,0,0,0.90373,0,0,1.26229,0
