home_2636,sampled_persons_1,weighted_persons_1,weighted_trips_1,rate_1,sampled_persons_2,weighted_persons_2,weighted_trips_2,rate_2,rate_avg
2123,14,4900,2450,0.5,14,4900,3500,0.714286,0.607143
2124,15,5250,3850,0.733333,14,4900,3500,0.714286,0.72381
2126,3,1050,1050,1,3,1050,1050,1,1
2128,11,3850,1400,0.363636,10,3500,2450,0.7,0.531818
2130,61,11784.4,7746.57,0.657358,61,11784.4,9010.98,0.764653,0.711005
2132,2,700,700,1,2,700,0,0,0.5
2136,28,9089.78,7982.66,0.878202,29,9308.81,7264.41,0.78038,0.829291
2138,39,8594.6,11774.9,1.37003,40,8550.15,8693.05,1.01671,1.19337
2139,25,7788.18,5954.91,0.764608,23,7088.18,5882.1,0.829846,0.797227
2140,13,3281.74,1742.28,0.530902,14,3631.74,2268.25,0.624563,0.577733
2141,20,4308.59,6870.85,1.59469,22,5008.59,6387.21,1.27525,1.43497
2144,67,12192.2,18070,1.48209,66,12158.7,15361.3,1.2634,1.37275
2146,24,4037.31,4222.52,1.04587,24,4037.31,4081.89,1.01104,1.02846
2147,10,3494.74,3143.42,0.899473,10,3494.74,2794.74,0.799699,0.849586
2149,47,11917.1,9281.86,0.77887,46,11599.9,10955.8,0.944474,0.861672
2152,45,11747.4,9208.17,0.783844,45,11747.4,9326.68,0.793933,0.788889
2154,96,16681.4,7785.36,0.466708,94,15991.4,7735.72,0.483743,0.475225
2155,30,8220.85,5925.59,0.720801,29,8009.53,5014.27,0.626039,0.67342
2156,,,,,1,211.323,422.647,2,2
2157,29,6078.99,6075.44,0.999416,30,5947.36,7693.61,1.29362,1.14652
2158,16,4224.93,5552.8,1.31429,16,4224.93,5032.36,1.19111,1.2527
2159,20,5736.58,5668.33,0.988103,19,5386.58,4093.87,0.760013,0.874058
2161,71,6320.51,5316.56,0.841161,69,6228.38,4609.88,0.740142,0.790651
2163,7,2450,1050,0.428571,6,2100,2100,1,0.714286
2164,19,5179.54,4164.77,0.804081,19,5179.54,3814.77,0.736507,0.770294
2165,16,5600,6300,1.125,16,5600,4200,0.75,0.9375
2166,37,12529.9,10489.9,0.837191,38,12879.9,8039.89,0.624221,0.730706
2167,22,5127.53,6637.36,1.29445,24,5219.66,6218.84,1.19143,1.24294
2168,14,2217.43,1900.02,0.856854,13,2072.77,2915.02,1.40634,1.1316
2169,50,8665.44,7584.97,0.875312,50,8665.44,6116.62,0.705864,0.790588
2170,50,10710.3,8544.95,0.797829,51,10716.1,8093.17,0.755234,0.776532
2172,67,9453.51,7420.95,0.784994,70,9604.87,7604.55,0.791739,0.788366
2173,57,10055,7705.96,0.766379,60,10441.6,8441.73,0.808468,0.787424
2174,3,191.48,71.6016,0.373938,2,132.698,122.193,0.920836,0.647387
2175,39,3481.43,3023.27,0.868398,34,3118.26,2871.1,0.920737,0.894568
2176,38,7545.62,6703.41,0.888385,41,7780.85,7993.89,1.02738,0.957883
2177,37,4487.45,2892.46,0.644567,34,3992.14,2351.03,0.588914,0.616741
2178,91,12316.4,13736.2,1.11528,92,12403.1,14543.7,1.17259,1.14393
2180,8,2382.48,3680.09,1.54465,8,2382.48,2993.47,1.25645,1.40055
2182,30,6367.79,6553.8,1.02921,29,6017.79,6279.99,1.04357,1.03639
2184,16,4504.45,4135.41,0.918071,15,4230.65,4804.31,1.1356,1.02683
2185,37,7408.34,7319.7,0.988036,38,7520.92,7126.39,0.947542,0.967789
2186,28,5617.91,7591.85,1.35137,24,4881.5,5720.04,1.17178,1.26157
2188,28,7329.77,6896.51,0.94089,28,7329.77,8530.54,1.16382,1.05236
2192,33,10473.5,6190.29,0.591045,33,10473.5,4466.06,0.426416,0.50873
2194,33,6767.92,6993.39,1.03331,30,6358.58,6416.74,1.00915,1.02123
2195,61,9583.7,9294.91,0.969866,61,9583.7,7943.04,0.828807,0.899337
2197,8,2800,1400,0.5,8,2800,1050,0.375,0.4375
2198,42,10433.9,8406.86,0.805723,42,10433.9,8454.09,0.81025,0.807987
2199,31,2072.91,1640,0.791161,31,2072.91,2245.81,1.08341,0.937286
2200,39,6138.69,2988.19,0.48678,38,5788.69,2947.47,0.509176,0.497978
2201,43,6492.96,6018.3,0.926897,44,6507.43,5298.79,0.814268,0.870583
2204,9,45,20,0.444444,9,45,25,0.555556,0.5
2206,3,468.63,59.3148,0.126571,3,468.63,177.945,0.379712,0.253142
2207,52,8285.9,11998.6,1.44808,50,7933.56,10326.8,1.30166,1.37487
2208,5,1271.94,1382.91,1.08724,7,1387.91,1493.87,1.07635,1.0818
2209,54,5588.23,8459.2,1.51375,53,5717.58,7821.63,1.36799,1.44087
2210,56,8935.71,9241.13,1.03418,57,9285.71,9865.54,1.06244,1.04831
2211,17,3881.22,4261.47,1.09797,15,3101.49,3202.85,1.03268,1.06533
2214,84,18143.8,12958,0.714185,84,18143.8,13218.5,0.72854,0.721362
2216,1,89.9044,89.9044,1,1,89.9044,89.9044,1,1
2217,13,2752.41,2076.45,0.75441,14,3096.75,2076.45,0.670524,0.712467
2218,13,4441.62,2734.97,0.61576,13,4441.62,2734.97,0.61576,0.61576
2220,8,2800,3150,1.125,8,2800,3150,1.125,1.125
2221,55,18910.5,12080.3,0.638811,55,18910.5,12080.3,0.638811,0.638811
2223,25,8158.89,4827.78,0.59172,25,8158.89,5527.78,0.677516,0.634618
2224,8,2800,2450,0.875,8,2800,1050,0.375,0.625
2225,6,2100,1400,0.666667,6,2100,1400,0.666667,0.666667
2226,27,9110.54,8173.69,0.897169,27,9110.54,7473.69,0.820335,0.858752
2227,16,5048.07,4348.07,0.861333,16,5048.07,4698.07,0.930667,0.896
2228,12,2857.61,2157.61,0.75504,12,2857.61,2157.61,0.75504,0.75504
2229,11,3850,2450,0.636364,11,3850,1050,0.272727,0.454545
2231,19,6650,5600,0.842105,19,6650,5600,0.842105,0.842105
2232,45,15750,12600,0.8,45,15750,10500,0.666667,0.733333
2233,13,4550,1400,0.307692,13,4550,3500,0.769231,0.538462
2236,42,12603.5,11853,0.940453,42,12603.5,12152.5,0.964217,0.952335
2240,67,17298.9,9784.07,0.565589,67,17298.9,10366,0.59923,0.58241
2241,11,3850,1750,0.454545,11,3850,1750,0.454545,0.454545
2242,18,6300,3850,0.611111,18,6300,3850,0.611111,0.611111
2243,19,6650,3500,0.526316,19,6650,3500,0.526316,0.526316
2245,33,11550,13300,1.15152,33,11550,12600,1.09091,1.12121
2247,51,13893.9,11087.6,0.798017,51,13893.9,9687.57,0.697254,0.747635
2248,45,14548.4,12098.4,0.831596,45,14548.4,11048.4,0.759423,0.79551
2250,76,24888.6,17632,0.708439,76,24888.6,16582,0.666251,0.687345
2251,1,350,0,0,1,350,0,0,0
2253,1,211.146,0,0,1,211.146,0,0,0
2259,73,23344.1,26900.6,1.15235,73,23375.3,23352.3,0.999015,1.07568
2260,44,14997.1,18080,1.20556,44,14997.1,15347.1,1.02334,1.11445
2261,32,11200,14700,1.3125,27,9450,11900,1.25926,1.28588
2262,9,3150,2450,0.777778,12,4200,4550,1.08333,0.930556
2264,29,8615.24,10297.9,1.19531,28,8265.24,7847.86,0.949502,1.0724
2265,39,11492.7,10348.8,0.900468,38,10990.7,9968.82,0.907023,0.903745
2266,18,6056.68,11306.7,1.86681,17,5755.34,10354,1.79903,1.83292
2267,8,2800,4550,1.625,8,2800,3150,1.125,1.375
2270,27,9206.68,9605.34,1.0433,28,9556.68,9255.34,0.968469,1.00589
2271,20,7000,4550,0.65,20,7000,5950,0.85,0.75
2272,17,5706.68,8156.68,1.42932,18,6056.68,9906.68,1.63566,1.53249
2276,8,2800,2800,1,8,2800,2450,0.875,0.9375
2279,7,2105.68,3442.49,1.63486,6,1824.54,2036.81,1.11634,1.3756
2280,5,1750,1400,0.8,5,1750,2800,1.6,1.2
2282,46,13068.4,12814.7,0.980587,46,13068.4,12353,0.945255,0.962921
2283,18,3991.21,5488.87,1.37524,19,4341.21,5300.85,1.22105,1.29814
2284,48,15268.4,17552,1.14956,47,14668.1,17285.3,1.17842,1.16399
2285,22,6660.5,9291.29,1.39498,20,6065.09,8090.34,1.33392,1.36445
2286,9,3138.81,700,0.223015,9,3138.81,1392.54,0.443652,0.333333
2287,68,18620.9,16158.1,0.867741,67,17968.2,13513.6,0.752087,0.809914
2288,73,20075.2,15013,0.747837,67,18713,14197.2,0.758682,0.75326
2289,48,14078.1,15019,1.06684,46,13378.1,17674.3,1.32113,1.19398
2290,83,19766.2,17405.7,0.88058,79,19360.8,17649.7,0.911625,0.896102
2291,43,3657.24,3459.54,0.945943,43,3587.64,2777.77,0.774262,0.860102
2292,10,823.295,794.387,0.964887,11,947.031,738.41,0.77971,0.872299
2293,61,10463.7,5138.42,0.491073,60,10383.7,5798.38,0.558412,0.524743
2294,18,3584.74,3544.77,0.988849,18,3584.74,2593.39,0.723453,0.856151
2295,16,2048.88,1677.52,0.818749,16,1987.48,1616.39,0.813285,0.816017
2298,26,1229.55,1118.3,0.909517,26,1229.55,1363.82,1.1092,1.00936
2299,21,3101.65,2939.08,0.947588,23,3284.57,4452.58,1.3556,1.1516
2301,17,4486.01,1555.05,0.346644,16,4291.05,2605.05,0.607089,0.476867
2302,60,8221.91,9478.98,1.15289,58,8007.98,8667.24,1.08233,1.11761
2303,36,6268.32,5509.35,0.878919,37,6463.28,3582.68,0.554313,0.716616
2304,21,1660.56,1427.37,0.859572,21,1660.56,1128.3,0.67947,0.769521
2306,30,1033.01,1065.78,1.03172,29,1020.02,1140.14,1.11776,1.07474
2309,64,9487.46,9839.35,1.03709,66,9712.04,11034.5,1.13617,1.08663
2310,21,4202.56,4017.75,0.956024,21,4202.56,5079.8,1.20874,1.08238
2311,82,8046.72,6504.59,0.808352,80,7836.65,7016.27,0.895315,0.851834
2329,41,7985.99,6667.8,0.834938,41,7985.99,6419.77,0.803879,0.819409
2331,42,8542.63,12945.9,1.51545,42,8542.63,9308.52,1.08966,1.30255
2332,22,1962,2365.93,1.20588,22,1617,1383.96,0.855879,1.03088
2475,1,44.9387,0,0,1,44.9387,0,0,0
2544,1,307.47,0,0,1,307.47,0,0,0
2567,1,329.069,0,0,1,329.069,0,0,0
