TAZ,SZ,corridor,P_2022,P_year,E_2022,E_year,I_2022,I_year,J_2022,J_year,O_2022_car,O_year_car,origin basis,D_2022_car,D_year_car,destination basis,O_2022_transit,O_year_transit,D_2022_transit,D_year_transit,O_2022_taxi,O_year_taxi,D_2022_taxi,D_year_taxi
1903,19,False,4312.5326,5334.0000,989.0482,1396.0000,2273.1170,2834.1631,1927.6420,2521.0715,2479.7908,3091.8477,own rate (multiplicative),4025.1148,5002.9992,own rate (multiplicative),370.5062,461.9537,263.7820,337.1015,0.0000,0.0000,0.0000,0.0000
1904,19,True,8767.8873,12046.0000,1175.1728,2021.0000,4511.9766,6252.1787,3256.8748,4796.6500,6885.5369,9541.1858,own rate (multiplicative),4627.6190,6477.2095,own rate (multiplicative),39.7679,55.1058,8.4463,12.1551,0.0000,0.0000,0.0000,0.0000
1905,19,False,3506.0123,4983.0000,586.5226,951.0000,1819.4871,2601.3748,1394.7325,2075.3243,560.5969,801.5021,own rate (multiplicative),544.4278,769.8901,own rate (multiplicative),162.1729,231.8634,0.9937,1.4448,0.0000,0.0000,0.0000,0.0000
1906,19,True,7214.7974,8256.0000,469.5209,1267.0000,3647.5433,4269.5876,2285.7278,3193.8723,1319.4149,1544.4251,own rate (multiplicative),542.1312,719.9309,own rate (multiplicative),73.1011,85.5676,43.5085,59.4052,0.0000,0.0000,55.8135,80.3228
1907,19,False,8821.6914,12412.0000,990.6456,1824.0000,4514.5318,6408.2709,3124.9139,4737.6113,513.9999,729.6107,own rate (multiplicative),918.2514,1323.0503,own rate (multiplicative),480.1090,681.5034,188.7439,279.6090,0.0000,0.0000,0.0000,0.0000
1908,19,False,3715.0288,4303.0000,513.2564,771.0000,1913.7719,2239.7978,1392.1108,1752.3174,679.3285,795.0574,own rate (multiplicative),592.3283,708.5897,own rate (multiplicative),128.8652,150.8184,108.7864,133.8044,0.0000,0.0000,60.9815,79.0575
1909,19,False,9243.4884,9950.0000,7297.6502,9452.0000,5550.8825,6184.4285,8234.8900,10129.5378,3381.3748,3767.3057,own rate (multiplicative),2884.2188,3371.7349,own rate (multiplicative),585.2836,652.0846,912.3798,1096.6405,566.6552,631.3300,115.9640,146.9133
1910,19,False,2160.4599,2505.0000,66.7640,83.0000,1082.5734,1255.9497,625.9471,730.1992,144.3112,167.4229,own rate (multiplicative),38.6918,42.8960,own rate (multiplicative),172.2982,199.8921,37.0617,42.2460,43.1627,50.0753,6.0734,7.2970
1911,19,False,5202.7835,6030.0000,531.7193,787.0000,2655.6567,3100.2729,1801.3530,2223.0651,1072.2792,1251.8026,own rate (multiplicative),210.9667,247.4348,own rate (multiplicative),429.0399,500.8707,79.9072,96.3599,0.0000,0.0000,29.9721,38.0958
1912,19,False,5532.3210,7832.0000,771.7949,1295.0000,2850.9164,4062.5153,2079.0115,3103.5999,2164.3011,3084.0982,own rate (multiplicative),1696.9463,2407.5224,own rate (multiplicative),115.2578,164.2407,0.4968,0.7247,0.0000,0.0000,186.2341,286.3349
1913,19,False,5221.7986,8917.0000,642.8728,1424.0000,2679.6775,4618.7062,1894.4822,3493.6129,2804.9604,4834.6445,own rate (multiplicative),1793.4082,3143.0899,own rate (multiplicative),181.5266,312.8803,12.9178,23.2772,0.0000,0.0000,0.0000,0.0000
1914,19,False,5073.1135,5457.0000,608.2377,860.0000,2601.2361,2825.0410,1827.5978,2128.9331,2725.1419,2959.6074,own rate (multiplicative),1696.6179,1878.2735,own rate (multiplicative),271.4264,294.7794,58.6271,66.7324,0.0000,0.0000,0.0000,0.0000
1915,19,False,0.0000,0.0000,1495.1857,2138.0000,195.9845,280.2426,1184.8868,1694.2965,394.7961,448.0395,superzone rate on the increment,1516.8607,2061.3496,own rate (multiplicative),6.3784,15.1676,85.8808,119.9956,0.0000,1.4277,0.0000,0.0000
1916,19,False,9408.6644,18860.0000,908.6479,2228.0000,4795.5293,9666.1015,3215.6216,6768.0312,5409.8249,10904.3055,own rate (multiplicative),3763.7206,7528.4952,own rate (multiplicative),751.2760,1514.3084,241.6860,497.0563,0.0000,0.0000,0.0000,0.0000
1917,19,False,10322.6954,15962.0000,401.1267,763.0000,5183.3095,8033.6691,3055.8643,4838.4023,5935.8104,9199.9786,own rate (multiplicative),1677.8714,2524.7593,own rate (multiplicative),996.5825,1544.6143,158.0905,244.5854,0.0000,0.0000,0.0000,0.0000
1918,19,False,5888.4018,6838.0000,612.2553,919.0000,3006.9887,3519.1785,2047.0281,2541.9842,941.9077,1102.3458,own rate (multiplicative),586.9696,692.7205,own rate (multiplicative),64.7926,75.8290,8.4463,10.2488,0.0000,0.0000,0.0000,0.0000
1919,19,False,4625.1980,6660.0000,393.8250,703.0000,2350.5023,3402.3938,1538.8778,2323.5985,739.9508,1071.0920,own rate (multiplicative),374.9526,538.0550,own rate (multiplicative),185.4501,268.4423,5.4652,8.0635,0.0000,0.0000,0.0000,0.0000
1920,19,True,0.0000,0.0000,302.8933,432.0000,39.7023,56.6253,240.0333,342.3462,0.0000,10.6937,superzone rate on the increment,205.9099,279.1030,own rate (multiplicative),2.5654,4.3306,0.4968,0.6924,0.0000,0.2867,0.0000,0.0000
1921,19,True,5584.8851,8432.0000,1742.7047,3253.0000,3004.3065,4617.3845,2862.3685,4814.3958,1021.4289,1569.8565,own rate (multiplicative),2034.9429,3252.8337,own rate (multiplicative),135.3238,207.9821,110.3756,181.4037,0.0000,0.0000,209.5021,362.9200
1922,19,False,6981.1418,8379.0000,497.5930,1286.0000,3535.0881,4333.2132,2245.9994,3241.5536,1276.8462,1565.1227,own rate (multiplicative),578.5231,793.5197,own rate (multiplicative),439.9996,539.3393,65.5955,92.5070,0.0000,0.0000,59.5602,88.5332
1923,19,False,8868.0115,8926.0000,1929.9139,2512.0000,4660.6709,4765.7913,3881.5398,4358.2052,1057.8540,1081.7136,own rate (multiplicative),1698.0843,1811.9919,own rate (multiplicative),216.8595,221.7507,143.9722,157.9571,112.7580,115.3012,127.6444,147.6086
1924,19,True,9690.9254,14974.0000,2220.7954,2717.0000,5107.8150,7798.7239,4330.3231,6124.8282,1156.0640,1765.1039,own rate (multiplicative),1846.0503,2481.4786,own rate (multiplicative),406.4812,620.6244,384.9746,532.0623,123.2260,188.1442,138.7666,202.1458
1925,19,False,8631.5926,9246.0000,1207.2167,1537.0000,4448.4337,4797.0421,3246.1179,3670.4255,1029.6770,1110.3692,own rate (multiplicative),1040.0140,1117.5957,own rate (multiplicative),336.5256,362.8980,360.9239,398.7719,109.7540,118.3550,78.1775,91.0416
1926,19,False,7179.7694,7755.0000,5274.2355,5710.0000,4259.9208,4602.9487,6084.0194,6581.9225,1932.6058,2088.2279,own rate (multiplicative),3303.2981,3396.2788,own rate (multiplicative),411.1629,444.2716,615.6806,650.8403,103.5252,111.8615,111.8844,124.6631
1927,19,False,6239.7177,6813.0000,3739.0759,5138.0000,3591.4590,4059.7666,4618.1160,5878.7755,1679.6528,1898.6708,own rate (multiplicative),2321.2931,2808.3123,own rate (multiplicative),182.1866,205.9428,243.3273,302.6702,89.9751,101.7074,78.6233,103.0812
1928,19,False,2228.9389,2391.0000,3207.1453,3332.0000,1528.2415,1625.1570,3132.7620,3274.6903,815.7362,867.4672,own rate (multiplicative),1272.9789,1264.6124,own rate (multiplicative),398.6609,423.9425,778.7210,795.3925,136.7024,145.3716,51.1819,55.1018
1929,19,False,6663.2330,7722.0000,1634.6459,2176.0000,3526.1181,4123.3204,3062.7555,3772.5879,2437.1358,2849.9022,own rate (multiplicative),655.4789,767.3246,own rate (multiplicative),293.8614,343.6314,258.0600,310.6022,408.4191,477.5912,26.3544,33.4339
1930,19,False,5087.6472,5447.0000,1786.1840,2207.0000,2762.8615,2996.6314,2764.9374,3193.7351,339.9116,368.6720,own rate (multiplicative),1250.2323,1372.4537,own rate (multiplicative),348.0983,377.5514,324.8998,366.7075,101.6657,110.2678,196.2475,233.4662
1931,19,False,8280.6574,8878.0000,508.9969,665.0000,4182.4864,4499.8344,2599.7193,2881.7854,553.2186,595.1943,own rate (multiplicative),358.0891,377.2417,own rate (multiplicative),559.4846,601.9357,242.7481,262.9347,165.4646,178.0193,56.2089,64.1721
1932,19,False,2387.8717,2487.0000,574.5406,747.0000,1262.1626,1334.0382,1088.6623,1251.6236,159.5086,168.5920,own rate (multiplicative),409.4185,447.3438,own rate (multiplicative),256.0989,270.6828,443.3960,498.1144,47.7081,50.4249,64.2661,76.0972
1933,19,False,6194.3984,7778.0000,1230.1208,1723.0000,3240.0674,4091.7764,2617.8290,3428.4533,1276.5720,1612.1416,own rate (multiplicative),489.2731,608.9781,own rate (multiplicative),786.0191,992.6381,322.7251,412.9966,0.0000,0.0000,69.5112,93.7601
1934,19,False,8548.4820,9224.0000,1554.0325,1975.0000,4452.5845,4843.5191,3498.9141,4011.6912,1761.7772,1916.4603,own rate (multiplicative),639.1842,696.4879,own rate (multiplicative),897.0897,975.8537,337.7209,378.3632,0.0000,0.0000,90.8091,107.2333
1935,19,False,5918.4258,6858.0000,916.2726,1150.0000,3061.7613,3559.3980,2295.9156,2730.3490,2315.2131,2691.5112,own rate (multiplicative),2053.3117,2320.6547,own rate (multiplicative),143.8560,167.2373,2.9810,3.4641,0.0000,0.0000,225.3441,276.0036
1936,19,False,3986.7592,7871.0000,557.1023,1301.0000,2054.5783,4082.6861,1498.9308,3118.6991,1559.7667,3099.4378,own rate (multiplicative),1225.2760,2422.8093,own rate (multiplicative),98.9402,196.6057,17.8862,36.3637,0.0000,0.0000,134.4699,288.1530
1937,19,False,1067.0517,1117.0000,168.6548,282.0000,552.4678,592.1507,416.6776,519.7482,0.0000,0.0000,own rate (multiplicative),0.0000,0.0000,own rate (multiplicative),11.4926,12.3181,25.3388,30.8842,0.0000,0.0000,0.0000,0.0000
1938,19,False,10329.8428,11270.0000,1357.3271,2037.0000,5312.1978,5868.5775,3815.5182,4603.5038,3898.1272,4306.4024,own rate (multiplicative),2067.0486,2370.1676,own rate (multiplicative),418.5079,462.3408,11.9242,14.0579,0.0000,0.0000,0.0000,0.0000
2001,20,True,0.0000,273.0000,3876.3515,5083.0000,508.1005,801.9547,3071.8844,4100.5249,834.3583,1316.8998,own rate (multiplicative),2963.5122,3759.5400,own rate (multiplicative),111.9640,176.7170,443.6023,578.6090,0.0000,0.0000,0.0000,0.0000
2002,20,True,5971.1739,7501.0000,3011.0059,3589.0000,3362.5503,4198.6877,3969.9155,4833.7272,2643.8355,3301.2561,own rate (multiplicative),2569.8891,2973.7787,own rate (multiplicative),442.0125,551.9241,268.8600,319.8776,0.0000,0.0000,0.0000,0.0000
2003,20,True,3468.6823,3847.0000,1490.4573,1828.0000,1919.4179,2151.6987,2101.1704,2469.0069,1537.5215,1723.5866,own rate (multiplicative),1279.6440,1429.0373,own rate (multiplicative),429.7113,481.7134,496.3486,569.9079,0.0000,0.0000,0.0000,0.0000
2004,20,True,4940.1077,8817.0000,476.8500,981.0000,2517.9058,4510.9357,1688.1989,3116.0257,2285.8803,4095.2521,own rate (multiplicative),929.4682,1630.4419,own rate (multiplicative),200.1170,358.5181,133.6071,240.9704,124.5380,223.1151,0.0000,0.0000
2005,20,True,4093.8616,13905.0000,995.2139,5284.0000,2165.2382,7603.8692,1874.5280,7875.5527,1598.4288,6055.7039,superzone rate on the increment,1799.7620,6194.3369,superzone rate on the increment,197.1325,942.3336,124.9832,840.9954,0.0000,113.1094,0.0000,0.0000
2006,20,False,0.0000,0.0000,2214.8871,4470.0000,290.3208,585.9142,1755.2271,3542.3317,250.3964,505.3404,own rate (multiplicative),1897.5613,3639.5285,own rate (multiplicative),7.6427,15.4242,37.8012,74.5449,0.0000,0.0000,0.0000,0.0000
2007,20,True,5547.3821,6108.0000,1231.2558,1521.0000,2918.6271,3235.2520,2447.1143,2825.4252,2567.5716,2846.1126,own rate (multiplicative),2314.1247,2539.2748,own rate (multiplicative),432.0756,478.9490,386.9471,436.5539,139.8849,155.0602,0.0000,0.0000
2008,20,True,2779.1626,3067.0000,207.2564,433.0000,1408.5049,1581.1597,901.3871,1156.6275,1142.7554,1282.8346,own rate (multiplicative),129.7467,158.2239,own rate (multiplicative),83.7027,93.9630,77.0813,96.6470,0.0000,0.0000,0.0000,0.0000
2009,20,True,4730.5643,5047.0000,1312.1512,1523.0000,2523.2443,2708.1611,2294.5691,2545.5913,2187.9444,2348.2886,own rate (multiplicative),2438.9311,2571.4640,own rate (multiplicative),421.8528,452.7684,397.8683,431.3042,119.2022,127.9379,0.0000,0.0000
2010,20,True,0.0000,1148.0000,4584.5386,6632.0000,600.9276,1439.8978,3633.0999,5560.1421,0.0000,0.0000,own rate (multiplicative),2877.0656,4184.5784,own rate (multiplicative),131.4781,315.0380,400.6626,599.1619,0.0000,0.0000,0.0000,0.0000
2011,20,False,4871.8626,5015.0000,1120.9611,1042.0000,2568.4138,2629.2079,2180.5350,2155.9265,2253.2855,2306.6206,own rate (multiplicative),2142.9810,2013.6436,own rate (multiplicative),286.6663,293.4517,376.6207,363.8580,122.7623,125.6681,0.0000,0.0000
2012,20,True,7049.4315,7643.0000,469.4649,1062.0000,3565.3434,3938.0349,2241.8219,2868.8247,2653.1147,2930.4494,own rate (multiplicative),796.4555,968.6297,own rate (multiplicative),583.5115,644.5069,293.3419,366.8037,0.0000,0.0000,0.0000,0.0000
2013,20,False,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,superzone rate on the increment,0.0000,0.0000,superzone rate on the increment,8.3770,8.3770,14.4442,14.1140,0.0000,0.0000,0.0000,0.0000
2101,21,True,6763.6347,6586.0000,2135.0860,3072.0000,3641.6173,3676.1347,3485.9688,4181.3274,2640.4769,2665.5049,own rate (multiplicative),2994.4856,3413.5503,own rate (multiplicative),49.8475,50.3200,88.0305,103.1764,0.0000,0.0000,0.0000,0.0000
2102,21,False,10022.3228,11939.0000,1240.6371,2254.0000,5144.0546,6229.5370,3641.4787,4952.9144,6767.4684,8195.5185,own rate (multiplicative),5500.6054,7110.2837,own rate (multiplicative),148.1107,179.3645,153.3586,203.8206,0.0000,0.0000,0.0000,0.0000
2103,21,False,4056.7142,6052.0000,821.3298,1509.0000,2123.9825,3205.8452,1726.8775,2801.0622,2132.2831,3218.3737,own rate (multiplicative),781.9714,1205.4397,own rate (multiplicative),2.3269,3.5121,1.2399,1.9651,0.0000,0.0000,0.0000,0.0000
