,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,101,102,103,104,301,302,303,304
201,562.77,474.78,38.92,73.57,29.76,376.07,116.21,333.78,165.77,5.79,5.21,4.41,0.64,0.26,0.00,0.00,1.97,45.40,20.71,117.21,50.37,0.33,0.85,5.17,1.07
202,43.60,83.34,7.01,12.25,5.65,64.78,12.98,35.14,21.11,8.33,7.16,8.97,5.35,2.07,0.00,0.00,0.02,1.69,1.92,4.47,6.23,0.00,0.01,11.21,3.78
203,26.51,49.13,4.13,7.17,3.37,37.91,7.71,20.60,12.54,4.94,4.20,5.33,3.18,1.23,0.00,0.00,0.01,1.00,1.16,2.66,3.69,0.00,0.01,6.84,2.26
204,131.58,243.47,20.49,35.51,16.73,187.81,38.24,102.10,62.19,24.49,20.83,26.44,15.75,6.08,0.00,0.00,0.05,4.99,5.75,13.20,18.31,0.01,0.03,33.95,11.22
205,100.82,204.63,17.09,30.63,13.62,160.28,31.43,86.39,51.17,20.41,17.73,21.92,13.11,5.11,0.00,0.00,0.04,3.94,4.50,10.51,15.22,0.01,0.03,26.23,9.23
206,133.53,247.15,20.79,36.13,16.92,191.00,38.75,103.81,63.03,24.84,21.18,26.80,15.97,6.17,0.00,0.00,0.06,5.03,5.79,13.32,18.56,0.01,0.03,34.20,11.36
207,9.87,82.49,6.91,12.36,5.51,67.44,51.44,141.45,89.17,50.03,43.42,34.26,0.15,0.06,0.07,0.15,0.08,1.24,3.78,3.72,5.21,0.00,0.00,0.91,0.99
208,6.32,51.48,4.32,7.66,3.47,41.91,32.30,88.14,55.95,31.29,27.00,21.35,0.10,0.04,0.05,0.09,0.05,0.79,2.41,2.36,3.30,0.00,0.00,0.59,0.62
209,17.68,60.03,5.03,8.96,4.02,48.56,59.81,162.64,95.06,30.12,26.13,20.80,0.38,0.15,0.78,0.53,0.30,1.54,5.49,4.73,12.46,0.49,1.28,23.24,6.79
210,0.32,8.68,0.74,1.27,0.60,6.68,21.14,56.48,30.25,0.00,0.00,0.04,0.06,0.02,0.52,0.32,0.18,0.57,2.14,1.77,6.17,0.34,0.90,15.46,4.12
211,0.10,2.65,0.23,0.39,0.18,2.05,6.39,17.27,9.14,0.00,0.00,0.01,0.02,0.01,0.16,0.10,0.05,0.17,0.64,0.53,1.86,0.10,0.27,4.64,1.24
212,0.06,1.20,0.10,0.18,0.08,0.93,2.81,7.58,4.04,0.07,0.06,0.12,0.13,0.05,0.07,0.04,0.02,0.09,0.37,0.28,0.97,0.05,0.12,2.13,0.59
213,0.15,19.56,1.64,2.91,1.32,16.96,4.40,12.43,14.56,27.72,23.92,51.98,53.84,20.93,0.03,0.00,0.07,4.92,14.77,14.65,35.87,0.05,0.12,57.05,19.39
214,0.22,28.77,2.42,4.26,1.95,24.87,6.50,18.26,21.43,40.84,35.10,76.87,79.34,30.78,0.04,0.00,0.10,7.32,22.04,21.78,52.91,0.07,0.18,85.33,28.65
215,1.86,0.77,0.06,0.11,0.05,7.00,5.93,18.00,36.05,98.51,85.30,67.58,0.66,0.26,107.94,0.00,1.03,0.04,0.35,0.16,0.41,0.00,0.00,0.00,1.34
216,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.99,0.07,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
217,0.00,47.55,3.98,7.14,3.17,39.23,37.49,102.97,63.65,33.32,28.96,24.27,2.45,0.95,1.96,0.06,7567.73,13.44,251.01,76.45,290.41,0.00,0.00,1.39,0.93
101,73.02,14.92,1.21,2.19,0.95,13.72,26.96,75.27,48.90,36.24,31.73,26.53,2.76,1.08,0.03,0.00,0.17,21.19,206.64,88.26,251.86,1.42,3.68,27.30,6.17
102,70.00,30.28,2.49,4.53,1.96,26.27,37.81,105.55,66.45,43.45,38.08,35.01,8.62,3.38,0.03,0.00,0.42,32.75,216.50,118.62,271.62,1.72,4.45,35.16,8.24
103,127.24,107.53,6.58,11.96,5.19,67.91,86.99,242.55,150.58,92.00,80.58,78.10,24.91,9.76,0.05,0.00,1.16,78.64,421.31,267.69,538.41,3.65,9.47,77.61,18.49
104,78.77,66.61,4.79,8.69,3.78,51.83,70.29,195.14,132.19,109.40,91.80,84.46,20.12,7.87,0.04,0.00,0.97,60.10,299.03,200.26,403.84,7.40,19.32,170.81,38.75
301,1.14,15.91,1.34,2.37,1.07,19.89,2.89,9.97,36.35,116.62,100.63,104.32,40.58,15.77,0.00,0.00,0.06,47.69,24.41,121.60,55.02,20.40,53.16,163.88,3.08
302,0.75,10.55,0.88,1.57,0.71,13.20,1.91,6.61,24.10,77.22,66.76,69.09,26.87,10.45,0.00,0.00,0.04,31.44,16.08,80.21,36.31,13.51,35.18,108.51,2.04
303,0.92,8.81,0.74,1.32,0.59,12.53,9.09,27.03,37.02,86.40,75.31,71.80,20.62,8.03,0.00,0.00,0.12,26.36,30.97,70.39,66.47,13.04,33.88,150.81,18.93
304,1.59,11.31,0.45,0.82,0.35,12.86,32.18,92.18,83.33,130.95,113.40,92.30,5.99,2.35,0.02,0.00,0.38,16.18,81.61,54.33,167.22,13.99,36.14,306.30,72.16
