scenario-year,LRT scenario,link,from_area,to_area,direction,transit_nobuild_3h_trunk_projection,car_nobuild_3h_trunk_projection,lrt_3h,lrt_3h_low,lrt_3h_high,lrt_peak_hour
HS_2040,LRT design 50 km/h,7,Hamoshava,LowerCity,down,2640.9,5590.8,1681.4,1756.0,1707.7,768.1
HS_2040,LRT design 50 km/h,8,LowerCity,Namal-Giborim,up,1226.9,3057.0,786.8,828.8,800.2,432.2
HS_2040,LRT design 50 km/h,8,LowerCity,Namal-Giborim,down,3563.8,6597.8,2328.2,2602.6,2309.9,1063.5
HS_2040,LRT design 50 km/h,9,Namal-Giborim,Hamifrats,up,3801.4,18373.4,1183.7,1685.1,919.1,650.3
HS_2040,LRT design 50 km/h,9,Namal-Giborim,Hamifrats,down,9065.0,40093.1,2864.2,3915.5,2473.2,1308.4
HS_2050,LRT all underground,1,TiratCarmel,Matam-NeotPeres,up,1298.9,6339.5,598.0,746.5,486.5,328.6
HS_2050,LRT all underground,1,TiratCarmel,Matam-NeotPeres,down,674.9,2909.7,276.3,359.1,215.5,126.2
HS_2050,LRT all underground,2,Matam-NeotPeres,HofCarmel-NeveDavid,up,1794.4,5105.9,734.3,955.9,565.1,403.4
HS_2050,LRT all underground,2,Matam-NeotPeres,HofCarmel-NeveDavid,down,2842.4,7108.4,1079.0,1448.9,783.8,492.9
HS_2050,LRT all underground,3,HofCarmel-NeveDavid,Hecht-Shprintzak,up,2008.5,5284.7,783.7,1046.2,575.2,430.6
HS_2050,LRT all underground,3,HofCarmel-NeveDavid,Hecht-Shprintzak,down,2698.3,6085.8,1033.1,1377.2,757.6,471.9
HS_2050,LRT all underground,4,Hecht-Shprintzak,EinHayam,up,2341.1,5891.6,892.1,1201.8,644.1,490.1
HS_2050,LRT all underground,4,Hecht-Shprintzak,EinHayam,down,2497.6,6071.9,962.2,1281.5,709.6,439.6
HS_2050,LRT all underground,5,EinHayam,BatGalim-KiryatEliezer,up,2681.2,7119.3,987.7,1344.0,703.6,542.6
HS_2050,LRT all underground,5,EinHayam,BatGalim-KiryatEliezer,down,2328.3,5556.6,921.8,1207.3,694.3,421.1
HS_2050,LRT all underground,6,BatGalim-KiryatEliezer,Hamoshava,up,2166.3,6353.5,925.2,1155.5,743.6,508.3
HS_2050,LRT all underground,6,BatGalim-KiryatEliezer,Hamoshava,down,2938.3,8917.3,1280.5,1578.2,1060.1,584.9
HS_2050,LRT all underground,7,Hamoshava,LowerCity,up,2196.1,4548.0,938.4,1166.6,757.9,515.6
HS_2050,LRT all underground,7,Hamoshava,LowerCity,down,3188.1,6967.0,1441.5,1710.9,1250.3,658.5
HS_2050,LRT all underground,8,LowerCity,Namal-Giborim,up,1465.5,3656.5,638.2,778.5,534.3,350.6
HS_2050,LRT all underground,8,LowerCity,Namal-Giborim,down,4169.0,7963.2,2008.9,2327.7,1801.5,917.7
HS_2050,LRT all underground,9,Namal-Giborim,Hamifrats,up,4277.5,21325.8,1055.0,1682.7,689.8,579.6
HS_2050,LRT all underground,9,Namal-Giborim,Hamifrats,down,9910.2,43782.1,2617.2,3903.4,1996.9,1195.5
HS_2050,LRT all ground,1,TiratCarmel,Matam-NeotPeres,up,1298.9,6339.5,372.9,584.6,228.6,204.9
HS_2050,LRT all ground,1,TiratCarmel,Matam-NeotPeres,down,674.9,2909.7,179.9,288.7,106.5,82.2
HS_2050,LRT all ground,2,Matam-NeotPeres,HofCarmel-NeveDavid,up,1794.4,5105.9,452.3,760.1,256.6,248.5
HS_2050,LRT all ground,2,Matam-NeotPeres,HofCarmel-NeveDavid,down,2842.4,7108.4,709.1,1189.1,378.2,323.9
HS_2050,LRT all ground,3,HofCarmel-NeveDavid,Hecht-Shprintzak,up,2008.5,5284.7,418.5,746.7,200.1,229.9
HS_2050,LRT all ground,3,HofCarmel-NeveDavid,Hecht-Shprintzak,down,2698.3,6085.8,512.7,854.6,265.5,234.2
HS_2050,LRT all ground,4,Hecht-Shprintzak,EinHayam,up,2341.1,5891.6,471.8,854.2,216.6,259.2
HS_2050,LRT all ground,4,Hecht-Shprintzak,EinHayam,down,2497.6,6071.9,395.5,669.4,198.2,180.6
HS_2050,LRT all ground,5,EinHayam,BatGalim-KiryatEliezer,up,2681.2,7119.3,516.6,943.9,233.1,283.8
HS_2050,LRT all ground,5,EinHayam,BatGalim-KiryatEliezer,down,2328.3,5556.6,325.8,551.3,162.6,148.8
HS_2050,LRT all ground,6,BatGalim-KiryatEliezer,Hamoshava,up,2166.3,6353.5,529.9,823.1,315.9,291.1
HS_2050,LRT all ground,6,BatGalim-KiryatEliezer,Hamoshava,down,2938.3,8917.3,613.4,887.4,398.4,280.2
HS_2050,LRT all ground,7,Hamoshava,LowerCity,up,2196.1,4548.0,501.9,782.2,298.5,275.7
HS_2050,LRT all ground,7,Hamoshava,LowerCity,down,3188.1,6967.0,758.8,1015.8,554.5,346.6
HS_2050,LRT all ground,8,LowerCity,Namal-Giborim,up,1465.5,3656.5,315.1,484.3,195.5,173.1
HS_2050,LRT all ground,8,LowerCity,Namal-Giborim,down,4169.0,7963.2,1118.2,1427.6,871.3,510.8
HS_2050,LRT all ground,9,Namal-Giborim,Hamifrats,up,4277.5,21325.8,636.3,1266.0,296.4,349.6
HS_2050,LRT all ground,9,Namal-Giborim,Hamifrats,down,9910.2,43782.1,1143.8,2273.9,617.0,522.5
HS_2050,LRT design 50 km/h,1,TiratCarmel,Matam-NeotPeres,up,1298.9,6339.5,783.1,858.1,772.8,430.2
HS_2050,LRT design 50 km/h,1,TiratCarmel,Matam-NeotPeres,down,674.9,2909.7,359.2,410.4,337.9,164.1
HS_2050,LRT design 50 km/h,2,Matam-NeotPeres,HofCarmel-NeveDavid,up,1794.4,5105.9,966.8,1087.0,922.5,531.2
HS_2050,LRT design 50 km/h,2,Matam-NeotPeres,HofCarmel-NeveDavid,down,2842.4,7108.4,1447.6,1675.9,1307.6,661.3
HS_2050,LRT design 50 km/h,3,HofCarmel-NeveDavid,Hecht-Shprintzak,up,2008.5,5284.7,1130.4,1276.7,1067.4,621.1
HS_2050,LRT design 50 km/h,3,HofCarmel-NeveDavid,Hecht-Shprintzak,down,2698.3,6085.8,1523.1,1728.1,1414.2,695.7
HS_2050,LRT design 50 km/h,4,Hecht-Shprintzak,EinHayam,up,2341.1,5891.6,1356.9,1541.2,1264.4,745.5
HS_2050,LRT design 50 km/h,4,Hecht-Shprintzak,EinHayam,down,2497.6,6071.9,1516.5,1692.3,1438.1,692.7
HS_2050,LRT design 50 km/h,5,EinHayam,BatGalim-KiryatEliezer,up,2681.2,7119.3,1480.5,1704.9,1356.9,813.4
HS_2050,LRT design 50 km/h,5,EinHayam,BatGalim-KiryatEliezer,down,2328.3,5556.6,1473.6,1617.4,1422.5,673.1
HS_2050,LRT design 50 km/h,6,BatGalim-KiryatEliezer,Hamoshava,up,2166.3,6353.5,1354.1,1470.7,1325.7,743.9
HS_2050,LRT design 50 km/h,6,BatGalim-KiryatEliezer,Hamoshava,down,2938.3,8917.3,1889.7,2017.6,1892.3,863.2
HS_2050,LRT design 50 km/h,7,Hamoshava,LowerCity,up,2196.1,4548.0,1359.6,1477.4,1327.4,747.0
HS_2050,LRT design 50 km/h,7,Hamoshava,LowerCity,down,3188.1,6967.0,2058.0,2152.7,2094.5,940.1
HS_2050,LRT design 50 km/h,8,LowerCity,Namal-Giborim,up,1465.5,3656.5,921.1,974.8,930.8,506.1
HS_2050,LRT design 50 km/h,8,LowerCity,Namal-Giborim,down,4169.0,7963.2,2736.2,2998.5,2742.6,1249.9
HS_2050,LRT design 50 km/h,9,Namal-Giborim,Hamifrats,up,4277.5,21325.8,1334.8,1894.5,1040.7,733.3
HS_2050,LRT design 50 km/h,9,Namal-Giborim,Hamifrats,down,9910.2,43782.1,3327.0,4442.9,2924.6,1519.8
