mode,o,101,102,103,104,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,301,302,303,304
bus,304,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1
car,101,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,102,assumed:3/constant:2/measured:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,103,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1
car,104,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/measured:1
car,201,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,202,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,203,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,204,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,205,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,206,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,207,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,208,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,209,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,210,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,211,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,212,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,213,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,214,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,215,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,216,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,217,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,301,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,302,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1
car,303,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1
car,304,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/derived:1,assumed:3/constant:2/measured:1,assumed:3/constant:2/measured:1
lrt_all_ground,101,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
lrt_all_ground,102,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
lrt_all_ground,103,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
lrt_all_ground,104,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
lrt_all_ground,201,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
lrt_all_ground,202,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
lrt_all_ground,203,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
lrt_all_ground,204,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
lrt_all_ground,205,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
lrt_all_ground,206,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
lrt_all_ground,207,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,assumed:2/constant:1/derived:2,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
