o,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,101,102,103,104,301,302,303,304
201,53.40,50.83,56.65,59.37,63.67,68.83,64.11,70.91,81.58,93.64,,,,,,,,,,,,,,,
202,51.91,34.17,39.98,42.70,47.00,52.16,47.44,54.24,64.92,76.97,,,,,,,,,,,,,,,
203,53.05,35.30,30.86,33.58,37.89,43.05,38.32,45.12,55.79,67.85,,,,,,,,,,,,,,,
204,56.74,39.00,34.55,32.31,36.63,41.77,37.05,43.85,54.53,66.58,,,,,,,,,,,,,,,
205,61.46,43.72,39.28,37.04,35.90,41.05,36.33,43.14,53.80,65.86,,,,,,,,,,,,,,,
206,62.39,44.64,40.21,37.96,36.82,31.14,26.42,33.22,43.89,55.95,,,,,,,,,,,,,,,
207,61.60,43.86,39.41,37.17,36.04,30.35,19.85,26.66,37.33,49.38,,,,,,,,,,,,,,,
208,65.93,48.19,43.75,41.50,40.37,34.68,24.18,25.57,36.24,48.29,,,,,,,,,,,,,,,
209,71.73,53.99,49.55,47.30,46.16,40.48,29.98,31.37,34.24,46.29,,,,,,,,,,,,,,,
210,85.99,68.24,63.80,61.56,60.42,54.74,44.24,45.62,48.49,49.59,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,
