o,d,o_name,d_name,car_2022,transit_2022,gc_car,gc_bus,gc_brt,gc_lrt_ug,gc_lrt_ground,gc_lrt_ug_with_premium,P_lrt_of_transit_ug,lrt_trips_ug,lrt_from_bus_ug,lrt_from_car_ug,P_lrt_of_transit_ground,lrt_trips_ground,gc_lrt_d50,P_lrt_of_transit_d50,lrt_trips_d50,lrt_legs_ug,lrt_status_ug
206,215,BatGalim-KiryatEliezer,Shefaram,0.0,0.11,40.48,74.47,,78.37,87.69,73.37,0.52,0.06,0.06,0.0,0.38,0.04,72.8,0.6,0.07,directLRT→bus,derived_feeder
206,216,BatGalim-KiryatEliezer,Hamovil,0.0,0.08,53.43,92.87,,97.87,107.19,92.87,0.5,0.04,0.04,0.0,0.36,0.03,92.3,0.58,0.05,directLRT→bus,derived_feeder
206,217,BatGalim-KiryatEliezer,Nazareth,137.15,1.9,62.2,82.92,,87.83,97.15,82.83,0.5,1.33,0.95,0.38,0.37,0.86,82.26,0.58,1.69,directLRT→bus,derived_feeder
206,101,BatGalim-KiryatEliezer,TsurShalom,0.0,5.81,27.31,55.71,55.71,59.04,66.62,54.04,0.52,3.05,3.05,0.0,0.41,2.4,53.47,0.61,3.53,directLRT→brt,derived_feeder
206,102,BatGalim-KiryatEliezer,Kiryon,0.0,8.43,26.78,51.6,51.6,55.99,64.91,50.99,0.51,4.29,4.29,0.0,0.38,3.19,50.42,0.59,4.99,directLRT→brt,derived_feeder
206,103,BatGalim-KiryatEliezer,KiryatBialik Center,0.0,9.37,24.91,50.57,50.57,54.97,63.89,49.97,0.51,4.77,4.77,0.0,0.38,3.54,49.4,0.59,5.54,directLRT→brt,derived_feeder
206,104,BatGalim-KiryatEliezer,KiryatHaim,35.48,20.89,23.25,44.76,44.76,51.3,58.22,46.3,0.48,12.25,9.96,2.28,0.38,9.14,45.73,0.56,15.14,directLRT→brt,derived_feeder
206,301,BatGalim-KiryatEliezer,SavyoneyYam,0.0,0.14,24.87,67.92,,82.92,84.73,77.92,0.35,0.05,0.05,0.0,0.33,0.05,80.75,0.38,0.05,directLRT→bus,assumed
206,302,BatGalim-KiryatEliezer,KiryatYam A,0.0,0.2,23.36,66.55,,78.98,83.36,73.98,0.39,0.08,0.08,0.0,0.33,0.07,75.27,0.44,0.09,directLRT→brt,derived_feeder
206,303,BatGalim-KiryatEliezer,KiryatYam B+C,0.0,13.23,21.75,45.28,,65.73,69.23,60.73,0.28,3.75,3.75,0.0,0.24,3.21,63.28,0.31,4.16,directLRT→bus,derived_feeder
206,304,BatGalim-KiryatEliezer,KiryatHaim West,30.84,10.47,21.4,48.5,,66.96,70.46,61.96,0.31,3.71,3.23,0.48,0.27,3.12,64.51,0.34,4.17,directLRT→bus,derived_feeder
207,201,Hamoshava,TiratCarmel,0.0,10.82,19.98,51.67,,61.6,77.9,56.6,0.43,4.62,4.62,0.0,0.22,2.37,52.29,0.57,6.12,directLRT,derived
207,202,Hamoshava,Matam-NeotPeres,265.18,49.97,15.42,27.97,31.15,43.86,55.46,38.86,0.34,20.32,17.1,3.22,0.21,11.33,37.04,0.44,27.81,directLRT,derived
207,203,Hamoshava,HofCarmel-NeveDavid,0.0,6.09,12.82,27.02,29.14,39.41,47.82,34.41,0.39,2.38,2.38,0.0,0.28,1.7,34.46,0.46,2.82,directLRT,derived
207,204,Hamoshava,Hecht-Shprintzak,0.0,8.63,12.16,19.37,21.61,37.17,44.05,32.17,0.32,2.73,2.73,0.0,0.23,2.03,32.86,0.38,3.24,directLRT,derived
207,205,Hamoshava,EinHayam,0.0,2.09,11.9,14.97,16.96,36.04,41.21,31.04,0.28,0.58,0.58,0.0,0.22,0.46,32.94,0.31,0.66,directLRT,derived
207,206,Hamoshava,BatGalim-KiryatEliezer,1688.53,48.56,10.11,10.55,12.89,30.35,32.16,25.35,0.29,16.73,14.16,2.57,0.27,15.24,29.12,0.31,17.8,directLRT,derived
207,208,Hamoshava,LowerCity,68.38,93.28,8.58,11.34,13.23,26.66,28.35,21.66,0.35,35.87,32.65,3.23,0.33,33.31,25.44,0.37,37.8,directLRT,derived
207,209,Hamoshava,Namal-Giborim,23.85,31.25,12.31,19.61,20.61,37.33,41.44,32.33,0.32,10.95,9.94,1.01,0.27,9.03,34.85,0.35,12.23,directLRT,derived
207,210,Hamoshava,Hamifrats,161.47,22.98,15.92,36.34,36.94,49.38,56.89,44.38,0.38,10.77,8.77,2.0,0.28,7.48,45.04,0.44,13.13,directLRT,derived
207,211,Hamoshava,Bazan-Hutsot,0.0,8.7,19.15,43.01,43.61,48.28,53.72,43.28,0.5,4.32,4.32,0.0,0.42,3.61,43.94,0.56,4.88,directLRT→brt,derived_feeder
207,212,Hamoshava,TsometKiryatAta,0.0,9.38,20.78,36.6,37.2,41.87,47.31,36.87,0.5,4.65,4.65,0.0,0.42,3.9,37.53,0.56,5.26,directLRT→brt,derived_feeder
207,213,Hamoshava,KiryatAta North,0.0,0.65,27.22,47.7,47.7,53.94,58.66,48.94,0.48,0.31,0.31,0.0,0.41,0.27,49.6,0.55,0.36,directLRT→brt,derived_feeder
207,214,Hamoshava,KiryatAta North-East,0.0,0.17,32.84,75.3,,76.87,84.38,71.87,0.55,0.09,0.09,0.0,0.44,0.07,72.53,0.61,0.1,directLRT→bus,derived_feeder
207,215,Hamoshava,Shefaram,32.84,0.2,37.34,72.56,,71.81,79.32,66.81,0.59,0.17,0.12,0.06,0.47,0.12,67.47,0.65,0.2,directLRT→bus,derived_feeder
207,216,Hamoshava,Hamovil,0.0,0.08,51.64,90.96,,91.31,98.82,86.31,0.57,0.04,0.04,0.0,0.46,0.04,86.97,0.63,0.05,directLRT→bus,derived_feeder
207,217,Hamoshava,Nazareth,0.0,4.47,67.04,80.28,,81.27,88.78,76.27,0.56,2.5,2.5,0.0,0.45,2.0,76.93,0.62,2.78,directLRT→bus,derived_feeder
207,101,Hamoshava,TsurShalom,0.0,1.72,26.47,50.3,50.3,52.48,58.26,47.48,0.54,0.93,0.93,0.0,0.46,0.78,48.14,0.61,1.04,directLRT→brt,derived_feeder
207,102,Hamoshava,Kiryon,0.0,2.45,25.74,46.19,46.19,49.43,56.94,44.43,0.53,1.29,1.29,0.0,0.41,1.02,45.09,0.59,1.45,directLRT→brt,derived_feeder
207,103,Hamoshava,KiryatBialik Center,0.0,2.75,23.66,45.16,45.16,48.4,55.91,43.4,0.53,1.45,1.45,0.0,0.41,1.14,44.06,0.59,1.63,directLRT→brt,derived_feeder
207,104,Hamoshava,KiryatHaim,0.0,3.3,22.06,39.5,39.5,44.74,50.46,39.74,0.5,1.64,1.64,0.0,0.41,1.36,40.4,0.56,1.85,directLRT→brt,derived_feeder
207,301,Hamoshava,SavyoneyYam,0.0,0.18,24.1,66.0,,76.63,78.32,71.63,0.42,0.08,0.08,0.0,0.39,0.07,75.41,0.43,0.08,directLRT→bus,assumed
207,302,Hamoshava,KiryatYam A,0.0,0.27,22.45,64.63,,72.42,76.53,67.42,0.46,0.12,0.12,0.0,0.4,0.11,69.94,0.5,0.13,directLRT→brt,derived_feeder
207,303,Hamoshava,KiryatYam B+C,0.0,1.72,20.67,57.56,,59.17,60.86,54.17,0.55,0.95,0.95,0.0,0.53,0.9,57.95,0.57,0.98,directLRT→bus,derived_feeder
207,304,Hamoshava,KiryatHaim West,0.0,1.49,19.89,52.28,,60.4,62.09,55.4,0.45,0.67,0.67,0.0,0.43,0.64,59.18,0.47,0.7,directLRT→bus,derived_feeder
208,201,LowerCity,TiratCarmel,31.34,13.67,19.9,53.38,,65.93,83.93,60.93,0.39,6.32,5.31,1.0,0.18,2.6,55.39,0.54,9.76,directLRT,derived
208,202,LowerCity,Matam-NeotPeres,4.28,63.11,16.1,33.01,37.19,48.19,61.48,43.19,0.35,23.25,22.2,1.05,0.2,12.71,40.15,0.47,31.5,directLRT,derived
208,203,LowerCity,HofCarmel-NeveDavid,0.0,7.69,14.15,30.72,35.18,43.75,53.86,38.75,0.38,2.94,2.94,0.0,0.25,1.94,37.58,0.47,3.63,directLRT,derived
208,204,LowerCity,Hecht-Shprintzak,0.0,10.9,13.85,23.23,27.65,41.5,50.08,36.5,0.31,3.39,3.39,0.0,0.21,2.31,35.96,0.39,4.21,directLRT,derived
208,205,LowerCity,EinHayam,2.64,2.64,13.83,18.83,23.01,40.37,47.23,35.37,0.27,0.8,0.71,0.09,0.2,0.56,36.05,0.32,0.99,directLRT,derived
208,206,LowerCity,BatGalim-KiryatEliezer,22.4,61.33,12.15,14.23,18.78,34.68,38.18,29.68,0.28,18.43,17.39,1.05,0.24,15.64,32.23,0.31,20.58,directLRT,derived
208,207,LowerCity,Hamoshava,419.84,33.82,7.07,11.37,15.42,24.18,25.87,19.18,0.38,16.24,13.01,3.22,0.36,14.98,22.96,0.4,17.2,directLRT,derived
208,209,LowerCity,Namal-Giborim,59.49,39.47,9.62,15.68,17.01,36.24,38.65,31.24,0.28,12.33,11.14,1.19,0.25,10.96,34.99,0.3,13.09,directLRT,derived
208,210,LowerCity,Hamifrats,30.18,29.03,17.96,32.65,33.34,48.29,54.11,43.29,0.35,11.29,10.03,1.26,0.27,8.61,45.17,0.39,12.94,directLRT,derived
208,211,LowerCity,Bazan-Hutsot,12.85,10.99,17.45,39.51,40.01,47.19,50.93,42.19,0.46,6.12,5.05,1.07,0.4,5.23,44.07,0.51,6.92,directLRT→brt,derived_feeder
208,212,LowerCity,TsometKiryatAta,198.77,11.85,18.57,33.59,33.59,40.78,44.52,35.78,0.47,7.4,5.54,1.86,0.41,6.24,37.66,0.51,8.48,directLRT→brt,derived_feeder
208,213,LowerCity,KiryatAta North,0.0,0.83,25.5,44.1,44.1,52.85,56.14,47.85,0.44,0.37,0.37,0.0,0.4,0.33,49.73,0.49,0.41,directLRT→brt,derived_feeder
208,214,LowerCity,KiryatAta North-East,0.0,0.21,31.11,73.05,,75.78,81.6,70.78,0.53,0.11,0.11,0.0,0.45,0.1,72.66,0.58,0.12,directLRT→bus,derived_feeder
208,215,LowerCity,Shefaram,31.2,0.25,34.32,70.31,,70.72,76.54,65.72,0.57,0.21,0.14,0.06,0.48,0.16,67.6,0.61,0.23,directLRT→bus,derived_feeder
208,216,LowerCity,Hamovil,0.0,0.1,49.86,88.71,,90.22,96.04,85.22,0.55,0.05,0.05,0.0,0.47,0.05,87.1,0.6,0.06,directLRT→bus,derived_feeder
208,217,LowerCity,Nazareth,197.93,5.64,60.88,69.71,,80.18,86.0,75.18,0.42,3.06,2.36,0.69,0.34,2.31,77.06,0.46,3.53,directLRT→bus,derived_feeder
208,101,LowerCity,TsurShalom,0.0,2.17,25.24,46.7,46.7,51.39,55.47,46.39,0.5,1.09,1.09,0.0,0.44,0.96,48.27,0.55,1.19,directLRT→brt,derived_feeder
208,102,LowerCity,Kiryon,0.0,3.1,24.37,42.58,42.58,48.34,54.16,43.34,0.49,1.51,1.51,0.0,0.4,1.25,45.22,0.54,1.66,directLRT→brt,derived_feeder
208,103,LowerCity,KiryatBialik Center,0.0,3.48,22.18,41.56,41.56,47.32,53.14,42.32,0.49,1.7,1.7,0.0,0.4,1.4,44.2,0.54,1.86,directLRT→brt,derived_feeder
208,104,LowerCity,KiryatHaim,54.56,4.17,18.63,35.89,35.89,43.65,47.94,38.65,0.46,2.51,1.91,0.59,0.4,2.06,40.53,0.51,2.87,directLRT→brt,derived_feeder
208,301,LowerCity,SavyoneyYam,0.0,0.23,22.94,63.76,,77.07,79.48,72.07,0.38,0.09,0.09,0.0,0.34,0.08,75.82,0.4,0.09,directLRT→brt,derived_feeder
208,302,LowerCity,KiryatYam A,0.0,0.34,21.2,62.39,,71.33,73.74,66.33,0.44,0.15,0.15,0.0,0.41,0.14,70.08,0.46,0.16,directLRT→brt,derived_feeder
208,303,LowerCity,KiryatYam B+C,0.0,2.17,19.32,38.3,,64.87,67.28,59.87,0.22,0.47,0.47,0.0,0.19,0.42,63.62,0.23,0.49,directLRT→brt,derived_feeder
208,304,LowerCity,KiryatHaim West,0.0,1.88,18.3,39.52,,62.44,64.85,57.44,0.25,0.48,0.48,0.0,0.23,0.43,61.19,0.27,0.5,directLRT→brt,derived_feeder
209,201,Namal-Giborim,TiratCarmel,111.41,21.49,30.73,53.13,,71.73,92.14,66.73,0.31,7.66,6.59,1.07,0.12,2.6,59.94,0.47,13.17,directLRT,derived
209,202,Namal-Giborim,Matam-NeotPeres,11.37,66.16,16.55,38.37,40.84,53.99,69.69,48.99,0.35,24.18,22.88,1.3,0.17,11.6,44.7,0.48,34.45,directLRT,derived
209,203,Namal-Giborim,HofCarmel-NeveDavid,0.0,7.95,16.39,36.57,38.83,49.55,62.07,44.55,0.38,3.04,3.04,0.0,0.23,1.8,42.12,0.49,3.91,directLRT,derived
209,204,Namal-Giborim,Hecht-Shprintzak,0.0,11.27,16.81,27.06,31.3,47.3,58.29,42.3,0.29,3.23,3.23,0.0,0.17,1.94,40.51,0.38,4.24,directLRT,derived
209,205,Namal-Giborim,EinHayam,3.95,2.73,17.14,23.06,26.66,46.16,55.45,41.16,0.25,0.77,0.69,0.08,0.16,0.47,40.6,0.32,1.01,directLRT,derived
209,206,Namal-Giborim,BatGalim-KiryatEliezer,0.0,63.45,14.51,20.97,22.43,40.48,46.39,35.48,0.3,18.72,18.72,0.0,0.23,14.4,36.77,0.34,21.79,directLRT,derived
209,207,Namal-Giborim,Hamoshava,0.0,31.54,12.35,17.79,19.08,29.98,34.09,24.98,0.39,12.42,12.42,0.0,0.34,10.62,27.5,0.43,13.55,directLRT,derived
209,208,Namal-Giborim,LowerCity,94.89,109.88,10.2,11.86,13.28,31.37,33.78,26.37,0.3,35.21,32.43,2.79,0.27,31.44,30.12,0.31,37.29,directLRT,derived
209,210,Namal-Giborim,Hamifrats,16.34,29.77,11.7,24.43,25.13,46.29,49.7,41.29,0.27,8.53,7.94,0.6,0.23,7.23,44.42,0.29,9.32,directLRT,derived
209,211,Namal-Giborim,Bazan-Hutsot,19.25,11.27,14.84,31.67,31.79,45.19,48.6,40.19,0.37,4.95,4.22,0.72,0.33,4.23,43.32,0.4,5.37,directLRT→brt,derived_feeder
209,212,Namal-Giborim,TsometKiryatAta,43.44,12.91,16.3,25.25,25.37,38.78,42.19,33.78,0.37,5.78,4.84,0.94,0.33,4.93,36.91,0.4,6.29,directLRT→brt,derived_feeder
209,213,Namal-Giborim,KiryatAta North,0.0,1.98,23.09,37.0,37.0,50.85,54.26,45.85,0.37,0.73,0.73,0.0,0.32,0.64,48.98,0.4,0.79,directLRT→brt,derived_feeder
209,214,Namal-Giborim,KiryatAta North-East,0.0,0.51,28.56,69.03,,73.78,77.19,68.78,0.5,0.26,0.26,0.0,0.45,0.23,71.91,0.53,0.27,directLRT→bus,derived_feeder
209,215,Namal-Giborim,Shefaram,0.0,0.45,34.49,66.29,,68.72,72.13,63.72,0.54,0.24,0.24,0.0,0.49,0.22,66.85,0.57,0.26,directLRT→bus,derived_feeder
209,216,Namal-Giborim,Hamovil,0.0,0.19,46.95,84.61,,88.22,91.63,83.22,0.52,0.1,0.1,0.0,0.47,0.09,86.35,0.55,0.1,directLRT→bus,derived_feeder
209,217,Namal-Giborim,Nazareth,0.0,5.32,62.0,65.84,,78.18,81.59,73.18,0.39,2.08,2.08,0.0,0.34,1.83,76.31,0.42,2.23,directLRT→bus,derived_feeder
209,101,Namal-Giborim,TsurShalom,0.0,2.24,24.57,36.33,36.33,49.39,52.8,44.39,0.38,0.85,0.85,0.0,0.33,0.75,47.52,0.41,0.91,directLRT→brt,derived_feeder
209,102,Namal-Giborim,Kiryon,0.0,3.66,23.34,35.48,35.48,46.34,49.75,41.34,0.41,1.51,1.51,0.0,0.36,1.33,44.47,0.44,1.61,directLRT→brt,derived_feeder
209,103,Namal-Giborim,KiryatBialik Center,0.0,3.71,20.81,34.47,34.47,45.32,48.73,40.32,0.41,1.53,1.53,0.0,0.36,1.35,43.45,0.44,1.64,directLRT→brt,derived_feeder
209,104,Namal-Giborim,KiryatHaim,14.12,5.22,18.4,28.8,28.8,41.65,45.06,36.65,0.38,2.4,2.01,0.4,0.34,2.05,39.78,0.41,2.61,directLRT→brt,derived_feeder
209,301,Namal-Giborim,SavyoneyYam,0.0,0.26,22.54,60.34,60.34,81.34,83.75,76.34,0.28,0.07,0.07,0.0,0.25,0.07,80.09,0.29,0.08,directLRT→bus,assumed
209,302,Namal-Giborim,KiryatYam A,0.0,0.38,20.62,54.6,54.6,79.97,82.38,74.97,0.23,0.09,0.09,0.0,0.2,0.08,78.72,0.24,0.09,directLRT→bus,assumed
209,303,Namal-Giborim,KiryatYam B+C,0.0,2.97,18.54,48.14,48.14,63.88,66.29,58.88,0.34,1.02,1.02,0.0,0.31,0.93,62.63,0.36,1.07,directLRT→bus,derived_feeder
209,304,Namal-Giborim,KiryatHaim West,16.63,2.37,16.54,45.71,45.71,65.11,67.52,60.11,0.3,0.81,0.7,0.11,0.27,0.72,63.86,0.31,0.86,directLRT→bus,derived_feeder
210,201,Hamifrats,TiratCarmel,0.0,28.42,20.28,61.03,,85.99,109.81,80.99,0.23,6.59,6.59,0.0,0.07,1.92,72.33,0.41,11.56,directLRT,derived
210,202,Hamifrats,Matam-NeotPeres,81.55,105.47,22.09,52.66,32.08,68.24,87.35,63.24,0.35,40.15,36.53,3.62,0.14,15.75,57.08,0.51,62.43,directLRT,derived
210,203,Hamifrats,HofCarmel-NeveDavid,0.0,12.77,20.97,51.66,55.35,63.8,79.73,58.8,0.39,5.04,5.04,0.0,0.2,2.56,54.51,0.53,6.79,directLRT,derived
210,204,Hamifrats,Hecht-Shprintzak,3.39,18.1,21.94,44.82,47.82,61.56,75.96,56.56,0.33,6.54,5.99,0.56,0.17,3.26,52.9,0.45,9.35,directLRT,derived
210,205,Hamifrats,EinHayam,0.0,4.39,22.05,43.18,43.18,60.42,73.1,55.42,0.32,1.42,1.42,0.0,0.18,0.8,52.98,0.43,1.88,directLRT,derived
210,206,Hamifrats,BatGalim-KiryatEliezer,243.48,100.92,20.08,37.45,38.95,54.74,64.06,49.74,0.32,37.38,32.65,4.72,0.21,23.58,49.17,0.4,48.16,directLRT,derived
210,207,Hamifrats,Hamoshava,0.0,28.34,17.39,34.6,35.6,44.24,51.75,39.24,0.43,12.21,12.21,0.0,0.33,9.22,39.9,0.5,14.04,directLRT,derived
210,208,Hamifrats,LowerCity,5.38,98.61,15.34,28.86,29.79,45.62,51.44,40.62,0.33,33.65,32.6,1.05,0.26,26.1,42.5,0.37,38.17,directLRT,derived
210,209,Hamifrats,Namal-Giborim,3.19,31.12,12.05,24.38,25.3,48.49,51.9,43.49,0.24,7.86,7.5,0.36,0.21,6.65,46.62,0.26,8.58,directLRT,derived
210,211,Hamifrats,Bazan-Hutsot,27.06,0.0,11.97,33.06,33.73,60.78,64.19,55.78,0.2,0.0,0.0,0.0,0.17,0.0,58.91,0.22,0.0,directLRT→brt,derived_feeder
210,212,Hamifrats,TsometKiryatAta,0.0,6.23,13.62,26.65,27.32,54.36,57.77,49.36,0.2,1.27,1.27,0.0,0.17,1.08,52.49,0.22,1.39,directLRT→brt,derived_feeder
210,213,Hamifrats,KiryatAta North,0.0,9.38,19.76,37.14,39.39,65.99,69.4,60.99,0.19,1.81,1.81,0.0,0.16,1.53,64.12,0.21,1.98,directLRT→brt,derived_feeder
210,214,Hamifrats,KiryatAta North-East,9.04,2.43,25.28,54.32,,98.02,101.43,93.02,0.09,0.23,0.22,0.01,0.07,0.19,96.15,0.1,0.25,directLRT→bus,assumed
210,215,Hamifrats,Shefaram,0.68,2.4,30.89,49.26,,95.28,98.69,90.28,0.08,0.19,0.19,0.01,0.07,0.16,93.41,0.09,0.22,directLRT→bus,assumed
210,216,Hamifrats,Hamovil,0.0,1.0,42.52,68.76,,113.59,117.0,108.59,0.08,0.08,0.08,0.0,0.07,0.07,111.72,0.09,0.09,directLRT→bus,assumed
210,217,Hamifrats,Nazareth,0.0,8.36,57.16,58.72,,102.82,106.23,97.82,0.09,0.73,0.73,0.0,0.07,0.61,100.95,0.1,0.81,directLRT→bus,derived_feeder
210,101,Hamifrats,TsurShalom,0.0,3.04,23.85,39.3,37.93,65.31,68.72,60.31,0.22,0.67,0.67,0.0,0.19,0.57,63.44,0.24,0.73,directLRT→brt,derived_feeder
210,102,Hamifrats,Kiryon,0.0,6.77,22.18,34.51,34.88,64.47,67.88,59.47,0.18,1.24,1.24,0.0,0.15,1.04,62.6,0.2,1.36,directLRT→brt,derived_feeder
210,103,Hamifrats,KiryatBialik Center,2.87,5.51,19.3,32.38,33.85,63.45,66.86,58.45,0.17,1.01,0.95,0.06,0.15,0.85,61.58,0.19,1.12,directLRT→brt,derived_feeder
210,104,Hamifrats,KiryatHaim,37.03,6.99,16.17,29.32,30.18,57.78,61.19,52.78,0.2,1.5,1.37,0.13,0.17,1.25,55.91,0.21,1.66,directLRT→brt,derived_feeder
210,301,Hamifrats,SavyoneyYam,0.0,0.64,22.37,76.47,76.85,89.33,92.74,84.33,0.38,0.25,0.25,0.0,0.34,0.22,87.46,0.41,0.26,directLRT→brt,derived_feeder
210,302,Hamifrats,KiryatYam A,0.0,0.94,20.39,70.74,71.11,83.59,87.0,78.59,0.38,0.36,0.36,0.0,0.34,0.32,81.72,0.41,0.39,directLRT→brt,derived_feeder
210,303,Hamifrats,KiryatYam B+C,0.0,4.09,18.3,63.19,64.66,77.13,80.54,72.13,0.37,1.51,1.51,0.0,0.32,1.32,75.01,0.4,1.63,directLRT→brt,derived_feeder
210,304,Hamifrats,KiryatHaim West,30.54,1.44,15.33,60.98,62.23,74.7,78.11,69.7,0.37,0.66,0.54,0.12,0.33,0.56,72.83,0.4,0.72,directLRT→brt,derived_feeder
211,201,Bazan-Hutsot,TiratCarmel,0.0,4.32,24.62,68.27,,74.53,79.24,69.53,0.48,2.08,2.08,0.0,0.41,1.78,72.03,0.52,2.24,brt→LRT,derived_feeder
211,202,Bazan-Hutsot,Matam-NeotPeres,119.89,16.02,25.34,64.71,43.12,73.43,84.06,68.43,0.44,9.15,7.12,2.03,0.3,5.54,62.27,0.61,14.51,brt→LRT,derived_feeder
211,203,Bazan-Hutsot,HofCarmel-NeveDavid,0.0,1.94,23.87,65.01,66.39,62.6,65.78,57.6,0.61,1.18,1.18,0.0,0.56,1.09,59.69,0.65,1.26,brt→LRT,derived_feeder
211,204,Bazan-Hutsot,Hecht-Shprintzak,0.0,2.75,24.09,58.86,58.86,65.32,70.03,60.32,0.48,1.31,1.31,0.0,0.41,1.12,58.08,0.59,1.61,brt→LRT,derived_feeder
211,205,Bazan-Hutsot,EinHayam,0.0,0.67,24.02,54.22,54.22,65.61,75.65,60.61,0.41,0.27,0.27,0.0,0.27,0.18,58.17,0.52,0.34,brt→LRT,derived_feeder
211,206,Bazan-Hutsot,BatGalim-KiryatEliezer,0.0,15.32,21.06,49.21,49.99,59.92,68.11,54.92,0.42,6.36,6.36,0.0,0.3,4.64,54.35,0.5,7.63,brt→LRT,derived_feeder
211,207,Bazan-Hutsot,Hamoshava,0.0,4.3,19.15,46.14,46.64,49.42,55.8,44.42,0.53,2.26,2.26,0.0,0.43,1.85,45.08,0.59,2.54,brt→LRT,derived_feeder
211,208,Bazan-Hutsot,LowerCity,22.95,14.98,17.5,40.44,40.83,50.81,55.92,45.81,0.42,7.49,6.29,1.2,0.35,5.98,47.69,0.47,8.53,brt→LRT,derived_feeder
211,209,Bazan-Hutsot,Namal-Giborim,3.67,4.73,14.43,36.01,36.29,53.68,57.09,48.68,0.32,1.71,1.51,0.21,0.28,1.45,51.81,0.34,1.87,brt→LRT,derived_feeder
211,210,Bazan-Hutsot,Hamifrats,77.69,0.0,10.28,36.08,38.08,68.44,71.85,63.44,0.16,0.0,0.0,0.0,0.14,0.0,66.57,0.18,0.0,brt→LRT,derived_feeder
211,212,Bazan-Hutsot,TsometKiryatAta,110.32,0.95,8.44,25.8,26.58,59.55,62.96,54.55,0.15,0.15,0.14,0.01,0.13,0.13,57.68,0.17,0.17,brt→LRT→brt,derived_feeder
211,213,Bazan-Hutsot,KiryatAta North,0.0,1.42,15.7,39.47,38.68,71.17,74.58,66.17,0.17,0.24,0.24,0.0,0.14,0.2,69.3,0.18,0.26,brt→LRT→brt,derived_feeder
211,214,Bazan-Hutsot,KiryatAta North-East,0.0,0.37,21.08,59.55,,95.93,99.34,90.93,0.13,0.05,0.05,0.0,0.11,0.04,94.06,0.15,0.05,brt→LRT→bus,derived_feeder
211,215,Bazan-Hutsot,Shefaram,0.0,0.36,27.01,53.26,,90.86,94.27,85.86,0.12,0.05,0.05,0.0,0.1,0.04,88.99,0.14,0.05,brt→LRT→bus,derived_feeder
211,216,Bazan-Hutsot,Hamovil,0.0,0.15,39.56,84.48,,110.37,113.78,105.37,0.22,0.03,0.03,0.0,0.19,0.03,108.5,0.24,0.04,brt→LRT→bus,derived_feeder
211,217,Bazan-Hutsot,Nazareth,0.0,1.27,54.97,71.3,,100.32,103.73,95.32,0.19,0.24,0.24,0.0,0.16,0.21,98.45,0.21,0.27,brt→LRT→bus,derived_feeder
211,101,Bazan-Hutsot,TsurShalom,0.0,0.46,19.64,38.44,37.35,70.5,73.91,65.5,0.16,0.08,0.08,0.0,0.14,0.06,68.63,0.18,0.08,brt→LRT→brt,derived_feeder
211,102,Bazan-Hutsot,Kiryon,72.62,1.03,17.45,33.16,34.17,68.48,71.89,63.48,0.14,0.15,0.14,0.01,0.12,0.13,66.61,0.15,0.17,brt→LRT→brt,derived_feeder
211,103,Bazan-Hutsot,KiryatBialik Center,0.0,0.84,15.04,31.28,33.15,67.46,70.87,62.46,0.13,0.11,0.11,0.0,0.11,0.09,65.59,0.15,0.12,brt→LRT→brt,derived_feeder
211,104,Bazan-Hutsot,KiryatHaim,43.7,1.06,12.12,28.51,29.48,62.97,66.38,57.97,0.15,0.17,0.15,0.01,0.12,0.14,61.1,0.16,0.18,brt→LRT→brt,derived_feeder
211,301,Bazan-Hutsot,SavyoneyYam,0.0,0.1,18.4,88.6,90.05,94.51,97.92,89.51,0.49,0.05,0.05,0.0,0.44,0.04,92.64,0.51,0.05,brt→LRT→brt,derived_feeder
211,302,Bazan-Hutsot,KiryatYam A,0.0,0.14,16.48,46.08,83.86,88.77,92.18,83.77,0.09,0.01,0.01,0.0,0.08,0.01,86.9,0.1,0.01,brt→LRT→brt,derived_feeder
211,303,Bazan-Hutsot,KiryatYam B+C,107.69,0.62,13.19,37.34,77.02,82.31,85.72,77.31,0.08,0.05,0.05,0.0,0.07,0.04,80.2,0.09,0.06,brt→LRT→brt,derived_feeder
211,304,Bazan-Hutsot,KiryatHaim West,28.02,0.22,11.64,32.48,74.59,79.88,83.29,74.88,0.07,0.02,0.02,0.0,0.06,0.01,78.01,0.08,0.02,brt→LRT→brt,derived_feeder
212,201,TsometKiryatAta,TiratCarmel,0.0,5.85,26.83,64.06,,69.54,74.25,64.54,0.49,2.88,2.88,0.0,0.42,2.47,67.04,0.53,3.1,brt→LRT,derived_feeder
212,202,TsometKiryatAta,Matam-NeotPeres,30.8,21.69,24.61,59.72,38.14,68.44,79.08,63.44,0.44,11.54,9.64,1.9,0.3,7.19,57.28,0.61,17.46,brt→LRT,derived_feeder
212,203,TsometKiryatAta,HofCarmel-NeveDavid,0.0,2.63,25.78,61.41,61.41,57.62,60.8,52.62,0.63,1.65,1.65,0.0,0.58,1.53,54.71,0.67,1.76,brt→LRT,derived_feeder
212,204,TsometKiryatAta,Hecht-Shprintzak,0.0,3.72,25.84,53.88,53.88,60.33,65.04,55.33,0.48,1.78,1.78,0.0,0.41,1.52,53.1,0.59,2.18,brt→LRT,derived_feeder
