origin_sz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,30,31,32,33,34,35,36,37,38,39,40
1,66625.8,4774.64,1685.49,0,111.578,403.71,209.444,119.424,351.599,0,0,105.939,68.5398,383.639,166.037,32.8314,29.1307,11.6977,47.6349,0,258.852,168.134,110.167,263.545,0,303.936,0,0,246.305,2029.15,42.3784,0,0,0,0,0
2,7507.44,73901.6,6680.43,135.608,119.584,759.277,638.075,338.898,839.112,9.30938,71.9549,1357.6,122.995,44.0118,958.467,139.814,208.897,149.952,0,1057.38,558.406,570.382,531.499,0,0,658.65,0,0,0,2469.9,230.417,0,0,0,12.876,595.25
3,1131.76,5620.76,83180.1,1103.72,0,0,705.629,0,205.833,444.745,0,535.467,13.3064,34.2371,85.2081,188.436,344.437,42.5079,23.2215,0,193.964,0,0,25.2159,0,1275.13,0,623.546,589.931,1353.3,549.299,192.186,0,44.2919,194.911,190.019
4,1741.86,3443.75,520.156,43051.5,50.2053,279.788,1455.43,21.6187,1404.22,3236.27,154.261,1372.63,630.575,565.861,208.567,836.34,495.958,636.859,642.488,259.443,573.628,421.933,0,514.379,0,1178,0,0,650.508,693.811,115.53,0,0,560.734,470.92,0
5,0,614.743,235.601,0,4359.54,2963.23,2401.78,644.468,596.51,0,37.7626,1807.27,360.309,152.428,228.136,196.618,674.68,424.293,0,0,0,0,121.93,107.635,0,0,0,0,0,0,0,0,0,0,0,0
6,714.389,1473.16,1205.43,0,2448.18,27262,3088.98,4166.48,1326.78,0,116.927,4661.03,954.172,460.134,1156.31,253.896,97.3546,1656.86,0,0,807.236,203.546,550.497,1285.55,0,0,0,0,0,0,849.204,715.771,0,0,0,0
7,2077.92,1262.54,403.369,278.818,331.248,3859.63,22093.3,549.775,965.95,0,150.57,4171.97,234.616,852.692,933.284,1159.66,356.139,109.358,467.355,158.412,0,169.367,457.536,326.557,0,0,0,0,115.341,285.326,0,178.6,0,0,869.615,425.023
8,469.15,891.161,388.396,0,1052.18,4539.62,2349.28,10231.5,146.607,0,0,1919.23,287.871,597.438,980.851,266.462,613.152,109.998,0,72.5033,0,159.069,52.0922,81.8765,137.425,0,0,72.7827,152.561,0,153.878,0,0,191.644,0,0
9,605.563,1291.78,104.809,0,91.8415,1913.44,1578.52,400.629,31303.8,0,2778.76,2601.1,641.4,543.646,708.197,792.638,2409.94,548.523,109.231,311.902,880.019,420.014,1154.92,57.8013,0,0,316.449,0,286.76,390.088,308.294,0,0,0,493.756,1916.1
10,110.058,109.575,507.323,742.865,0,21.1731,24.7947,115.773,0,14869.2,124.113,64.14,115.957,196.267,28.65,38.3728,22.2107,0,430.172,215.249,394.435,360.565,25.2402,120.544,0,901.153,0,81.2567,0,154.532,141.817,479.006,0,0,186.609,0
11,295.074,17.1192,912.837,323.12,10.9905,455.017,1049.15,109.947,704.292,0,14968.1,168.493,73.2853,140.912,546.317,11.9569,44.3312,244.317,30.4858,319.251,8.15913,888.709,101.137,96.3269,0,31.4615,0,67.7943,37.2889,0,26.2361,118.254,0,0,18.3117,327.282
12,0,403.125,33.6828,231.684,145.183,172.722,719.74,468.338,540.43,131.338,17.8492,3149.81,0,286.154,708.171,563.404,333.118,177.035,35.2788,0,0,63.8861,49.5271,112.494,0,0,0,51.9324,0,0,0,0,45.146,255.556,0,527.771
13,0,0,24.2847,309.688,0,107.417,85.6992,0,276.127,22.2574,0,430.619,2548.21,1339.88,2603.43,427.596,385.763,528.771,133.426,420.126,0,160.29,79.419,197.439,0,0,0,0,0,159.436,0,0,112.481,0,75.871,0
14,7.06639,7.54463,517.516,0,29.7589,13.4802,96.326,0,498.545,74.0867,41.0225,1210.27,3185.98,9217.73,3494.51,2502.99,2142.26,433.701,267.864,0,531.317,1023.92,214.346,372.659,103.65,0,0,10.8714,0,529.222,82.5098,0,377.413,0,0,0
15,0,0,0,0,0,0,83.234,42.804,0,0,0,694.674,3199.78,3681.43,5175.48,1726.22,439.345,126.753,298.8,0,0,699.001,104.066,2497.91,0,0,100.566,0,99.1373,0,454.622,0,0,0,551.861,0
16,728.728,577.005,297.253,148.399,77.9867,280.441,75.4665,59.2843,226.506,70.6754,152.747,2539.58,3339.16,3608.46,6498.12,18869.1,7974.35,1572.35,84.6273,0,440.3,265.608,832.355,1938.95,158.681,0,0,15.8558,0,0,138.762,0,0,0,164.765,328.332
17,435.998,116.719,137.528,493.006,32.9106,537.307,190.134,39.5039,106.64,0,287.413,1542.35,3151.72,3517.01,1913.69,5155.72,31882.9,664.556,0,0,72.184,80.8943,159.274,221.247,0,1303.98,0,0,0,0,263.062,22.9265,0,0,967.261,396.505
18,25.6033,222.571,185.104,6.77146,0,75.218,65.4375,17.5939,158.565,0,345.969,1646.19,357.422,424.001,1095.26,1382.82,1287.84,7608.19,31.2291,0,297.622,0,420.457,441.409,467.458,0,0,0,0,0,0,0,249.002,0,27.4023,141.685
19,1948.34,0,50.826,845.43,0,67.3912,0,0,0,522.463,384.002,464.875,269.421,150.288,717.76,1561.46,316.465,115.647,68015.4,5926.16,1535.98,2423.79,1245.74,0,0,805.865,0,2388.55,0,0,2086.61,4793.56,373.802,3348.4,231.011,3243.27
20,0,0,0,0,0,0,0,0,0,0,0,294.595,0,0,0,0,37.7194,43.8196,4553.06,21562,1233.48,314.207,0,0,0,0,13.5518,0,0,0,955.363,1496.56,356.147,247.279,0,0
21,211.707,705.574,0,0,0,153.594,0,41.1543,509.278,211.709,0,465.094,36.1719,94.1364,510.422,298.462,0,440.894,2104.62,1549.98,33361,4317.72,292.94,0,0,0,0,259.959,0,0,1178.58,3247.05,0,107.912,0,327.851
22,101.081,362.661,0,478.218,0,0,593.728,60.0404,220.951,312.045,459.962,2239.72,289.877,461.558,215.759,1316.87,371.342,1124.31,358.734,1671.28,2735.5,55726,4133.67,775.004,25.4166,0,0,267.832,0,231.076,432.896,2112.49,640.63,271.144,2109.96,2276.31
23,0,0,145.474,0,0,90.7108,0,0,0,0,161.186,836.202,569.381,534.289,831.256,1110.92,841.352,9.6634,214.154,30.5305,325.924,2409.57,14624.9,751.814,606.922,0,0,0,0,0,0,0,0,0,558.695,28.3165
24,0,0,0,0,0,0,0,0,708.637,0,0,3032.17,1348.15,581.262,6361.57,3726.8,184.193,187.88,0,0,0,7.17371,332.105,56482,4347.92,0,0,0,0,0,0,0,0,0,3584.5,546.004
25,0,67.9021,0,0,0,0,0,0,0,0,0,136.518,0,239.876,588.169,44.9281,140.755,44.4772,0,684.873,0,83.2813,149.914,418.803,21573.6,0,0,0,0,0,0,122.156,0,0,6038.27,1097.39
30,1023.05,25.3845,1973.79,1038.4,72.5897,0,0,0,95.7873,810.751,0,33.355,140.611,0,378.139,411.868,139.481,0,111.593,188.305,368.436,0,0,452.033,0,40361.7,246.753,0,332.794,242.323,1443.48,517.197,0,31.152,317.335,0
31,137.596,58.0629,97.8717,0,0,0,0,0,0,0,0,45.5422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39747.2,928.295,139.937,9.48399,345.435,0,49.0296,0,0,0
32,0,0,711.835,0,1.18111,24.3367,0,0,0,0,0,0,0,143.539,0,4.02777,0,0,0,0,274.769,0,0,0,0,34.6525,3871.55,69509.6,7983.35,0,560.372,70.3288,0,0,0,66.2876
33,293.522,1742.75,4555.25,0,0,0,0,0,0,0,0,201.493,0,0,0,0,0,0,786.146,0,0,0,0,0,0,0,1188.96,4883.86,31285.1,1292.26,1263.7,0,0,0,0,0
34,3697.27,1633.24,474.075,248.903,0,0,0,0,0,0,0,85.9241,103.796,0,143.499,56.5363,0,27.9793,66.0036,0,42.5141,422.281,0,0,0,0,186.377,209.257,1076.58,52776.8,0,281.829,0,0,65.0317,226.046
35,501.82,1328.36,2502.25,317.878,0,156.363,0,0,0,0,0,241.91,0,0,0,0,0,77.0046,3188.75,0,621.947,1636.85,58.8283,0,0,0,3716.97,1067.77,801.721,796.647,96597,6400.36,1647.91,0,0,6124.89
36,284.276,0,0,0,0,5.87523,0,0,0,0,71.3071,245.932,0.486709,1.24949,0,0,0,17.2414,2005.52,1237.28,1909.86,1419.53,152.404,17.116,0,358.979,0,867.267,268.202,1312.33,2702.34,71005.1,4387.77,320.161,0,3435.99
37,0,0,0,0,0,0,0,0,0,0,0,109.876,0,0,0,0,0,18.8327,369.386,186.379,161.648,0,0,0,0,0,348.169,0,0,0,396.212,992.878,32305.7,0,120.012,0
38,0,0,0,0,0,0,0,0,0,0,0,304.531,450.91,0,0,0,0,0,735.382,0,175.833,1331.18,0,0,0,0,0,0,0,0,137.468,2674.46,497.291,53850.8,16863.8,11816
39,0,0,0,0,0,0,0,0,0,0,0,159.381,136.253,0,949.254,144.841,0,124.616,0,0,0,211.439,0,680.727,2364.03,0,0,0,0,0,0,0,0,272.314,118057,7002.88
40,0,0,116.879,0,0,97.9887,0,0,0,0,0,254.415,0,0,0,30.9274,932.215,0,0,0,0,76.7981,0,0,460.717,0,0,62.6463,0,0,49.596,4.87995,0,539.084,4280.26,115063
