source,own_pc,matched_cellular_pc,congruence,var_share,superzone,loading,origin_score
survey d10,2,1,0.8913729014497291,0.050624453668115375,7,-0.10228182603779225,-0.10490790031210719
survey d10,2,1,0.8913729014497291,0.050624453668115375,8,-0.07913621493285983,-0.10120949271773455
survey d10,2,1,0.8913729014497291,0.050624453668115375,9,-0.09138434319237965,-0.09534526129343338
survey d10,2,1,0.8913729014497291,0.050624453668115375,10,0.010101182926506547,0.014537589933023076
survey d10,2,1,0.8913729014497291,0.050624453668115375,11,-0.0708313090988849,-0.07127929658714348
survey d10,2,1,0.8913729014497291,0.050624453668115375,12,-0.1725924769712977,-0.1393086406355341
survey d10,2,1,0.8913729014497291,0.050624453668115375,13,-0.14098958275315462,-0.1510844872290781
survey d10,2,1,0.8913729014497291,0.050624453668115375,14,-0.21796773748371265,-0.2018597579964606
survey d10,2,1,0.8913729014497291,0.050624453668115375,15,-0.2375872674601782,-0.1969286074568145
survey d10,2,1,0.8913729014497291,0.050624453668115375,16,-0.20366437782998884,-0.1878333597842181
survey d10,2,1,0.8913729014497291,0.050624453668115375,17,-0.17809225683719287,-0.17275355135970313
survey d10,2,1,0.8913729014497291,0.050624453668115375,18,-0.1344867240878023,-0.14246222532463715
survey d10,2,1,0.8913729014497291,0.050624453668115375,19,0.04435512127584222,0.04684736033734188
survey d10,2,1,0.8913729014497291,0.050624453668115375,20,0.02584881663352219,0.02939221511917175
survey d10,2,1,0.8913729014497291,0.050624453668115375,21,-0.017574978554862945,-0.013715685620653627
survey d10,2,1,0.8913729014497291,0.050624453668115375,22,-0.06263284720453312,-0.05520382929391368
survey d10,2,1,0.8913729014497291,0.050624453668115375,23,-0.05526896435308186,-0.07494849005883292
survey d10,2,1,0.8913729014497291,0.050624453668115375,24,-0.12047082083818464,-0.13172995064456128
survey d10,2,1,0.8913729014497291,0.050624453668115375,25,0.032153637379356954,0.03454182544167855
survey d10,2,1,0.8913729014497291,0.050624453668115375,30,0.014079314364421166,0.017074804393991474
survey d10,2,1,0.8913729014497291,0.050624453668115375,31,0.40574975237449784,0.3951088734707432
survey d10,2,1,0.8913729014497291,0.050624453668115375,32,0.34996043289083617,0.33790882580058235
survey d10,2,1,0.8913729014497291,0.050624453668115375,33,0.16230595953272767,0.16555644812105233
survey d10,2,1,0.8913729014497291,0.050624453668115375,34,-0.05382133807453115,-0.05037764486512925
survey d10,2,1,0.8913729014497291,0.050624453668115375,35,0.27469505162413277,0.26212014375586784
survey d10,2,1,0.8913729014497291,0.050624453668115375,36,0.20371512548142479,0.19332358730208735
survey d10,2,1,0.8913729014497291,0.050624453668115375,37,0.13935629368409508,0.13870538037006822
survey d10,2,1,0.8913729014497291,0.050624453668115375,38,0.12632478270015193,0.16600715390748447
survey d10,2,1,0.8913729014497291,0.050624453668115375,39,0.1720644936240517,0.16189517390068278
survey d10,2,1,0.8913729014497291,0.050624453668115375,40,0.40579086434469375,0.38386459004564655
survey d10,1,2,0.9463824873347738,0.05219088376667199,1,0.07672850445253063,0.07833029389583503
survey d10,1,2,0.9463824873347738,0.05219088376667199,2,0.06316709336209758,0.061477374035072516
survey d10,1,2,0.9463824873347738,0.05219088376667199,3,0.15198458155938013,0.1445160953530602
survey d10,1,2,0.9463824873347738,0.05219088376667199,4,0.012106028817290518,0.014011285687632482
survey d10,1,2,0.9463824873347738,0.05219088376667199,5,0.008790838492445307,0.011944123357810034
survey d10,1,2,0.9463824873347738,0.05219088376667199,6,0.011423166559342984,0.015431631940199586
survey d10,1,2,0.9463824873347738,0.05219088376667199,7,0.012820140374127204,0.013962514753054135
survey d10,1,2,0.9463824873347738,0.05219088376667199,8,0.00879857369775357,0.010831118733750644
survey d10,1,2,0.9463824873347738,0.05219088376667199,9,0.00917227208798071,0.009122202393429995
survey d10,1,2,0.9463824873347738,0.05219088376667199,10,0.00036018171488803164,-0.0016354481408889386
survey d10,1,2,0.9463824873347738,0.05219088376667199,11,0.014240105739777041,0.019205805897275854
survey d10,1,2,0.9463824873347738,0.05219088376667199,12,-0.0004320455226265146,0.002747002403587161
survey d10,1,2,0.9463824873347738,0.05219088376667199,13,-0.02943886716808523,-0.04085132526699674
survey d10,1,2,0.9463824873347738,0.05219088376667199,14,-0.03379296734563878,-0.025573768432147488
survey d10,1,2,0.9463824873347738,0.05219088376667199,15,-0.06549856081739541,-0.05479285562170337
survey d10,1,2,0.9463824873347738,0.05219088376667199,16,-0.03147894504423331,-0.026742133963752083
survey d10,1,2,0.9463824873347738,0.05219088376667199,17,-0.015320723200916838,-0.01451666654638058
survey d10,1,2,0.9463824873347738,0.05219088376667199,18,-0.009860058737548768,-0.009410364284660383
survey d10,1,2,0.9463824873347738,0.05219088376667199,19,0.023376323988663072,0.0240274264915185
survey d10,1,2,0.9463824873347738,0.05219088376667199,20,0.01393262055310447,0.01912623184155727
survey d10,1,2,0.9463824873347738,0.05219088376667199,21,0.021726216774032782,0.021942044567658855
survey d10,1,2,0.9463824873347738,0.05219088376667199,22,-0.027384103100932602,-0.031151972754722704
survey d10,1,2,0.9463824873347738,0.05219088376667199,23,-0.030031033797234086,-0.04099994709387668
survey d10,1,2,0.9463824873347738,0.05219088376667199,24,-0.05136041026727535,-0.057142423093140486
survey d10,1,2,0.9463824873347738,0.05219088376667199,25,-0.16069360025947685,-0.17188101167093936
survey d10,1,2,0.9463824873347738,0.05219088376667199,30,0.04156957171074837,0.0506738899064343
survey d10,1,2,0.9463824873347738,0.05219088376667199,31,0.3331170563705506,0.3294706867797546
survey d10,1,2,0.9463824873347738,0.05219088376667199,32,0.30374335820741993,0.29982831998215886
survey d10,1,2,0.9463824873347738,0.05219088376667199,33,0.18757587427421524,0.19888484427556935
survey d10,1,2,0.9463824873347738,0.05219088376667199,34,0.11098819418086818,0.11338879796862936
survey d10,1,2,0.9463824873347738,0.05219088376667199,35,0.24349720840708078,0.234354465506254
survey d10,1,2,0.9463824873347738,0.05219088376667199,36,-0.027382984306601636,-0.022111073875250298
