TAZ,households,sampled_persons,weighted_persons,weighted_trips_10,weighted_trips_20,rate_10,rate_20,rate_avg
3206,9,26,8077.22,6509.29,6532.98,0.805883,0.808816,0.80735
3207,9,17,4413.93,2442.28,2968.25,0.553313,0.672473,0.612893
3208,9,23,4697.79,6419.23,5748.82,1.36643,1.22373,1.29508
3210,23,73,13910.8,16707.6,14952.9,1.20106,1.07492,1.13799
3212,16,49,12445.3,8970.71,10113.7,0.720813,0.812651,0.766732
3213,3,10,3494.74,3142.11,2794.74,0.899097,0.799699,0.849398
3215,6,25,4247.5,4593.75,4772.23,1.08152,1.12354,1.10253
3305,15,65,12238,7326.92,8660.98,0.598704,0.707714,0.653209
3307,3,11,3850,1050,2450,0.272727,0.636364,0.454545
3310,2,6,2100,2450,2450,1.16667,1.16667,1.16667
3311,5,14,4900,3150,3850,0.642857,0.785714,0.714286
3312,1,1,350,0,350,0,1,0.5
3313,6,30,9248.56,6798.56,5204.99,0.735094,0.562789,0.648942
3314,2,9,1172.16,969.803,404.705,0.827367,0.345265,0.586316
3315,6,40,10637.4,10293.5,9783.36,0.967664,0.91971,0.943687
3316,7,15,5250,2450,3850,0.466667,0.733333,0.6
3317,5,15,5250,4900,3850,0.933333,0.733333,0.833333
3319,1,3,1050,1050,1400,1,1.33333,1.16667
3322,5,17,5950,5600,3850,0.941176,0.647059,0.794118
3402,9,36,3169.41,2539.16,1972.81,0.801147,0.622452,0.711799
3403,11,34,9151.01,7758.71,8098.1,0.847853,0.884941,0.866397
3404,12,38,4076.36,4004.05,3275.37,0.982261,0.803505,0.892883
3405,5,16,3900.44,1933.75,2568.15,0.495778,0.658425,0.577101
3406,4,11,2138.01,1661.89,1020.56,0.777305,0.477341,0.627323
3407,4,18,5376.36,5038.55,3905.19,0.937168,0.726364,0.831766
3408,5,24,4465.68,4125.82,3912.25,0.923895,0.876071,0.899983
3409,9,33,3414.37,2662.71,2164.88,0.779856,0.63405,0.706953
3412,18,71,6163.61,7263.56,7982.85,1.17846,1.29516,1.23681
3414,14,50,7191.95,9427.66,7371.48,1.31086,1.02496,1.16791
3415,8,28,5855.45,6400.77,6870.27,1.09313,1.17331,1.13322
3416,2,6,1672.86,1560.86,1560.86,0.933049,0.933049,0.933049
3417,2,4,633.571,214.618,424.095,0.338744,0.669372,0.504058
3419,12,33,8156.3,4322.94,3188.43,0.530013,0.390916,0.460464
3423,9,32,7636.43,3398.24,2966.61,0.445004,0.388481,0.416742
3424,19,85,8772.63,7555.4,7537.41,0.861247,0.859196,0.860222
3426,6,23,6657.44,3489.48,3489.48,0.524148,0.524148,0.524148
3427,10,44,1363.22,833.16,759.992,0.611169,0.557496,0.584333
3429,5,19,6041.23,3956.24,5338.94,0.654872,0.883749,0.76931
3502,22,74,6586.66,7284.37,5529.64,1.10593,0.839521,0.972724
3506,12,50,10381.8,7159.96,4905.05,0.689668,0.472469,0.581068
3507,3,13,4444.68,2034.18,3381.52,0.457665,0.760801,0.609233
3508,9,34,8354.52,6745.81,7136.49,0.807445,0.854208,0.830826
3509,8,36,5707.22,3067.86,3045.21,0.53754,0.533571,0.535556
3510,2,8,2592.29,2448.89,2099.05,0.944685,0.80973,0.877207
3511,4,20,5047.93,6341.19,5829.96,1.25619,1.15492,1.20556
3512,4,14,2217.43,1900.02,3203.08,0.856854,1.4445,1.15068
3514,27,61,7819.1,5670.69,5696.33,0.725235,0.728515,0.726875
3515,18,60,10411.4,8018.2,7510.43,0.770133,0.721363,0.745748
3516,2,6,2100,1050,1050,0.5,0.5,0.5
3517,22,64,5419.65,5139.83,4908.99,0.948369,0.905775,0.927072
3518,8,24,6573.15,4605.91,4568,0.700716,0.694947,0.697832
3519,16,49,8315.44,6970.92,5454.83,0.83831,0.655988,0.747149
3520,17,42,10109.4,7547.59,6670.58,0.746594,0.659842,0.703218
3521,19,47,5547.43,3653.78,3021.83,0.658643,0.544725,0.601684
3526,25,93,12521.2,14600.4,14162.8,1.16606,1.13111,1.14858
3528,11,35,7263.51,7072.81,6643.33,0.973745,0.914616,0.944181
3532,4,8,2382.48,4084.23,3289.34,1.71428,1.38064,1.54746
3601,9,33,10473.5,5417.12,4111.06,0.517222,0.392521,0.454872
3603,23,62,9588.7,9003.65,8083.72,0.938986,0.843047,0.891016
3604,11,31,2072.91,2174.82,2927.23,1.04916,1.41213,1.23065
3605,8,42,10433.9,8779.43,8873.9,0.841432,0.850486,0.845959
3606,2,8,2800,1400,1050,0.5,0.375,0.4375
3608,9,39,6138.69,3385.68,4044.95,0.551531,0.658928,0.605229
3609,19,46,6862.43,6378.3,4920.38,0.929453,0.717003,0.823228
3611,1,1,5,0,5,0,1,0.5
3612,5,8,40,35,25,0.875,0.625,0.75
3614,8,23,1967,2345.4,2698.56,1.19237,1.37192,1.28215
3615,16,46,8133.76,11176.4,8239.82,1.37408,1.01304,1.19356
3617,27,74,8585.71,11929.5,11668.6,1.38946,1.35907,1.37426
3618,22,61,10893.1,10537.7,11177.9,0.967374,1.02614,0.996757
3619,5,11,2033.37,2936.1,2120.47,1.44396,1.04284,1.2434
3622,15,41,7985.99,7600.61,7335.26,0.951743,0.918516,0.93513
3626,11,43,8892.63,12871.3,9781.01,1.44741,1.0999,1.27366
3627,19,84,18143.8,14258.9,14519.4,0.785886,0.800241,0.793063
3704,9,30,6367.79,6928.88,5674.44,1.08811,0.891115,0.989614
3706,5,14,3956.84,7137.72,4968.75,1.80389,1.25574,1.52982
3707,11,41,8342.34,9360.7,9836.16,1.12207,1.17907,1.15057
3708,10,28,5617.91,6724.53,5485.63,1.19698,0.976455,1.08672
3710,11,29,7679.77,6350.18,9700.68,0.826871,1.26315,1.04501
3801,12,55,18910.5,12430.3,12430.3,0.65732,0.65732,0.65732
3802,2,8,2800,2800,2800,1,1,1
3804,3,13,4441.62,2734.97,2734.97,0.61576,0.61576,0.61576
3806,5,25,8158.89,4827.78,5527.78,0.59172,0.677516,0.634618
3807,2,8,2800,1750,1050,0.625,0.375,0.5
3808,2,6,2100,1400,1400,0.666667,0.666667,0.666667
3809,5,27,9110.54,7530.27,6830.27,0.826545,0.749711,0.788128
3810,5,16,5048.07,4348.07,4698.07,0.861333,0.930667,0.896
3811,3,12,2857.61,2157.61,2157.61,0.75504,0.75504,0.75504
3812,3,11,3850,2450,1050,0.636364,0.272727,0.454545
3815,5,19,6650,4900,4900,0.736842,0.736842,0.736842
3816,12,45,15750,11900,10500,0.755556,0.666667,0.711111
3817,15,67,17298.9,10484.1,11093.5,0.606054,0.641282,0.623668
3818,3,11,3850,1750,1750,0.454545,0.454545,0.454545
3819,4,18,6300,3850,3850,0.611111,0.611111,0.611111
3820,5,19,6650,3500,3500,0.526316,0.526316,0.526316
3821,8,13,4550,1050,4200,0.230769,0.923077,0.576923
3824,9,42,12603.5,12354.5,13603,0.980243,1.0793,1.02977
3826,6,33,11550,13650,11550,1.18182,1,1.09091
3831,10,51,13893.9,11012.3,9965.89,0.792603,0.717285,0.754944
3903,9,37,10625.5,16763.9,15684.3,1.57771,1.4761,1.5269
3904,10,35,10730.4,9270.66,8082.4,0.863959,0.753221,0.80859
3906,6,19,6406.68,10908,11306.7,1.7026,1.76483,1.73371
3907,2,8,2800,3850,3500,1.375,1.25,1.3125
3908,8,30,10256.7,10159.3,9809.35,0.990511,0.956387,0.973449
3910,6,18,6056.68,8856.68,9206.68,1.4623,1.52009,1.49119
3911,7,20,7000,7700,7350,1.1,1.05,1.075
3912,3,8,2800,2450,2450,0.875,0.875,0.875
3916,20,75,24044.1,28968.5,25309.5,1.20481,1.05263,1.12872
3917,13,47,16047.1,18497.1,18214.3,1.15268,1.13505,1.14386
3918,9,28,9800,13650,11200,1.39286,1.14286,1.26786
3919,5,10,3500,4200,5250,1.2,1.5,1.35
4004,19,47,13500.1,12994,12939.7,0.962508,0.958488,0.960498
4005,8,18,3991.21,5085.04,4897.02,1.27406,1.22695,1.2505
4007,2,7,2450,1750,3150,0.714286,1.28571,1
4010,15,49,14156.6,16540.1,20213,1.16836,1.42781,1.29809
4011,20,50,16218.6,15951.6,17098.5,0.983534,1.05425,1.01889
4012,8,22,6660.5,10200.5,9594.93,1.53149,1.44057,1.48603
4013,6,9,3138.81,700,696.27,0.223015,0.221826,0.22242
4014,23,63,18002.5,17891.7,15330.9,0.993846,0.851596,0.922721
4015,33,79,21019.4,17001.1,16636.5,0.808828,0.791486,0.800157
4016,26,85,20244.7,18882.4,18472.8,0.93271,0.912474,0.922592
4017,9,45,14548.4,12798.4,11748.4,0.879712,0.807538,0.843625
4018,1,1,350,0,0,0,0,0
4019,16,76,24888.6,17543.1,16493.1,0.704866,0.662678,0.683772
