TAZ,bus_nontransfer,bus_transfer,metronit_nontransfer,metronit_transfer,bus_all,metronit_all,transit_nontransfer,transit_all
1924,269.405,3.143,0.000,0.000,272.548,0.000,269.405,272.548
1925,178.857,7.857,0.000,0.000,186.714,0.000,178.857,186.714
1926,194.952,9.738,0.000,0.000,204.690,0.000,194.952,204.690
1927,86.000,2.048,0.000,0.000,88.048,0.000,86.000,88.048
1928,135.929,8.381,0.000,0.000,144.310,0.000,135.929,144.310
1929,111.167,4.690,0.000,0.000,115.857,0.000,111.167,115.857
1930,120.381,2.690,0.000,0.000,123.071,0.000,120.381,123.071
1931,189.167,2.381,0.000,0.000,191.548,0.000,189.167,191.548
1932,64.238,1.571,0.000,0.000,65.810,0.000,64.238,65.810
1933,130.167,1.571,0.000,0.000,131.738,0.000,130.167,131.738
1934,129.357,1.167,0.000,0.000,130.524,0.000,129.357,130.524
1935,60.881,0.048,0.000,0.000,60.929,0.000,60.881,60.929
1936,13.214,0.071,0.000,0.000,13.286,0.000,13.214,13.286
1937,9.952,0.024,0.000,0.000,9.976,0.000,9.952,9.976
1938,50.952,0.071,0.000,0.000,51.024,0.000,50.952,51.024
2001,172.048,6.143,0.000,0.000,178.190,0.000,172.048,178.190
2002,258.310,2.405,0.000,0.000,260.714,0.000,258.310,260.714
2003,344.500,4.548,0.000,0.000,349.048,0.000,344.500,349.048
2004,157.429,1.333,0.000,0.000,158.762,0.000,157.429,158.762
2005,260.143,2.214,0.000,0.000,262.357,0.000,260.143,262.357
2006,15.238,0.381,0.000,0.000,15.619,0.000,15.238,15.619
2007,401.024,3.476,0.000,0.000,404.500,0.000,401.024,404.500
2008,125.357,2.048,0.000,0.000,127.405,0.000,125.357,127.405
2009,218.500,3.095,0.000,0.000,221.595,0.000,218.500,221.595
2010,187.881,5.000,0.000,0.000,192.881,0.000,187.881,192.881
2011,462.571,6.214,0.000,0.000,468.786,0.000,462.571,468.786
2012,475.524,2.310,0.000,0.000,477.833,0.000,475.524,477.833
2013,16.167,0.714,0.000,0.000,16.881,0.000,16.167,16.881
2101,49.714,0.500,0.000,0.000,50.214,0.000,49.714,50.214
2102,166.714,0.905,0.000,0.000,167.619,0.000,166.714,167.619
2103,31.143,0.143,0.000,0.000,31.286,0.000,31.143,31.286
2104,14.167,0.143,0.000,0.000,14.310,0.000,14.167,14.310
2105,421.952,7.048,0.000,0.000,429.000,0.000,421.952,429.000
2106,350.071,4.905,0.000,0.000,354.976,0.000,350.071,354.976
2107,53.143,1.333,0.000,0.000,54.476,0.000,53.143,54.476
2108,141.738,5.357,0.000,0.000,147.095,0.000,141.738,147.095
2109,172.738,2.786,0.000,0.000,175.524,0.000,172.738,175.524
2110,227.762,4.286,0.000,0.000,232.048,0.000,227.762,232.048
2111,15.595,0.619,0.000,0.000,16.214,0.000,15.595,16.214
2112,157.119,5.143,0.000,0.000,162.262,0.000,157.119,162.262
2201,88.905,1.333,0.000,0.000,90.238,0.000,88.905,90.238
2202,89.833,0.333,0.000,0.000,90.167,0.000,89.833,90.167
2203,145.167,1.167,0.000,0.000,146.333,0.000,145.167,146.333
2204,179.786,8.786,0.000,0.000,188.571,0.000,179.786,188.571
2205,234.905,10.095,0.000,0.000,245.000,0.000,234.905,245.000
2206,131.452,0.429,0.000,0.000,131.881,0.000,131.452,131.881
2207,66.524,0.905,0.000,0.000,67.429,0.000,66.524,67.429
2208,78.810,0.619,0.000,0.000,79.429,0.000,78.810,79.429
2209,106.452,1.071,0.000,0.000,107.524,0.000,106.452,107.524
2210,73.786,1.333,0.000,0.000,75.119,0.000,73.786,75.119
2211,54.667,0.810,0.000,0.000,55.476,0.000,54.667,55.476
2212,2.095,0.024,0.000,0.000,2.119,0.000,2.095,2.119
2213,90.595,0.476,0.000,0.000,91.071,0.000,90.595,91.071
2214,239.976,4.119,0.000,0.000,244.095,0.000,239.976,244.095
2215,232.857,4.095,0.000,0.000,236.952,0.000,232.857,236.952
2216,116.381,2.143,0.000,0.000,118.524,0.000,116.381,118.524
2217,15.071,0.167,0.000,0.000,15.238,0.000,15.071,15.238
2218,37.167,1.000,0.000,0.000,38.167,0.000,37.167,38.167
2219,24.619,0.333,0.000,0.000,24.952,0.000,24.619,24.952
2220,38.619,0.071,0.000,0.000,38.690,0.000,38.619,38.690
2221,263.929,3.262,0.000,0.000,267.190,0.000,263.929,267.190
2222,99.000,2.095,0.000,0.000,101.095,0.000,99.000,101.095
2301,219.333,4.643,0.000,0.000,223.976,0.000,219.333,223.976
2302,10.167,0.214,0.000,0.000,10.381,0.000,10.167,10.381
2303,70.452,6.119,0.000,0.000,76.571,0.000,70.452,76.571
2304,16.690,0.071,0.000,0.000,16.762,0.000,16.690,16.762
2305,237.476,8.738,0.000,0.000,246.214,0.000,237.476,246.214
2306,10.833,0.310,0.000,0.000,11.143,0.000,10.833,11.143
2307,105.048,2.238,0.000,0.000,107.286,0.000,105.048,107.286
2401,35.738,2.643,0.000,0.000,38.381,0.000,35.738,38.381
2402,139.762,5.238,0.000,0.000,145.000,0.000,139.762,145.000
2403,162.333,1.619,0.000,0.000,163.952,0.000,162.333,163.952
2404,190.500,1.881,0.000,0.000,192.381,0.000,190.500,192.381
2405,271.452,4.619,0.000,0.000,276.071,0.000,271.452,276.071
2406,67.190,3.071,0.000,0.000,70.262,0.000,67.190,70.262
2407,247.119,2.500,0.000,0.000,249.619,0.000,247.119,249.619
2408,8.190,0.310,0.000,0.000,8.500,0.000,8.190,8.500
2409,6.714,0.000,0.000,0.000,6.714,0.000,6.714,6.714
2410,114.333,0.333,0.000,0.000,114.667,0.000,114.333,114.667
2411,19.095,0.238,0.000,0.000,19.333,0.000,19.095,19.333
2412,196.548,0.786,0.000,0.000,197.333,0.000,196.548,197.333
2413,120.357,0.381,0.000,0.000,120.738,0.000,120.357,120.738
2415,55.500,0.143,0.000,0.000,55.643,0.000,55.500,55.643
2416,20.476,0.571,0.000,0.000,21.048,0.000,20.476,21.048
2417,24.548,0.667,0.000,0.000,25.214,0.000,24.548,25.214
2418,0.714,0.000,0.000,0.000,0.714,0.000,0.714,0.714
2419,21.857,1.286,0.000,0.000,23.143,0.000,21.857,23.143
2420,36.524,4.762,0.000,0.000,41.286,0.000,36.524,41.286
2421,62.405,1.000,0.000,0.000,63.405,0.000,62.405,63.405
2422,103.714,0.738,0.000,0.000,104.452,0.000,103.714,104.452
2423,67.000,1.071,0.000,0.000,68.071,0.000,67.000,68.071
2425,19.095,0.048,0.000,0.000,19.143,0.000,19.095,19.143
2426,109.714,0.500,0.000,0.000,110.214,0.000,109.714,110.214
2427,7.571,0.024,0.000,0.000,7.595,0.000,7.571,7.595
2501,32.976,0.071,0.000,0.000,33.048,0.000,32.976,33.048
2502,9.190,0.143,0.000,0.000,9.333,0.000,9.190,9.333
2503,261.667,2.643,0.000,0.000,264.310,0.000,261.667,264.310
2504,160.143,1.548,0.000,0.000,161.690,0.000,160.143,161.690
2505,219.071,3.571,0.000,0.000,222.643,0.000,219.071,222.643
2506,4.690,0.000,0.000,0.000,4.690,0.000,4.690,4.690
2507,5.119,0.048,0.000,0.000,5.167,0.000,5.119,5.167
3001,36.690,0.571,0.000,0.000,37.262,0.000,36.690,37.262
3002,20.286,0.071,0.000,0.000,20.357,0.000,20.286,20.357
3003,2.500,0.024,0.000,0.000,2.524,0.000,2.500,2.524
3004,20.833,0.024,0.000,0.000,20.857,0.000,20.833,20.857
3005,43.095,0.000,0.000,0.000,43.095,0.000,43.095,43.095
3006,50.881,0.286,0.000,0.000,51.167,0.000,50.881,51.167
3007,30.738,0.119,0.000,0.000,30.857,0.000,30.738,30.857
3008,52.095,0.095,0.000,0.000,52.190,0.000,52.095,52.190
3009,52.524,1.405,0.000,0.000,53.929,0.000,52.524,53.929
3010,13.905,0.048,0.000,0.000,13.952,0.000,13.905,13.952
3011,5.262,0.000,0.000,0.000,5.262,0.000,5.262,5.262
3012,61.524,1.095,0.000,0.000,62.619,0.000,61.524,62.619
3013,53.548,0.190,0.000,0.000,53.738,0.000,53.548,53.738
3101,5.786,0.000,0.000,0.000,5.786,0.000,5.786,5.786
3102,0.548,0.000,0.000,0.000,0.548,0.000,0.548,0.548
3103,7.952,0.119,0.000,0.000,8.071,0.000,7.952,8.071
3104,4.881,0.024,0.000,0.000,4.905,0.000,4.881,4.905
3105,67.357,0.024,0.000,0.000,67.381,0.000,67.357,67.381
3106,117.024,0.571,0.000,0.000,117.595,0.000,117.024,117.595
3107,275.071,3.000,0.000,0.000,278.071,0.000,275.071,278.071
3108,57.071,0.667,0.000,0.000,57.738,0.000,57.071,57.738
3109,49.095,0.381,0.000,0.000,49.476,0.000,49.095,49.476
3110,131.381,0.262,0.000,0.000,131.643,0.000,131.381,131.643
3111,104.143,0.071,0.000,0.000,104.214,0.000,104.143,104.214
3201,4.381,0.000,0.000,0.000,4.381,0.000,4.381,4.381
3202,5.810,0.048,0.000,0.000,5.857,0.000,5.810,5.857
3203,7.619,0.000,0.000,0.000,7.619,0.000,7.619,7.619
3204,4.071,0.095,0.000,0.000,4.167,0.000,4.071,4.167
3205,148.929,0.929,0.000,0.000,149.857,0.000,148.929,149.857
3206,66.167,0.048,0.000,0.000,66.214,0.000,66.167,66.214
3207,304.905,3.405,0.000,0.000,308.310,0.000,304.905,308.310
3208,36.214,0.095,0.000,0.000,36.310,0.000,36.214,36.310
3209,57.167,0.214,0.000,0.000,57.381,0.000,57.167,57.381
3210,32.952,0.048,0.000,0.000,33.000,0.000,32.952,33.000
3211,6.381,0.238,0.000,0.000,6.619,0.000,6.381,6.619
3212,10.881,0.071,0.000,0.000,10.952,0.000,10.881,10.952
3213,274.524,6.738,0.000,0.000,281.262,0.000,274.524,281.262
3214,0.167,0.000,0.000,0.000,0.167,0.000,0.167,0.167
3215,97.095,1.571,0.000,0.000,98.667,0.000,97.095,98.667
3216,55.357,0.833,0.000,0.000,56.190,0.000,55.357,56.190
3301,1.833,0.000,0.000,0.000,1.833,0.000,1.833,1.833
3302,3.976,0.071,0.000,0.000,4.048,0.000,3.976,4.048
3303,2.500,0.000,0.000,0.000,2.500,0.000,2.500,2.500
3304,12.190,0.190,0.000,0.000,12.381,0.000,12.190,12.381
3305,17.190,0.095,0.000,0.000,17.286,0.000,17.190,17.286
3306,0.048,0.000,0.000,0.000,0.048,0.000,0.048,0.048
3307,9.524,0.024,0.000,0.000,9.548,0.000,9.524,9.548
3308,9.571,0.119,0.000,0.000,9.690,0.000,9.571,9.690
3309,82.500,1.071,0.000,0.000,83.571,0.000,82.500,83.571
3310,89.381,0.833,0.000,0.000,90.214,0.000,89.381,90.214
3311,194.786,2.714,0.000,0.000,197.500,0.000,194.786,197.500
3312,76.619,2.833,0.000,0.000,79.452,0.000,76.619,79.452
3313,371.238,4.167,0.000,0.000,375.405,0.000,371.238,375.405
3314,594.405,12.786,0.000,0.000,607.190,0.000,594.405,607.190
3315,329.119,4.429,0.000,0.000,333.548,0.000,329.119,333.548
3316,273.952,2.976,0.000,0.000,276.929,0.000,273.952,276.929
3317,160.786,0.429,0.000,0.000,161.214,0.000,160.786,161.214
3318,38.595,0.524,0.000,0.000,39.119,0.000,38.595,39.119
3319,42.024,0.357,0.000,0.000,42.381,0.000,42.024,42.381
3320,4.214,0.000,0.000,0.000,4.214,0.000,4.214,4.214
3321,5.452,0.048,0.000,0.000,5.500,0.000,5.452,5.500
3322,32.619,0.071,0.000,0.000,32.690,0.000,32.619,32.690
3401,5.905,0.143,0.000,0.000,6.048,0.000,5.905,6.048
3402,10.048,0.000,0.000,0.000,10.048,0.000,10.048,10.048
3403,4.881,0.024,0.000,0.000,4.905,0.000,4.881,4.905
3404,79.881,0.000,0.000,0.000,79.881,0.000,79.881,79.881
3405,16.619,0.190,0.000,0.000,16.810,0.000,16.619,16.810
3406,5.762,0.024,0.000,0.000,5.786,0.000,5.762,5.786
3407,5.929,0.000,0.000,0.000,5.929,0.000,5.929,5.929
3408,26.643,0.190,0.000,0.000,26.833,0.000,26.643,26.833
3409,5.167,0.000,0.000,0.000,5.167,0.000,5.167,5.167
3411,16.810,0.524,0.000,0.000,17.333,0.000,16.810,17.333
3412,118.333,0.452,0.000,0.000,118.786,0.000,118.333,118.786
3413,25.524,0.643,0.000,0.000,26.167,0.000,25.524,26.167
3414,85.905,0.643,0.000,0.000,86.548,0.000,85.905,86.548
3415,170.024,1.357,0.000,0.000,171.381,0.000,170.024,171.381
3416,271.810,3.690,0.000,0.000,275.500,0.000,271.810,275.500
3417,60.524,0.881,0.000,0.000,61.405,0.000,60.524,61.405
3418,14.762,0.548,0.000,0.000,15.310,0.000,14.762,15.310
3419,7.595,0.024,0.000,0.000,7.619,0.000,7.595,7.619
3420,0.048,0.000,0.000,0.000,0.048,0.000,0.048,0.048
3421,39.786,0.333,0.000,0.000,40.119,0.000,39.786,40.119
3422,14.310,0.048,0.000,0.000,14.357,0.000,14.310,14.357
3423,46.119,0.214,0.000,0.000,46.333,0.000,46.119,46.333
3424,43.143,0.143,0.000,0.000,43.286,0.000,43.143,43.286
3425,3.143,0.024,0.000,0.000,3.167,0.000,3.143,3.167
3426,40.071,0.095,0.000,0.000,40.167,0.000,40.071,40.167
3427,0.238,0.024,0.000,0.000,0.262,0.000,0.238,0.262
3428,6.667,0.000,0.000,0.000,6.667,0.000,6.667,6.667
3429,1.024,0.000,0.000,0.000,1.024,0.000,1.024,1.024
3430,0.786,0.000,0.000,0.000,0.786,0.000,0.786,0.786
3501,10.095,0.048,0.000,0.000,10.143,0.000,10.095,10.143
3502,55.167,0.310,0.000,0.000,55.476,0.000,55.167,55.476
3503,49.071,0.095,0.000,0.000,49.167,0.000,49.071,49.167
3504,7.643,0.071,0.000,0.000,7.714,0.000,7.643,7.714
3505,18.619,0.000,0.000,0.000,18.619,0.000,18.619,18.619
3506,201.643,0.786,0.000,0.000,202.429,0.000,201.643,202.429
3507,67.429,0.190,0.000,0.000,67.619,0.000,67.429,67.619
3508,161.000,0.333,0.000,0.000,161.333,0.000,161.000,161.333
3509,45.857,0.095,0.000,0.000,45.952,0.000,45.857,45.952
3510,31.405,0.071,0.000,0.000,31.476,0.000,31.405,31.476
3511,71.500,0.762,0.000,0.000,72.262,0.000,71.500,72.262
3512,88.048,0.452,0.000,0.000,88.500,0.000,88.048,88.500
3513,37.857,0.286,0.000,0.000,38.143,0.000,37.857,38.143
3514,200.405,1.357,0.000,0.000,201.762,0.000,200.405,201.762
3515,802.905,4.310,0.000,0.000,807.214,0.000,802.905,807.214
3516,630.429,30.571,0.000,0.000,661.000,0.000,630.429,661.000
3517,362.929,3.381,0.000,0.000,366.310,0.000,362.929,366.310
3518,164.810,0.595,0.000,0.000,165.405,0.000,164.810,165.405
3519,212.476,2.500,0.000,0.000,214.976,0.000,212.476,214.976
3520,841.738,7.452,0.000,0.000,849.190,0.000,841.738,849.190
3521,485.714,6.000,0.000,0.000,491.714,0.000,485.714,491.714
3522,34.500,0.976,0.000,0.000,35.476,0.000,34.500,35.476
3523,74.690,1.333,0.000,0.000,76.024,0.000,74.690,76.024
3524,33.095,0.786,0.000,0.000,33.881,0.000,33.095,33.881
3525,3.452,0.167,0.000,0.000,3.619,0.000,3.452,3.619
3526,54.452,0.190,0.000,0.000,54.643,0.000,54.452,54.643
3527,71.167,0.762,0.000,0.000,71.929,0.000,71.167,71.929
3528,72.214,0.238,0.000,0.000,72.452,0.000,72.214,72.452
3529,8.929,0.000,0.000,0.000,8.929,0.000,8.929,8.929
3530,39.810,1.381,0.000,0.000,41.190,0.000,39.810,41.190
3531,30.333,0.167,0.000,0.000,30.500,0.000,30.333,30.500
3532,49.381,0.214,0.000,0.000,49.595,0.000,49.381,49.595
3601,27.643,0.405,0.000,0.000,28.048,0.000,27.643,28.048
3602,28.071,0.024,0.000,0.000,28.095,0.000,28.071,28.095
3603,24.762,0.167,0.000,0.000,24.929,0.000,24.762,24.929
3604,35.214,0.119,0.000,0.000,35.333,0.000,35.214,35.333
3605,12.548,0.000,0.000,0.000,12.548,0.000,12.548,12.548
3606,15.048,0.095,0.000,0.000,15.143,0.000,15.048,15.143
3607,1.119,0.000,0.000,0.000,1.119,0.000,1.119,1.119
3608,17.452,0.048,0.000,0.000,17.500,0.000,17.452,17.500
3609,969.619,6.619,0.000,0.000,976.238,0.000,969.619,976.238
3610,69.286,2.833,0.000,0.000,72.119,0.000,69.286,72.119
3611,12.929,0.071,0.000,0.000,13.000,0.000,12.929,13.000
3612,1001.310,10.238,0.000,0.000,1011.548,0.000,1001.310,1011.548
3613,150.524,5.571,0.000,0.000,156.095,0.000,150.524,156.095
3614,392.238,2.714,0.000,0.000,394.952,0.000,392.238,394.952
3615,701.048,21.429,0.000,0.000,722.476,0.000,701.048,722.476
3616,22.095,1.524,0.000,0.000,23.619,0.000,22.095,23.619
3617,712.214,26.619,0.333,0.000,738.833,0.333,712.548,739.167
3618,307.310,1.690,0.000,0.000,309.000,0.000,307.310,309.000
3619,165.786,0.643,0.000,0.000,166.429,0.000,165.786,166.429
3620,32.524,0.048,0.000,0.000,32.571,0.000,32.524,32.571
3621,8.167,0.833,0.000,0.000,9.000,0.000,8.167,9.000
3622,16.643,0.048,0.000,0.000,16.690,0.000,16.643,16.690
3623,47.429,0.143,0.000,0.000,47.571,0.000,47.429,47.571
3624,8.738,0.024,0.000,0.000,8.762,0.000,8.738,8.762
3625,3.167,0.071,0.000,0.000,3.238,0.000,3.167,3.238
3626,8.000,0.000,0.000,0.000,8.000,0.000,8.000,8.000
3627,11.190,0.000,0.000,0.000,11.190,0.000,11.190,11.190
3628,21.690,0.000,0.000,0.000,21.690,0.000,21.690,21.690
3701,7.595,0.024,0.000,0.000,7.619,0.000,7.595,7.619
3703,7.095,0.000,0.000,0.000,7.095,0.000,7.095,7.095
3704,182.881,4.214,0.000,0.000,187.095,0.000,182.881,187.095
3705,2.167,0.024,0.000,0.000,2.190,0.000,2.167,2.190
3706,39.095,0.095,0.000,0.000,39.190,0.000,39.095,39.190
3707,141.357,1.190,0.000,0.000,142.548,0.000,141.357,142.548
3708,202.333,0.714,0.000,0.000,203.048,0.000,202.333,203.048
3709,34.119,0.119,0.000,0.000,34.238,0.000,34.119,34.238
3710,20.619,0.048,0.000,0.000,20.667,0.000,20.619,20.667
3711,4.619,0.000,0.000,0.000,4.619,0.000,4.619,4.619
3712,2.690,0.000,0.000,0.000,2.690,0.000,2.690,2.690
3713,1.762,0.000,0.000,0.000,1.762,0.000,1.762,1.762
3801,34.548,0.048,0.000,0.000,34.595,0.000,34.548,34.595
3802,24.524,0.048,0.000,0.000,24.571,0.000,24.524,24.571
3803,43.905,0.500,0.000,0.000,44.405,0.000,43.905,44.405
3804,93.738,0.786,0.000,0.000,94.524,0.000,93.738,94.524
3805,359.286,44.786,0.000,0.000,404.071,0.000,359.286,404.071
3806,85.286,1.857,0.000,0.000,87.143,0.000,85.286,87.143
3807,59.595,0.119,0.000,0.000,59.714,0.000,59.595,59.714
3808,13.262,0.024,0.000,0.000,13.286,0.000,13.262,13.286
3809,78.738,0.667,0.000,0.000,79.405,0.000,78.738,79.405
3810,34.286,0.952,0.000,0.000,35.238,0.000,34.286,35.238
3811,62.310,0.500,0.000,0.000,62.810,0.000,62.310,62.810
3812,55.714,0.738,0.000,0.000,56.452,0.000,55.714,56.452
3814,16.857,0.000,0.000,0.000,16.857,0.000,16.857,16.857
3815,53.500,0.405,0.000,0.000,53.905,0.000,53.500,53.905
3816,140.929,17.548,0.000,0.000,158.476,0.000,140.929,158.476
3817,5.310,0.214,0.000,0.000,5.524,0.000,5.310,5.524
3818,47.000,1.357,0.000,0.000,48.357,0.000,47.000,48.357
3819,32.167,5.024,0.000,0.000,37.190,0.000,32.167,37.190
3820,89.286,3.881,0.000,0.000,93.167,0.000,89.286,93.167
3821,7.190,0.000,0.000,0.000,7.190,0.000,7.190,7.190
3822,192.500,0.476,0.000,0.000,192.976,0.000,192.500,192.976
3823,39.476,0.357,0.000,0.000,39.833,0.000,39.476,39.833
3824,1.929,0.000,0.000,0.000,1.929,0.000,1.929,1.929
3825,439.905,9.310,0.000,0.000,449.214,0.000,439.905,449.214
3826,379.952,4.214,0.000,0.000,384.167,0.000,379.952,384.167
3827,115.500,0.738,0.000,0.000,116.238,0.000,115.500,116.238
3828,270.095,2.881,0.000,0.000,272.976,0.000,270.095,272.976
3829,2.738,0.000,0.000,0.000,2.738,0.000,2.738,2.738
3830,38.929,0.214,0.000,0.000,39.143,0.000,38.929,39.143
3831,1.095,0.000,0.000,0.000,1.095,0.000,1.095,1.095
3901,10.595,0.000,0.000,0.000,10.595,0.000,10.595,10.595
3902,1.333,0.000,0.000,0.000,1.333,0.000,1.333,1.333
3903,85.095,0.048,0.000,0.000,85.143,0.000,85.095,85.143
3904,87.452,3.214,0.000,0.000,90.667,0.000,87.452,90.667
3905,3.976,0.167,0.000,0.000,4.143,0.000,3.976,4.143
3906,91.048,1.714,0.000,0.000,92.762,0.000,91.048,92.762
3907,252.071,21.762,0.000,0.000,273.833,0.000,252.071,273.833
3908,20.143,0.738,0.000,0.000,20.881,0.000,20.143,20.881
3909,262.667,0.286,0.000,0.000,262.952,0.000,262.667,262.952
3910,179.167,1.762,0.000,0.000,180.929,0.000,179.167,180.929
3911,394.000,9.619,0.000,0.000,403.619,0.000,394.000,403.619
3912,255.976,3.881,0.000,0.000,259.857,0.000,255.976,259.857
3913,10.548,0.119,0.000,0.000,10.667,0.000,10.548,10.667
3914,54.786,0.310,0.000,0.000,55.095,0.000,54.786,55.095
3915,3.571,0.000,0.000,0.000,3.571,0.000,3.571,3.571
3916,171.214,3.286,0.000,0.000,174.500,0.000,171.214,174.500
3917,265.714,17.500,0.000,0.000,283.214,0.000,265.714,283.214
3918,471.190,3.190,0.000,0.000,474.381,0.000,471.190,474.381
3919,382.262,16.833,0.000,0.000,399.095,0.000,382.262,399.095
3921,45.952,4.357,0.000,0.000,50.310,0.000,45.952,50.310
3922,0.952,0.024,0.000,0.000,0.976,0.000,0.952,0.976
4001,97.381,3.976,0.000,0.000,101.357,0.000,97.381,101.357
4002,81.333,7.714,0.000,0.000,89.048,0.000,81.333,89.048
4003,46.095,0.929,0.000,0.000,47.024,0.000,46.095,47.024
4004,560.333,7.548,0.000,0.000,567.881,0.000,560.333,567.881
4005,139.190,0.667,0.000,0.000,139.857,0.000,139.190,139.857
4006,0.548,0.048,0.000,0.000,0.595,0.000,0.548,0.595
4007,202.405,7.119,0.000,0.000,209.524,0.000,202.405,209.524
4008,44.929,7.643,0.000,0.000,52.571,0.000,44.929,52.571
4010,672.429,13.095,0.000,0.000,685.524,0.000,672.429,685.524
4011,379.857,8.167,0.000,0.000,388.024,0.000,379.857,388.024
4012,724.619,4.976,0.000,0.000,729.595,0.000,724.619,729.595
4013,50.952,0.214,0.000,0.000,51.167,0.000,50.952,51.167
4014,784.857,49.643,0.000,0.000,834.500,0.000,784.857,834.500
4015,1420.071,97.690,0.000,0.000,1517.762,0.000,1420.071,1517.762
4016,686.762,6.524,0.000,0.000,693.286,0.000,686.762,693.286
4017,78.810,0.381,0.000,0.000,79.190,0.000,78.810,79.190
4018,24.714,0.595,0.000,0.000,25.310,0.000,24.714,25.310
4019,71.714,2.190,0.000,0.000,73.905,0.000,71.714,73.905
4020,22.714,0.786,0.000,0.000,23.500,0.000,22.714,23.500
4021,77.119,3.548,0.000,0.000,80.667,0.000,77.119,80.667
4022,7.214,0.000,0.000,0.000,7.214,0.000,7.214,7.214
