ClusterName,StopCode,Lat,Long,StopName,TAZ
חדרה-נתניה,40281,32.447261,34.943864,צומת חדרה מזרח,4005.000000
צפון הנגב,5667,31.797293,35.212636,שפע חיים/ד.טוב,
שרון,26756,32.168132,34.804470,מ.היהודים/מתתיהו,
חשמונאים,9800,31.790191,35.174146,שאולזון/קצנלבוגן,
חשמונאים,5667,31.797293,35.212636,שפע חיים/ד.טוב,
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,55849,32.922937,35.324775,הנפח/מעלה כמון,319.000000
קריית שמונה-חיפה,51565,32.912904,35.154966,צומת יאסיף,205.000000
הגליל,54876,33.020378,35.450447,"אזה""ת ג'יש",3307.000000
הגליל,50851,32.979857,35.333118,מרכז פקיעין/864,3408.000000
ירושלים צפון-ציר מזרחי,53391,32.991380,35.689066,דליות/איה,3107.000000
קווי נצרת - נסיעות ותיירות,52718,32.826799,35.184328,ח'לת אלפיס,419.000000
חשמונאים,33631,32.007961,34.946537,בשמת/ר.נרקיס,
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,50075,32.761391,35.346880,צומת בית רימון,1916.000000
קריית שמונה עירוני,52787,33.187363,35.611420,מסעף כפר בלום צפ,3209.000000
הגליל,59534,33.019085,35.280685,מ.מסחרי הום סנטר,3413.000000
חדרה-נתניה,40874,32.533626,35.148121,צומת אום אל פחם,3806.000000
הגליל,59379,32.964655,35.376844,בית ג'אן פנימי,3408.000000
הגליל,55679,32.865528,35.285278,הגליל/יאסר ערפאת,3006.000000
חיפה פרברי,47558,32.589203,34.950294,בן גוריון/הנרקיס,2501.000000
העמקים,50075,32.761402,35.346729,צומת בית רימון,1916.000000
חיפה עירוני,41349,32.809920,35.111655,חנקין/בורוכוב,906.000000
ירושלים צפון-ציר מזרחי,54318,32.994034,35.683140,יהודיה/יודפת,3107.000000
"מתמ""ז-קריות",41595,32.817325,35.048109,י.סימון/קצנשטיין,1207.000000
חיפה עירוני,43053,32.818111,35.078247,צומת קרית חיים,806.000000
קריית שמונה עירוני,57904,33.199289,35.577489,הירדן/התעשיה,3208.000000
שרון חולון מרחבי,46118,32.529313,35.154172,אלמדינה/אלח'נדק,3805.000000
קריית שמונה-חיפה,54318,32.993986,35.683153,יהודיה/יודפת,3107.000000
הגליל,52371,32.887585,35.095699,צומת כפר מסריק,229.000000
קווי נצרת - נסיעות ותיירות,56817,32.619995,35.310707,פארק העמק,3614.000000
הגליל,59181,32.996212,35.136375,נתיב השיירה א,110.000000
הגליל,58941,32.857208,35.268509,רפאל/כביש 784,306.000000
חדרה-נתניה,47329,32.808670,35.055084,ת.רכבת ח. המפרץ,1208.000000
מרחב נצרת ג'י.בי טורס,51092,32.708809,35.314835,חרמון/כרמל,2002.000000
חדרה פרברי,43130,32.448237,34.906860,אהרונוביץ/א.כהן,4007.000000
תל אביב-גליל עמקים,58023,32.835949,35.510034,מסעף מגדל צפון,3502.000000
חדרה פרברי,41811,32.448348,34.907230,אהרנוביץ'/א.כהן,4007.000000
הגליל,53229,32.979911,35.545969,תל חי/הגאולים,3213.000000
תל אביב-גליל עמקים,40252,32.440919,34.931908,"מתחם מיקס/צה""ל",4011.000000
חיפה עירוני,41602,32.813642,35.115706,אינשטין/א.שמחוני,902.000000
תל אביב-גליל עמקים,52875,32.861118,35.650883,מסעף רמות,3109.000000
העמקים,42462,32.818395,34.986147,הגפן/סטלה מאריס,1404.000000
פתח תקוה-ראש העין,32569,32.115499,34.940958,מחלף קסם,
בקעת אונו אלעד,32569,32.115499,34.940958,מחלף קסם,
חיפה עירוני,41127,32.805749,34.995019,הס/רשי,1414.000000
הגליל,52353,32.800162,35.179372,תאופיק זיאד/הזית,409.000000
הגליל,58204,33.003314,35.265683,שכונה בדואית 4,3417.000000
מרחב נצרת ג'י.בי טורס,57069,32.705312,35.584134,"מוא""ז עמק הירדן",3530.000000
תל אביב-שרון-חיפה,53344,32.755977,35.096380,הורדים/האירוסים,1104.000000
קווי נצרת - נסיעות ותיירות,52949,32.914868,35.226932,צומת צורית,335.000000
חדרה-נתניה,48070,32.498608,35.050107,אלערק ז,3820.000000
תל אביב-גליל עמקים,51440,33.196282,35.569330,בית המשפט/תל חי,3209.000000
העמקים,47932,32.725390,35.053893,בית העם,2301.000000
חדרה-נתניה,47851,32.602879,34.954437,"בי""ס מקיף",2423.000000
הגליל,59723,32.953324,35.530103,נ.הגליל/נ.העמק,3319.000000
העמקים,58093,32.775793,35.508744,לוי אשכול/הרצוג,3521.000000
חיפה-שרון-ירושלים,39522,32.326962,34.858528,ת. מרכזית נתניה,
הגליל,59538,33.016890,35.277476,צ.מרכז ממן/חרושת,3413.000000
שרון חולון מרחבי,31915,32.234367,34.985611,צומת טירה,
קווי נצרת - נסיעות ותיירות,55149,32.708006,35.330828,מ.אריאב/נוף תבור,2008.000000
העמקים,54851,32.491526,35.487403,משה שרת,3708.000000
הגליל,57639,32.944128,35.185023,"מתנ""ס/אלשביבה",242.000000
העמקים,55096,32.675338,35.235280,הגפן/החורש,2110.000000
הגליל,50353,32.985355,35.148805,צומת עמקה לדרום,110.000000
קווי נצרת - נסיעות ותיירות,52068,32.883535,35.214926,צומת שעב,401.000000
חיפה עירוני,43120,32.779025,35.002681,סחלב ב,1617.000000
תל אביב-גליל עמקים,58019,32.870181,35.532937,ח.חוקוק/אתר ספיר,3501.000000
מרחב נצרת ג'י.בי טורס,52469,32.813268,35.379476,שכונה מזרחית,1938.000000
העמקים,56149,32.606478,35.300353,חרוד/כורש,3616.000000
חדרה-נתניה,43637,32.403808,35.035681,ג'ת פדלה/סנעאא,4021.000000
חיפה עירוני,42962,32.710979,34.970741,צומת עתלית,2419.000000
שרון חולון מרחבי,36394,32.035813,34.766881,לוחמים/ת.גיבורים,
העמקים,55513,32.671619,35.108044,צומת התשבי,2210.000000
קריית שמונה-חיפה,50332,32.764103,35.376804,מחלף טורען,1914.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,55972,32.926712,35.086979,גדיש/אבני החושן,216.000000
רמת הגולן,53155,33.049305,35.722067,מחנה עוז,3106.000000
חיפה עירוני,40459,32.801336,35.008024,רזיאל/יעקב פת,1701.000000
מרחב נצרת ג'י.בי טורס,56025,32.674699,35.245313,גולני/קרן היסוד,2108.000000
הגליל,52084,32.849749,35.205493,עות'מאן בן עפאן,414.000000
חדרה-נתניה,42962,32.711126,34.970596,צומת עתלית,2419.000000
קווי נצרת - נסיעות ותיירות,56283,32.865663,35.296784,אלשוהדאא/בן זיאד,3004.000000
תל אביב-גליל עמקים,58119,32.796665,35.530450,נייברג/ביאליק,3515.000000
חיפה עירוני,42647,32.763838,35.015947,אוניברסיטה/IBM,1624.000000
רמת הגולן,57017,32.936375,35.546432,צומת מחנה יפתח,3216.000000
שומרון,40252,32.440919,34.931908,"מתחם מיקס/צה""ל",4011.000000
בית שמש,35629,32.052188,34.967416,בן זכאי/י.הנשיא,
העמקים,54038,32.856338,35.335124,אלמרוש,3012.000000
הגליל,57409,32.798515,35.183338,תאופיק ז'אד,405.000000
קווי נצרת - נסיעות ותיירות,55013,32.895554,35.421616,שכונת אלמנסורה 2,3506.000000
"מתמ""ז-קריות",43534,32.848637,35.087978,ע.חזה/ע.חיטמן,604.000000
העמקים,54542,32.605236,35.335300,שכונה מזרחית,3623.000000
העמקים,55212,32.607370,35.300396,כורש/ד.בן גוריון,3615.000000
קווי נצרת - נסיעות ותיירות,55326,32.626225,35.321758,רבין/דוד אלעזר,3609.000000
קווי נצרת - נסיעות ותיירות,56574,32.816255,35.259894,ש.זוגות צעירים,1006.000000
רמת הגולן,51708,33.013382,35.616722,מסעף גדות,3211.000000
הגליל,50582,32.851610,35.187077,ח'לאיל א נואר,412.000000
קווי נצרת – שאמ,51097,32.716649,35.337598,מ.מסחרי/מע.יצחק,2001.000000
ירושלים צפון-ציר מזרחי,57982,32.450639,35.488267,כב. 90/תל תאומים,3711.000000
קווי נצרת – שאמ,51013,32.698973,35.297468,זיאד/מזרחי,1926.000000
קווי נצרת - נסיעות ותיירות,53751,32.748024,35.183353,כעבייה ב'/מסגד,2220.000000
חדרה פרברי,41453,32.469461,34.962687,עציון/חברון,3918.000000
חיפה עירוני,57882,32.758062,35.094760,מסעף רכסים,1106.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,41503,32.864891,35.095181,"עכו חיפה/רפא""ל",613.000000
תל אביב-גליל עמקים,58020,32.865253,35.530495,צומת חוקוק,3501.000000
הגליל,51259,32.860580,35.304962,סח'נין עיריה,3001.000000
הגליל,55724,32.815247,35.169910,אלפואר/סמר,406.000000
הגליל,56121,32.994833,35.146031,"ביה""ס יסודי",110.000000
שרון,26744,32.141636,34.817783,צ.גלילות/ב.צבאי,
חדרה-נתניה,47829,32.396292,35.039090,ב.אלבום/א.עבד,4021.000000
מרחב נצרת ג'י.בי טורס,54575,32.788129,35.315740,מועדון פיס לנוער,1902.000000
הגליל,50394,32.849821,35.194693,אל ג'בל,412.000000
הגליל,50464,32.847802,35.196418,אל ג'בל ג',403.000000
הגליל,57712,32.938591,35.183548,חיילים משוחררים,242.000000
הגליל,50342,33.072577,35.149892,צומת חניתה,101.000000
תל אביב-שרון-חיפה,47130,32.483742,34.971706,מ.רפוא שהם/הנדיב,3919.000000
העמקים,55455,32.626293,35.133255,צומת פארק מנשה,2218.000000
רמת הגולן,54358,33.121609,35.648785,צומת גונן,3209.000000
הגליל,56940,32.764217,35.175449,הרדוף/יציאה,1102.000000
העמקים,58178,32.780734,35.544232,חוף גיא,3516.000000
רכבת ישראל,17078,31.751419,35.189415,ירושלים מלחה,
ביתר עילית ועמק האלה,6138,31.786203,35.203640,בנייני האומה,
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,54211,32.900246,35.415031,מחווה אלון,3505.000000
קווי נצרת - נסיעות ותיירות,58009,32.963626,35.489436,"דוד אלעזר/לח""י",3315.000000
קווי נצרת – שאמ,56352,32.716511,35.291237,סלימאן/ג'מאל,1924.000000
הגליל,50863,32.974603,35.339072,יציאה לדרום/864,3408.000000
הגליל,55983,32.925896,35.262213,"אולם ספורט/בי""ס",313.000000
הגליל,57394,32.962748,35.378210,אלג'רמק/ב.א-דין,3409.000000
חדרה-נתניה,40272,32.520142,34.940087,העצמאות/הנביאים,3906.000000
קווי נצרת - נסיעות ותיירות,58869,32.759556,35.219646,אלון הגליל,1005.000000
תל אביב-שרון-חיפה,42499,32.803731,34.999582,בצלאל/השילוח,1415.000000
אשכול דרומי,10701,31.076802,35.040618,אלנקווה/אלחריזי,
העמקים,57265,32.786885,35.522822,"תמר/מעלה קק""ל",3519.000000
עוטף ירושלים,6101,31.799742,35.231354,"ת.רק""ל ג.תחמושת",
קריית שמונה עירוני,52667,33.205001,35.567726,הרצל/סיני,3207.000000
הגליל,50950,32.997286,35.437756,צומת בר יוחאי,3309.000000
ירושלים צפון-ציר מזרחי,55366,32.599129,35.258678,מסעף מחנה עמוס,3619.000000
חדרה-נתניה,40588,32.521287,34.996649,האורנים/הגבעה,3903.000000
חיפה עירוני,41815,32.765759,34.990719,הולנד/ל. גולדברג,1623.000000
העמקים,56827,32.705288,35.509090,פארק גורן,3527.000000
חיפה עירוני,52991,32.760799,35.103362,מסעף איבטין,1103.000000
חיפה עירוני,41869,32.817720,34.959291,אנקואה/בר רב האי,1512.000000
חדרה פרברי,43285,32.439399,34.880487,בוארון/זאבי,4016.000000
קריית שמונה עירוני,51715,33.247936,35.549342,משגב עם/מרכז,3301.000000
"מתמ""ז-קריות",56262,32.851531,35.104900,שמר/בנאי,716.000000
חיפה עירוני,41692,32.807527,34.994425,ארלוזורוב/בלפור,1412.000000
חיפה עירוני,41077,32.802143,34.993336,וינגייט/חנה סנש,1631.000000
חיפה פרברי,47545,32.563869,34.965346,הפדות/גאולים,2504.000000
רמת הגולן,54352,32.935906,35.636771,א.תעשייה/כ.דוד,3108.000000
העמקים,41204,32.783421,35.019775,מרכז ספורט/דורי,1747.000000
חדרה-נתניה,40477,32.462589,35.038803,גפן/דפנה,3826.000000
חדרה פרברי,40764,32.450546,34.904155,"הגר""א/עלית הנוער",4007.000000
קריית שמונה עירוני,51312,33.224459,35.569591,גלבוע/הכרמל,3206.000000
חדרה פרברי,42520,32.430908,34.923279,"ביאליק/תרנ""א",4012.000000
העמקים,58128,32.793359,35.520502,בר כוכבא/השופטים,3517.000000
רמת הגולן,54414,32.988913,35.693228,גילבון/תדהר,3107.000000
פתח תקוה-ראש העין,21041,32.058398,34.828620,אלוף שדה/הירדן,
העמקים,56759,32.483463,35.478246,קיבוץ רשפים,3709.000000
חיפה עירוני,41644,32.795455,35.007047,הלל סלבר/נסנבוים,1730.000000
בקעת אונו אלעד,37996,32.065100,34.902249,מחלף שעריה,
חיפה עירוני,43124,32.777785,35.010041,אינטרנציונל/יערי,1715.000000
חדרה פרברי,47566,32.441814,34.912153,מרכז רפואי דגני,4011.000000
ירושלים קווי צפון,177,31.792066,35.191979,נג'ארה/גבעת שאול,
חדרה-נתניה,47978,32.421863,35.034739,"בי""ס אבן ח'לדון",4019.000000
הגליל,51084,32.958510,35.494290,שפרינצק/ק.היסוד,3313.000000
חיפה עירוני,41478,32.845115,35.090347,דרך עכו/המייסדים,602.000000
הגליל,51246,32.966744,35.505683,"שז""ר/ילדי מעלות",3311.000000
תל אביב,21041,32.058398,34.828620,אלוף שדה/הירדן,
חדרה פרברי,46142,32.497025,35.062515,צומת כפר קרע,4001.000000
שרון חולון מרחבי,47978,32.421863,35.034739,"בי""ס אבן ח'לדון",4019.000000
באר שבע עירוני,11602,31.260368,34.809068,תחנת רכבת,
העמקים,43124,32.777785,35.010041,אינטרנציונל/יערי,1715.000000
מטרונית חיפה,47577,32.801540,35.010616,הגיבורים,1723.000000
העמקים,50078,32.704516,35.180205,צומת בית שערים,2102.000000
העמקים,57164,32.785230,35.535956,ברנר/שד. הדייגים,3516.000000
העמקים,55142,32.632105,35.333235,"הרצל/רש""י",3611.000000
העמקים,56746,32.612675,35.299416,י.נבון/שיבולים,3615.000000
העמקים,46142,32.496967,35.062462,צומת כפר קרע,4001.000000
"מתמ""ז-קריות",42755,32.859722,35.083626,אילנות/צאלון,501.000000
העמקים,59585,32.638362,35.085011,שד.רבין/הירדן,2221.000000
ירושלים מרכז,177,31.792066,35.191979,נג'ארה/גבעת שאול,
הגליל,50808,32.826303,35.179111,אום אלשתוייה,419.000000
העמקים,55375,32.686890,35.234861,סיני/שדרות הבנים,2106.000000
הגליל,41478,32.845115,35.090347,דרך עכו/המייסדים,602.000000
העמקים,54055,32.727138,35.338367,"קופ""ח כללית",2005.000000
חיפה עירוני,47179,32.798915,35.015054,החשמל/מ.דב גרונר,1728.000000
חדרה פרברי,42531,32.470516,34.956570,הכרם/הבוסתן,3918.000000
"מתמ""ז-קריות",41995,32.840705,35.083311,"בי""ס בן גוריון",603.000000
"מתמ""ז-קריות",42712,32.833204,35.102819,יקינטון/יסמין,711.000000
קווי נצרת - נסיעות ותיירות,56288,32.857898,35.309875,ואדי אלעין/דגלה,3009.000000
חיפה עירוני,43103,32.777720,35.000122,"בי""ס איינשטיין",1619.000000
הגליל,56468,32.923547,35.276926,דייר אלאסד/יציאה,315.000000
אשכול דרומי,11602,31.260368,34.809068,תחנת רכבת,
חיפה עירוני,47577,32.800884,35.012337,הגיבורים,1311.000000
העמקים,46970,32.691314,35.045047,שכ. ח'אלת עלי 4,2304.000000
תל אביב-גליל עמקים,46142,32.495682,35.060432,צומת כפר קרע,4001.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,57289,32.835945,35.497215,צומת מגדל מערב,3502.000000
ירושלים צפון-ציר מזרחי,46142,32.497017,35.062496,צומת כפר קרע,4001.000000
חדרה-נתניה,47249,32.520054,34.940128,העצמאות/הנביאים,3906.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,58428,32.917049,35.300016,בית ספר הדקל,324.000000
הגליל,51496,32.995702,35.438350,מסעף אור הגנוז,3309.000000
חדרה פרברי,47323,32.443940,34.889150,שדרות בגין/השחף,4016.000000
תל אביב,26326,32.083852,34.816333,"הרא""ה/הרצל",
הגליל,53414,32.954916,35.211120,מפעל הפיס,239.000000
חדרה-נתניה,43813,32.512928,35.162077,אסכנדר/עין א נבי,3807.000000
"רשל""צ פרברי",31585,31.990408,34.772644,סחרוב/אליעזר מזל,
"רשל""צ עירוני",31585,31.990408,34.772644,סחרוב/אליעזר מזל,
רמת הגולן,57010,32.867237,35.531422,צומת חוקוק,3501.000000
חדרה פרברי,43388,32.432782,34.916180,ביאליק/בן צבי,4014.000000
חדרה פרברי,43370,32.445622,34.923321,ישעיהו/הרצל,4011.000000
"מתמ""ז-קריות",41341,32.789636,35.086183,שבזי/צלאח,904.000000
בקעת אונו אלעד,26326,32.083843,34.816216,"הרא""ה/הרצל",
קווי נצרת - נסיעות ותיירות,56093,32.895262,35.395246,אלחריק ה,3506.000000
הגליל,50109,33.022032,35.097167,ההגנה/הדליה,111.000000
הגליל,59189,32.962410,35.160157,אבו סנאן 104,231.000000
ירושלים צפון-ציר מזרחי,57073,32.679302,35.579956,צומת אפיקים,3531.000000
"מתמ""ז-קריות",43451,32.850964,35.084934,"בי""ס יצחק נבון",604.000000
הנגב,11602,31.260368,34.809068,תחנת רכבת,
חיפה עירוני,43115,32.802998,35.008744,חליסה,1311.000000
חיפה עירוני,41040,32.816314,34.963507,דרך הים/הולצברג,1513.000000
הגליל,57966,32.801477,35.176427,"בי""ס גבור/ת.זיאד",405.000000
הגליל,56299,33.001461,35.273247,מצדה,3416.000000
רכבת ישראל,17044,32.112072,34.899857,סגולה,
חיפה עירוני,41655,32.802002,34.978253,קדימה/רענן,1607.000000
הנגב,14278,31.262256,35.217790,מואב/הגלעד,
חיפה עירוני,43125,32.786931,35.008768,ד.מוגן פסגת חן,1711.000000
חיפה פרברי,40339,32.573679,34.952128,הרצל/יעבץ,2503.000000
פתח תקוה-ראש העין,38262,32.106502,34.889199,ב.צ.גליס/צ.ברגמן,
הגליל,50230,33.002409,35.108684,הזמיר/נשר,105.000000
ירושלים קווי צפון,1141,31.787781,35.207136,"רק""ל הטורים/יפו",
העמקים,55079,32.636627,35.322933,דולב/יצחק שדה,3612.000000
חדרה-נתניה,47735,32.519236,35.161915,שרפה/אל חמה,3807.000000
חדרה-נתניה,40705,32.421237,35.040326,"וייצמן י""ב",4019.000000
תחרות-קווי חרדים,14278,31.262256,35.217790,מואב/הגלעד,
חדרה-נתניה,43834,32.489883,34.918849,ד.המלך/ח.השרון,3912.000000
רכבת ישראל,17002,31.901064,35.006039,מודיעין מרכז,
שרון חולון מרחבי,36598,32.184306,34.853642,מ.מ. מול הפארק,
שרון,36598,32.184306,34.853642,מ.מ. מול הפארק,
העמקים,55131,32.682831,35.239956,הערבה/כליל החורש,2106.000000
מטרונית חיפה,47535,32.831921,35.064175,יחיעם,802.000000
ירושלים מרכז,1141,31.787781,35.207136,"רק""ל הטורים/יפו",
העמקים,55567,32.630225,35.326549,קפלן /רמז,3612.000000
רמת הגולן,51692,32.714412,35.614716,מסעף תל קציר,3530.000000
העמקים,57041,32.839250,35.502766,נוף הארבל/התאנה,3502.000000
תל אביב-שרון-חיפה,40339,32.573679,34.952128,הרצל/יעבץ,2503.000000
ירושלים עירוני,1141,31.787781,35.207136,"רק""ל הטורים/יפו",
הגליל,51829,32.865317,35.282654,סחנין יציאה מע.,3006.000000
חדרה פרברי,43229,32.431323,34.921594,ביאליק/אבשלום,4012.000000
חיפה עירוני,42760,32.805563,34.969470,רענן/אל מוהדי,1607.000000
חדרה פרברי,46174,32.476087,34.984849,הבנים/יוסף קארו,3916.000000
ירושלים עוטף מערב,37996,32.065132,34.902477,מחלף שעריה,
העמקים,52048,32.885346,35.411815,מסעף מגאר,3509.000000
"מתמ""ז-קריות",42041,32.847799,35.063638,צהל/יוספטל,509.000000
בקעת אונו אלעד,21041,32.058398,34.828620,אלוף שדה/הירדן,
העמקים,57289,32.835633,35.497371,צומת מגדל מערב,3502.000000
חיפה עירוני,41082,32.814832,34.973863,שונמית/עובדיה,1603.000000
העמקים,57234,32.795757,35.521008,אצטדיון עירוני,3517.000000
חיפה עירוני,42238,32.766863,34.985864,שלונסקי/גרינבוים,1623.000000
חיפה עירוני,42945,32.768380,35.016873,התאנה/כביש 705,1805.000000
שרון חולון מרחבי,39684,32.120235,34.903149,מחלף ירקון,
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,53649,32.899837,35.294079,נשר/פשוש,330.000000
הגליל,50219,33.009009,35.106497,"דרך השיירה/רמב""ם",112.000000
הגליל,50599,33.013729,35.281513,"בי""כ/ז'בוטינסקי",3416.000000
העמקים,51180,32.801478,35.523754,גולדה מאיר/סייפן,3514.000000
חדרה-נתניה,43322,32.457099,35.044261,אורן/תמר,3826.000000
הגליל,54720,32.932268,35.138695,סופרמרקט דיאב,236.000000
חיפה עירוני,42424,32.783260,34.987411,חורב/פרויד,1641.000000
חיפה עירוני,40201,32.806589,34.969879,כבירים/לבונה א,1607.000000
פתח תקוה-ראש העין,37996,32.065100,34.902249,מחלף שעריה,
תל אביב,20155,32.097469,34.829016,אבו חצירא/הקישון,
חיפה עירוני,42227,32.766788,34.990822,שלונסקי/שטראוס,1623.000000
הגליל,53075,32.927974,35.275612,מכללת אלביאן,315.000000
חדרה-נתניה,40339,32.573679,34.952128,הרצל/יעבץ,2503.000000
הגליל,51618,32.937146,35.371923,"ראמה בי""ס תיכון",318.000000
העמקים,52494,32.611504,35.391441,פיצריה,3606.000000
חדרה-נתניה,47128,32.567260,34.948885,הכובשים/העצמאות,2503.000000
חדרה פרברי,40017,32.446217,34.897667,אהרונסון/הר צין,4007.000000
העמקים,55504,32.678249,35.413200,צומת גזית,3528.000000
העמקים,46925,32.705742,35.124990,"בי""ס אורט",2205.000000
חיפה עירוני,41030,32.799937,34.994399,האסיף/קיש,1631.000000
חיפה עירוני,43662,32.751950,34.968330,מנחם בגין/האנפה,2413.000000
חיפה עירוני,42797,32.776033,35.013860,י. אלון/ז.וילנאי,1717.000000
קו אדום גוש דן,20713,32.082779,34.802544,אבא הלל,
בקעת אונו אלעד,20155,32.097469,34.829016,אבו חצירא/הקישון,
הגליל,50315,33.016455,35.143791,צומת כברי,109.000000
קווי נצרת - נסיעות ותיירות,52048,32.885346,35.411815,מסעף מגאר,3509.000000
חיפה עירוני,41134,32.808809,34.995779,בלפור/יוסף,1407.000000
ירושלים צפון-ציר מזרחי,4170,31.789465,35.203662,ת. מרכזית י-ם,
פרוזדור ירושלים,4170,31.789465,35.203662,ת. מרכזית י-ם,
העמקים,47190,32.695024,35.040215,שכונת קשקוש 2,2303.000000
עוטף ירושלים,4170,31.789465,35.203662,ת. מרכזית י-ם,
הגליל,50058,32.989330,35.094120,"קניון נהריה/שז""ר",117.000000
צפון הנגב,4170,31.789465,35.203662,ת. מרכזית י-ם,
העמקים,41879,32.709239,35.067274,כביש ראשי 2,2307.000000
הגליל,58003,32.961184,35.498414,פרומצנקו/יע. לוי,3313.000000
קווי נצרת - נסיעות ותיירות,51671,32.889473,35.257839,צומת שורשים,305.000000
חיפה עירוני,41520,32.753742,35.099729,הכלניות/מדרשים,1104.000000
חיפה-שרון-ירושלים,4170,31.789465,35.203662,ת. מרכזית י-ם,
הגליל,51037,32.959333,35.490300,"דוד אלעזר/הרמב""ם",3315.000000
חיפה עירוני,41879,32.709239,35.067274,כביש ראשי 2,2307.000000
חיפה פרברי,47128,32.567260,34.948885,הכובשים/העצמאות,2503.000000
מרחב נצרת ג'י.בי טורס,54266,32.726841,35.320420,ריינה/יציאה,1921.000000
חדרה-נתניה,40017,32.446193,34.897653,אהרונסון/הר צין,4007.000000
חדרה-נתניה,30136,32.326771,34.859001,ת. מרכזית נתניה,
קריית שמונה-חיפה,53268,32.897013,35.479846,קיבוץ קדרים לצפ',3502.000000
רכבת ישראל,17020,32.792984,34.957256,חוף הכרמל,1517.000000
הגליל,51555,32.851982,35.197350,אלביק,414.000000
תל אביב-חדרה,40017,32.446262,34.897575,אהרונסון/הר צין,4007.000000
העמקים,55401,32.629589,35.326378,דרך גולני/קפלן,3612.000000
קווי נצרת – שאמ,51349,32.717990,35.352581,שכונת אלווערה,1919.000000
הגליל,59729,32.954353,35.530980,נוף כנרת 8,3319.000000
הגליל,58371,32.996705,35.263396,תבור/כרמל,3421.000000
ירושלים מרכז,541,31.794573,35.220745,שמואל הנביא/פישל,
חדרה-נתניה,43551,32.419726,35.051298,בי''ס אלחכמה,4017.000000
תל אביב-גליל עמקים,55401,32.629562,35.326385,דרך גולני/קפלן,3612.000000
הגליל,51671,32.889473,35.257839,צומת שורשים,305.000000
ירושלים-שפלה,4170,31.789465,35.203662,ת. מרכזית י-ם,
חיפה עירוני,41916,32.818829,34.991135,אלנבי/מאיר,1303.000000
שרון,37861,32.175784,34.890779,מסוף רעננה,
הגליל,56598,33.014486,35.092485,ז'בוטינסקי,115.000000
חיפה-ירושלים-אילת,4170,31.789465,35.203662,ת. מרכזית י-ם,
חיפה-שרון-ירושלים,37861,32.175784,34.890779,מסוף רעננה,
שרון חולון מרחבי,37861,32.175784,34.890779,מסוף רעננה,
מרחב נצרת ג'י.בי טורס,55574,32.673420,35.240704,ק.היסוד/אלדרוטי,2108.000000
חדרה-נתניה,47168,32.560468,35.014502,כלנית/עמיקם,3901.000000
תל אביב-שרון-חיפה,37861,32.175784,34.890779,מסוף רעננה,
חדרה-נתניה,37861,32.175784,34.890779,מסוף רעננה,
מטרונית חיפה,43115,32.802998,35.008744,חליסה,1311.000000
"אשדוד-יבנה-ת""א",32003,31.828718,34.685777,צומת ניר גלים,
ירושלים-באר שבע,4170,31.788794,35.203358,ת. מרכזית י-ם,
ירושלים-תל אביב,4170,31.788904,35.203426,ת. מרכזית י-ם,
מרחב נצרת ג'י.בי טורס,54227,32.693626,35.226002,צומת מגדל העמק,2103.000000
העמקים,42424,32.783155,34.987593,חורב/פרויד,1641.000000
אשדוד-אשקלון-ירושלים,4170,31.789465,35.203662,ת. מרכזית י-ם,
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,50745,32.922194,35.303793,החרושת/העמק,303.000000
חיפה עירוני,42619,32.771513,34.973905,הרדוף/מ.כדורסל,2415.000000
העמקים,57197,32.799618,35.526680,השומר/218,3514.000000
קווי נצרת - נסיעות ותיירות,50607,32.799857,35.403933,מחנה נטפים,1937.000000
תל אביב-שרון-חיפה,40402,32.566482,34.956382,ד.אהרון/דרך שרה,2505.000000
הגליל,59740,32.817384,35.189942,אעבלין/יציאה דרו,419.000000
חיפה עירוני,43263,32.767102,34.967844,"לח""י/הרצל",2402.000000
חדרה-נתניה,43625,32.521199,35.142974,בי''ס א ראזי,3809.000000
קווי נצרת - נסיעות ותיירות,56321,32.853624,35.343922,אלח'לה/אלטויל,3002.000000
חיפה עירוני,41246,32.791839,35.016501,הגליל/ציון,1706.000000
חיפה עירוני,42987,32.774617,35.043262,בר יהודה/ישורון,1809.000000
העמקים,42398,32.692285,35.049245,מועצה מקומית,2305.000000
חדרה-נתניה,40402,32.566482,34.956382,ד.אהרון/דרך שרה,2505.000000
העמקים,59595,32.648343,35.094030,היקינטון/הדס,2214.000000
שומרון,46142,32.496841,35.062414,צומת כפר קרע,4001.000000
העמקים,59679,32.653514,35.103609,מר. מידע/האלונים,2215.000000
חדרה פרברי,42250,32.428175,34.915531,בן צבי/פיינברג,4014.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,53401,32.914426,35.272238,אביב/ביכורים,304.000000
הגליל,52337,32.929448,35.092458,א.בן שושן/הנדיב,214.000000
תל אביב,24068,32.083813,34.795074,ת. רכבת סבידור,
