ClusterName,StopCode,Lat,Long,StopName,TAZ
חיפה עירוני,42026,32.773098,35.038186,"הזית/צה""ל",1806.000000
חדרה-נתניה,48014,32.515938,35.059274,עין ורדה א,3819.000000
קווי נצרת - נסיעות ותיירות,55385,32.673515,35.251208,ש.הבנים/נוף העמק,2109.000000
העמקים,52659,32.715511,35.572735,מסעף אוהלו,3524.000000
הנגב,32973,31.911137,34.803120,פארק המדע/ויצמן,
תל אביב,36402,32.020966,34.799004,הפלד/האופן,
קריית שמונה-חיפה,53084,32.709431,35.158447,מחלף ישי/כביש 77,2201.000000
"מתמ""ז-קריות",41430,32.860182,35.100824,שי עגנון/שד. חן,702.000000
"רשל""צ עירוני",36111,32.005455,34.743904,הקוממיות/נפחא,
חיפה עירוני,43825,32.754581,34.974571,האלה/הארז,2407.000000
רמת הגולן,59879,33.193553,35.749298,אודם/מרכז,3105.000000
העמקים,54854,32.487729,35.492445,י.רבין/מ.אגוז,3708.000000
העמקים,46993,32.695462,35.062636,עוקף דאליה,2305.000000
חדרה-נתניה,46078,32.604005,34.952928,פוריידיס 16,2423.000000
חיפה עירוני,42775,32.796547,34.977852,חנה/ינאי,1610.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,53461,32.915362,35.297490,הדקל/הארזים,324.000000
ירושלים קווי צפון,2775,31.796025,35.185869,"בי""ח הרצוג",
חיפה עירוני,42939,32.818888,34.976180,טשרניחובסקי/זאב,1601.000000
העמקים,59732,32.607964,35.284144,"חנקין/ש""י עגנון",3618.000000
בית שמש,37779,32.017678,34.808910,דרך השבעה/קפלן,
ירושלים צפון-ציר מזרחי,51459,33.124836,35.570496,"צומת כ""ח",3302.000000
תל אביב-חדרה,40116,32.439167,34.914207,"תיכון חדרה/רמב""ם",4015.000000
"רשל""צ פרברי",33838,31.985977,34.789678,אנילביץ/החלוץ,
העמקים,58116,32.797302,35.522674,שדרות מנחם בגין,3517.000000
העמקים,52419,32.699887,35.296603,פאולוס/זיאד,1926.000000
העמקים,52633,32.656212,35.112866,היסמין/הכלניות,2211.000000
תל אביב-גליל עמקים,55385,32.673515,35.251208,ש.הבנים/נוף העמק,2109.000000
העמקים,46141,32.506374,35.097450,צומת משטרת עירון,3803.000000
חיפה עירוני,41012,32.797348,34.972740,נעמי,1610.000000
חיפה עירוני,42928,32.785521,35.023694,הגליל/ל. שמעוני,1714.000000
רכבת ישראל,17117,32.831123,35.068783,קרית מוצקין,805.000000
אשדוד-אשקלון-ירושלים,647,31.791503,35.196428,בן גוריון,
העמקים,47569,32.550858,35.187040,מרכז זלפה,3801.000000
קווי נצרת – שאמ,53967,32.690190,35.312241,יזרעאל/החצב,2011.000000
הגליל,54707,32.825376,35.191730,דואר,418.000000
חדרה-נתניה,47186,32.476712,34.979004,בית ספר אלישבע,3919.000000
חיפה עירוני,41511,32.761979,35.018330,אוניברסיטת חיפה,1624.000000
חיפה עירוני,42063,32.720431,35.062227,מועצה מקומית,2301.000000
רכבת קלה ירושלים,6151,31.819853,35.229183,בית חנינא,
חיפה עירוני,41647,32.790039,35.011654,הלל סילבר ג,1738.000000
הגליל,59320,33.000094,35.091291,וייצמן/קפלן,116.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,56935,32.906837,35.270533,אביב/נחל צלמון,333.000000
העמקים,59659,32.738282,35.145101,מסעף חלף,2202.000000
העמקים,55279,32.545082,35.300163,מיטב ב,3624.000000
"מתמ""ז-קריות",47671,32.846973,35.085830,א. מנור/ע. חיטמן,604.000000
הגליל,59171,32.981432,35.325285,פקיעין ג,3423.000000
העמקים,54355,32.669468,35.233523,בן צבי/וייצמן,2110.000000
חדרה-נתניה,40029,32.443152,34.901557,אהרנסון/גרינבוים,4010.000000
קווי נצרת - נסיעות ותיירות,52082,32.851143,35.206604,מסגד אל קדים,413.000000
ירושלים עירוני,1783,31.800260,35.229600,אשכול/ששת הימים,
"רשל""צ עירוני",34348,31.967539,34.795231,כצנלסון/קפלן,
העמקים,47035,32.726201,35.140139,מרגנית / חבצלת,2203.000000
הגליל,42938,32.807637,35.063541,שד.ההסתדרות/שנקר,1203.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,55838,32.910831,35.292356,עירית כרמיאל/קקל,328.000000
הגליל,52081,32.854970,35.201851,עומר בן אל ח'טאב,413.000000
חדרה-נתניה,43605,32.501489,35.105987,אל דין/ט.חוסיין,3815.000000
העמקים,52508,32.702235,35.166894,מרכז תרבות/הארז,2208.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,58496,32.918320,35.297863,הפסגה,325.000000
הגליל,59404,32.958163,35.167431,רח 120/מינימרקט,230.000000
תל אביב-חדרה,40029,32.443152,34.901557,אהרנסון/גרינבוים,4010.000000
העמקים,59003,32.840622,35.494416,הצאלון/הכלניות,3502.000000
חדרה-נתניה,43282,32.567503,34.964244,חסידה/אנפה,2504.000000
הגליל,50678,33.040459,35.288769,אבירים א,3404.000000
העמקים,55490,32.521059,35.483084,שדה נחום,3709.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,53358,32.901404,35.288036,שחף/בז פארק מכוש,330.000000
חדרה פרברי,43398,32.430755,34.923748,ביאליק/חנה סנש,4012.000000
העמקים,47436,32.698725,35.045500,בית העם,2306.000000
קווי נצרת – שאמ,56354,32.704682,35.312617,ביטוח לאומי,1909.000000
קווי נצרת - נסיעות ותיירות,54603,32.712868,35.224532,אל מזאריב/ג'נא ב,2102.000000
חיפה עירוני,51256,32.942256,35.086056,כ.8510/ש. מנוף,219.000000
רחובות פרברי,34025,31.966391,34.900292,אבא הלל/פסח לב,
הגליל,51256,32.942256,35.086056,כ.8510/ש. מנוף,219.000000
הגליל,59951,32.984943,35.306318,כפר סמיע ד,3424.000000
הגליל,53509,32.933681,35.368423,צומת ראמה,318.000000
חיפה עירוני,41846,32.817354,34.956275,הרותם/בן צור,1512.000000
חדרה-נתניה,47837,32.419355,35.036264,ב.בורין/אלקאסמי,4019.000000
חדרה-נתניה,55499,32.637379,35.065914,מחלף אליקים,2213.000000
חיפה עירוני,42396,32.690052,35.053742,בית עלמין,2305.000000
חיפה עירוני,53394,32.926099,35.078743,ת.מרכזית עכו,225.000000
קווי נצרת - נסיעות ותיירות,53395,32.765599,35.319977,"מחלף אז""ת צפורית",1904.000000
"מתמ""ז-קריות",47650,32.804190,35.110158,ציונות/טרומפלדור,906.000000
פתח תקוה-ראש העין,20277,32.098826,34.779473,מסוף רידינג,
קווי נצרת – שאמ,53842,32.707214,35.285923,אל-כורום/מרפאה,1924.000000
"אשדוד-יבנה-ת""א",32519,31.901352,34.738350,נ.פולג/חבצלת חוף,
רמת הגולן,54418,32.988547,35.701069,זוויתן/9088,3107.000000
חולון עירוני ומטרופוליני+תחרות חולון,35198,32.027581,34.805191,משה שרת/שפרינצק,
חיפה עירוני,47233,32.770079,35.047295,היכל תרבות/השלום,1803.000000
הגליל,50391,32.836776,35.249525,צומת כאוכב,310.000000
חיפה עירוני,41781,32.804164,35.103977,העצמאות/מ.הגטאות,910.000000
חיפה עירוני,41573,32.819931,34.984418,אלנבי/רוטשילד,1507.000000
קווי נצרת – שאמ,54285,32.713049,35.297577,מסגד עומר/ג'מאל,1924.000000
חדרה-נתניה,46152,32.505498,35.057190,מרכז מסחרי,3820.000000
חדרה-נתניה,40843,32.606605,34.952314,צומת נחשולים/דור,2417.000000
הגליל,50160,33.002634,35.103003,עזרא/יפה נוף,105.000000
הגליל,59127,33.064628,35.322488,נטועה מרכז,3404.000000
העמקים,57347,32.601935,35.285195,מ.בגין/קרן היסוד,3619.000000
"מתמ""ז-קריות",41720,32.823079,35.058078,האיצטדיון/שנקר,1201.000000
קווי נצרת - נסיעות ותיירות,43045,32.812866,35.105066,רבין/חנקין,906.000000
חדרה-נתניה,43751,32.520777,35.168906,מ.לבטיחות בדרכים,3806.000000
רחובות פרברי,63636,32.038986,35.047605,לבונה/האלה,
תל אביב,36977,32.106197,34.876793,ש.רפאלי/א.בן חור,
שרון חולון מרחבי,20277,32.098826,34.779473,מסוף רידינג,
הגליל,52714,32.824180,35.191223,בנק,418.000000
חדרה-נתניה,40697,32.425731,35.033759,אלקודס/חממה,4019.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,52622,32.922024,35.091206,בן עמי/א.בן שושן,216.000000
הגליל,55656,32.932607,35.269036,ד.אלאסד/ח.דואר,336.000000
העמקים,46972,32.687978,35.040344,פארק הכרמל,2304.000000
חדרה-נתניה,41452,32.468286,34.963196,עציון/חברון,3918.000000
העמקים,55316,32.541344,35.437481,מסעף בית השיטה,3620.000000
הגליל,50689,33.010700,35.289477,רקפת/עדעד,3415.000000
הגליל,50767,33.010315,35.308935,מסעף צוריאל,3411.000000
הגליל,59940,32.937524,35.361213,ראמה מערב,318.000000
רמת הגולן,53060,32.989729,35.687111,זויתן/טיילת גמלא,3107.000000
הגליל,58212,33.019147,35.265361,צומת מעונה,3418.000000
קווי נצרת – שאמ,56479,32.728197,35.346394,ת.תורה בני יששכר,2005.000000
קווי נצרת – שאמ,54002,32.700898,35.321843,'הלולב ב,2004.000000
מטרונית חיפה,43725,32.781066,35.034666,פורטק,1813.000000
רמת הגולן,52799,32.779301,35.713165,צומת אפיק,3111.000000
קווי נצרת - נסיעות ותיירות,43042,32.774388,35.043277,בר יהודה/ישורון,1816.000000
הנגב,10675,31.210249,34.894521,מסעף ח'שם זנה,
קריית שמונה עירוני,54259,33.217236,35.579580,הורדים/הכלנית,3205.000000
העמקים,56802,32.690815,35.374321,אל ג'בל/אלנג'ארה,3602.000000
"מתמ""ז-קריות",41868,32.811022,35.126591,בן עמי/אריה רגב,901.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,56059,32.900001,35.091730,מסעף עין המפרץ,227.000000
העמקים,50391,32.836776,35.249525,צומת כאוכב,310.000000
חיפה עירוני,42607,32.784333,35.008701,בת חן/חוחית,1711.000000
קווי נצרת – שאמ,53833,32.698349,35.284704,פארק שנלר,1925.000000
ביתר עילית ועמק האלה,22277,32.086030,34.831977,עקיבא/קדושי ורשה,
תל אביב-שרון-חיפה,46954,32.753259,35.106921,סביון/מעלות דוד,1104.000000
קווי נצרת - נסיעות ותיירות,57368,32.860423,35.356157,אל גליל/י.מערבית,3013.000000
הגליל,53008,32.954723,35.183527,ירכא 3,241.000000
קווי נצרת – שאמ,56397,32.701462,35.324814,הגליל/מעלה יצחק,2004.000000
הגליל,52092,32.860657,35.193281,ח'לית אלג'זאל,415.000000
"מתמ""ז-קריות",42709,32.839914,35.095830,רבין/האצל,712.000000
קריית שמונה-חיפה,51459,33.125050,35.570977,"צומת כ""ח",3209.000000
העמקים,57068,32.708076,35.579018,'דגניה ב,3524.000000
חיפה עירוני,42302,32.768433,35.032558,החרוב/התפוז,1805.000000
העמקים,40929,32.729553,35.144341,שקדים / רמת הדסה,2203.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,51705,32.795410,35.170583,צומת שפרעם,422.000000
העמקים,54245,32.772476,35.408036,מחלף גולני/למזרח,3523.000000
חיפה עירוני,41367,32.808936,35.118178,טביב/אסף שמחוני,907.000000
קווי נצרת - נסיעות ותיירות,54245,32.771763,35.408154,מחלף גולני/למזרח,3523.000000
הגליל,58345,32.987354,35.320408,פקיעין יציאה,3423.000000
רחובות פרברי,38920,31.985721,34.764037,משה דיין/לישנסקי,
הגליל,50793,33.007197,35.314212,צוריאל ה,3411.000000
קווי נצרת - נסיעות ותיירות,53949,32.711355,35.306622,אל-חאנוק/הציונות,2002.000000
קווי נצרת - נסיעות ותיירות,54697,32.722454,35.355180,בית קברות/עלמין,1905.000000
קווי נצרת - נסיעות ותיירות,42938,32.807637,35.063541,שד.ההסתדרות/שנקר,1203.000000
חדרה-נתניה,47381,32.435368,34.914459,ת. מרכזית חדרה,4014.000000
קו אדום גוש דן,20724,32.098717,34.846111,גשר אם המושבות,
העמקים,41625,32.710915,35.121716,בית ספר קרית עמל,2205.000000
הגליל,56364,32.942406,35.175526,בית ספר ג'וליס,242.000000
חיפה עירוני,41356,32.812799,35.112771,אינשטיין/הצנחנים,902.000000
רהט והנגב המערבי,22277,32.086030,34.831977,עקיבא/קדושי ורשה,
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,53095,32.917989,35.295796,"הפסגה/בי""ס פסגות",326.000000
העמקים,59046,32.747757,35.506416,הזורעים 1,3526.000000
חדרה-נתניה,47869,32.521294,34.951004,כרמל/קרן היסוד,3904.000000
הגליל,53675,33.103909,35.517178,מלכיה/מרכז,3302.000000
חיפה עירוני,42891,32.815089,34.975944,בית אל/שונמית,1603.000000
חדרה פרברי,41452,32.468286,34.963196,עציון/חברון,3918.000000
חיפה-שרון-ירושלים,647,31.791503,35.196428,בן גוריון,
הגליל,51705,32.795311,35.170555,צומת שפרעם,422.000000
מרחב נצרת ג'י.בי טורס,51705,32.795410,35.170583,צומת שפרעם,422.000000
מרחב נצרת ג'י.בי טורס,57146,32.747936,35.538994,מסעף נווה עובד,3526.000000
הגליל,59441,32.985519,35.252610,דואר,3426.000000
שרון חולון מרחבי,36392,32.033455,34.770167,משרד הרישוי,
חיפה עירוני,42912,32.766372,35.001180,שבדיה/האג,1623.000000
פרוזדור ירושלים,61430,31.867468,35.187401,צומת מחנה עופר,
קווי נצרת - נסיעות ותיירות,58539,32.868542,35.297694,אלמסאחה ב,3004.000000
קווי נצרת - נסיעות ותיירות,51838,32.729332,35.322791,כיכר ריינה,1921.000000
הגליל,59243,32.933414,35.273327,מועצה מקומית,315.000000
הגליל,57579,33.016014,35.335743,חילים משוחררים ג,3406.000000
הגליל,54999,32.960492,35.456694,כפר שמאי 2,3322.000000
פתח תקוה-ראש העין,26712,32.116352,34.822856,שלונסקי/ק. ונציה,
הגליל,57811,33.069190,35.145757,"בי""ס ארז",101.000000
הגליל,50193,32.839742,35.258414,צומת קורנית/מנוף,310.000000
ירושלים-ב.ברק קו 402,22277,32.086030,34.831977,עקיבא/קדושי ורשה,
הגליל,41522,32.755337,35.073704,מחלף יגור,1105.000000
העמקים,55499,32.637521,35.065964,מחלף אליקים,2213.000000
אשכול דרומי,10675,31.210249,34.894521,מסעף ח'שם זנה,
תל אביב-שרון-חיפה,41844,32.749416,35.100138,מועצה/הרימונים,1107.000000
שומרון,647,31.791521,35.196568,בן גוריון,
חיפה עירוני,43714,32.759517,35.057947,קאנטרי קלאב,1105.000000
קריית שמונה עירוני,57885,33.221663,35.577348,מחנה גיבור/ע.זהב,3205.000000
קווי נצרת - נסיעות ותיירות,52156,32.685187,35.276755,יפיע/בית עלמין,1933.000000
חדרה פרברי,43386,32.427892,34.915515,יצחק בן צבי/הנבל,4014.000000
הגליל,50112,32.833649,35.213871,צומת מצפה אביב,403.000000
חיפה עירוני,41330,32.834689,35.061173,זלמן ארן/הותיקים,803.000000
קריית שמונה עירוני,51435,33.193640,35.568962,תל חי/90,3209.000000
תל אביב-שרון-חיפה,40832,32.627780,34.957510,צומת עין איילה,2427.000000
העמקים,51206,32.799092,35.527105,השומר/א.גולמב,3514.000000
קווי נצרת - נסיעות ותיירות,54160,32.751541,35.245262,צומת סוללים,2101.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,53664,32.899075,35.283609,אנפה/משעול אנפה,330.000000
מרחב נצרת ג'י.בי טורס,54160,32.751514,35.245251,צומת סוללים,2101.000000
חדרה-נתניה,47131,32.480744,34.973461,ד. הנדיב/ד. הים,3919.000000
העמקים,56825,32.707043,35.503410,מועצה,3527.000000
"מתמ""ז-קריות",42203,32.813076,35.064888,חלוצי תעשיה/החרש,1203.000000
קווי נצרת - נסיעות ותיירות,43134,32.751644,35.073536,מחלף יגור,1105.000000
העמקים,55283,32.544567,35.311455,פרזון א,3624.000000
חדרה-נתניה,47149,32.517838,35.002064,הדקל/הראשונים,3903.000000
העמקים,55099,32.675270,35.232378,פארק מגדל האור,2110.000000
תל אביב-גליל עמקים,53084,32.708736,35.157894,מחלף ישי/כביש 77,2201.000000
קווי נצרת - נסיעות ותיירות,54212,32.911552,35.413517,צומת חנניה,3322.000000
העמקים,57273,32.781301,35.507794,האבות/נחמיה,3520.000000
ירושלים מרכז,647,31.791016,35.196098,בן גוריון,
העמקים,40916,32.712735,35.125122,צומת קרית טבעון,2204.000000
קווי נצרת – שאמ,54097,32.743942,35.352200,כפר כנא 14,1917.000000
הגליל,56532,33.002362,35.100245,מ.קהילתי/א.שריר,105.000000
העמקים,46911,32.732746,35.145844,תמר/מורן,2203.000000
הגליל,59234,32.932564,35.266143,שכונה מערבית,336.000000
שרון חולון מרחבי,37043,32.170761,34.925724,קניון ג'י/וייצמן,
חדרה-נתניה,47118,32.518837,34.947296,העלייה/הבציר,3907.000000
העמקים,57199,32.801428,35.522001,גולדה מאיר/מורן,3514.000000
העמקים,56375,32.787308,35.510712,הנביאים,3520.000000
הגליל,58661,32.965047,35.500977,אולפנת אמית,3311.000000
שרון חולון מרחבי,40855,32.415880,35.046061,צומת הדואר,4017.000000
העמקים,41171,32.777401,34.999359,אבא חושי/אינשטין,1621.000000
מרחב נצרת ג'י.בי טורס,54271,32.759390,35.319889,המרכבה 8,2006.000000
העמקים,56880,32.611052,35.279703,אופק/קישון,3619.000000
הגליל,51280,32.860478,35.306393,סחנין נאגי אלעלי,3009.000000
רמת הגולן,52659,32.715127,35.572763,מסעף אוהלו,3524.000000
רמת הגולן,52666,33.199973,35.571617,הנ. סאלד/א. פרי,3208.000000
קו אדום גוש דן,36496,32.094753,34.885845,ת.מ. פתח תקווה,
ירושלים עירוני,463,31.787592,35.202639,שזר/בנייני האומה,
באר שבע עירוני,13462,31.242660,34.797983,ת.מרכזית,
ירושלים עירוני,1917,31.789983,35.213156,מלכי ישראל,
"מתמ""ז-קריות",42357,32.800640,35.105080,כצנלסון/הנביאים,908.000000
רכבת קלה ירושלים,1771,31.767300,35.174431,קרית היובל מערב,
תל אביב-גליל עמקים,55043,32.606211,35.286820,עיריית עפולה,3618.000000
חיפה עירוני,42658,32.793396,34.958664,מרכזית חוף הכרמל,1517.000000
שומרון,27063,32.092247,34.845310,מח.גהה/זבוטינסקי,
שרון חולון מרחבי,27063,32.092239,34.845448,מח.גהה/זבוטינסקי,
"מתמ""ז-קריות",41782,32.802418,35.103790,העצמאות/הילל,910.000000
חיפה עירוני,41751,32.784087,35.003844,חנקין/גוטל לוין,1710.000000
ירושלים עירוני,5641,31.770634,35.181598,רכבת קלה הר הרצל,
תל אביב-שרון-חיפה,42658,32.793499,34.958492,מרכזית חוף הכרמל,1517.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,57124,32.797329,35.522832,שד. בגין/וינגייט,3514.000000
חיפה עירוני,46963,32.697655,35.055374,בנק לאומי,2305.000000
ירושלים עירוני,176,31.792149,35.192732,גבעת שאול/נג'ארה,
שרון חולון מרחבי,37150,32.187031,34.938809,הנביאים/ישעיהו,
קווי נצרת - נסיעות ותיירות,51706,32.791321,35.177898,צומת עדי,423.000000
חיפה עירוני,43260,32.763947,34.964382,י.שמיר/שונית,2412.000000
חיפה עירוני,41043,32.811041,34.970426,דרך הים/הרדוף,1604.000000
העמקים,40917,32.716228,35.124104,אלונים/הרימונים,2204.000000
חיפה עירוני,42927,32.789278,35.013126,הלל סילבר/חניתה,1738.000000
חיפה עירוני,42924,32.792464,35.009195,הלל סילבר ב,1708.000000
חיפה עירוני,41183,32.775376,35.010414,דרך בירם/דובנוב,1715.000000
רמת הגולן,56865,32.930537,35.636926,כינור דוד,3108.000000
חיפה-שרון-ירושלים,42658,32.793327,34.958984,מרכזית חוף הכרמל,1517.000000
חיפה עירוני,41970,32.755976,34.969812,יוספטל/ויצמן,2407.000000
חיפה עירוני,43659,32.750380,34.966172,א.שרון/מ.בגין,2413.000000
חיפה עירוני,40969,32.778360,34.994092,אבא חושי/ווטסון,1635.000000
חיפה עירוני,41102,32.816130,34.980551,הציונות/הנשיא,1634.000000
הגליל,56111,32.926169,35.275796,ביענה כניסה,315.000000
חיפה עירוני,42783,32.801112,34.985362,ביכורים/הבוצרים,1630.000000
חדרה-נתניה,47285,32.544187,34.915721,אלטואחין,3909.000000
חדרה פרברי,42530,32.469612,34.953979,הכרם/תחייה,3918.000000
חיפה עירוני,41689,32.791031,34.986521,מוריה/קרית ספר,1611.000000
בקעת אונו אלעד,31676,32.030688,34.866470,העצמאות-מ. מסחרי,
חדרה-נתניה,40558,32.463160,35.048938,ספיר/ברקת,3825.000000
חדרה-נתניה,49991,32.520846,35.158779,ג'דוע תחתון 2,3806.000000
הגליל,59087,32.989923,35.094877,קניון נהריה,117.000000
חדרה-נתניה,40521,32.475129,34.973920,יד לבנים/ד.הבנים,3917.000000
חדרה פרברי,40009,32.446211,34.894995,א.אהרונסון/השלום,4010.000000
העמקים,55006,32.625404,35.328604,פארק גבעת המורה,3609.000000
חדרה-נתניה,43513,32.456403,35.053768,סביון/רקפת,3828.000000
חדרה-נתניה,40532,32.466072,35.044876,ספיר/טורקיז,3825.000000
ירושלים קווי צפון,1784,31.800132,35.226752,שד.אשכול/קרל נטר,
העמקים,58096,32.777927,35.515270,בן צבי/אור חיים,3521.000000
העמקים,56173,32.638131,35.091275,"בי""ס תדהר",2216.000000
תל אביב,20037,32.091752,34.839321,קניון בני ברק,
תל אביב-גליל עמקים,46140,32.514084,35.119449,מסעף מי עמי,3810.000000
תל אביב-שרון-חיפה,40521,32.475129,34.973920,יד לבנים/ד.הבנים,3917.000000
תל אביב-חדרה,40521,32.475129,34.973920,יד לבנים/ד.הבנים,3917.000000
העמקים,46963,32.697063,35.054642,בנק לאומי,2305.000000
רחובות עירוני,32118,31.903169,34.807610,מכון וייצמן/יבנה,
ירושלים עירוני,3301,31.748680,35.211248,האומן/הסדנא,
בית שמש,1571,31.712768,34.964779,רב המנונא/ר.לקיש,
חשמונאים,20037,32.091752,34.839321,קניון בני ברק,
בקעת אונו אלעד,20037,32.091752,34.839321,קניון בני ברק,
תל אביב-גליל עמקים,54138,32.682816,35.274488,יפיע/מרכז,1933.000000
חיפה עירוני,47005,32.721844,35.060597,מועצה מקומית,2301.000000
חיפה עירוני,46214,32.752337,35.105710,"בי""ס אוהל שרה",1104.000000
העמקים,58052,32.687713,35.575245,בית זרע/מרכז,3531.000000
תל אביב,26472,32.069065,34.838978,מסוף עמידר,
תל אביב,25902,32.093815,34.789009,יהודה מכבי/ויצמן,
תל אביב-גליל עמקים,46098,32.499622,35.067255,צומת ברטעה,3818.000000
חיפה עירוני,47237,32.764668,35.048233,יפה נוף ג,1807.000000
תל אביב,21228,32.082172,34.820698,בן גוריון/ החץ,
ירושלים קווי צפון,176,31.792149,35.192650,גבעת שאול/נג'ארה,
הגליל,52766,33.015030,35.102814,ד. העצמאות/מסריק,115.000000
חשמונאים,30993,31.956415,34.898254,ת. מרכזית לוד,
שרון,37013,32.177880,34.886732,אחוזה/הרב י.נסים,
תל אביב,27063,32.092359,34.844942,מח.גהה/זבוטינסקי,
תל אביב,26208,32.074703,34.822392,ש.ירושלים/עוזיאל,
שרון חולון מרחבי,37013,32.177880,34.886732,אחוזה/הרב י.נסים,
קווי נצרת – שאמ,51120,32.721495,35.337158,בית ספר נטופה,2001.000000
העמקים,55043,32.606211,35.286820,עיריית עפולה,3618.000000
שרון חולון מרחבי,25902,32.093861,34.789005,יהודה מכבי/ויצמן,
שרון חולון מרחבי,21228,32.082317,34.820778,בן גוריון/ החץ,
חולון עירוני ומטרופוליני+תחרות חולון,34652,32.025734,34.807871,יצחק שדה/הרצל,
"רשל""צ פרברי",34330,31.987644,34.788180,חנה סנש/אנילביץ,
העמקים,56762,32.606627,35.333813,סולם שונם,3623.000000
קריית שמונה-חיפה,54204,32.923912,35.302010,צומת כרמיאל,338.000000
ירושלים עירוני,117,31.799120,35.206913,ק.הילד/סורוצקין,
ירושלים קווי צפון,6131,31.806530,35.233906,"ת.רק""ל ג.המיבתר",
העמקים,56174,32.637397,35.089470,מ.מסחרי/יער אודם,2216.000000
"אשדוד-יבנה-ת""א",32118,31.903561,34.807850,מכון וייצמן/יבנה,
חיפה עירוני,42335,32.779775,35.013946,מלל/קומוי,1712.000000
חיפה עירוני,40980,32.787767,34.986037,מוריה/מאפו,1615.000000
חיפה עירוני,41021,32.810748,34.958816,המ.דוד/המ.עוזיהו,1514.000000
חשמונאים,30967,31.968228,34.898228,פסח לב/י.זמורה,
רמת הגולן,52903,33.179340,35.623734,עמיר מרכז,3209.000000
קווי נצרת – שאמ,50434,32.744087,35.347800,ג'בל ח'ויח'ה,1916.000000
העמקים,58168,32.776387,35.513547,הרב קוק/אלפסי,3521.000000
חיפה עירוני,41032,32.802312,34.984321,מוריה/הברושים,1630.000000
מטרונית חיפה,47517,32.830549,35.063441,יחיעם,804.000000
חיפה עירוני,42679,32.805123,34.983275,דרך הים/הדסים,1607.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,56939,32.912777,35.269199,נשיאי ישראל/אביב,333.000000
חיפה עירוני,43122,32.779556,35.013023,יערי/בורוכוב,1716.000000
חיפה עירוני,42784,32.782661,35.008563,בת חן א,1711.000000
ירושלים עירוני,1638,31.752924,35.200111,פת/בעהם,
חיפה עירוני,41532,32.789432,35.030282,ההסתדרות/צ.קריות,1220.000000
חיפה עירוני,42246,32.765594,35.042771,החרוב/הלילך,1806.000000
ירושלים קווי צפון,117,31.799120,35.206913,ק.הילד/סורוצקין,
ירושלים קווי צפון,463,31.787592,35.202639,שזר/בנייני האומה,
הגליל,56185,32.933777,35.079678,חטיבת גולני/ירוש,222.000000
חיפה עירוני,41205,32.774821,35.025592,טכניון/הנ.חומרים,1718.000000
ירושלים-תל אביב,640,31.800363,35.126202,מחלף חמד,
חדרה-נתניה,47860,32.593595,34.952248,פוריידיס 23,2422.000000
ירושלים קווי צפון,9951,31.800648,35.213881,הרטום/גולדה מאיר,
חיפה עירוני,41264,32.798371,35.008938,יד לבנים ב,1730.000000
העמקים,41032,32.802312,34.984321,מוריה/הברושים,1630.000000
"מתמ""ז-קריות",41445,32.849678,35.073734,וייצמן/השופטים,506.000000
ירושלים קווי צפון,304,31.814411,35.217493,דרוק,
רמת הגולן,52754,32.990012,35.562116,צומת מחניים,3211.000000
"מתמ""ז-קריות",41308,32.827502,35.061701,דגניה/שד. ורבורג,804.000000
ירושלים עירוני,1784,31.800132,35.226752,שד.אשכול/קרל נטר,
חיפה עירוני,41613,32.848081,35.064359,"יוספטל/צה""ל",509.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,50591,32.910366,35.280969,אורט בראודה,331.000000
חדרה-נתניה,42563,32.455318,35.059685,חברותא/יחד,3830.000000
העמקים,56074,32.633476,35.334537,התעשייה/החרט,3612.000000
העמקים,57135,32.778972,35.509547,רב קו/נשיא ויצמן,3521.000000
העמקים,52629,32.660321,35.108203,החרצית/האלה,2211.000000
שרון,27063,32.092359,34.844942,מח.גהה/זבוטינסקי,
העמקים,59045,32.780028,35.517578,"הנשיא ויצמן/שז""ר",3520.000000
חיפה עירוני,41054,32.819933,34.961191,דרך צרפת/מרסיי,1513.000000
קווי נצרת - נסיעות ותיירות,54138,32.682686,35.274708,יפיע/מרכז,1934.000000
ירושלים קווי צפון,906,31.821750,35.190113,מירסקי/ג.מאיר,
הגליל,51236,32.966991,35.504730,השבעה/ההסתדרות,3311.000000
מרחב נצרת ג'י.בי טורס,43064,32.776488,35.040464,בר יהודה/הביטחון,1816.000000
פרוזדור ירושלים,640,31.800363,35.126202,מחלף חמד,
קווי נצרת - נסיעות ותיירות,43023,32.711826,35.130512,צומת קריית עמל,2204.000000
מרחב נצרת ג'י.בי טורס,52154,32.680847,35.269758,יפיע/אל-אלמאניה,1933.000000
