mode,ClusterName,StopCode,TAZ,nontransfer,transfer,all
bus,חדרה פרברי,41769.000,4015,18.690,0.095,18.786
bus,חדרה פרברי,41770.000,4004,0.976,0.000,0.976
bus,חדרה פרברי,41787.000,4015,12.333,0.000,12.333
bus,חדרה פרברי,41788.000,4014,42.429,0.833,43.262
bus,חדרה פרברי,41794.000,3919,5.952,0.024,5.976
bus,חדרה פרברי,41799.000,3917,1.381,0.000,1.381
bus,חדרה פרברי,41800.000,3915,0.619,0.000,0.619
bus,חדרה פרברי,41801.000,3915,0.833,0.000,0.833
bus,חדרה פרברי,41809.000,4016,22.810,0.071,22.881
bus,חדרה פרברי,41810.000,4016,20.786,0.167,20.952
bus,חדרה פרברי,41811.000,4007,3.048,0.000,3.048
bus,חדרה פרברי,41828.000,4011,9.143,0.000,9.143
bus,חדרה פרברי,41860.000,3919,1.524,0.000,1.524
bus,חדרה פרברי,41861.000,3918,1.595,0.000,1.595
bus,חדרה פרברי,41937.000,4021,0.071,0.000,0.071
bus,חדרה פרברי,41956.000,3916,5.048,0.048,5.095
bus,חדרה פרברי,41971.000,4014,4.762,0.000,4.762
bus,חדרה פרברי,41976.000,3916,1.119,0.000,1.119
bus,חדרה פרברי,42009.000,2503,0.690,0.024,0.714
bus,חדרה פרברי,42018.000,4007,2.833,0.048,2.881
bus,חדרה פרברי,42049.000,3919,16.167,0.095,16.262
bus,חדרה פרברי,42061.000,3918,4.738,0.024,4.762
bus,חדרה פרברי,42078.000,4014,1.619,0.024,1.643
bus,חדרה פרברי,42105.000,4013,5.286,0.071,5.357
bus,חדרה פרברי,42109.000,4016,38.643,0.524,39.167
bus,חדרה פרברי,42112.000,4014,6.929,0.119,7.048
bus,חדרה פרברי,42133.000,4010,5.405,0.000,5.405
bus,חדרה פרברי,42160.000,3917,1.048,0.024,1.071
bus,חדרה פרברי,42170.000,3919,0.619,0.000,0.619
bus,חדרה פרברי,42173.000,4012,15.881,0.167,16.048
bus,חדרה פרברי,42175.000,4005,16.143,0.119,16.262
bus,חדרה פרברי,42197.000,4007,6.571,0.000,6.571
bus,חדרה פרברי,42198.000,4007,2.357,0.238,2.595
bus,חדרה פרברי,42204.000,4016,43.976,0.143,44.119
bus,חדרה פרברי,42205.000,4016,45.619,0.381,46.000
bus,חדרה פרברי,42206.000,4016,42.905,0.762,43.667
bus,חדרה פרברי,42218.000,4010,0.095,0.000,0.095
bus,חדרה פרברי,42220.000,4010,43.810,0.405,44.214
bus,חדרה פרברי,42250.000,4014,10.810,0.024,10.833
bus,חדרה פרברי,42270.000,3919,5.881,0.000,5.881
bus,חדרה פרברי,42271.000,3919,2.833,0.024,2.857
bus,חדרה פרברי,42274.000,4004,3.119,0.024,3.143
bus,חדרה פרברי,42276.000,4004,24.333,0.048,24.381
bus,חדרה פרברי,42426.000,3917,1.119,0.000,1.119
bus,חדרה פרברי,42430.000,4004,4.738,0.000,4.738
bus,חדרה פרברי,42505.000,3921,2.381,0.000,2.381
bus,חדרה פרברי,42510.000,4012,23.857,0.238,24.095
bus,חדרה פרברי,42519.000,4012,39.571,0.024,39.595
bus,חדרה פרברי,42520.000,4012,25.595,0.214,25.810
bus,חדרה פרברי,42529.000,3918,8.095,0.071,8.167
bus,חדרה פרברי,42530.000,3918,8.786,0.024,8.810
bus,חדרה פרברי,42531.000,3918,10.381,0.024,10.405
bus,חדרה פרברי,42533.000,3918,4.476,0.190,4.667
bus,חדרה פרברי,42534.000,3918,3.214,0.024,3.238
bus,חדרה פרברי,42535.000,3918,0.619,0.048,0.667
bus,חדרה פרברי,42558.000,4004,1.214,0.000,1.214
bus,חדרה פרברי,42559.000,4004,0.071,0.000,0.071
bus,חדרה פרברי,42560.000,4004,50.119,0.452,50.571
bus,חדרה פרברי,42561.000,4004,47.190,0.690,47.881
bus,חדרה פרברי,42562.000,4004,39.024,0.238,39.262
bus,חדרה פרברי,42576.000,3916,0.071,0.000,0.071
bus,חדרה פרברי,42616.000,4016,21.095,0.048,21.143
bus,חדרה פרברי,42617.000,4016,2.905,0.000,2.905
bus,חדרה פרברי,42623.000,4014,8.714,0.024,8.738
bus,חדרה פרברי,42626.000,4007,2.286,0.429,2.714
bus,חדרה פרברי,42724.000,4007,11.310,0.167,11.476
bus,חדרה פרברי,42726.000,4010,3.929,0.357,4.286
bus,חדרה פרברי,42819.000,4010,4.357,0.095,4.452
bus,חדרה פרברי,42820.000,4010,5.619,0.000,5.619
bus,חדרה פרברי,42920.000,4010,12.286,0.119,12.405
bus,חדרה פרברי,43031.000,1507,0.190,0.000,0.190
bus,חדרה פרברי,43032.000,1506,0.071,0.000,0.071
bus,חדרה פרברי,43129.000,4007,9.381,0.095,9.476
bus,חדרה פרברי,43130.000,4007,3.071,0.000,3.071
bus,חדרה פרברי,43131.000,4014,18.190,0.143,18.333
bus,חדרה פרברי,43133.000,4004,0.310,0.000,0.310
bus,חדרה פרברי,43200.000,4016,6.024,0.071,6.095
bus,חדרה פרברי,43204.000,3918,0.071,0.000,0.071
bus,חדרה פרברי,43206.000,4010,0.905,0.024,0.929
bus,חדרה פרברי,43216.000,4012,11.286,0.024,11.310
bus,חדרה פרברי,43217.000,4012,3.881,0.024,3.905
bus,חדרה פרברי,43220.000,4016,17.262,0.238,17.500
bus,חדרה פרברי,43222.000,4016,2.405,0.048,2.452
bus,חדרה פרברי,43223.000,4016,1.857,0.000,1.857
bus,חדרה פרברי,43226.000,4011,11.548,0.238,11.786
bus,חדרה פרברי,43227.000,4012,9.048,0.190,9.238
bus,חדרה פרברי,43228.000,4012,7.048,0.048,7.095
bus,חדרה פרברי,43229.000,4012,2.381,0.024,2.405
bus,חדרה פרברי,43231.000,4012,25.524,0.071,25.595
bus,חדרה פרברי,43232.000,4012,4.905,0.048,4.952
bus,חדרה פרברי,43241.000,4004,0.619,0.000,0.619
bus,חדרה פרברי,43242.000,4004,0.571,0.000,0.571
bus,חדרה פרברי,43243.000,4011,6.976,0.000,6.976
bus,חדרה פרברי,43244.000,4013,3.881,0.000,3.881
bus,חדרה פרברי,43245.000,4011,8.833,0.000,8.833
bus,חדרה פרברי,43283.000,4016,1.833,0.024,1.857
bus,חדרה פרברי,43284.000,4016,11.071,0.048,11.119
bus,חדרה פרברי,43285.000,4016,7.405,0.167,7.571
bus,חדרה פרברי,43357.000,4016,0.071,0.000,0.071
bus,חדרה פרברי,43359.000,4016,0.190,0.000,0.190
bus,חדרה פרברי,43361.000,4016,7.190,0.048,7.238
bus,חדרה פרברי,43362.000,4016,6.071,0.119,6.190
bus,חדרה פרברי,43363.000,4007,0.595,0.000,0.595
bus,חדרה פרברי,43364.000,4007,0.690,0.000,0.690
bus,חדרה פרברי,43366.000,4007,7.738,0.024,7.762
bus,חדרה פרברי,43367.000,4011,1.405,0.000,1.405
bus,חדרה פרברי,43368.000,4011,11.381,0.024,11.405
bus,חדרה פרברי,43369.000,4011,0.190,0.000,0.190
bus,חדרה פרברי,43370.000,4011,9.548,0.000,9.548
bus,חדרה פרברי,43371.000,4011,0.214,0.000,0.214
bus,חדרה פרברי,43372.000,4011,5.143,0.000,5.143
bus,חדרה פרברי,43373.000,4011,0.619,0.000,0.619
bus,חדרה פרברי,43374.000,4011,7.048,0.000,7.048
bus,חדרה פרברי,43375.000,4011,0.262,0.000,0.262
bus,חדרה פרברי,43376.000,4011,3.333,0.000,3.333
bus,חדרה פרברי,43377.000,4011,2.238,0.024,2.262
bus,חדרה פרברי,43378.000,4011,3.095,0.024,3.119
bus,חדרה פרברי,43379.000,4011,14.071,0.190,14.262
bus,חדרה פרברי,43380.000,4011,0.071,0.000,0.071
bus,חדרה פרברי,43381.000,4011,4.905,0.000,4.905
bus,חדרה פרברי,43382.000,4011,8.976,0.000,8.976
bus,חדרה פרברי,43383.000,4015,0.167,0.000,0.167
bus,חדרה פרברי,43384.000,4014,17.381,0.000,17.381
bus,חדרה פרברי,43385.000,4014,7.690,0.000,7.690
bus,חדרה פרברי,43386.000,4014,1.786,0.000,1.786
bus,חדרה פרברי,43387.000,4012,11.333,0.024,11.357
bus,חדרה פרברי,43388.000,4014,21.238,0.143,21.381
bus,חדרה פרברי,43389.000,4014,36.310,0.310,36.619
bus,חדרה פרברי,43390.000,4014,0.190,0.024,0.214
bus,חדרה פרברי,43391.000,4014,3.024,0.000,3.024
bus,חדרה פרברי,43392.000,4014,0.429,0.024,0.452
bus,חדרה פרברי,43393.000,4010,1.881,0.000,1.881
bus,חדרה פרברי,43394.000,4004,6.619,0.000,6.619
bus,חדרה פרברי,43395.000,4004,13.548,0.000,13.548
bus,חדרה פרברי,43396.000,4004,31.381,0.000,31.381
bus,חדרה פרברי,43397.000,4004,26.524,0.119,26.643
bus,חדרה פרברי,43398.000,4012,3.190,0.071,3.262
bus,חדרה פרברי,43460.000,4010,0.381,0.048,0.429
bus,חדרה פרברי,43461.000,4010,0.929,0.000,0.929
bus,חדרה פרברי,43462.000,4010,0.190,0.000,0.190
bus,חדרה פרברי,43466.000,4010,8.119,0.500,8.619
bus,חדרה פרברי,43536.000,4012,1.167,0.000,1.167
bus,חדרה פרברי,43537.000,4012,0.024,0.000,0.024
bus,חדרה פרברי,43538.000,4014,10.143,0.000,10.143
bus,חדרה פרברי,43548.000,4014,2.071,0.000,2.071
bus,חדרה פרברי,43552.000,4012,4.976,0.000,4.976
bus,חדרה פרברי,43553.000,4012,8.738,0.000,8.738
bus,חדרה פרברי,43555.000,4007,0.071,0.000,0.071
bus,חדרה פרברי,43881.000,4004,66.357,1.786,68.143
bus,חדרה פרברי,43882.000,4016,0.048,0.000,0.048
bus,חדרה פרברי,43896.000,3919,1.214,0.024,1.238
bus,חדרה פרברי,46021.000,4015,12.024,0.071,12.095
bus,חדרה פרברי,46030.000,4015,7.500,0.143,7.643
bus,חדרה פרברי,46052.000,3918,5.667,0.048,5.714
bus,חדרה פרברי,46053.000,3918,43.357,0.071,43.429
bus,חדרה פרברי,46095.000,3816,0.286,0.000,0.286
bus,חדרה פרברי,46097.000,3816,0.119,0.000,0.119
bus,חדרה פרברי,46098.000,3818,0.524,0.000,0.524
bus,חדרה פרברי,46103.000,3820,0.548,0.000,0.548
bus,חדרה פרברי,46104.000,3820,0.143,0.000,0.143
bus,חדרה פרברי,46105.000,3818,2.381,0.000,2.381
bus,חדרה פרברי,46142.000,4001,0.833,0.000,0.833
bus,חדרה פרברי,46144.000,4008,9.024,1.262,10.286
bus,חדרה פרברי,46170.000,3916,0.595,0.000,0.595
bus,חדרה פרברי,46171.000,3916,7.024,0.000,7.024
bus,חדרה פרברי,46172.000,3916,9.905,0.000,9.905
bus,חדרה פרברי,46173.000,3916,2.905,0.000,2.905
bus,חדרה פרברי,46174.000,3916,3.548,0.024,3.571
bus,חדרה פרברי,46184.000,2422,1.476,0.000,1.476
bus,חדרה פרברי,46185.000,2423,0.571,0.000,0.571
bus,חדרה פרברי,46186.000,4016,17.452,0.048,17.500
bus,חדרה פרברי,46187.000,4016,19.333,0.048,19.381
bus,חדרה פרברי,46188.000,4016,28.405,0.143,28.548
bus,חדרה פרברי,46189.000,4012,12.762,0.143,12.905
bus,חדרה פרברי,46191.000,4012,13.738,0.024,13.762
bus,חדרה פרברי,46192.000,4005,10.024,0.048,10.071
bus,חדרה פרברי,46194.000,4003,0.167,0.000,0.167
bus,חדרה פרברי,46196.000,3919,7.619,0.143,7.762
bus,חדרה פרברי,46230.000,4011,23.738,0.190,23.929
bus,חדרה פרברי,46816.000,3919,0.095,0.000,0.095
bus,חדרה פרברי,47107.000,4010,4.000,0.000,4.000
bus,חדרה פרברי,47108.000,4010,6.262,0.024,6.286
bus,חדרה פרברי,47112.000,4010,36.548,0.143,36.690
bus,חדרה פרברי,47113.000,4012,5.714,0.000,5.714
bus,חדרה פרברי,47114.000,4012,31.024,0.071,31.095
bus,חדרה פרברי,47115.000,4012,64.405,0.143,64.548
bus,חדרה פרברי,47116.000,4004,17.381,0.095,17.476
bus,חדרה פרברי,47129.000,3919,0.476,0.000,0.476
bus,חדרה פרברי,47130.000,3919,0.595,0.000,0.595
bus,חדרה פרברי,47131.000,3919,0.095,0.024,0.119
bus,חדרה פרברי,47132.000,3918,4.095,0.071,4.167
bus,חדרה פרברי,47133.000,3917,0.119,0.000,0.119
bus,חדרה פרברי,47136.000,3919,7.548,0.000,7.548
bus,חדרה פרברי,47137.000,3918,3.857,0.000,3.857
bus,חדרה פרברי,47150.000,4004,14.095,0.167,14.262
bus,חדרה פרברי,47175.000,4011,83.405,2.810,86.214
bus,חדרה פרברי,47186.000,3919,1.119,0.048,1.167
bus,חדרה פרברי,47187.000,3919,3.548,0.833,4.381
bus,חדרה פרברי,47201.000,4007,0.119,0.000,0.119
bus,חדרה פרברי,47264.000,3915,2.024,0.000,2.024
bus,חדרה פרברי,47270.000,3917,0.024,0.000,0.024
bus,חדרה פרברי,47307.000,4007,1.310,0.000,1.310
bus,חדרה פרברי,47308.000,4007,2.500,0.095,2.595
bus,חדרה פרברי,47315.000,3919,3.024,0.048,3.071
bus,חדרה פרברי,47317.000,3915,0.048,0.000,0.048
bus,חדרה פרברי,47318.000,3916,0.190,0.000,0.190
bus,חדרה פרברי,47319.000,3917,0.619,0.024,0.643
bus,חדרה פרברי,47321.000,3915,0.048,0.000,0.048
bus,חדרה פרברי,47323.000,4016,4.524,0.286,4.810
bus,חדרה פרברי,47324.000,4016,11.429,0.119,11.548
bus,חדרה פרברי,47325.000,4016,45.405,0.286,45.690
bus,חדרה פרברי,47326.000,4016,49.071,0.810,49.881
bus,חדרה פרברי,47337.000,4012,29.071,0.143,29.214
bus,חדרה פרברי,47338.000,4014,10.310,0.000,10.310
bus,חדרה פרברי,47341.000,3917,0.786,0.000,0.786
bus,חדרה פרברי,47345.000,3916,0.048,0.000,0.048
bus,חדרה פרברי,47349.000,4004,3.500,0.071,3.571
bus,חדרה פרברי,47350.000,4012,19.714,0.500,20.214
bus,חדרה פרברי,47351.000,4005,41.690,0.214,41.905
bus,חדרה פרברי,47353.000,4004,4.952,0.048,5.000
bus,חדרה פרברי,47355.000,3917,1.524,0.000,1.524
bus,חדרה פרברי,47363.000,4010,15.286,0.024,15.310
bus,חדרה פרברי,47364.000,4007,1.786,0.000,1.786
bus,חדרה פרברי,47375.000,4016,26.143,0.310,26.452
bus,חדרה פרברי,47377.000,4004,10.190,0.119,10.310
bus,חדרה פרברי,47381.000,4014,11.738,1.738,13.476
bus,חדרה פרברי,47383.000,3917,0.190,0.000,0.190
bus,חדרה פרברי,47384.000,4007,5.929,0.214,6.143
bus,חדרה פרברי,47386.000,4007,2.405,0.000,2.405
bus,חדרה פרברי,47393.000,4010,0.762,0.000,0.762
bus,חדרה פרברי,47394.000,4013,16.762,0.000,16.762
bus,חדרה פרברי,47397.000,4014,1.738,0.000,1.738
bus,חדרה פרברי,47400.000,4012,4.857,0.000,4.857
bus,חדרה פרברי,47406.000,4011,10.381,0.000,10.381
bus,חדרה פרברי,47412.000,4012,9.024,0.048,9.071
bus,חדרה פרברי,47418.000,4011,6.190,0.000,6.190
bus,חדרה פרברי,47498.000,1520,0.024,0.000,0.024
bus,חדרה פרברי,47564.000,2505,0.500,0.000,0.500
bus,חדרה פרברי,47566.000,4011,6.857,0.405,7.262
bus,חדרה פרברי,47723.000,3919,0.048,0.000,0.048
bus,חדרה פרברי,47830.000,4020,0.024,0.000,0.024
bus,חדרה פרברי,47907.000,4018,0.024,0.000,0.024
bus,חדרה פרברי,47918.000,4012,12.238,0.238,12.476
bus,חדרה פרברי,47919.000,4012,9.810,0.071,9.881
bus,חדרה פרברי,47939.000,2504,1.643,0.000,1.643
bus,חדרה פרברי,47941.000,3919,2.524,0.048,2.571
bus,חדרה פרברי,47947.000,3820,0.024,0.000,0.024
bus,חדרה פרברי,47953.000,3820,0.190,0.000,0.190
bus,חדרה פרברי,47988.000,4016,17.167,0.310,17.476
bus,חדרה פרברי,48008.000,3818,1.095,0.000,1.095
bus,חדרה פרברי,48009.000,3818,0.238,0.000,0.238
bus,חדרה פרברי,48032.000,3820,5.476,0.000,5.476
bus,חדרה פרברי,48053.000,3819,1.381,0.000,1.381
bus,חדרה פרברי,48111.000,3916,2.643,0.000,2.643
bus,חדרה פרברי,48112.000,3916,3.905,0.000,3.905
bus,חדרה פרברי,48113.000,3916,0.405,0.000,0.405
bus,חדרה פרברי,48115.000,3916,4.000,0.000,4.000
bus,חדרה פרברי,48116.000,3916,0.143,0.000,0.143
bus,חדרה פרברי,48117.000,3916,2.738,0.000,2.738
bus,חדרה פרברי,48118.000,3916,2.952,0.024,2.976
bus,חדרה פרברי,48119.000,3916,1.214,0.000,1.214
bus,חדרה פרברי,48121.000,3916,1.357,0.000,1.357
bus,חדרה פרברי,48122.000,3916,0.619,0.000,0.619
bus,חדרה פרברי,48123.000,3916,2.476,0.000,2.476
bus,חדרה פרברי,48124.000,3916,0.071,0.000,0.071
bus,חדרה פרברי,48125.000,3916,2.357,0.000,2.357
bus,חדרה פרברי,48126.000,3916,18.214,0.071,18.286
bus,חדרה פרברי,48127.000,3916,0.119,0.000,0.119
bus,חדרה פרברי,48128.000,3916,2.762,0.000,2.762
bus,חדרה פרברי,48129.000,3916,0.333,0.000,0.333
bus,חדרה פרברי,48131.000,3916,0.119,0.000,0.119
bus,חדרה פרברי,48132.000,3916,0.048,0.000,0.048
bus,חדרה פרברי,48133.000,3916,8.643,0.000,8.643
bus,חדרה פרברי,48134.000,3916,0.071,0.000,0.071
bus,חדרה פרברי,48135.000,3916,6.190,0.024,6.214
bus,חדרה פרברי,48136.000,3916,10.857,0.000,10.857
bus,חדרה פרברי,48137.000,3916,0.500,0.000,0.500
bus,חדרה פרברי,48140.000,4016,0.119,0.000,0.119
bus,חדרה פרברי,49976.000,4012,13.048,0.190,13.238
bus,חדרה פרברי,49977.000,4012,8.762,0.143,8.905
bus,חדרה פרברי,49978.000,4012,4.024,0.071,4.095
bus,חדרה פרברי,49979.000,4012,10.976,0.190,11.167
bus,חדרה פרברי,49980.000,4012,49.214,0.071,49.286
bus,חדרה פרברי,49981.000,4012,43.024,0.381,43.405
bus,חדרה פרברי,49982.000,4012,57.762,0.190,57.952
bus,חדרה פרברי,49983.000,4012,32.214,0.452,32.667
bus,חדרה-נתניה,20001.000,3213,0.262,0.000,0.262
bus,חדרה-נתניה,26583.000,1517,0.024,0.000,0.024
bus,חדרה-נתניה,28627.000,3921,0.024,0.024,0.048
bus,חדרה-נתניה,30763.000,3512,0.024,0.000,0.024
bus,חדרה-נתניה,31915.000,3617,0.048,0.000,0.048
bus,חדרה-נתניה,34063.000,2208,0.024,0.000,0.024
bus,חדרה-נתניה,39744.000,3912,0.048,0.024,0.071
bus,חדרה-נתניה,39769.000,3918,0.381,0.000,0.381
bus,חדרה-נתניה,40003.000,3922,0.619,0.000,0.619
bus,חדרה-נתניה,40005.000,3908,0.048,0.000,0.048
bus,חדרה-נתניה,40007.000,3913,0.048,0.048,0.095
bus,חדרה-נתניה,40008.000,4007,5.738,1.357,7.095
bus,חדרה-נתניה,40009.000,4010,5.571,0.000,5.571
bus,חדרה-נתניה,40010.000,2425,4.571,0.000,4.571
bus,חדרה-נתניה,40011.000,2418,0.714,0.000,0.714
bus,חדרה-נתניה,40012.000,4007,10.690,1.048,11.738
bus,חדרה-נתניה,40014.000,3825,0.071,0.000,0.071
bus,חדרה-נתניה,40016.000,4008,1.048,0.024,1.071
bus,חדרה-נתניה,40017.000,4007,7.500,0.048,7.548
bus,חדרה-נתניה,40018.000,2411,0.143,0.000,0.143
bus,חדרה-נתניה,40019.000,4008,5.476,1.119,6.595
bus,חדרה-נתניה,40022.000,2409,0.286,0.000,0.286
bus,חדרה-נתניה,40023.000,4008,1.333,0.024,1.357
bus,חדרה-נתניה,40024.000,4010,4.476,0.024,4.500
bus,חדרה-נתניה,40025.000,4010,3.381,0.095,3.476
bus,חדרה-נתניה,40027.000,3912,7.595,0.000,7.595
bus,חדרה-נתניה,40029.000,4010,2.548,0.000,2.548
bus,חדרה-נתניה,40038.000,2411,0.119,0.024,0.143
bus,חדרה-נתניה,40039.000,2411,0.048,0.000,0.048
bus,חדרה-נתניה,40040.000,3913,0.190,0.000,0.190
bus,חדרה-נתניה,40041.000,3922,0.024,0.000,0.024
bus,חדרה-נתניה,40042.000,3913,0.214,0.024,0.238
bus,חדרה-נתניה,40045.000,4007,0.905,0.214,1.119
bus,חדרה-נתניה,40047.000,2417,0.881,0.000,0.881
bus,חדרה-נתניה,40049.000,3914,0.238,0.000,0.238
bus,חדרה-נתניה,40051.000,2427,0.357,0.000,0.357
bus,חדרה-נתניה,40053.000,4010,22.429,1.214,23.643
bus,חדרה-נתניה,40058.000,2411,0.286,0.000,0.286
bus,חדרה-נתניה,40059.000,4007,1.071,0.000,1.071
bus,חדרה-נתניה,40060.000,4007,3.881,0.310,4.190
bus,חדרה-נתניה,40067.000,3913,2.643,0.000,2.643
bus,חדרה-נתניה,40068.000,3913,0.071,0.000,0.071
bus,חדרה-נתניה,40071.000,4007,0.357,0.071,0.429
bus,חדרה-נתניה,40072.000,3913,0.476,0.000,0.476
bus,חדרה-נתניה,40073.000,4007,1.286,0.024,1.310
bus,חדרה-נתניה,40076.000,3913,1.238,0.000,1.238
bus,חדרה-נתניה,40078.000,4010,5.214,0.405,5.619
bus,חדרה-נתניה,40079.000,4010,17.738,0.619,18.357
bus,חדרה-נתניה,40082.000,4007,4.476,0.310,4.786
bus,חדרה-נתניה,40091.000,2505,1.238,0.000,1.238
bus,חדרה-נתניה,40092.000,4010,28.214,0.619,28.833
bus,חדרה-נתניה,40095.000,4015,37.524,3.000,40.524
bus,חדרה-נתניה,40096.000,4013,0.119,0.000,0.119
bus,חדרה-נתניה,40097.000,3921,2.119,0.190,2.310
bus,חדרה-נתניה,40100.000,3912,2.476,0.214,2.690
bus,חדרה-נתניה,40101.000,3906,9.667,0.024,9.690
bus,חדרה-נתניה,40102.000,3911,2.571,0.000,2.571
bus,חדרה-נתניה,40104.000,4015,1.310,0.238,1.548
bus,חדרה-נתניה,40105.000,2504,0.429,0.000,0.429
bus,חדרה-נתניה,40107.000,2409,0.571,0.000,0.571
bus,חדרה-נתניה,40108.000,2507,3.619,0.000,3.619
bus,חדרה-נתניה,40113.000,2506,0.405,0.000,0.405
bus,חדרה-נתניה,40116.000,4015,24.619,0.762,25.381
bus,חדרה-נתניה,40117.000,4007,4.643,0.238,4.881
bus,חדרה-נתניה,40118.000,3911,26.833,0.071,26.905
bus,חדרה-נתניה,40120.000,3911,24.571,0.310,24.881
bus,חדרה-נתניה,40121.000,2411,0.667,0.000,0.667
bus,חדרה-נתניה,40124.000,2425,5.952,0.000,5.952
bus,חדרה-נתניה,40125.000,2411,1.881,0.000,1.881
bus,חדרה-נתניה,40128.000,2419,0.619,0.000,0.619
bus,חדרה-נתניה,40133.000,3911,5.500,0.214,5.714
bus,חדרה-נתניה,40135.000,4014,0.524,0.024,0.548
bus,חדרה-נתניה,40143.000,3910,2.405,0.000,2.405
bus,חדרה-נתניה,40144.000,4015,16.976,0.310,17.286
bus,חדרה-נתניה,40146.000,3911,12.476,0.214,12.690
bus,חדרה-נתניה,40147.000,4015,24.905,1.762,26.667
bus,חדרה-נתניה,40148.000,3911,1.238,0.000,1.238
bus,חדרה-נתניה,40153.000,3910,1.619,0.000,1.619
bus,חדרה-נתניה,40159.000,3911,53.690,1.690,55.381
bus,חדרה-נתניה,40160.000,3911,20.881,0.143,21.024
bus,חדרה-נתניה,40161.000,3921,2.429,0.214,2.643
bus,חדרה-נתניה,40163.000,3911,33.405,0.095,33.500
bus,חדרה-נתניה,40166.000,3912,8.833,0.310,9.143
bus,חדרה-נתניה,40171.000,3911,12.833,0.214,13.048
bus,חדרה-נתניה,40172.000,3911,16.429,0.357,16.786
bus,חדרה-נתניה,40174.000,3921,0.643,0.048,0.690
bus,חדרה-נתניה,40175.000,3921,4.024,1.524,5.548
bus,חדרה-נתניה,40177.000,3910,0.381,0.000,0.381
bus,חדרה-נתניה,40179.000,4014,6.833,0.119,6.952
bus,חדרה-נתניה,40180.000,4015,51.643,5.429,57.071
bus,חדרה-נתניה,40181.000,4015,41.786,6.119,47.905
bus,חדרה-נתניה,40187.000,2419,0.143,0.000,0.143
bus,חדרה-נתניה,40188.000,3912,24.190,0.143,24.333
bus,חדרה-נתניה,40189.000,3912,20.548,0.071,20.619
bus,חדרה-נתניה,40191.000,3912,5.095,0.000,5.095
bus,חדרה-נתניה,40192.000,3912,29.619,1.405,31.024
bus,חדרה-נתניה,40193.000,3911,4.405,0.024,4.429
bus,חדרה-נתניה,40196.000,3910,0.238,0.000,0.238
bus,חדרה-נתניה,40197.000,4015,14.357,1.238,15.595
bus,חדרה-נתניה,40199.000,3910,0.095,0.000,0.095
bus,חדרה-נתניה,40200.000,4015,40.262,2.952,43.214
bus,חדרה-נתניה,40202.000,4015,40.405,2.214,42.619
bus,חדרה-נתניה,40203.000,4014,0.429,0.000,0.429
bus,חדרה-נתניה,40205.000,3910,2.405,0.000,2.405
bus,חדרה-נתניה,40207.000,4015,1.262,0.048,1.310
bus,חדרה-נתניה,40209.000,3912,16.357,0.024,16.381
bus,חדרה-נתניה,40211.000,3912,13.738,0.048,13.786
bus,חדרה-נתניה,40214.000,4015,43.690,1.310,45.000
bus,חדרה-נתניה,40215.000,2419,0.500,0.000,0.500
bus,חדרה-נתניה,40216.000,3912,10.000,0.119,10.119
bus,חדרה-נתניה,40219.000,3912,4.786,0.000,4.786
bus,חדרה-נתניה,40221.000,3911,16.500,0.214,16.714
bus,חדרה-נתניה,40222.000,4002,0.286,0.000,0.286
bus,חדרה-נתניה,40224.000,3911,7.071,0.381,7.452
bus,חדרה-נתניה,40227.000,4015,54.262,2.238,56.500
bus,חדרה-נתניה,40228.000,3911,10.929,2.048,12.976
bus,חדרה-נתניה,40230.000,3912,12.524,0.190,12.714
bus,חדרה-נתניה,40231.000,4021,3.167,0.000,3.167
bus,חדרה-נתניה,40232.000,4012,7.143,0.000,7.143
bus,חדרה-נתניה,40234.000,4021,0.333,0.024,0.357
bus,חדרה-נתניה,40235.000,2507,0.048,0.000,0.048
bus,חדרה-נתניה,40240.000,3908,4.167,0.262,4.429
bus,חדרה-נתניה,40241.000,3908,2.667,0.286,2.952
bus,חדרה-נתניה,40243.000,3906,0.238,0.024,0.262
bus,חדרה-נתניה,40244.000,3908,0.071,0.000,0.071
bus,חדרה-נתניה,40246.000,4011,7.881,0.119,8.000
bus,חדרה-נתניה,40247.000,4011,5.619,0.048,5.667
bus,חדרה-נתניה,40249.000,3906,0.524,0.071,0.595
bus,חדרה-נתניה,40251.000,3907,4.286,0.548,4.833
bus,חדרה-נתניה,40252.000,4011,6.595,0.333,6.929
bus,חדרה-נתניה,40253.000,2506,0.048,0.000,0.048
bus,חדרה-נתניה,40254.000,2507,0.357,0.048,0.405
bus,חדרה-נתניה,40255.000,4011,10.095,0.238,10.333
bus,חדרה-נתניה,40258.000,3906,14.667,0.000,14.667
bus,חדרה-נתניה,40260.000,3906,12.714,0.000,12.714
bus,חדרה-נתניה,40262.000,4005,2.119,0.000,2.119
bus,חדרה-נתניה,40267.000,2503,1.024,0.310,1.333
bus,חדרה-נתניה,40269.000,3906,8.500,0.119,8.619
bus,חדרה-נתניה,40272.000,3906,0.500,0.000,0.500
bus,חדרה-נתניה,40275.000,4005,1.071,0.000,1.071
bus,חדרה-נתניה,40276.000,3921,0.214,0.024,0.238
bus,חדרה-נתניה,40279.000,3906,1.167,0.000,1.167
bus,חדרה-נתניה,40280.000,4005,0.548,0.024,0.571
bus,חדרה-נתניה,40281.000,4005,0.357,0.024,0.381
bus,חדרה-נתניה,40284.000,3921,0.071,0.000,0.071
