StopCode,Lat,Long,TAZ
47459,32.823940,35.079590,612.000000
17036,32.514374,34.949898,3907.000000
51661,32.706703,35.172600,2208.000000
41751,32.784176,35.003952,1710.000000
47037,32.689812,35.042400,2303.000000
58687,32.880741,35.405479,3508.000000
56824,32.708813,35.502125,3527.000000
41073,32.799004,34.997231,1632.000000
42828,32.803715,34.987473,1608.000000
42368,32.804440,34.987499,1608.000000
41418,32.836639,35.089153,705.000000
52567,32.898903,35.091946,227.000000
58107,32.779823,35.516850,3521.000000
58118,32.797241,35.527306,3514.000000
47491,32.797722,35.017601,1726.000000
41042,32.815575,34.962315,1513.000000
43354,32.466225,35.039928,3826.000000
58890,32.476643,35.421394,3712.000000
56739,32.698654,35.312180,2010.000000
55044,32.706913,35.320732,2003.000000
59642,32.710594,35.143215,2201.000000
55264,32.651836,35.291862,2107.000000
40897,32.772041,34.963028,2420.000000
41172,32.778397,34.998074,1621.000000
42947,32.825386,34.969513,1602.000000
50699,32.908306,35.293999,327.000000
53712,32.941929,35.079632,219.000000
46964,32.699139,35.056801,2305.000000
51243,32.636688,35.080505,2221.000000
59818,32.864697,35.253517,306.000000
52362,33.020962,35.096752,111.000000
57053,32.787334,35.539661,3516.000000
59049,32.785076,35.497631,3520.000000
47377,32.428761,34.945042,4004.000000
40804,32.561161,34.958176,2505.000000
50142,33.005562,35.100361,105.000000
41533,32.792542,35.035000,1219.000000
58864,32.614262,35.306374,3614.000000
42667,32.845650,35.091103,704.000000
42918,32.792107,35.017929,1705.000000
51145,32.689690,35.310104,2011.000000
47507,32.858204,35.091331,601.000000
46931,32.699925,35.109116,2206.000000
40784,32.444294,34.928745,4011.000000
41991,32.799648,34.989658,1608.000000
55131,32.682850,35.240009,2106.000000
47493,32.805824,35.008999,1311.000000
57123,32.796257,35.526577,3514.000000
42571,32.788975,35.007881,1711.000000
43032,32.825169,34.983936,1506.000000
43712,32.749287,35.069599,1105.000000
17111,32.514866,35.488316,3709.000000
53926,32.704361,35.300114,1929.000000
43190,32.812695,34.996128,1416.000000
41360,32.808178,35.119427,907.000000
53030,32.913441,35.542515,3216.000000
52145,32.921963,35.305004,320.000000
41562,32.821949,34.964870,1511.000000
17018,32.438232,34.899372,4010.000000
58138,32.784184,35.507824,3520.000000
43023,32.711597,35.130215,2205.000000
41032,32.802155,34.984333,1630.000000
41433,32.860676,35.098709,702.000000
41021,32.811089,34.958813,1514.000000
42814,32.807487,34.967075,1607.000000
43719,32.775234,35.042023,1816.000000
41208,32.783581,35.014988,1742.000000
41323,32.818691,35.075184,806.000000
40179,32.434277,34.920975,4014.000000
47392,32.788979,35.008156,1711.000000
51404,32.967487,35.550278,3215.000000
52256,32.662365,35.105076,2210.000000
40537,32.466053,35.045807,3825.000000
43499,32.455074,35.056103,3828.000000
43711,32.748577,35.069721,1105.000000
51157,32.693768,35.320057,2007.000000
50565,33.015308,35.276127,3413.000000
17110,32.681137,35.126068,2209.000000
42933,32.502209,34.914967,3914.000000
53960,32.694340,35.310463,2009.000000
56527,32.990673,35.084682,118.000000
50093,33.005585,35.097466,106.000000
50234,33.020096,35.108105,104.000000
52700,32.907291,35.088528,218.000000
47461,32.828140,35.080051,612.000000
47454,32.859161,35.090279,601.000000
43264,32.767345,34.968113,2402.000000
43659,32.750412,34.966228,2413.000000
40852,32.764297,34.961792,2408.000000
50778,32.921791,35.309910,320.000000
41201,32.782368,35.011055,1716.000000
41548,32.705048,35.120960,2205.000000
41550,32.712620,35.125462,2204.000000
40679,32.531879,35.149574,3805.000000
17115,32.924118,35.297272,326.000000
53497,32.996231,35.681702,3107.000000
51437,33.209690,35.568150,3207.000000
43064,32.776279,35.040665,1816.000000
41511,32.761913,35.018112,1624.000000
52497,32.704731,35.591423,3530.000000
41988,32.770729,35.007149,1625.000000
58164,32.866680,35.426525,3504.000000
42131,32.682976,34.939007,2410.000000
53025,32.907158,35.520931,3321.000000
51589,32.675854,35.220493,2112.000000
46906,32.541485,35.156067,3802.000000
50028,32.994213,35.091507,117.000000
50049,33.009148,35.093327,106.000000
52086,32.849701,35.203392,403.000000
41701,32.787921,35.000205,1710.000000
17020,32.793652,34.957600,1517.000000
42734,32.818432,35.055218,1207.000000
47809,32.569763,34.934032,2503.000000
43009,32.793388,35.034657,1219.000000
56664,33.048916,35.102753,102.000000
42998,32.767002,35.011520,1623.000000
47530,32.809663,34.998901,1408.000000
47630,32.828266,35.081371,709.000000
43053,32.818172,35.078255,806.000000
54133,32.780987,35.433514,3512.000000
42109,32.442453,34.887025,4016.000000
17104,32.485332,34.953785,3921.000000
55115,32.612076,35.287876,3615.000000
59618,32.708225,35.173962,2208.000000
47525,32.802238,35.013878,1311.000000
58002,32.969746,35.497150,3314.000000
41076,32.801975,34.993694,1631.000000
41207,32.783443,35.015076,1739.000000
42504,32.791225,34.964672,1518.000000
41546,32.753551,34.969765,2407.000000
47527,32.803376,35.010891,1311.000000
17010,32.809258,35.055244,1208.000000
51363,32.977978,35.542706,3213.000000
42357,32.800884,35.105831,908.000000
41031,32.797276,34.984169,1630.000000
42659,32.793900,34.958435,1517.000000
47462,32.835831,35.084469,605.000000
41010,32.792015,34.986259,1611.000000
40147,32.439949,34.919041,4015.000000
49983,32.430393,34.925137,4012.000000
42867,32.812107,34.997269,1416.000000
43112,32.758846,35.021992,1624.000000
42678,32.808613,34.960468,1514.000000
55324,32.625408,35.322334,3610.000000
51070,32.958370,35.492943,3313.000000
55345,32.603085,35.278240,3619.000000
43137,32.746696,35.078476,1105.000000
52656,32.666698,35.107937,2210.000000
43496,32.459152,35.054600,3827.000000
40832,32.627831,34.957447,2427.000000
53560,32.702435,35.135109,2209.000000
43654,32.754246,34.964775,2426.000000
42476,32.759499,34.978394,2406.000000
55256,32.707851,35.333279,2003.000000
42658,32.793549,34.958515,1517.000000
53355,32.903389,35.289429,330.000000
42053,32.781677,34.989758,1641.000000
54175,32.708057,35.323757,2003.000000
55969,32.925838,35.086334,216.000000
55339,32.519760,35.426308,3620.000000
58167,32.968529,35.549194,3215.000000
53502,32.637589,35.084949,2221.000000
43292,32.463142,35.048935,3825.000000
43328,32.457718,35.041664,3826.000000
50046,33.007477,35.092957,106.000000
57221,32.783501,35.529846,3519.000000
57120,32.792747,35.534908,3515.000000
58121,32.792725,35.534653,3517.000000
47576,32.818657,34.999981,1312.000000
40820,32.515224,34.950081,3907.000000
50200,32.773323,35.280102,2101.000000
41074,32.799965,34.994896,1631.000000
17038,32.832001,34.980804,1502.000000
51118,32.723339,35.332165,2005.000000
51440,33.198517,35.569393,3208.000000
46216,32.793163,34.957653,1517.000000
53408,32.980732,35.556210,3213.000000
47490,32.798714,35.017876,1726.000000
43091,32.803371,34.986694,1608.000000
47481,32.817860,35.077854,806.000000
47220,32.827446,34.983665,1505.000000
42229,32.790867,34.962399,1518.000000
43117,32.810516,35.004711,1309.000000
42737,32.817383,35.049786,1207.000000
54129,32.889404,35.409771,3506.000000
47578,32.800182,35.013775,1311.000000
40475,32.463417,35.038303,3826.000000
41630,32.808376,34.992432,1412.000000
47203,32.818146,35.000278,1312.000000
51569,32.906548,35.168568,205.000000
50592,32.910595,35.280941,328.000000
51164,32.693459,35.305912,2011.000000
51664,32.983616,35.443447,3309.000000
17066,32.514923,35.488632,3709.000000
47510,32.856033,35.079193,504.000000
47222,32.804909,35.003193,1410.000000
41864,32.819630,34.958767,1513.000000
43060,32.811249,35.104279,903.000000
41466,32.719231,35.063923,2301.000000
40651,32.461243,35.048286,3825.000000
55434,32.674610,35.240276,2108.000000
55463,32.692547,35.310524,2009.000000
57913,33.149097,35.724316,3105.000000
42682,32.759560,34.972748,2406.000000
53084,32.708755,35.157940,2201.000000
56516,33.014416,35.108116,112.000000
50111,33.023483,35.097115,111.000000
56992,32.934341,35.081852,203.000000
47335,32.859451,35.089954,601.000000
51238,32.964748,35.505680,3311.000000
47720,32.845623,35.082817,603.000000
40964,32.784622,34.963230,1524.000000
51152,32.690529,35.312973,2011.000000
40978,32.786083,34.988621,1615.000000
17123,32.793079,35.035374,1219.000000
41859,32.785881,34.995228,1618.000000
41537,32.712029,35.108334,2207.000000
40921,32.717255,35.125710,2204.000000
54386,32.799274,35.687737,3111.000000
54410,32.813091,35.656582,3111.000000
40339,32.573761,34.952103,2503.000000
51410,32.973606,35.556076,3215.000000
54134,32.780777,35.435081,3512.000000
40469,32.467533,35.038261,3826.000000
53737,32.768356,35.293087,2006.000000
51459,33.125114,35.570423,3302.000000
50458,32.709053,35.141884,2209.000000
52467,32.808743,35.365597,1938.000000
51248,32.996109,35.264519,3421.000000
50040,33.006386,35.092731,106.000000
54193,32.924103,35.077850,225.000000
57180,32.786587,35.539093,3516.000000
40752,32.428303,34.887287,4016.000000
42723,32.817146,34.995705,1306.000000
40269,32.522048,34.938156,3906.000000
41976,32.469322,34.992607,3916.000000
41970,32.755535,34.969772,2407.000000
55498,32.635704,35.064240,2213.000000
42565,32.857838,35.093979,601.000000
54251,32.771502,35.392374,3523.000000
43209,32.812592,34.989838,1403.000000
41105,32.812340,34.990211,1406.000000
47476,32.840927,35.068615,801.000000
40565,32.433620,34.885754,4016.000000
41196,32.782364,35.008183,1711.000000
41197,32.782070,35.009693,1716.000000
41540,32.820946,34.996811,1312.000000
55043,32.606213,35.286800,3618.000000
41183,32.775387,35.010487,1715.000000
47536,32.805721,35.056290,1210.000000
55417,32.656559,35.292400,2107.000000
58507,33.004738,35.107285,105.000000
47218,32.824436,34.984241,1506.000000
40333,32.417004,34.951496,4004.000000
55427,32.487359,35.503036,3704.000000
17102,32.830471,34.982178,1503.000000
40270,32.800701,35.014397,1311.000000
57664,32.928616,35.082508,216.000000
58105,32.779770,35.515423,3521.000000
41054,32.819931,34.961224,1513.000000
59897,32.973560,35.095173,108.000000
54436,33.008961,35.682060,3108.000000
55577,32.671822,35.243694,2108.000000
53114,33.005852,35.683281,3108.000000
42587,32.707935,35.116234,2206.000000
52247,32.843510,35.792599,3110.000000
41687,32.719395,35.129333,2204.000000
47534,32.793705,34.961067,1517.000000
52757,32.919533,35.301186,324.000000
53335,32.650452,35.098904,2214.000000
50090,33.017681,35.096455,111.000000
53901,32.699852,35.296421,1928.000000
57114,32.780094,35.502537,3522.000000
57181,32.790703,35.532955,3516.000000
47501,32.806797,35.115730,906.000000
41357,32.813141,35.113586,902.000000
17072,32.514381,34.949886,3907.000000
46201,32.680584,34.931145,2410.000000
53392,32.994228,35.690060,3107.000000
43092,32.808189,35.001659,1408.000000
41072,32.813995,34.980377,1603.000000
40019,32.451237,34.898159,4008.000000
52617,32.662312,35.233471,2112.000000
40575,32.462547,34.991577,4002.000000
42760,32.805725,34.969769,1607.000000
53344,32.755974,35.096298,1104.000000
57070,32.702309,35.586868,3530.000000
52590,32.477364,35.498096,3710.000000
47482,32.815514,35.074615,809.000000
47221,32.802696,35.008881,1722.000000
41164,32.814491,34.993408,1305.000000
53602,32.498150,35.504875,3704.000000
54050,32.718029,35.337704,2001.000000
55253,32.616627,35.289139,3615.000000
50020,32.990688,35.090687,117.000000
41264,32.798042,35.008823,1729.000000
47410,32.830677,34.968464,1510.000000
53299,33.222698,35.622871,3203.000000
47484,32.810974,35.070286,1203.000000
41171,32.777485,34.999405,1619.000000
55231,32.679234,35.239079,2105.000000
42206,32.439617,34.887783,4016.000000
41161,32.832104,34.981407,1502.000000
47480,32.817310,35.077114,809.000000
55139,32.923813,35.297791,326.000000
53082,32.986588,35.709015,3107.000000
42624,32.592804,34.942917,2422.000000
59298,32.982620,35.329414,3408.000000
40823,32.526779,34.945538,3904.000000
56933,32.682705,35.202599,2112.000000
53430,32.651871,35.098808,2214.000000
58410,32.869511,35.205128,411.000000
43490,32.460712,35.054249,3827.000000
55269,32.555264,35.304111,3624.000000
59895,33.025303,35.276791,3412.000000
59292,33.005669,35.281742,3415.000000
55648,32.695301,35.306465,2009.000000
59535,33.020393,35.280968,3413.000000
43665,32.754871,34.968208,2426.000000
53742,32.987698,35.442715,3309.000000
50031,33.002644,35.091770,116.000000
41406,32.833302,35.073112,609.000000
51253,32.971191,35.505543,3310.000000
41404,32.829914,35.074638,610.000000
54252,32.911266,35.278809,332.000000
55045,32.701462,35.312908,2002.000000
53482,32.927448,35.324181,320.000000
53095,32.917912,35.295895,326.000000
43717,32.771309,35.047703,1809.000000
43402,32.785389,34.970291,1519.000000
47939,32.570061,34.963055,2504.000000
47468,32.855385,35.094055,601.000000
41882,32.734005,35.043839,2301.000000
54223,32.654610,35.104523,2215.000000
46134,32.405312,35.020679,4021.000000
54247,32.772499,35.407021,3523.000000
54053,32.745052,35.338074,1903.000000
43497,32.457279,35.055817,3828.000000
43517,32.455414,35.048054,3828.000000
51699,32.952427,35.541107,3216.000000
56852,33.026035,35.274113,3412.000000
50511,33.014065,35.267262,3417.000000
58563,32.860493,35.310616,3009.000000
50874,32.705936,35.303280,1909.000000
59042,32.741102,35.539478,3526.000000
43775,32.795128,35.036209,1212.000000
42249,32.839050,35.081760,603.000000
43048,32.803550,35.089942,904.000000
40212,32.435307,34.923687,4015.000000
52560,32.935852,35.077038,203.000000
52965,32.961226,35.154063,231.000000
41497,32.512211,35.145846,3811.000000
56801,32.692169,35.399487,3601.000000
47537,32.805962,35.056606,1210.000000
42939,32.818897,34.976055,1601.000000
46217,32.805840,34.957294,1520.000000
54077,32.754546,35.343984,1916.000000
54244,32.786205,35.494427,3513.000000
47485,32.809952,35.070648,1203.000000
41574,32.813370,34.994514,1305.000000
59560,32.604061,35.285332,3618.000000
56257,32.847263,35.104351,716.000000
43387,32.427338,34.922970,4012.000000
46112,32.524036,35.159668,3806.000000
42495,32.792927,35.008163,1708.000000
40662,32.471378,35.040417,3823.000000
51209,32.968544,35.503536,3311.000000
51394,32.860065,35.338898,3002.000000
41422,32.840240,35.089111,705.000000
42336,32.807194,34.979763,1605.000000
54249,32.773647,35.405891,3512.000000
41886,32.782314,35.013721,1716.000000
47119,32.518085,34.939831,3906.000000
43899,32.470894,35.038666,3825.000000
47329,32.808720,35.054977,1208.000000
56261,32.850269,35.105068,716.000000
41157,32.831654,34.985188,1502.000000
40558,32.463329,35.049057,3825.000000
41737,32.396397,35.039001,4021.000000
52616,32.695889,35.204983,2112.000000
51639,32.767601,35.310242,2006.000000
42676,32.770241,35.031544,1805.000000
52399,32.761616,35.410763,3523.000000
47009,32.728668,35.054066,2301.000000
54266,32.726799,35.320492,1921.000000
40496,32.463898,35.043362,3825.000000
50058,32.989017,35.094055,118.000000
56460,33.006184,35.097775,106.000000
56820,32.688774,35.293152,1927.000000
43054,32.807331,35.073647,905.000000
58067,32.786755,35.541183,3516.000000
58128,32.792435,35.520573,3517.000000
41946,32.731075,35.144978,2203.000000
41758,32.827259,34.961071,1510.000000
52174,32.609261,35.292934,3617.000000
50601,32.684971,35.236469,2106.000000
41067,32.800522,34.994759,1631.000000
43100,32.785236,34.984463,1616.000000
52804,32.826275,35.787086,3110.000000
41689,32.791046,34.986553,1611.000000
41371,32.808186,35.119190,907.000000
55202,32.491650,35.497482,3708.000000
40554,32.721664,35.114422,2207.000000
43715,32.766979,35.051727,1803.000000
52581,32.977211,35.093769,108.000000
47447,32.812641,35.104912,903.000000
40543,32.815598,35.074890,809.000000
41522,32.754456,35.072681,1105.000000
41234,32.798145,35.014297,1702.000000
40521,32.475113,34.973934,3917.000000
55268,32.558048,35.305290,3624.000000
57064,32.720753,35.569626,3524.000000
42221,32.783134,34.993385,1619.000000
53809,32.685379,35.276993,1933.000000
52156,32.685188,35.276653,1933.000000
52723,32.704556,35.411915,3523.000000
56733,32.686245,35.419628,3528.000000
59597,32.654602,35.104988,2215.000000
51658,32.708805,35.153561,2201.000000
40847,32.702354,34.968880,2419.000000
54390,32.802258,35.687775,3111.000000
40880,32.708733,35.136005,2209.000000
53522,32.760773,35.147343,2217.000000
53318,32.935818,35.077042,203.000000
53713,32.942722,35.080433,219.000000
47458,32.821606,35.079037,806.000000
51332,32.955864,35.530785,3319.000000
57679,32.963379,35.482368,3315.000000
43656,32.752586,34.965519,2413.000000
47039,32.706100,35.114861,2206.000000
55814,32.511738,35.502232,3705.000000
59662,32.732109,35.142544,2203.000000
40909,32.712406,35.118916,2205.000000
41232,32.797482,35.007416,1704.000000
55137,32.923912,35.298290,326.000000
55592,32.684433,35.235264,2105.000000
55450,32.683781,35.238960,2106.000000
51455,33.168915,35.570000,3209.000000
55111,32.697624,35.315132,2007.000000
53658,33.015705,35.676041,3108.000000
51849,32.682404,35.238216,2106.000000
57280,32.785275,35.516409,3520.000000
17058,32.792900,35.035252,1219.000000
42900,32.789024,35.013428,1738.000000
17032,32.830353,34.982220,1503.000000
41836,32.809280,34.961494,1514.000000
42932,32.505348,34.914558,3911.000000
47567,32.817455,35.001678,1313.000000
52258,32.658920,35.106869,2215.000000
55207,32.693039,35.317806,2007.000000
58910,32.614609,35.308788,3614.000000
54267,32.764702,35.375099,1914.000000
55021,32.615549,35.329840,3609.000000
53394,32.926125,35.078873,224.000000
53237,32.651695,35.098343,2214.000000
41331,32.828594,35.062714,804.000000
55210,32.610382,35.288418,3617.000000
50193,32.839870,35.258694,310.000000
41647,32.790051,35.011616,1738.000000
42361,32.794922,34.995289,1613.000000
47181,32.830799,34.982777,1503.000000
55645,32.683765,35.232113,2105.000000
41135,32.809830,34.996681,1407.000000
41430,32.860264,35.100765,702.000000
51703,32.792358,35.177094,423.000000
40110,32.434505,34.912712,4014.000000
41230,32.794895,35.006577,1708.000000
42556,32.845200,35.091354,704.000000
42762,32.822598,35.067505,807.000000
56452,32.852432,35.196678,414.000000
40927,32.722317,35.130386,2204.000000
54865,32.675560,35.222713,2112.000000
43323,32.457550,35.043350,3826.000000
58792,32.787483,35.439442,3512.000000
54643,32.935722,35.338791,317.000000
55263,32.652271,35.292225,2107.000000
52798,32.779369,35.712009,3110.000000
42833,32.804317,35.011452,1311.000000
41552,32.706200,35.122601,2205.000000
47007,32.725288,35.057961,2301.000000
42065,32.714077,35.068974,2307.000000
42235,32.454990,35.057140,3830.000000
57989,32.799942,35.522255,3514.000000
43058,32.805401,35.102715,903.000000
47503,32.811558,35.114616,906.000000
52654,33.201965,35.575317,3208.000000
40403,32.421211,34.956459,4004.000000
55419,32.706001,35.301620,1929.000000
53714,32.921150,35.303761,303.000000
41284,32.812866,35.001122,1417.000000
41623,32.710621,35.121704,2205.000000
47323,32.443993,34.889240,4016.000000
42013,32.810417,35.116783,907.000000
40017,32.446297,34.897625,4007.000000
47483,32.815720,35.074997,809.000000
11350,32.718655,35.305237,1922.000000
52582,32.699951,35.207127,2112.000000
57090,33.027499,35.400728,3304.000000
40646,32.432678,35.016273,4002.000000
40116,32.439289,34.914288,4015.000000
41794,32.476791,34.981159,3919.000000
47965,32.792964,35.116722,1101.000000
41102,32.816097,34.980942,1634.000000
53410,32.952770,35.202644,240.000000
42099,32.785709,35.002193,1618.000000
40907,32.712128,35.117313,2205.000000
52503,33.221321,35.573864,3206.000000
52400,32.771633,35.407158,3523.000000
43305,32.463650,35.042374,3825.000000
48096,32.487019,34.912514,3914.000000
54173,32.778439,35.243874,1005.000000
59657,32.754242,35.149673,2217.000000
41960,32.761776,34.967354,2404.000000
50198,33.012001,35.105385,112.000000
53961,32.704689,35.308147,1909.000000
51311,32.963734,35.513668,3317.000000
50299,33.074364,35.142643,101.000000
53611,32.907009,35.283928,331.000000
41929,32.690842,35.109379,2206.000000
52272,32.910236,35.299057,324.000000
51636,32.520046,35.520969,3701.000000
47560,32.580235,34.951408,2503.000000
57011,32.870667,35.533943,3501.000000
52398,32.753815,35.411121,3523.000000
51616,32.685604,35.419441,3528.000000
42067,32.714119,35.068897,2307.000000
59585,32.638390,35.085407,2216.000000
40479,32.462414,35.039360,3826.000000
43306,32.462757,35.043510,3826.000000
55035,32.892063,35.414890,3506.000000
40492,32.462608,35.042339,3826.000000
57033,32.881794,35.496201,3502.000000
41457,32.737087,34.966084,2302.000000
40892,32.764328,34.971340,2405.000000
56437,33.005955,35.097576,106.000000
52187,32.698009,35.293537,1909.000000
52339,32.936629,35.094624,202.000000
55151,32.623292,35.323618,3610.000000
40230,32.501122,34.926872,3912.000000
58045,32.659119,35.576778,3532.000000
42625,32.802982,35.010426,1311.000000
53075,32.928284,35.276157,315.000000
58062,32.722107,35.569164,3524.000000
17002,32.928322,35.083012,216.000000
41977,32.771057,35.040958,1806.000000
42487,32.818371,34.976643,1601.000000
41279,32.805595,35.001354,1415.000000
40772,32.438232,34.912090,4015.000000
42612,32.804774,34.970388,1607.000000
41037,32.810753,34.972153,1604.000000
42015,32.831207,34.971058,1501.000000
54150,32.929084,35.325190,316.000000
58944,32.604443,35.293297,3616.000000
47513,32.850403,35.077042,514.000000
43510,32.453320,35.050282,3828.000000
40980,32.787766,34.986000,1616.000000
47466,32.848858,35.092884,602.000000
40180,32.439640,34.920280,4015.000000
41281,32.810959,34.999046,1417.000000
47498,32.812317,34.956764,1514.000000
55953,32.692883,35.277855,1911.000000
51111,32.729729,35.330868,2012.000000
55513,32.672058,35.109344,2212.000000
41985,32.789597,34.991940,1614.000000
53557,32.945808,35.545021,3216.000000
43284,32.444038,34.883232,4016.000000
55047,32.621361,35.313938,3610.000000
56736,32.712486,35.336418,2001.000000
54135,32.790310,35.515198,3511.000000
55233,32.673489,35.255825,2109.000000
40850,32.713196,34.970684,2419.000000
41890,32.748058,34.964451,2413.000000
40919,32.717026,35.128960,2204.000000
53469,32.927170,35.094719,215.000000
41879,32.709324,35.067295,2307.000000
42066,32.731689,35.049992,2301.000000
59328,32.995281,35.098377,105.000000
58101,32.780071,35.502476,3522.000000
57003,32.792336,35.541611,3516.000000
43094,32.752331,35.069530,1105.000000
54268,32.769218,35.293938,2101.000000
43019,32.786530,35.019730,1745.000000
53230,32.690727,35.419003,3528.000000
40104,32.436226,34.914452,4015.000000
58014,32.924469,35.543690,3216.000000
42516,32.832081,34.975552,1501.000000
56153,32.614441,35.308037,3614.000000
42006,32.814228,34.961594,1523.000000
41954,32.783806,34.998856,1618.000000
41411,32.819540,35.080888,709.000000
53781,32.742798,35.219692,2101.000000
47186,32.476685,34.979057,3919.000000
51838,32.729519,35.322826,1921.000000
40981,32.787437,34.991089,1618.000000
52769,32.914322,35.543568,3216.000000
41139,32.816425,34.991024,1303.000000
41186,32.775143,35.010792,1625.000000
42648,32.800659,35.139011,913.000000
50422,32.750900,35.340782,1916.000000
52042,32.776691,35.379505,1914.000000
57019,32.954956,35.545685,3216.000000
51112,32.727413,35.332993,2012.000000
58258,32.778542,35.221760,1002.000000
40888,32.758305,34.972916,2406.000000
50101,33.027073,35.096706,111.000000
51191,32.965530,35.502026,3311.000000
42294,32.851177,35.091671,601.000000
50591,32.910427,35.280937,331.000000
40976,32.784130,34.986595,1616.000000
58020,32.866638,35.531055,3501.000000
53437,32.643707,35.092239,2222.000000
51563,32.874683,35.196659,402.000000
56168,32.643860,35.095135,2222.000000
40124,32.676365,34.954468,2425.000000
52426,32.774590,35.370033,1913.000000
53767,32.732243,35.221489,2102.000000
55388,32.686996,35.236500,2106.000000
53975,32.693573,35.313427,2007.000000
50652,33.009129,35.286591,3415.000000
40420,32.447815,34.957905,4003.000000
54903,32.620705,35.293365,3615.000000
47183,32.795483,35.018879,1703.000000
55955,32.693855,35.280308,1911.000000
53268,32.896942,35.479870,3502.000000
43000,32.803074,34.985992,1608.000000
41134,32.808819,34.995815,1407.000000
59004,32.704418,35.587532,3530.000000
47219,32.827820,34.983723,1505.000000
56009,32.678192,35.242634,2109.000000
58795,32.782524,35.330139,1902.000000
42829,32.784546,34.986217,1616.000000
43008,32.792702,35.034824,1219.000000
52363,32.489464,35.502327,3708.000000
53956,32.698919,35.309912,2010.000000
55259,32.696927,35.291759,1925.000000
40273,32.810073,35.068849,1203.000000
41785,32.822338,34.956593,1512.000000
41919,32.691863,34.941985,2410.000000
57078,32.618050,35.552563,3532.000000
51044,32.960873,35.491539,3314.000000
51656,32.707092,35.172485,2208.000000
54477,33.250008,35.730038,3102.000000
53905,32.719799,35.297504,1922.000000
40999,32.789360,34.996490,1614.000000
56791,32.619213,35.314224,3614.000000
43881,32.416245,34.950535,4004.000000
59022,32.715889,35.546772,3526.000000
47517,32.830639,35.063469,804.000000
57314,32.865128,35.495369,3502.000000
59081,33.011410,35.287346,3415.000000
40954,32.775372,35.033920,1804.000000
56174,32.637344,35.089428,2216.000000
53432,32.644588,35.090061,2214.000000
50242,33.008507,35.108688,112.000000
56436,33.033501,35.104031,103.000000
56611,33.002983,35.105175,105.000000
58169,32.777683,35.510536,3521.000000
57057,32.785339,35.540543,3516.000000
58168,32.659451,35.575161,3532.000000
58177,32.762814,35.534664,3526.000000
17118,32.514538,34.949837,3907.000000
47210,32.807735,35.001991,1408.000000
40682,32.785183,34.970428,1628.000000
59715,32.907417,35.297405,327.000000
47478,32.838078,35.067230,801.000000
46188,32.432789,34.882408,4016.000000
40293,32.765511,35.013847,1622.000000
42371,32.785679,34.977638,1616.000000
41852,32.808868,34.959518,1514.000000
57550,32.799059,35.161916,422.000000
40095,32.438454,34.911846,4015.000000
46177,32.591145,34.946117,2422.000000
50739,32.916000,35.302654,324.000000
46096,32.503399,35.085655,3817.000000
47792,32.840466,35.078716,603.000000
