taps,"legs (= taps, net boardings)",journeys (chained),journeys allocated,unallocated share,chained transfer share,file tag transfer share,representative Tuesdays
143222.6190,143222.6190,103888.6429,27304.1905,0.5421,0.2746,0.0341,42
