AggAreaCode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,23,24,25,26,27,28
1,14445.3,1233.2,542.746,32.4417,191.604,267.701,346.064,222.015,295.981,205.755,213.224,163.978,259.839,12.45,392.038,0,2.66165,0,0,0,141.076,29.1041,42.8816,117.898,358.309,30.0859
2,178.839,730.899,123.53,303.817,175,36.753,7.39565,29.9409,18.6408,71.6199,0,0,9.11295,4.2,0,0,0,0,0,0,0,11.8234,41.6671,0,30.6789,0
3,24.5754,180.197,394.555,121.165,0.983442,26.5116,43.9789,14.8819,195.992,11.0879,0,0,40.7927,44.4592,0,0,0,0,0,0,0,0,4.22431,28.0382,0,0
4,184.717,382.793,139.218,1118.98,1261.57,356.763,426.278,32.3585,288.931,423.285,19.0484,75.8263,175.631,40.49,6.60147,0,0,0,0,0,0,6.25077,69.8855,0,114.856,4.16718
5,247.78,50.6878,83.3519,977.778,1504.95,278.592,265.977,979.456,161.532,436.537,53.9571,0,96.0571,0,7.70356,0,0,11.672,0,0,0,35.6014,124.912,17.8007,83.8978,0
6,185.508,226.695,1.24516,368.789,127.469,2550.28,1046.72,168.935,180.396,91.9399,17.6966,29.1198,106.798,11.1379,5.65857,1.9847,0,0,0,0,27.7557,148.668,149.498,7.24776,161.175,8.11651
7,299.837,299.473,209.779,352.156,191.354,1232.32,1669.6,299.334,394.563,372.996,78.7004,8.34332,53.2863,30.2022,28.3033,0,0,0,0,0,83.267,16.7978,87.9204,30.2022,108.286,0
8,24.6905,234.814,0,26.1448,31.4751,1774.24,91.2888,550.4,100.977,207.177,0,19.1284,108.066,43.7521,58.4625,0,0,0,5.44905,0,0,0,8.3638,0,270.411,78.1537
9,77.7679,27.089,4.10547,91.003,0,235.226,138.066,495.221,1500.68,618.748,39.7511,0,94.2235,102.5,187.681,0,77.0334,0,19.9464,0,111.601,17.6614,129.669,11.7647,60.6533,0
10,17.781,6.43345,138.956,48.9481,79.5474,148.543,87.8221,179.366,865.189,2854.45,9.4895,68.3633,152.983,115.721,327.15,3.04124,2.56918,0,0,0,0,32.8193,32.7847,44.7285,257.045,7.32514
11,7.77584,6.37203,0.760965,0,0,97.1817,0,0,103.004,0,679.086,76.1206,15.593,79.1145,0,0,0,0,0,0,0,63.2488,292.78,86.4337,0.213429,0
12,77.277,14.6967,90.3728,178.972,0,179.868,114.217,128.408,179.356,166.743,204.35,102.35,97.2234,22.0333,0,0,0,0,0,0,0,36.2596,125.14,59.5076,139.377,0
13,0,64.9763,133.745,344.175,144.126,254.992,275.727,125.53,620.575,6.30481,37.8331,126.571,186.772,31.5941,0.389836,0,25.9916,29.6638,1.33334,26.2859,0,391.935,328.134,63.2362,181.443,29.6638
14,6.25,103.729,0,2.25,2.25,29.4,4.75,0.75,34.731,7.25,13.2629,39.007,113.367,239.774,150.914,23.5098,0,0,0,0,1,138.599,267.517,185.812,58.8002,80.117
15,10.2584,36.3224,0,0,0,33.582,43.3027,0,0,33.9905,0,0,2.9282,0,111.875,92.6145,0,0,28.6027,87.4943,0,356.088,191.872,35.1974,0,143.816
16,0,54.8532,0,0,0,51.5675,0,36.3853,336.439,245.945,231.337,0,245.709,149.13,354.466,2045,56.5776,116.315,0,0,0,126.678,1240.87,130.395,520.809,6020.55
17,0,7.44961,185.079,0,0,269.972,203.982,3.45137,120.376,2.47721,0,0,382.891,55.8024,190.806,342.8,1324.17,0,0,0,0,37.2452,745.038,73.32,152.961,187.4
18,0,287.519,418.778,0,0,3.54575,0,0,100.855,5.85263,1.25,60.7566,8.45527,37.5207,241.548,220.486,0,1069.08,3.75,0.25,0.75,47.7671,553.741,30.3784,24.48,1874.88
19,0,0,0,0,0,132.597,0,0,268.2,77.2907,138.634,97.0878,144.021,21.121,390.269,210.897,0,0,5428.89,22.6769,73.9051,0,142.223,24.6939,550.138,34.5734
21,95.1072,0.745148,0,1.75054,0,4.87975,0,0,1.4903,0,37.1802,5.70266,3.88098,33.4966,0,0,0,0,303.826,7483.48,102.292,15.8768,43.5479,33.4966,0,0
23,0,0,361.931,337.433,0,822.76,5.57461,0,296.856,0,0,1,335.869,46.7716,2,0,179.733,0,140,0,24692.4,0,282.281,0,139.736,60.4167
24,55.7647,346.371,308.886,73.2707,0,434.69,158.766,24.4901,523.005,615.6,240.036,7.05618,438.666,694.831,971.658,39.8934,653.321,3.96675,0,0,1.13918,22474.2,9113.17,751.529,645.933,718.46
25,333.676,1390.58,325.825,232.169,112.473,868.708,244.425,149.277,1361.9,688.278,709.534,113.343,1033.58,1372.65,1504.19,416.486,3345.79,793.413,0.525292,0,41.2524,9160.26,46336.5,1519.18,1741.64,1061.29
26,0,49.5596,7.76323,15.2632,0,0,0,0,18.4199,0,83.8769,2.25,29.459,211.78,52.2549,25.5098,0.5,0,2,0,0,80.4383,362.448,271.635,14.8894,83.617
27,51.695,107.676,311.429,46.1103,11.8524,78.6612,137.488,7.14853,152.723,172.005,52.6824,239.496,346.426,47.0762,32.8193,12.2452,59.1318,59.3276,2.66667,0,5.14096,11.7844,101.927,39.1327,2662.7,59.3277
28,111.494,18.33,53.9992,20.5144,37.8014,406.502,0,273.007,383.636,136.364,216.56,0,595.171,228.552,1841.75,5776.78,124.561,22.2727,0,0,98.4206,593.833,2083.94,198.26,768.499,20065.6
