HHID,TAZ,SuperZone,wf,wf_new
2250007584,1805,18,179.4871795,62.79569163741467
2250007592,1805,18,179.4871795,60.96809946028508
2250007594,1805,18,179.4871795,72.8143662372914
2250007719,1805,18,179.4871795,261.7284865033572
2250007731,1805,18,179.4871795,72.8143662372914
2250007740,1805,18,179.4871795,72.8143662372914
2250007742,1805,18,179.4871795,236.10417221700072
2250007868,1817,18,219.1666667,350.0
2250007995,1817,18,219.1666667,350.0
2250008007,1817,18,219.1666667,350.0
2250008142,1806,18,69.11111111,347.8425834462307
2250008154,1806,18,69.11111111,30.001078889028385
2250008155,1806,18,69.11111111,12.74406109398618
2250008163,1806,18,69.11111111,14.724759157241586
2250008164,1806,18,69.11111111,212.781780492536
2250008311,1806,18,69.11111111,132.5111177941512
2250008450,1806,18,69.11111111,56.748734900218935
2250008735,1806,18,69.11111111,121.66137129080829
2250008747,1806,18,69.11111111,170.47049500407766
2250008896,1806,18,69.11111111,212.55984787071733
2250009031,1817,18,219.1666667,350.0
2250009051,1817,18,219.1666667,350.0
2250009623,1806,18,69.11111111,26.879898929210437
2250009750,1806,18,69.11111111,178.26620520675453
2250009761,1806,18,69.11111111,239.9468430881685
2250009771,1806,18,69.11111111,121.66137129080829
2250010205,1805,18,179.4871795,72.8143662372914
2250011072,1805,18,179.4871795,77.9152432259122
2250011208,1805,18,179.4871795,33.097363714707946
2680000265,907,9,144.6666667,155.9497677118509
2680000267,907,9,144.6666667,88.93571682722796
2680000398,901,9,70.74074074,65.61324769632668
2680000530,901,9,70.74074074,69.19197580036634
2680000531,901,9,70.74074074,30.626238242487666
2680000925,901,9,70.74074074,61.70155840278519
2680001189,901,9,70.74074074,78.27665644052286
2680001321,901,9,70.74074074,190.68230576749724
2680001324,901,9,70.74074074,103.41871560140203
2680001453,901,9,70.74074074,217.1847184465184
2680001587,907,9,144.6666667,88.93571682722796
2680001588,907,9,144.6666667,76.49914777572475
2680001719,907,9,144.6666667,88.93571682722796
2680002377,901,9,70.74074074,92.04333114762359
2680002380,901,9,70.74074074,75.6028428094434
2680002509,901,9,70.74074074,29.300593195763206
2680002511,901,9,70.74074074,65.61324769632668
2680002773,901,9,70.74074074,39.169611904822396
2680002905,901,9,70.74074074,43.48879137201406
2680003037,901,9,70.74074074,29.300593195763206
2680003170,901,9,70.74074074,57.49114500662407
2680003433,901,9,70.74074074,39.169611904822396
2680003565,901,9,70.74074074,29.300593195763206
2680003568,901,9,70.74074074,64.50356175568893
2680003829,913,9,127.4509804,52.321421696190065
2680003832,913,9,127.4509804,127.42172025694843
2680004093,913,9,127.4509804,269.0333351982547
2680004096,913,9,127.4509804,232.63052371974388
2680004227,913,9,127.4509804,104.73349497351592
2680004228,913,9,127.4509804,113.41904629149332
2680004359,913,9,127.4509804,347.9597406225284
2680004756,913,9,127.4509804,121.51334322798192
2680005018,913,9,127.4509804,232.63052371974388
2680005019,913,9,127.4509804,232.63052371974388
2680005151,913,9,127.4509804,121.51334322798192
2680005152,913,9,127.4509804,160.0972305547661
2680005416,913,9,127.4509804,78.35214953637265
2680005547,913,9,127.4509804,337.98505166345626
2680005677,912,9,103.0,95.53426274628013
2680005809,907,9,144.6666667,114.03270905841725
2680005944,907,9,144.6666667,160.07781158656164
2680006340,902,9,104.3902439,64.17526153601261
2680006469,902,9,104.3902439,64.21391142149906
2680006472,902,9,104.3902439,111.56511958813213
2680006867,907,9,144.6666667,116.5093728698339
2680007000,907,9,144.6666667,350.0
2680007130,902,9,104.3902439,61.7027917753187
2680007132,902,9,104.3902439,144.87818999441973
2680007261,910,9,191.8918919,350.0
2680007393,910,9,191.8918919,79.4810204602229
2680007790,906,9,104.137931,43.13360477372144
2680007922,902,9,104.3902439,276.83068319262884
2680008056,906,9,104.137931,57.661855094693635
2680008185,921,9,125.4054054,267.1178110859181
2680008186,921,9,125.4054054,228.89682797205666
2680008452,921,9,125.4054054,138.7646740986088
2680008584,921,9,125.4054054,135.18624772420017
2680008713,921,9,125.4054054,101.91723002964252
2680009242,921,9,125.4054054,120.00193011431254
2680009244,921,9,125.4054054,344.99686422546625
2680009373,906,9,104.137931,190.07826657424846
2680009505,906,9,104.137931,190.07826657424846
2680009506,906,9,104.137931,190.07826657424846
2680009640,921,9,125.4054054,135.42774200139638
2680009769,906,9,104.137931,111.29546489809155
2680009770,906,9,104.137931,112.46058179902991
2680009903,906,9,104.137931,135.49762085883083
2680010166,906,9,104.137931,167.6729523871746
2680010167,906,9,104.137931,42.75090380097022
2680010168,906,9,104.137931,43.13360477372144
2680010298,906,9,104.137931,104.1140230571296
2680010299,906,9,104.137931,190.07826657424846
2680010300,906,9,104.137931,272.4991980076913
2680010429,912,9,103.0,95.53426274628013
2680010562,906,9,104.137931,190.07826657424846
2680010695,908,9,483.0,350.0
2680010696,908,9,483.0,350.0
2680010825,906,9,104.137931,319.71911782723544
2680010828,906,9,104.137931,101.85798347991977
2680011091,906,9,104.137931,77.24988829236463
2680011092,906,9,104.137931,43.13360477372144
2680011221,906,9,104.137931,121.23800671497851
2680011354,902,9,104.3902439,64.17526153601261
2680011620,902,9,104.3902439,291.77368046582643
2680012277,907,9,144.6666667,88.93571682722796
2680012409,907,9,144.6666667,134.1808091955954
2680012411,907,9,144.6666667,88.93571682722796
2680012412,907,9,144.6666667,59.3888383599509
2680012544,902,9,104.3902439,287.1830499359925
2680012676,906,9,104.137931,350.0
2680012938,907,9,144.6666667,80.10288174716807
2680013466,902,9,104.3902439,118.3569754283671
2680013467,902,9,104.3902439,62.266814179588
2680013468,902,9,104.3902439,159.26001032990615
2680013731,902,9,104.3902439,56.023625695934165
2680014258,910,9,191.8918919,117.96803886309111
2680014522,910,9,191.8918919,193.8842904514115
2680014653,910,9,191.8918919,101.4716557053394
2680014654,910,9,191.8918919,183.6236430785225
2680014655,910,9,191.8918919,249.67746684490942
2680015445,910,9,191.8918919,79.4810204602229
2680015976,908,9,483.0,179.1612304903982
2680016369,908,9,483.0,350.0
2680016767,908,9,483.0,350.0
2680017031,910,9,191.8918919,191.84783743929796
2680017163,910,9,191.8918919,249.67746684490942
2680017824,909,9,290.7142857,120.41294637838118
2680018087,910,9,191.8918919,183.6236430785225
2680018351,921,9,125.4054054,130.2251739685981
2680018482,903,9,332.5,221.91717263714867
2680019011,903,9,332.5,350.0
2680019143,903,9,332.5,350.0
2680019540,903,9,332.5,315.8127140294018
2680020329,910,9,191.8918919,177.98301378306195
2680020330,910,9,191.8918919,141.9682287830526
2680020464,921,9,125.4054054,344.99686422546625
2680020991,904,9,96.85714286,350.0
2680021253,904,9,96.85714286,55.67630307419744
2680021388,909,9,290.7142857,349.7640580489613
2680021649,909,9,290.7142857,269.642475283116
2680021915,904,9,96.85714286,92.68375674464897
2680021916,904,9,96.85714286,147.76734871110685
2680022046,904,9,96.85714286,59.544189595206376
2680022047,904,9,96.85714286,350.0
2680022178,904,9,96.85714286,104.59791675165276
2680022180,904,9,96.85714286,89.83665761981769
2680022309,904,9,96.85714286,111.17604563469105
2680022442,904,9,96.85714286,126.02432461149925
2680022443,904,9,96.85714286,59.544189595206376
2680023102,909,9,290.7142857,350.0
2680023497,909,9,290.7142857,120.41294637838118
2680023498,909,9,290.7142857,120.41294637838118
2730000107,1909,19,161.0294118,350.0
2730000212,1929,19,215.7142857,350.0
2730001051,1909,19,161.0294118,350.0
2730001577,1909,19,161.0294118,350.0
2730001787,1909,19,161.0294118,350.0
2730001891,1909,19,161.0294118,350.0
2730002101,1909,19,161.0294118,350.0
2730002206,1924,19,479.7142857,350.0
2730002942,1924,19,479.7142857,350.0
2730003572,1930,19,224.7826087,70.8842928494059
2730004621,1931,19,826.6666667,350.0
2730004727,1931,19,826.6666667,350.0
2730005146,1909,19,161.0294118,350.0
2730005777,1926,19,560.4545455,350.0
2730005881,1926,19,560.4545455,350.0
2730006196,1926,19,560.4545455,350.0
2730006511,1929,19,215.7142857,350.0
2730006827,1929,19,215.7142857,289.982401011693
2730006931,1909,19,161.0294118,350.0
2730007036,1909,19,161.0294118,23.047350279725784
2730007141,1909,19,161.0294118,30.070167687056358
2730007876,1924,19,479.7142857,350.0
2730008822,1929,19,215.7142857,350.0
2730010081,1924,19,479.7142857,138.8982825352222
2730010082,1924,19,479.7142857,350.0
2730010501,1908,19,330.0,350.0
2730010711,1923,19,359.0909091,350.0
2730010921,1908,19,330.0,350.0
2730011026,1924,19,479.7142857,350.0
2730012286,1930,19,224.7826087,350.0
2730012601,1930,19,224.7826087,350.0
2730012602,1930,19,224.7826087,110.33731336547294
2730012811,1923,19,359.0909091,350.0
2730013652,1931,19,826.6666667,350.0
2820000001,612,6,77.11538462,57.341727442722856
2820000121,612,6,77.11538462,80.94455712946093
2820000235,612,6,77.11538462,74.27585717428958
2820000236,612,6,77.11538462,94.25048948744993
2820000241,612,6,77.11538462,68.15656487133327
2820000355,611,6,126.6666667,122.00257174250636
2820000703,612,6,77.11538462,64.1853977188575
2820000704,612,6,77.11538462,121.27631634229046
2820000709,612,6,77.11538462,80.94455712946093
2820000822,612,6,77.11538462,130.5655536385925
2820000826,612,6,77.11538462,98.9175629878825
2820000937,612,6,77.11538462,74.27585717428958
2820001177,611,6,126.6666667,242.29535104366946
2820001289,612,6,77.11538462,68.15656487133327
2820001290,612,6,77.11538462,82.87170027128472
2820001294,612,6,77.11538462,199.7060372227961
2820001405,612,6,77.11538462,30.027085263718302
2820001408,612,6,77.11538462,198.86496236659386
2820001411,612,6,77.11538462,64.1853977188575
2820001528,612,6,77.11538462,58.059451413370105
2820001641,612,6,77.11538462,89.97607201120081
2820002109,608,6,122.6923077,128.78460710409752
2820002230,608,6,122.6923077,128.78460710409752
2820002692,602,6,113.3333333,42.63153638080344
2820002810,602,6,113.3333333,156.49317481709417
2820002811,602,6,113.3333333,109.16019570877884
2820003045,602,6,113.3333333,124.91499823454568
2820003283,612,6,77.11538462,38.75024307890168
2820003517,612,6,77.11538462,150.65710012510516
2820003865,611,6,126.6666667,86.77247461189754
2820003979,611,6,126.6666667,121.03029943152755
2820003982,611,6,126.6666667,105.42838397194332
2820004096,611,6,126.6666667,95.36614797684445
2820004213,611,6,126.6666667,132.95631331698522
2820004915,610,6,260.0,216.4056302012508
2820004921,610,6,260.0,114.89840978676854
2820005149,608,6,122.6923077,157.3800628090988
2820005272,608,6,122.6923077,260.28091962346593
2820005383,610,6,260.0,236.53856601960968
2820005385,610,6,260.0,130.64919860234275
2820005500,610,6,260.0,250.42633140555898
2820005857,609,6,233.3333333,194.21018092209604
2820005971,609,6,233.3333333,214.03284499197284
2820006321,609,6,233.3333333,175.6744830439136
2820006436,607,6,180.0,79.54505292930125
2820006673,607,6,180.0,135.52031551037877
2820006676,607,6,180.0,350.0
2820006906,606,6,158.5714286,140.14951638214237
2820007022,606,6,158.5714286,140.14951638214237
2820007139,606,6,158.5714286,310.52159156516194
2820007372,606,6,158.5714286,131.98365360805994
2820007607,606,6,158.5714286,131.98365360805994
2820007840,606,6,158.5714286,107.99871421519053
2820008548,609,6,233.3333333,194.21018092209604
2820008661,609,6,233.3333333,212.27820024368336
2820008895,602,6,113.3333333,265.08111127036074
2820009245,607,6,180.0,90.44944518623726
2820009247,607,6,180.0,79.54505292930125
2820009480,607,6,180.0,173.37207558846418
2820009601,607,6,180.0,188.93791887441634
2820009713,607,6,180.0,173.37207558846418
2820009718,607,6,180.0,208.55000609400255
2820009952,608,6,122.6923077,102.12040834101646
2820010066,604,6,248.25,350.0
2820010183,608,6,122.6923077,81.76400860075552
2820010303,608,6,122.6923077,128.78460710409752
2820010415,608,6,122.6923077,81.76400860075552
2820010531,608,6,122.6923077,118.17455580381919
2820010534,608,6,122.6923077,102.12040834101646
2820011350,607,6,180.0,90.44944518623726
2820011467,606,6,158.5714286,152.73254280783277
2820011587,608,6,122.6923077,81.76400860075552
2820011824,606,6,158.5714286,156.23237062746878
2820012053,607,6,180.0,268.67564596092234
2820012169,606,6,158.5714286,198.77384009025224
2820012170,606,6,158.5714286,222.42886106998694
2820012292,607,6,180.0,173.37207558846418
2820012526,603,6,123.2142857,91.62010956017181
2820012754,603,6,123.2142857,237.07728119671233
2820012871,603,6,123.2142857,170.13701256780632
2820013105,603,6,123.2142857,102.5548659488671
2820013106,603,6,123.2142857,108.89996202144394
2820013222,603,6,123.2142857,92.76688263027768
2820013340,603,6,123.2142857,129.33250397642084
2820013342,603,6,123.2142857,142.64930007559136
2820013459,607,6,180.0,112.493174478618
2820013575,605,6,220.0,211.899203497011
2820013579,605,6,220.0,119.5687459713589
2820013696,605,6,220.0,137.49165769608885
2820013813,605,6,220.0,230.92412306873095
2820014160,605,6,220.0,201.80239673554627
2820014281,602,6,113.3333333,94.33065929074958
2820014515,602,6,113.3333333,217.36317921671116
2820014626,602,6,113.3333333,142.0665883454711
2820014627,602,6,113.3333333,217.93729370040182
2820014632,602,6,113.3333333,103.10655438847881
2820014746,602,6,113.3333333,85.32760603699404
2820014861,602,6,113.3333333,103.10655438847881
2820015915,603,6,123.2142857,288.1921745942303
2820015916,603,6,123.2142857,129.33250397642084
2820016033,602,6,113.3333333,151.5993356931017
2820016148,601,6,145.25,186.87781602273725
2820016382,601,6,145.25,120.89583764127562
2820016499,601,6,145.25,152.4624039806052
2820016501,601,6,145.25,134.245288881568
2820016616,601,6,145.25,128.37569437465595
2820016852,601,6,145.25,152.4624039806052
2820017084,601,6,145.25,152.4624039806052
2820017085,601,6,145.25,109.35736571045854
2820017086,601,6,145.25,92.7845849496721
2820017320,601,6,145.25,308.1350761430696
2820017557,601,6,145.25,152.4624039806052
2820017671,601,6,145.25,133.23544602653683
2820018020,601,6,145.25,90.7757421834404
2820018025,601,6,145.25,139.90163321791312
2820018139,601,6,145.25,139.90163321791312
2820018254,601,6,145.25,174.45581285530895
2820018488,607,6,180.0,188.93791887441634
2950000001,703,7,88.53658537,62.172616697647676
2950000002,703,7,88.53658537,116.19949257565439
2950000003,703,7,88.53658537,62.172616697647676
2950000209,703,7,88.53658537,130.15002837495015
2950000311,703,7,88.53658537,130.15002837495015
2950000517,705,7,197.3913043,350.0
2950000722,726,7,102.1212121,87.80935125461895
2950000825,707,7,159.1666667,87.20906230901555
2950000928,707,7,159.1666667,208.89766448758047
2950001134,705,7,197.3913043,138.61313772612513
2950001137,705,7,197.3913043,177.842077547691
2950001340,706,7,99.04761905,84.95369574739493
2950001548,705,7,197.3913043,114.63948603420273
2950001754,726,7,102.1212121,108.34922538237964
2950001855,726,7,102.1212121,71.71208320333348
2950001856,726,7,102.1212121,242.28864837487444
2950001858,726,7,102.1212121,78.30553181862774
2950002165,709,7,151.8421053,86.63840615414941
2950002167,709,7,151.8421053,136.903122694762
2950002268,709,7,151.8421053,161.10242085233483
2950002270,707,7,159.1666667,136.86012393391061
2950002371,707,7,159.1666667,208.89766448758047
2950002473,705,7,197.3913043,177.97096462849166
2950002577,705,7,197.3913043,89.5713525456162
2950002886,705,7,197.3913043,259.0654394751314
2950002887,705,7,197.3913043,300.48828589155676
2950003297,705,7,197.3913043,108.15273645456399
2950003503,706,7,99.04761905,129.9946573084863
2950003709,713,7,146.5,112.33474589192598
2950003915,708,7,95.31914894,85.87893746222822
2950004018,708,7,95.31914894,54.38741200153516
2950004121,708,7,95.31914894,81.75576612156216
2950004122,708,7,95.31914894,125.10124140527627
2950004328,707,7,159.1666667,350.0
2950004430,708,7,95.31914894,81.96056880296088
2950004433,708,7,95.31914894,78.40741264985284
2950004639,708,7,95.31914894,75.9838189256536
2950004742,726,7,102.1212121,71.71208320333348
2950004842,708,7,95.31914894,89.50740283232724
2950005151,709,7,151.8421053,106.62734475164856
2950005254,708,7,95.31914894,66.93550339926105
2950005255,708,7,95.31914894,96.66735078657939
2950005357,707,7,159.1666667,233.97724342744462
2950005461,707,7,159.1666667,208.23627473130776
2950005872,709,7,151.8421053,199.2845727418083
2950005873,709,7,151.8421053,83.19585938931888
2950006079,709,7,151.8421053,286.97187185091826
2950006285,709,7,151.8421053,223.21003493323616
2950006594,709,7,151.8421053,130.23582130518744
2950006902,709,7,151.8421053,88.18575352988987
2950007006,709,7,151.8421053,117.83582762150452
2950007108,709,7,151.8421053,130.23582130518744
2950007418,709,7,151.8421053,106.62734475164856
2950007521,709,7,151.8421053,182.2644665634877
2950007727,709,7,151.8421053,195.66990745575646
2950007729,709,7,151.8421053,106.62734475164856
2950007832,709,7,151.8421053,121.04118807929864
2950008035,703,7,88.53658537,304.4820625082367
2950008242,703,7,88.53658537,70.5770870371951
2950008447,703,7,88.53658537,77.08209713184702
2950008449,703,7,88.53658537,188.84547762714507
2950008860,702,7,195.0,108.66935947951491
2950008861,702,7,195.0,167.2525884986631
2950008964,702,7,195.0,106.84251610490017
2950009066,702,7,195.0,255.92698156993103
2950009271,702,7,195.0,106.84251610490017
2950009375,702,7,195.0,141.28318103839888
2950009477,702,7,195.0,106.84251610490017
2950009478,702,7,195.0,106.84251610490017
2950009479,702,7,195.0,175.68760308252212
2950009685,702,7,195.0,348.12470361568325
2950009890,702,7,195.0,116.41478423365002
2950009992,707,7,159.1666667,117.39892635484823
2950010095,708,7,95.31914894,66.93550339926105
2950010096,708,7,95.31914894,82.98716136852148
2950010199,708,7,95.31914894,125.10124140527627
2950010404,708,7,95.31914894,66.93550339926105
2950010405,708,7,95.31914894,73.0897773024544
2950010406,708,7,95.31914894,73.0897773024544
2950010610,706,7,99.04761905,78.95597510684509
2950010716,726,7,102.1212121,185.33851376105395
2950011229,702,7,195.0,88.48623706264821
2950011435,702,7,195.0,206.89236364404707
2950011538,702,7,195.0,136.9339037119599
2950011640,706,7,99.04761905,73.05602596045318
2950011641,706,7,99.04761905,70.72190525244022
2950011744,706,7,99.04761905,185.87764982869976
2950012155,706,7,99.04761905,69.55372887123885
2950012464,703,7,88.53658537,166.15212531384552
2950012670,705,7,197.3913043,108.15273645456399
2950012671,705,7,197.3913043,259.0654394751314
2950012673,705,7,197.3913043,209.42950517645303
2950012774,726,7,102.1212121,292.71066670398386
2950012776,726,7,102.1212121,134.0285823949522
2950012877,726,7,102.1212121,81.40609494487857
2950012879,726,7,102.1212121,71.71208320333348
2950012981,703,7,88.53658537,64.14733548385314
2950013082,703,7,88.53658537,48.51011050393384
2950013288,704,7,100.4166667,80.04731372972441
2950013497,704,7,100.4166667,131.7914585017681
2950013702,704,7,100.4166667,129.40099744655316
2950013803,704,7,100.4166667,86.12793555888459
2950013806,704,7,100.4166667,131.7914585017681
2950014010,710,7,200.0,262.4892118665956
2950014113,704,7,100.4166667,106.54072575804855
2950014215,704,7,100.4166667,70.51510855883984
2950014216,704,7,100.4166667,131.7914585017681
2950014318,704,7,100.4166667,345.3382989556578
2950014319,704,7,100.4166667,228.91926284950824
2950014424,711,7,142.5,105.1058450391351
2950014524,711,7,142.5,122.22304544133073
2950014627,711,7,142.5,128.3870945603045
2950014731,711,7,142.5,122.22304544133073
2950014733,711,7,142.5,151.19057343218788
2950014833,711,7,142.5,187.0235634549493
2950014834,711,7,142.5,239.82674863621256
2950014836,711,7,142.5,187.0235634549493
2950014939,711,7,142.5,122.22304544133073
2950015248,711,7,142.5,187.0235634549493
2960000002,506,5,257.5,130.92015888577455
2960000249,507,5,160.0,51.43675301664059
2960000373,507,5,160.0,161.0442222990144
2960000497,506,5,257.5,46.74303323701812
2960000869,506,5,257.5,128.0046042878348
2960001117,507,5,160.0,228.8216811892205
2960001366,506,5,257.5,220.93335746515294
2960001615,514,5,1340.0,200.70982768015114
2960001861,507,5,160.0,78.3805421860662
2960001864,507,5,160.0,78.3805421860662
2960002729,513,5,304.375,333.49381033011326
2960003723,513,5,304.375,55.2520805495821
2960003846,512,5,91.93548387,16.68871214833688
2960003972,512,5,91.93548387,85.64458843207603
2960004466,505,5,165.8333333,308.0513481795299
2960004713,505,5,165.8333333,84.31427706482951
2960004961,505,5,165.8333333,166.86345221342722
2960005705,512,5,91.93548387,130.68012451715938
2960005708,512,5,91.93548387,16.68871214833688
2960005829,512,5,91.93548387,85.64458843207603
2960005830,512,5,91.93548387,46.742555943693034
2960005954,512,5,91.93548387,300.7481797046417
2960006078,512,5,91.93548387,29.555392358040802
2960006203,512,5,91.93548387,16.68871214833688
2960006326,512,5,91.93548387,130.68012451715938
2960006327,512,5,91.93548387,59.55755550316893
2960006449,512,5,91.93548387,59.55755550316893
2960006450,512,5,91.93548387,36.43444974119596
2960006451,512,5,91.93548387,29.555392358040802
2960006573,512,5,91.93548387,88.22124896583433
2960006697,511,5,126.5384615,76.56209495183397
2960006821,512,5,91.93548387,59.55755550316893
2960006945,510,5,252.3076923,350.0
2960006947,510,5,252.3076923,163.44972316980676
2960007318,509,5,251.1111111,240.96610925294075
2960007441,508,5,248.5714286,126.38062495835327
2960007565,509,5,251.1111111,162.6745551037546
2960007813,509,5,251.1111111,350.0
2960007938,509,5,251.1111111,80.72712625865547
2960008310,511,5,126.5384615,40.67954744550733
2960008312,511,5,126.5384615,30.772777447429178
2960008805,513,5,304.375,120.81139541403239
2960008929,513,5,304.375,350.0
2960008932,513,5,304.375,125.07872912636248
2960009177,510,5,252.3076923,163.44972316980676
2960009549,510,5,252.3076923,100.14503287213913
2960009797,511,5,126.5384615,179.86593651274347
2960010169,510,5,252.3076923,350.0
2960010417,511,5,126.5384615,217.55317613266507
2960010665,511,5,126.5384615,64.33567178540363
2960010789,511,5,126.5384615,350.0
2960010791,511,5,126.5384615,40.67954744550733
2960011285,503,5,142.173913,347.47648565582887
2960011409,503,5,142.173913,132.44533831877868
2960011660,503,5,142.173913,92.1029656685508
2960011908,503,5,142.173913,92.1029656685508
2960012029,503,5,142.173913,92.1029656685508
2960012032,503,5,142.173913,202.09068220278857
2960012153,511,5,126.5384615,76.56209495183397
2960012279,513,5,304.375,154.7527120810006
2960012280,513,5,304.375,197.17991566684347
2960012401,513,5,304.375,97.85038562149983
2960012404,513,5,304.375,154.7527120810006
2960012649,508,5,248.5714286,350.0
2960012773,508,5,248.5714286,79.91066987432308
2960012897,513,5,304.375,197.17991566684347
2960013146,511,5,126.5384615,179.86593651274347
2960013270,511,5,126.5384615,74.37083233121213
2960013642,511,5,126.5384615,64.33567178540363
2960014016,503,5,142.173913,72.28517001697965
2960014137,503,5,142.173913,109.40955563905081
2960014261,503,5,142.173913,132.44533831877868
2960014511,501,5,49.53488372,32.08964006398847
2960014512,501,5,49.53488372,32.08964006398847
2960014633,501,5,49.53488372,35.35326414705031
2960014757,501,5,49.53488372,93.99325418278438
2960014881,501,5,49.53488372,92.01580531615754
2960014882,501,5,49.53488372,32.08964006398847
2960014883,501,5,49.53488372,70.41051506974159
2960015005,501,5,49.53488372,172.3491302031029
2960015006,501,5,49.53488372,70.41051506974159
2960015008,501,5,49.53488372,70.41051506974159
2960015129,501,5,49.53488372,150.49867012327132
2960015132,501,5,49.53488372,51.730056307575076
2960015253,501,5,49.53488372,25.184912027226247
2960015255,501,5,49.53488372,35.35326414705031
2960015256,501,5,49.53488372,172.3491302031029
2960015377,501,5,49.53488372,191.9819166165208
2960015501,501,5,49.53488372,32.08964006398847
2960015502,501,5,49.53488372,131.15485940742636
2960015504,501,5,49.53488372,170.92412731095064
2960015625,501,5,49.53488372,45.77318544339716
2960015626,501,5,49.53488372,103.5002437773785
2960015627,501,5,49.53488372,281.01937262772856
2960015628,501,5,49.53488372,70.41051506974159
2960015749,501,5,49.53488372,47.533652135177135
2960015750,501,5,49.53488372,65.2462620232548
2960015751,501,5,49.53488372,70.41051506974159
2960016121,504,5,166.6666667,257.5338642783231
2960016245,504,5,166.6666667,236.90548894063133
2960016246,504,5,166.6666667,149.59656124179782
2960016369,501,5,49.53488372,70.41051506974159
2960016370,501,5,49.53488372,15.924459872585306
2960016493,501,5,49.53488372,15.924459872585306
2960016494,501,5,49.53488372,15.924459872585306
2960016741,504,5,166.6666667,252.65204827776878
2960016865,504,5,166.6666667,107.96983748461588
2960017113,504,5,166.6666667,154.00993540662668
2960017114,504,5,166.6666667,84.7379669333066
2960017237,504,5,166.6666667,184.0271904598149
2960017485,505,5,165.8333333,84.31427706482951
2960017486,505,5,165.8333333,235.72096140140266
2960017488,505,5,165.8333333,235.72096140140266
2960017612,505,5,165.8333333,217.88163619221302
2960017733,505,5,165.8333333,84.31427706482951
2960017735,505,5,165.8333333,159.13359203700736
2960018106,505,5,165.8333333,149.58716850354583
2960018232,505,5,165.8333333,159.13359203700736
20026000251,3215,32,111.9230769,72.4539239061154
20026000451,3215,32,111.9230769,131.46738876260554
20026000651,3215,32,111.9230769,332.73072101158175
20026000701,3215,32,111.9230769,159.55187189735432
20026000702,3215,32,111.9230769,210.18388931557735
20026000751,3215,32,111.9230769,59.786860304804925
20029000001,3210,32,58.92857143,301.1201365659085
20029000003,3210,32,58.92857143,69.21883872380182
20029000024,3210,32,58.92857143,29.22682232161576
20029000058,3210,32,58.92857143,350.0
20029000078,3210,32,58.92857143,350.0
20029000079,3210,32,58.92857143,81.85753940619963
20029000089,3210,32,58.92857143,81.85753940619963
20029000101,3210,32,58.92857143,301.1201365659085
20029000111,3210,32,58.92857143,66.33820043526893
20043000065,3201,32,425.483871,350.0
20043000067,3201,32,425.483871,219.02377639554217
20043000097,3201,32,425.483871,331.7447969086438
20043000099,3201,32,425.483871,331.7447969086438
20043000129,3201,32,425.483871,350.0
20043000163,3201,32,425.483871,319.17392730159315
20043000193,3201,32,425.483871,77.64086844066524
20043000194,3201,32,425.483871,350.0
20043000291,3201,32,425.483871,350.0
20043000323,3201,32,425.483871,350.0
20043000355,3201,32,425.483871,77.64086844066524
