ID,TAZ_1270,TAZ_250,TAZ_33,TAZ_15,CITY,NEIGHBOURH,DISTRIC,SUBDISTRIC,AREA,ID2,SUPERZONE,TAZ_NUMBER,SZ_ARZI_21,SZARZI_OLD,TABAAT,ARZI_1270,ARZI_250,SZ_NEW,longtitude,latitude
932,100211,2000107,300016,40000007,פתח תקוה,בר יהודה,4,42,954376,,,,,,,,,99,34.873936,32.087
930,100212,2000114,300016,40000007,פתח תקוה,רמת סיב,4,42,1005036,,,,,,,,,99,34.85739,32.086068
948,100213,2000107,300016,40000007,פתח תקוה,פתח תקווה: בילינסון,4,42,281001,,,,,,,,,99,34.865493,32.088349
946,100214,2000109,300016,40000007,פתח תקוה,לב המושבה,4,42,803951,,,,,,,,,99,34.885324,32.089769
944,100215,2000109,300016,40000007,פתח תקוה,עין גנים,4,42,897277,,,,,,,,,99,34.892548,32.0859
942,100216,2000110,300016,40000007,פתח תקוה,קרית ארגוב ואחדות,4,42,681956,,,,,,,,,99,34.889641,32.07378
1150,100217,2000110,300016,40000007,פתח תקוה,דרומית למחלף שעריה,4,42,729411,,,,,,,,,99,34.896519,32.061102
1148,100218,2000110,300016,40000007,פתח תקוה,שערייה,4,42,1334545,,,,,,,,,99,34.897771,32.07481
1147,100219,2000110,300016,40000007,פתח תקוה,כפר אברהם קרית חזני וקרית המשוררים,4,42,976526,,,,,,,,,99,34.895906,32.089042
1139,100220,2000111,300016,40000007,פתח תקוה,עמישב וגני הדר,4,42,1589708,,,,,,,,,99,34.910332,32.074539
1138,100221,2000111,300016,40000007,פתח תקוה,יוספטל וקרית אלון,4,42,3751528,,,,,,,,,99,34.914393,32.085931
1136,100222,2000111,300016,40000007,פתח תקוה,קרית הרב סולמון,4,42,1145152,,,,,,,,,99,34.903001,32.101722
1134,100223,2000163,300024,40000010,נמל תעופה בן גוריון,נמל תעופה בן גוריון,4,43,14003592,,,,,,,,,99,34.875808,32.002417
1144,100224,2000158,300024,40000010,באר יעקב,שטחי בסיס צריפין,4,43,8202420,,,,,,,,,99,34.856055,31.967268
1142,100225,2000158,300024,40000010,באר יעקב,שיכון טוניס גני מנחם ונווה דורון,4,43,4472421,,,,,,,,,99,34.845545,31.940259
1141,100226,2000158,300024,40000010,באר יעקב,חוטר ונצר סרני,4,43,5212125,,,,,,,,,99,34.828601,31.929267
1140,100227,2000158,300024,40000010,באר יעקב,אסף הרופא,4,43,899506,,,,,,,,,99,34.842271,31.963611
1171,100228,2000177,300024,40000010,בית דגן,בית דגן ומשמר השבעה,4,43,3216363,,,,,,,,,99,34.826136,32.003222
1169,100229,2000133,300024,40000010,לוד,אזבסטונים צפון,4,43,1149357,,,,,,,,,99,34.896693,31.965293
1168,100230,2000132,300024,40000010,לוד,נווה ירק ורמת אשכול,4,43,805960,,,,,,,,,99,34.899426,31.954447
1160,100231,2000133,300024,40000010,לוד,העיר העתיקה,4,43,1259841,,,,,,,,,99,34.891621,31.955468
1159,100232,2000133,300024,40000010,לוד,"העיר העתיקה (מערב), בת שבע",4,43,241121,,,,,,,,,99,34.889394,31.954172
1157,100233,2000133,300024,40000010,לוד,גני אביב ונווה שלום,4,43,2765801,,,,,,,,,99,34.878334,31.954716
1155,100234,2000132,300024,40000010,לוד,נווה נוף וגבעת הזיתים,4,43,967222,,,,,,,,,99,34.899441,31.949245
1164,100235,2000132,300024,40000010,לוד,לוד הצעירה ובן גוריון,4,43,1434523,,,,,,,,,99,34.888165,31.940669
1163,100236,2000133,300024,40000010,לוד,"חבד שיכון ממשלתי ורסקו""",4,43,1098617,,,,,,,,,99,34.878568,31.945718
1162,100237,2000142,300023,40000010,נס ציונה,גבעת מיכאלי ורמת בן צבי,4,44,2785340,,,,,,,,,99,34.788185,31.932596
1161,100238,2000142,300023,40000010,נס ציונה,מליבו ושיכון אזרחי,4,44,1157677,,,,,,,,,99,34.788261,31.925607
1199,100239,2000142,300023,40000010,נס ציונה,גני הדר ולב המושבה,4,44,3982954,,,,,,,,,99,34.808975,31.932276
1197,100240,2000142,300023,40000010,נס ציונה,פארק המדע,4,44,934059,,,,,,,,,99,34.803146,31.917954
