o,d,o_name,d_name,car_2022,transit_2022,gc_car,gc_bus,gc_brt,gc_lrt_ug,gc_lrt_ground,gc_lrt_ug_with_premium,P_lrt_of_transit_ug,lrt_trips_ug,lrt_from_bus_ug,lrt_from_car_ug,P_lrt_of_transit_ground,lrt_trips_ground,gc_lrt_d50,P_lrt_of_transit_d50,lrt_trips_d50,lrt_legs_ug,lrt_status_ug
201,216,TiratCarmel,Hamovil,0.0,0.13,54.2,110.17,,133.06,137.88,128.06,0.25,0.03,0.03,0.0,0.2,0.03,119.4,0.44,0.06,directLRT→bus,derived_feeder
201,217,TiratCarmel,Nazareth,0.0,0.81,67.17,106.42,,123.02,134.14,118.02,0.33,0.27,0.27,0.0,0.2,0.16,109.36,0.53,0.43,directLRT→bus,derived_feeder
201,101,TiratCarmel,TsurShalom,0.0,4.74,36.3,79.91,,77.04,81.75,72.04,0.62,2.92,2.92,0.0,0.55,2.6,74.54,0.65,3.09,directLRT→brt,derived_feeder
201,102,TiratCarmel,Kiryon,0.0,5.99,34.9,75.8,,72.79,77.5,67.79,0.62,3.7,3.7,0.0,0.55,3.29,70.29,0.65,3.91,directLRT→brt,derived_feeder
201,103,TiratCarmel,KiryatBialik Center,0.0,7.42,32.2,75.45,,71.76,76.47,66.76,0.63,4.65,4.65,0.0,0.56,4.15,69.26,0.66,4.91,directLRT→brt,derived_feeder
201,104,TiratCarmel,KiryatHaim,0.0,11.19,29.48,72.05,,69.1,73.81,64.1,0.62,6.9,6.9,0.0,0.55,6.14,66.6,0.65,7.29,directLRT→brt,derived_feeder
201,301,TiratCarmel,SavyoneyYam,0.0,0.37,34.38,85.3,,108.3,113.01,103.3,0.25,0.09,0.09,0.0,0.2,0.07,105.8,0.28,0.1,directLRT→bus,assumed
201,302,TiratCarmel,KiryatYam A,0.0,0.54,32.43,83.93,,106.93,111.64,101.93,0.25,0.14,0.14,0.0,0.2,0.11,102.38,0.31,0.17,directLRT→bus,assumed
201,303,TiratCarmel,KiryatYam B+C,0.0,6.53,30.32,76.86,,98.23,104.57,93.23,0.27,1.78,1.78,0.0,0.2,1.33,90.38,0.37,2.45,directLRT→bus,derived_feeder
201,304,TiratCarmel,KiryatHaim West,0.0,5.18,28.13,71.58,,94.58,99.29,89.58,0.25,1.31,1.31,0.0,0.2,1.06,91.61,0.29,1.49,directLRT→bus,assumed
202,201,Matam-NeotPeres,TiratCarmel,102.07,36.89,11.12,22.6,,49.41,54.12,44.41,0.57,28.57,21.19,7.38,0.57,28.57,46.91,0.57,28.57,directLRT,derived
202,203,Matam-NeotPeres,HofCarmel-NeveDavid,112.26,11.34,11.5,23.3,26.81,37.48,40.66,32.48,0.57,9.45,6.52,2.93,0.57,9.45,35.62,0.57,9.45,directLRT,derived
202,204,Matam-NeotPeres,Hecht-Shprintzak,0.0,16.08,13.48,20.45,23.99,40.2,44.91,35.2,0.57,9.24,9.24,0.0,0.57,9.24,37.7,0.57,9.24,directLRT,derived
202,205,Matam-NeotPeres,EinHayam,142.51,3.9,22.69,18.34,22.21,44.5,50.93,39.5,0.57,3.35,2.24,1.11,0.57,3.35,40.78,0.57,3.35,directLRT,derived
202,206,Matam-NeotPeres,BatGalim-KiryatEliezer,24.99,90.17,16.47,28.99,27.3,49.66,59.45,44.66,0.57,57.9,51.8,6.1,0.57,57.9,44.07,0.57,57.9,directLRT,derived
202,207,Matam-NeotPeres,Hamoshava,27.04,15.11,15.33,34.9,30.94,44.94,56.54,39.94,0.57,11.43,8.68,2.75,0.57,11.43,38.12,0.57,11.43,directLRT,derived
202,208,Matam-NeotPeres,LowerCity,182.8,52.7,17.0,38.4,34.78,51.74,65.03,46.74,0.57,41.49,30.27,11.22,0.57,41.49,43.7,0.57,41.49,directLRT,derived
202,209,Matam-NeotPeres,Namal-Giborim,0.0,19.41,16.55,48.1,42.16,62.42,78.12,57.42,0.57,11.15,11.15,0.0,0.57,11.15,53.13,0.57,11.15,directLRT,derived
202,210,Matam-NeotPeres,Hamifrats,0.0,25.76,20.06,54.59,36.24,74.47,93.58,69.47,0.57,14.8,14.8,0.0,0.57,14.8,63.31,0.57,14.8,directLRT,derived
202,211,Matam-NeotPeres,Bazan-Hutsot,44.17,9.75,22.51,42.9,42.9,73.37,82.46,68.37,0.18,1.88,1.74,0.14,0.11,1.14,62.21,0.3,3.34,directLRT→brt,derived_feeder
202,212,Matam-NeotPeres,TsometKiryatAta,0.0,13.06,25.86,36.49,36.49,66.95,76.05,61.95,0.18,2.33,2.33,0.0,0.11,1.46,55.79,0.3,3.89,directLRT→brt,derived_feeder
202,213,Matam-NeotPeres,KiryatAta North,0.0,4.61,32.42,69.51,,79.03,94.3,74.03,0.43,1.99,1.99,0.0,0.23,1.08,67.87,0.6,2.76,directLRT→brt,derived_feeder
202,214,Matam-NeotPeres,KiryatAta North-East,0.0,1.19,37.72,87.29,,101.96,112.07,96.96,0.36,0.43,0.43,0.0,0.23,0.28,90.8,0.52,0.62,directLRT→bus,derived_feeder
202,215,Matam-NeotPeres,Shefaram,0.0,0.04,43.57,84.54,,96.89,109.33,91.89,0.39,0.02,0.02,0.0,0.23,0.01,85.73,0.56,0.02,directLRT→bus,derived_feeder
202,216,Matam-NeotPeres,Hamovil,0.0,0.03,55.49,102.86,,116.4,127.73,111.4,0.37,0.01,0.01,0.0,0.23,0.01,105.24,0.54,0.02,directLRT→bus,derived_feeder
202,217,Matam-NeotPeres,Nazareth,0.0,0.73,69.6,99.12,,106.35,123.99,101.35,0.47,0.34,0.34,0.0,0.23,0.17,95.19,0.63,0.46,directLRT→bus,derived_feeder
202,101,Matam-NeotPeres,TsurShalom,0.0,2.25,33.8,46.73,46.73,77.57,86.15,72.57,0.18,0.39,0.39,0.0,0.11,0.25,66.41,0.29,0.66,directLRT→brt,derived_feeder
202,102,Matam-NeotPeres,Kiryon,0.0,3.26,32.73,42.48,42.48,74.52,82.04,69.52,0.16,0.54,0.54,0.0,0.11,0.36,63.36,0.28,0.91,directLRT→brt,derived_feeder
202,103,Matam-NeotPeres,KiryatBialik Center,0.0,3.62,30.29,41.46,41.46,73.49,81.02,68.49,0.16,0.6,0.6,0.0,0.11,0.4,62.33,0.28,1.01,directLRT→brt,derived_feeder
202,104,Matam-NeotPeres,KiryatHaim,0.0,8.03,28.01,38.79,38.79,69.82,78.35,64.82,0.17,1.39,1.39,0.0,0.11,0.9,58.66,0.29,2.33,directLRT→brt,derived_feeder
202,301,Matam-NeotPeres,SavyoneyYam,0.0,0.06,31.6,78.0,,98.07,102.78,93.07,0.29,0.02,0.02,0.0,0.23,0.01,93.68,0.35,0.02,directLRT→bus,assumed
202,302,Matam-NeotPeres,KiryatYam A,0.0,0.08,29.77,76.62,,96.7,101.41,91.7,0.29,0.02,0.02,0.0,0.23,0.02,88.22,0.4,0.03,directLRT→bus,assumed
202,303,Matam-NeotPeres,KiryatYam B+C,0.0,5.08,27.78,69.55,,81.57,84.75,76.57,0.4,2.01,2.01,0.0,0.35,1.79,76.22,0.48,2.41,directLRT→bus,derived_feeder
202,304,Matam-NeotPeres,KiryatHaim West,0.0,4.02,26.21,64.27,,84.35,87.97,79.35,0.29,1.16,1.16,0.0,0.25,0.99,77.44,0.38,1.53,directLRT→bus,assumed
203,201,HofCarmel-NeveDavid,TiratCarmel,26.61,28.32,17.6,35.66,,50.54,58.43,45.54,0.57,20.27,16.27,4.01,0.57,20.27,46.18,0.57,20.27,directLRT,derived
203,202,HofCarmel-NeveDavid,Matam-NeotPeres,208.07,73.39,11.52,17.5,22.97,32.8,35.98,27.8,0.57,56.85,42.16,14.69,0.57,56.85,30.94,0.57,56.85,directLRT,derived
203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,69.14,12.41,8.5,13.13,18.15,31.08,32.61,26.08,0.57,10.06,7.13,2.93,0.57,10.06,30.44,0.57,10.06,directLRT,derived
203,205,HofCarmel-NeveDavid,EinHayam,24.94,3.01,10.47,12.42,16.36,35.39,38.62,30.39,0.57,2.46,1.73,0.73,0.57,2.46,33.52,0.57,2.46,directLRT,derived
203,206,HofCarmel-NeveDavid,BatGalim-KiryatEliezer,11.73,69.61,12.92,22.67,21.46,40.55,47.15,35.55,0.57,44.19,39.99,4.2,0.57,44.19,36.82,0.57,44.19,directLRT,derived
203,207,HofCarmel-NeveDavid,Hamoshava,0.0,11.79,12.82,27.15,25.09,35.82,44.23,30.82,0.57,6.77,6.77,0.0,0.57,6.77,30.87,0.57,6.77,directLRT,derived
203,208,HofCarmel-NeveDavid,LowerCity,0.0,41.12,14.15,30.86,28.93,42.62,52.73,37.62,0.57,23.62,23.62,0.0,0.57,23.62,36.45,0.57,23.62,directLRT,derived
203,209,HofCarmel-NeveDavid,Namal-Giborim,0.0,15.14,16.39,36.07,36.31,53.29,65.81,48.29,0.57,8.69,8.69,0.0,0.57,8.69,45.86,0.57,8.69,directLRT,derived
203,210,HofCarmel-NeveDavid,Hamifrats,22.85,20.03,20.51,49.51,52.65,65.35,81.28,60.35,0.57,14.65,11.51,3.14,0.57,14.65,56.06,0.57,14.65,directLRT,derived
203,211,HofCarmel-NeveDavid,Bazan-Hutsot,0.0,7.58,23.87,57.93,59.31,57.68,60.86,52.68,0.58,4.38,4.38,0.0,0.53,4.03,54.95,0.62,4.68,directLRT→brt,derived_feeder
203,212,HofCarmel-NeveDavid,TsometKiryatAta,0.0,10.2,25.78,52.9,52.9,51.27,54.45,46.27,0.6,6.1,6.1,0.0,0.55,5.63,48.54,0.64,6.49,directLRT→brt,derived_feeder
203,213,HofCarmel-NeveDavid,KiryatAta North,0.0,3.65,32.36,71.17,,69.9,81.99,64.9,0.59,2.16,2.16,0.0,0.41,1.51,60.61,0.72,2.62,directLRT→brt,derived_feeder
203,214,HofCarmel-NeveDavid,KiryatAta North-East,0.0,0.95,37.89,88.95,,92.84,99.77,87.84,0.52,0.49,0.49,0.0,0.41,0.39,83.55,0.65,0.62,directLRT→bus,derived_feeder
203,215,HofCarmel-NeveDavid,Shefaram,0.0,0.03,43.84,86.21,,87.77,97.03,82.77,0.55,0.02,0.02,0.0,0.41,0.01,78.48,0.68,0.02,directLRT→bus,derived_feeder
203,216,HofCarmel-NeveDavid,Hamovil,0.0,0.02,56.31,104.61,,107.27,115.43,102.27,0.53,0.01,0.01,0.0,0.41,0.01,97.98,0.67,0.02,directLRT→bus,derived_feeder
203,217,HofCarmel-NeveDavid,Nazareth,0.0,0.57,71.1,100.86,,97.23,111.68,92.23,0.63,0.36,0.36,0.0,0.41,0.24,87.94,0.75,0.43,directLRT→bus,derived_feeder
203,101,HofCarmel-NeveDavid,TsurShalom,0.0,1.75,32.26,63.0,63.0,61.51,64.69,56.51,0.6,1.04,1.04,0.0,0.55,0.96,59.15,0.63,1.1,directLRT→brt,derived_feeder
203,102,HofCarmel-NeveDavid,Kiryon,0.0,2.54,31.48,58.89,58.89,57.26,60.44,52.26,0.6,1.52,1.52,0.0,0.55,1.4,55.4,0.62,1.59,directLRT→brt,derived_feeder
203,103,HofCarmel-NeveDavid,KiryatBialik Center,0.0,2.82,29.3,57.87,57.87,56.23,59.41,51.23,0.6,1.69,1.69,0.0,0.55,1.56,54.37,0.62,1.76,directLRT→brt,derived_feeder
203,104,HofCarmel-NeveDavid,KiryatHaim,0.0,6.29,27.45,55.2,55.2,53.57,56.75,48.57,0.6,3.76,3.76,0.0,0.55,3.47,51.41,0.63,3.96,directLRT→brt,derived_feeder
203,301,HofCarmel-NeveDavid,SavyoneyYam,0.0,0.04,29.9,79.66,,88.95,90.48,83.95,0.44,0.02,0.02,0.0,0.41,0.02,86.43,0.47,0.02,directLRT→bus,assumed
203,302,HofCarmel-NeveDavid,KiryatYam A,0.0,0.06,28.23,78.29,,87.58,89.11,82.58,0.44,0.03,0.03,0.0,0.41,0.03,80.95,0.53,0.03,directLRT→bus,assumed
203,303,HofCarmel-NeveDavid,KiryatYam B+C,0.0,3.99,26.42,53.6,,75.13,82.03,70.13,0.27,1.08,1.08,0.0,0.2,0.78,68.96,0.35,1.39,directLRT→bus,derived_feeder
203,304,HofCarmel-NeveDavid,KiryatHaim West,0.0,3.16,25.39,56.82,,75.23,76.76,70.23,0.31,0.98,0.98,0.0,0.29,0.91,70.19,0.38,1.19,directLRT→bus,assumed
204,201,Hecht-Shprintzak,TiratCarmel,248.41,85.22,18.78,35.5,,54.24,63.66,49.24,0.57,66.15,48.96,17.19,0.57,66.15,49.24,0.57,66.15,directLRT,derived
204,202,Hecht-Shprintzak,Matam-NeotPeres,146.13,220.84,12.77,18.53,22.93,36.5,41.21,31.5,0.57,148.49,126.86,21.62,0.57,148.49,34.0,0.57,148.49,directLRT,derived
204,203,Hecht-Shprintzak,HofCarmel-NeveDavid,137.97,26.35,7.84,17.69,20.93,32.05,33.58,27.05,0.57,21.33,15.14,6.19,0.57,21.33,31.41,0.57,21.33,directLRT,derived
204,205,Hecht-Shprintzak,EinHayam,190.91,9.06,6.62,7.44,11.61,34.13,35.83,29.13,0.57,7.73,5.2,2.53,0.57,7.73,32.9,0.57,7.73,directLRT,derived
204,206,Hecht-Shprintzak,BatGalim-KiryatEliezer,372.66,209.48,9.89,17.76,16.7,39.27,44.34,34.27,0.57,155.15,120.33,34.81,0.57,155.15,36.18,0.57,155.15,directLRT,derived
204,207,Hecht-Shprintzak,Hamoshava,0.0,35.48,12.16,24.09,20.33,34.55,41.43,29.55,0.57,20.38,20.38,0.0,0.57,20.38,30.24,0.57,20.38,directLRT,derived
204,208,Hecht-Shprintzak,LowerCity,32.41,123.74,14.54,27.59,24.17,41.36,49.94,36.36,0.57,78.59,71.08,7.51,0.57,78.59,35.82,0.57,78.59,directLRT,derived
204,209,Hecht-Shprintzak,Namal-Giborim,50.45,45.55,17.52,31.24,31.56,52.03,63.02,47.03,0.57,32.67,26.16,6.5,0.57,32.67,45.24,0.57,32.67,directLRT,derived
204,210,Hecht-Shprintzak,Hamifrats,66.51,60.27,21.59,45.42,47.89,64.08,78.48,59.08,0.57,43.03,34.62,8.41,0.57,43.03,55.42,0.57,43.03,directLRT,derived
204,211,Hecht-Shprintzak,Bazan-Hutsot,0.0,22.82,24.09,54.56,54.56,61.38,66.09,56.38,0.47,10.79,10.79,0.0,0.4,9.2,54.32,0.58,13.19,directLRT→brt,derived_feeder
204,212,Hecht-Shprintzak,TsometKiryatAta,0.0,30.69,25.84,48.14,48.14,54.96,59.67,49.96,0.47,14.51,14.51,0.0,0.4,12.38,47.91,0.58,17.74,directLRT→brt,derived_feeder
204,213,Hecht-Shprintzak,KiryatAta North,0.0,10.98,32.32,65.6,,68.64,79.63,63.64,0.53,5.81,5.81,0.0,0.37,4.04,59.98,0.65,7.18,directLRT→brt,derived_feeder
204,214,Hecht-Shprintzak,KiryatAta North-East,0.0,2.85,37.93,83.38,,91.57,98.91,86.57,0.45,1.29,1.29,0.0,0.35,0.99,82.91,0.58,1.65,directLRT→bus,derived_feeder
204,215,Hecht-Shprintzak,Shefaram,0.0,0.1,43.91,80.63,,86.51,96.17,81.51,0.49,0.05,0.05,0.0,0.35,0.04,77.85,0.61,0.06,directLRT→bus,derived_feeder
204,216,Hecht-Shprintzak,Hamovil,0.0,0.08,56.63,99.03,,106.01,114.57,101.01,0.47,0.04,0.04,0.0,0.35,0.03,97.35,0.6,0.04,directLRT→bus,derived_feeder
204,217,Hecht-Shprintzak,Nazareth,0.0,1.73,71.78,95.29,,95.97,110.37,90.97,0.56,0.97,0.97,0.0,0.35,0.61,87.31,0.69,1.18,directLRT→bus,derived_feeder
204,101,Hecht-Shprintzak,TsurShalom,0.0,5.27,31.36,58.24,58.24,65.2,69.91,60.2,0.47,2.48,2.48,0.0,0.4,2.11,58.52,0.57,3.01,directLRT→brt,derived_feeder
204,102,Hecht-Shprintzak,Kiryon,0.0,7.64,30.75,54.14,54.14,60.95,65.66,55.95,0.47,3.61,3.61,0.0,0.4,3.08,55.47,0.55,4.24,directLRT→brt,derived_feeder
204,103,Hecht-Shprintzak,KiryatBialik Center,0.0,8.49,28.77,53.11,53.11,59.93,64.64,54.93,0.47,4.01,4.01,0.0,0.4,3.42,54.44,0.55,4.71,directLRT→brt,derived_feeder
204,104,Hecht-Shprintzak,KiryatHaim,0.0,18.93,27.2,50.44,50.44,57.26,61.97,52.26,0.47,8.95,8.95,0.0,0.4,7.64,50.78,0.57,10.78,directLRT→brt,derived_feeder
204,301,Hecht-Shprintzak,SavyoneyYam,0.0,0.13,28.94,74.08,,87.92,89.62,82.92,0.37,0.05,0.05,0.0,0.35,0.04,85.79,0.4,0.05,directLRT→bus,assumed
204,302,Hecht-Shprintzak,KiryatYam A,0.0,0.18,27.38,72.71,,86.55,88.25,81.55,0.37,0.07,0.07,0.0,0.35,0.06,80.33,0.46,0.08,directLRT→bus,assumed
204,303,Hecht-Shprintzak,KiryatYam B+C,0.0,12.0,25.7,65.64,,73.87,77.67,68.87,0.45,5.42,5.42,0.0,0.4,4.75,68.33,0.53,6.41,directLRT→bus,derived_feeder
204,304,Hecht-Shprintzak,KiryatHaim West,0.0,9.49,25.02,60.36,,74.2,75.9,69.2,0.37,3.52,3.52,0.0,0.35,3.29,69.56,0.44,4.15,directLRT→bus,assumed
205,201,EinHayam,TiratCarmel,89.86,34.35,20.6,35.58,,58.96,70.09,53.96,0.57,26.49,19.73,6.76,0.57,26.49,52.74,0.57,26.49,directLRT,derived
205,202,EinHayam,Matam-NeotPeres,61.01,89.01,14.29,18.6,23.02,41.22,47.65,36.22,0.57,60.69,51.13,9.55,0.57,60.69,37.5,0.57,60.69,directLRT,derived
205,203,EinHayam,HofCarmel-NeveDavid,46.43,10.62,9.72,16.44,21.01,36.78,40.01,31.78,0.57,8.49,6.1,2.39,0.57,8.49,34.91,0.57,8.49,directLRT,derived
205,204,EinHayam,Hecht-Shprintzak,94.63,15.06,7.37,8.68,13.48,34.54,36.24,29.54,0.57,12.29,8.65,3.65,0.57,12.29,33.31,0.57,12.29,directLRT,derived
205,206,EinHayam,BatGalim-KiryatEliezer,145.49,84.43,10.29,10.39,13.93,38.55,41.91,33.55,0.57,62.55,48.5,14.05,0.57,62.55,36.68,0.57,62.55,directLRT,derived
205,207,EinHayam,Hamoshava,1049.94,14.3,16.99,13.63,17.56,33.83,39.0,28.83,0.57,12.48,8.22,4.27,0.57,12.48,30.73,0.57,12.48,directLRT,derived
205,208,EinHayam,LowerCity,132.26,49.88,12.18,17.47,21.4,40.64,47.5,35.64,0.57,38.45,28.65,9.8,0.57,38.45,36.32,0.57,38.45,directLRT,derived
205,209,EinHayam,Namal-Giborim,12.07,18.36,16.7,26.31,28.78,51.3,60.59,46.3,0.57,13.07,10.55,2.53,0.57,13.07,45.74,0.57,13.07,directLRT,derived
205,210,EinHayam,Hamifrats,0.0,24.29,22.05,45.12,45.12,63.36,76.04,58.36,0.57,13.95,13.95,0.0,0.57,13.95,55.92,0.57,13.95,directLRT,derived
205,211,EinHayam,Bazan-Hutsot,0.0,9.2,24.02,51.78,51.78,62.26,72.53,57.26,0.42,3.85,3.85,0.0,0.28,2.58,54.82,0.53,4.87,directLRT→brt,derived_feeder
205,212,EinHayam,TsometKiryatAta,0.0,12.37,25.63,45.37,45.37,55.85,66.11,50.85,0.42,5.18,5.18,0.0,0.28,3.46,48.41,0.53,6.55,directLRT→brt,derived_feeder
205,213,EinHayam,KiryatAta North,0.0,4.42,32.0,60.92,,67.92,77.2,62.92,0.47,2.08,2.08,0.0,0.34,1.49,60.48,0.58,2.57,directLRT→brt,derived_feeder
205,214,EinHayam,KiryatAta North-East,0.0,1.15,37.64,78.7,,90.85,101.84,85.85,0.39,0.45,0.45,0.0,0.25,0.29,83.41,0.5,0.58,directLRT→bus,derived_feeder
205,215,EinHayam,Shefaram,0.0,0.04,43.62,75.96,,85.79,98.47,80.79,0.43,0.02,0.02,0.0,0.26,0.01,78.35,0.54,0.02,directLRT→bus,derived_feeder
205,216,EinHayam,Hamovil,0.0,0.03,56.5,94.36,,105.29,117.5,100.29,0.41,0.01,0.01,0.0,0.25,0.01,97.85,0.52,0.02,directLRT→bus,derived_feeder
205,217,EinHayam,Nazareth,0.0,0.7,71.9,90.62,,95.25,107.93,90.25,0.51,0.35,0.35,0.0,0.32,0.23,87.81,0.62,0.43,directLRT→bus,derived_feeder
205,101,EinHayam,TsurShalom,0.0,2.12,30.44,55.47,55.47,66.46,76.35,61.46,0.41,0.87,0.87,0.0,0.28,0.59,59.02,0.52,1.11,directLRT→brt,derived_feeder
205,102,EinHayam,Kiryon,0.0,3.08,29.96,51.36,51.36,63.41,72.1,58.41,0.4,1.22,1.22,0.0,0.28,0.86,55.97,0.51,1.56,directLRT→brt,derived_feeder
205,103,EinHayam,KiryatBialik Center,0.0,3.42,28.11,50.34,50.34,62.38,71.08,57.38,0.4,1.36,1.36,0.0,0.28,0.96,54.94,0.51,1.73,directLRT→brt,derived_feeder
205,104,EinHayam,KiryatHaim,0.0,7.63,26.76,47.67,47.67,58.72,68.41,53.72,0.41,3.13,3.13,0.0,0.28,2.14,51.28,0.52,3.98,directLRT→brt,derived_feeder
205,301,EinHayam,SavyoneyYam,0.0,0.05,27.98,69.41,,89.19,92.55,84.19,0.29,0.01,0.01,0.0,0.25,0.01,86.29,0.33,0.02,directLRT→bus,assumed
205,302,EinHayam,KiryatYam A,0.0,0.07,26.51,68.04,,86.39,91.18,81.39,0.31,0.02,0.02,0.0,0.25,0.02,80.83,0.39,0.03,directLRT→brt,derived_feeder
205,303,EinHayam,KiryatYam B+C,0.0,4.84,24.94,60.97,,73.15,77.91,68.15,0.39,1.9,1.9,0.0,0.33,1.59,68.83,0.46,2.21,directLRT→bus,derived_feeder
205,304,EinHayam,KiryatHaim West,19.7,3.83,24.72,55.69,,74.38,80.39,69.38,0.31,1.35,1.17,0.18,0.23,1.0,70.06,0.36,1.67,directLRT→bus,derived_feeder
206,201,BatGalim-KiryatEliezer,TiratCarmel,335.11,94.01,22.19,49.74,,59.88,74.38,54.88,0.57,74.15,54.0,20.15,0.57,74.15,51.79,0.57,74.15,directLRT,derived
206,202,BatGalim-KiryatEliezer,Matam-NeotPeres,356.52,243.6,17.68,27.41,29.57,42.14,51.93,37.14,0.57,176.87,139.93,36.94,0.57,176.87,36.55,0.57,176.87,directLRT,derived
206,203,BatGalim-KiryatEliezer,HofCarmel-NeveDavid,22.72,29.07,13.6,25.98,27.57,37.71,44.31,32.71,0.57,20.55,16.7,3.85,0.57,20.55,33.98,0.57,20.55,directLRT,derived
206,204,BatGalim-KiryatEliezer,Hecht-Shprintzak,354.17,41.2,8.36,18.38,20.04,35.46,40.53,30.46,0.57,34.29,23.67,10.62,0.57,34.29,32.37,0.57,34.29,directLRT,derived
206,205,BatGalim-KiryatEliezer,EinHayam,0.0,9.99,10.22,13.77,15.39,34.32,37.68,29.32,0.57,5.74,5.74,0.0,0.57,5.74,32.45,0.57,5.74,directLRT,derived
206,207,BatGalim-KiryatEliezer,Hamoshava,309.57,39.14,7.88,12.67,14.65,23.92,25.73,18.92,0.57,32.44,22.48,9.96,0.57,32.44,22.69,0.57,32.44,directLRT,derived
206,208,BatGalim-KiryatEliezer,LowerCity,309.44,136.49,10.57,16.7,18.49,30.72,34.22,25.72,0.57,103.55,78.41,25.14,0.57,103.55,28.27,0.57,103.55,directLRT,derived
206,209,BatGalim-KiryatEliezer,Namal-Giborim,45.72,50.24,14.8,24.78,25.88,41.39,47.3,36.39,0.57,35.41,28.86,6.55,0.57,35.41,37.68,0.57,35.41,directLRT,derived
206,210,BatGalim-KiryatEliezer,Hamifrats,186.3,66.48,20.53,41.13,42.21,53.45,62.77,48.45,0.57,51.46,38.19,13.27,0.57,51.46,47.88,0.57,51.46,directLRT,derived
206,211,BatGalim-KiryatEliezer,Bazan-Hutsot,32.19,25.17,21.52,48.16,48.88,52.34,59.59,47.34,0.51,15.87,12.89,2.98,0.4,11.88,46.77,0.59,19.34,directLRT→brt,derived_feeder
206,212,BatGalim-KiryatEliezer,TsometKiryatAta,0.0,33.85,22.57,42.05,42.46,45.93,53.17,40.93,0.52,17.49,17.49,0.0,0.41,13.85,40.36,0.6,20.28,directLRT→brt,derived_feeder
206,213,BatGalim-KiryatEliezer,KiryatAta North,0.0,12.11,28.86,52.69,52.69,58.0,63.92,53.0,0.5,6.0,6.0,0.0,0.41,4.94,52.43,0.58,7.0,directLRT→brt,derived_feeder
206,214,BatGalim-KiryatEliezer,KiryatAta North-East,0.0,3.14,34.52,77.21,,80.94,90.26,75.94,0.52,1.63,1.63,0.0,0.38,1.2,75.37,0.6,1.89,directLRT→bus,derived_feeder
