o,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,101,102,103,104,301,302,303,304
201,51.90,56.20,65.93,71.64,77.04,86.76,83.49,91.35,105.67,122.43,,,,,,,,,,,,,,,
202,57.28,32.67,42.39,48.10,53.50,63.22,59.95,67.81,82.14,98.89,,,,,,,,,,,,,,,
203,62.33,37.71,29.36,35.08,40.48,50.19,46.92,54.78,69.11,85.87,,,,,,,,,,,,,,,
204,69.01,44.40,36.05,30.81,36.22,45.92,42.66,50.52,64.85,81.60,,,,,,,,,,,,,,,
205,74.83,50.22,41.87,36.63,34.40,44.10,40.84,48.71,63.03,79.78,,,,,,,,,,,,,,,
206,80.32,55.70,47.35,42.11,39.87,29.64,26.38,34.23,48.56,65.32,,,,,,,,,,,,,,,
207,80.98,56.37,48.01,42.78,40.55,30.31,18.35,26.22,40.54,57.29,,,,,,,,,,,,,,,
208,86.37,61.76,53.41,48.17,45.94,35.69,23.74,24.07,38.40,55.14,,,,,,,,,,,,,,,
209,95.82,71.21,62.87,57.62,55.39,45.15,33.19,33.53,32.74,49.49,,,,,,,,,,,,,,,
210,114.78,90.16,81.82,76.58,74.34,64.11,52.15,52.47,51.69,48.09,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,
