mode,o,101,102,103,104,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,301,302,303,304
lrt_all_underground,210,missing:5,missing:5,missing:5,missing:5,assumed:2/derived:2/missing:1,assumed:2/derived:2/missing:1,assumed:2/derived:2/missing:1,assumed:2/derived:2/missing:1,assumed:2/derived:2/missing:1,assumed:2/derived:2/missing:1,assumed:2/derived:2/missing:1,assumed:2/derived:2/missing:1,assumed:2/derived:2/missing:1,assumed:2/derived:2/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,211,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,212,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,213,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,214,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,215,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,216,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,217,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,301,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,302,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,303,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
lrt_all_underground,304,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
