PerID3,HHID,SurveyDay,placeno,o,d,share,w,comp,transit,new_wf,Age,age_grp,female,licence,HHnCars,licensed_drivers,car_seg,employed,student,paid_parking,sector,HHSIZE,purpose,mainmode,car_gc,bus_gc,brt_gc,bus_ivt,bus_walk,bus_wait,bus_transfers,car_ivt,tr_best_gc,has_brt,dGC,dGC_best,dist_km,band,w_norm,transit_lbl
3-20080000211-2,20080000211.00000,2,3,217,301,0.00000,0.00000,CAR,0,286.36498,47.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,general,6.00000,NHB,10,56.82000,99.46000,,63.31000,9.08000,5.00000,1.00000,56.82000,99.46000,0,42.64000,42.64000,26.84971,20+,0.00000,car
3-20122000341-2,20122000341.00000,1,4,210,206,0.10671,37.14448,CAR,0,348.08037,69.00000,65+,True,True,1.00000,2.00000,competition,False,False,False,general,2.00000,NHB,11,20.07000,37.45000,38.95000,20.06000,7.94000,0.75000,0.00000,20.07000,37.45000,1,17.38000,17.38000,6.74928,6-10,0.64226,car
3-20220000003-2,20220000003.00000,1,2,104,210,1.00000,64.32792,CAR,0,64.32792,64.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,general,2.00000,HBW,10,14.37000,34.00000,35.05000,12.46000,10.29000,0.47000,0.00000,14.37000,34.00000,1,19.63000,19.63000,5.07582,3-6,1.11228,car
3-20220000003-2,20220000003.00000,2,2,104,210,1.00000,64.32792,CAR,0,64.32792,64.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,general,2.00000,HBW,10,14.37000,34.00000,35.05000,12.46000,10.29000,0.47000,0.00000,14.37000,34.00000,1,19.63000,19.63000,5.07582,3-6,1.11228,car
3-20220000026-1,20220000026.00000,2,2,104,202,1.00000,79.57399,CAR,0,79.57399,46.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,general,2.00000,HBW,10,28.64000,39.50000,39.50000,24.95000,5.77000,1.50000,0.00000,28.64000,39.50000,1,10.86000,10.86000,11.31753,10-20,1.37590,car
3-20220000058-1,20220000058.00000,1,2,104,212,1.00000,59.78638,CAR,0,59.78638,35.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,general,4.00000,HBO,10,6.79000,17.79000,19.00000,5.83000,5.62000,0.36000,0.00000,6.79000,17.79000,1,11.00000,11.00000,1.61683,<3,1.03376,car
3-20220000058-1,20220000058.00000,2,2,104,212,1.00000,59.78638,CAR,0,59.78638,35.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,general,4.00000,HBO,10,6.79000,17.79000,19.00000,5.83000,5.62000,0.36000,0.00000,6.79000,17.79000,1,11.00000,11.00000,1.61683,<3,1.03376,car
3-20220000058-2,20220000058.00000,2,2,104,206,0.95646,57.18322,CAR,0,59.78638,35.00000,35-64,True,True,2.00000,2.00000,car_available,True,False,False,general,4.00000,HBW,10,32.40000,46.39000,46.39000,32.56000,5.42000,1.50000,0.00000,32.40000,46.39000,1,13.99000,13.99000,8.93118,6-10,0.98874,car
3-20220000058-3,20220000058.00000,1,2,104,212,1.00000,59.78638,CAR,0,59.78638,2.00000,0-17,False,False,2.00000,2.00000,no_licence,False,False,False,general,4.00000,HBE,11,6.79000,17.79000,19.00000,5.83000,5.62000,0.36000,0.00000,6.79000,17.79000,1,11.00000,11.00000,1.61683,<3,1.03376,car
3-20220000058-3,20220000058.00000,2,2,104,212,1.00000,59.78638,CAR,0,59.78638,2.00000,0-17,False,False,2.00000,2.00000,no_licence,False,False,False,general,4.00000,HBE,11,6.79000,17.79000,19.00000,5.83000,5.62000,0.36000,0.00000,6.79000,17.79000,1,11.00000,11.00000,1.61683,<3,1.03376,car
3-20220000058-4,20220000058.00000,2,2,104,212,1.00000,59.78638,CAR,0,59.78638,1.00000,0-17,False,False,2.00000,2.00000,no_licence,False,False,False,general,4.00000,HBE,11,6.79000,17.79000,19.00000,5.83000,5.62000,0.36000,0.00000,6.79000,17.79000,1,11.00000,11.00000,1.61683,<3,1.03376,car
3-20297000021-1,20297000021.00000,1,4,102,301,0.00000,0.00000,CAR,0,119.50511,31.00000,25-34,True,True,1.00000,2.00000,competition,True,False,False,general,3.00000,NHB,10,9.91000,44.49000,,27.37000,6.25000,2.31000,0.00000,9.91000,44.49000,0,34.58000,34.58000,1.67235,<3,0.00000,car
3-20434000038-2,20434000038.00000,1,2,201,202,1.00000,350.00000,CAR,0,350.00000,60.00000,35-64,True,True,1.00000,2.00000,competition,True,False,False,general,2.00000,HBO,11,12.27000,35.32000,,22.61000,5.42000,0.94000,0.00000,12.27000,35.32000,0,23.05000,23.05000,3.20984,3-6,6.05179,car
3-20434000038-2,20434000038.00000,1,3,202,102,0.12252,42.88079,BUS,1,350.00000,60.00000,35-64,True,True,1.00000,2.00000,competition,True,False,False,general,2.00000,NHB,5,32.73000,42.48000,42.48000,28.70000,5.46000,1.43000,0.00000,32.73000,42.48000,1,9.75000,9.75000,13.86114,10-20,0.74144,transit
3-20434000038-2,20434000038.00000,2,2,201,103,0.75595,264.58420,BUS,1,350.00000,60.00000,35-64,True,True,1.00000,2.00000,competition,True,False,False,general,2.00000,HBO,5,32.20000,75.45000,,47.04000,5.21000,5.00000,1.00000,32.20000,75.45000,0,43.25000,43.25000,13.57496,10-20,4.57488,transit
3-20434000065-2,20434000065.00000,1,3,201,202,1.00000,329.33237,CAR,0,329.33237,34.00000,25-34,False,True,2.00000,2.00000,car_available,True,False,False,general,5.00000,NHB,10,12.27000,35.32000,,22.61000,5.42000,0.94000,0.00000,12.27000,35.32000,0,23.05000,23.05000,3.20984,3-6,5.69443,car
3-20434000100-1,20434000100.00000,1,2,201,202,1.00000,273.81287,CAR,0,273.81287,33.00000,25-34,False,True,1.00000,2.00000,competition,True,False,False,general,4.00000,HBW,10,12.27000,35.32000,,22.61000,5.42000,0.94000,0.00000,12.27000,35.32000,0,23.05000,23.05000,3.20984,3-6,4.73445,car
3-20434000100-1,20434000100.00000,2,2,201,202,1.00000,273.81287,CAR,0,273.81287,33.00000,25-34,False,True,1.00000,2.00000,competition,True,False,False,general,4.00000,HBW,10,12.27000,35.32000,,22.61000,5.42000,0.94000,0.00000,12.27000,35.32000,0,23.05000,23.05000,3.20984,3-6,4.73445,car
3-20434000100-2,20434000100.00000,1,4,201,202,1.00000,273.81287,CAR,0,273.81287,33.00000,25-34,True,True,1.00000,2.00000,competition,True,False,False,general,4.00000,HBW,11,12.27000,35.32000,,22.61000,5.42000,0.94000,0.00000,12.27000,35.32000,0,23.05000,23.05000,3.20984,3-6,4.73445,car
3-20434000100-2,20434000100.00000,2,4,201,202,1.00000,273.81287,CAR,0,273.81287,33.00000,25-34,True,True,1.00000,2.00000,competition,True,False,False,general,4.00000,HBW,11,12.27000,35.32000,,22.61000,5.42000,0.94000,0.00000,12.27000,35.32000,0,23.05000,23.05000,3.20984,3-6,4.73445,car
3-20434000119-1,20434000119.00000,1,2,201,202,1.00000,350.00000,CAR,0,350.00000,51.00000,35-64,False,True,1.00000,1.00000,car_available,True,False,False,general,3.00000,HBW,10,12.27000,35.32000,,22.61000,5.42000,0.94000,0.00000,12.27000,35.32000,0,23.05000,23.05000,3.20984,3-6,6.05179,car
3-20434000119-1,20434000119.00000,2,3,201,202,1.00000,350.00000,CAR,0,350.00000,51.00000,35-64,False,True,1.00000,1.00000,car_available,True,False,False,general,3.00000,NHB,10,12.27000,35.32000,,22.61000,5.42000,0.94000,0.00000,12.27000,35.32000,0,23.05000,23.05000,3.20984,3-6,6.05179,car
3-20434000136-2,20434000136.00000,1,2,201,202,0.00000,0.00000,CAR,0,161.50335,27.00000,25-34,True,True,1.00000,2.00000,competition,True,False,False,general,2.00000,HBW,11,12.27000,35.32000,,22.61000,5.42000,0.94000,0.00000,12.27000,35.32000,0,23.05000,23.05000,3.20984,3-6,0.00000,car
3-20434000136-2,20434000136.00000,2,2,201,202,0.00000,0.00000,CAR,0,161.50335,27.00000,25-34,True,True,1.00000,2.00000,competition,True,False,False,general,2.00000,HBW,11,12.27000,35.32000,,22.61000,5.42000,0.94000,0.00000,12.27000,35.32000,0,23.05000,23.05000,3.20984,3-6,0.00000,car
3-20499000701-2,20499000701.00000,2,3,217,215,1.00000,350.00000,CAR,0,350.00000,35.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,arab,5.00000,NHB,10,37.63000,57.49000,,31.48000,8.72000,4.29000,0.00000,37.63000,57.49000,0,19.86000,19.86000,16.43011,10-20,6.05179,car
3-20499000801-4,20499000801.00000,1,2,217,208,0.26084,91.29410,BUS,1,350.00000,18.00000,18-24,False,True,1.00000,3.00000,competition,False,True,False,arab,5.00000,HBW,3,62.05000,95.07000,,68.05000,6.01000,7.50000,0.00000,62.05000,95.07000,0,33.02000,33.02000,31.38329,20+,1.57855,transit
3-20499000801-4,20499000801.00000,2,2,217,208,0.26084,91.29410,BUS,1,350.00000,18.00000,18-24,False,True,1.00000,3.00000,competition,False,True,False,arab,5.00000,HBW,3,62.05000,95.07000,,68.05000,6.01000,7.50000,0.00000,62.05000,95.07000,0,33.02000,33.02000,31.38329,20+,1.57855,transit
3-20499001401-3,20499001401.00000,1,2,217,208,0.02541,8.89244,CAR,0,350.00000,29.00000,25-34,False,True,3.00000,4.00000,competition,True,False,False,arab,4.00000,HBW,10,62.05000,95.07000,,68.05000,6.01000,7.50000,0.00000,62.05000,95.07000,0,33.02000,33.02000,31.38329,20+,0.15376,car
3-20499001401-3,20499001401.00000,1,2,217,209,0.03951,13.82726,CAR,0,350.00000,29.00000,25-34,False,True,3.00000,4.00000,competition,True,False,False,arab,4.00000,HBW,10,61.95000,78.11000,,49.76000,6.67000,7.50000,0.00000,61.95000,78.11000,0,16.16000,16.16000,29.63985,20+,0.23908,car
3-20499001401-3,20499001401.00000,2,2,217,208,0.02541,8.89244,CAR,0,350.00000,29.00000,25-34,False,True,3.00000,4.00000,competition,True,False,False,arab,4.00000,HBW,10,62.05000,95.07000,,68.05000,6.01000,7.50000,0.00000,62.05000,95.07000,0,33.02000,33.02000,31.38329,20+,0.15376,car
3-20499001401-3,20499001401.00000,2,2,217,209,0.03951,13.82726,CAR,0,350.00000,29.00000,25-34,False,True,3.00000,4.00000,competition,True,False,False,arab,4.00000,HBW,10,61.95000,78.11000,,49.76000,6.67000,7.50000,0.00000,61.95000,78.11000,0,16.16000,16.16000,29.63985,20+,0.23908,car
3-20499001401-4,20499001401.00000,1,2,217,208,0.10293,36.02382,CAR,0,350.00000,23.00000,18-24,False,True,3.00000,4.00000,competition,True,False,False,arab,4.00000,HBW,10,62.05000,95.07000,,68.05000,6.01000,7.50000,0.00000,62.05000,95.07000,0,33.02000,33.02000,31.38329,20+,0.62288,car
3-20504000664-1,20504000664.00000,2,3,102,214,0.00000,0.00000,CAR,0,142.30152,64.00000,35-64,False,True,2.00000,2.00000,car_available,False,False,False,arab,5.00000,NHB,10,18.29000,39.67000,,9.44000,5.11000,10.00000,0.00000,18.29000,39.67000,0,21.38000,21.38000,6.07388,6-10,0.00000,car
3-20511000981-1,20511000981.00000,1,2,217,202,1.00000,350.00000,CAR,0,350.00000,43.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,arab,6.00000,HBW,10,64.71000,101.51000,,69.22000,7.14000,5.00000,1.00000,64.71000,101.51000,0,36.80000,36.80000,33.73732,20+,6.05179,car
3-20511000981-1,20511000981.00000,2,2,217,202,1.00000,350.00000,CAR,0,350.00000,43.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,arab,6.00000,HBW,10,64.71000,101.51000,,69.22000,7.14000,5.00000,1.00000,64.71000,101.51000,0,36.80000,36.80000,33.73732,20+,6.05179,car
3-20516001682-3,20516001682.00000,1,4,304,202,0.17766,16.55048,CAR,0,93.15873,29.00000,25-34,False,True,1.00000,1.00000,car_available,True,False,False,arab,5.00000,NHB,11,26.41000,52.22000,,25.00000,4.61000,5.00000,1.00000,26.41000,52.22000,0,25.81000,25.81000,10.34302,10-20,0.28617,car
3-20516001682-3,20516001682.00000,1,4,304,203,0.17766,16.55048,CAR,0,93.15873,29.00000,25-34,False,True,1.00000,1.00000,car_available,True,False,False,arab,5.00000,NHB,11,25.81000,61.55000,,28.04000,6.75000,10.00000,0.00000,25.81000,61.55000,0,35.74000,35.74000,9.90238,6-10,0.28617,car
3-20520000601-2,20520000601.00000,1,2,217,208,1.00000,267.34341,CAR,0,267.34341,47.00000,35-64,True,True,3.00000,3.00000,car_available,True,False,False,arab,6.00000,HBW,10,62.05000,95.07000,,68.05000,6.01000,7.50000,0.00000,62.05000,95.07000,0,33.02000,33.02000,31.38329,20+,4.62259,car
3-20542001233-1,20542001233.00000,1,2,217,215,1.00000,350.00000,CAR,0,350.00000,32.00000,25-34,False,True,1.00000,2.00000,competition,True,False,False,arab,4.00000,HBW,10,37.63000,57.49000,,31.48000,8.72000,4.29000,0.00000,37.63000,57.49000,0,19.86000,19.86000,16.43011,10-20,6.05179,car
3-20542001233-1,20542001233.00000,2,3,217,215,1.00000,350.00000,CAR,0,350.00000,32.00000,25-34,False,True,1.00000,2.00000,competition,True,False,False,arab,4.00000,NHB,10,37.63000,57.49000,,31.48000,8.72000,4.29000,0.00000,37.63000,57.49000,0,19.86000,19.86000,16.43011,10-20,6.05179,car
3-20595000057-2,20595000057.00000,1,3,212,104,0.54010,26.85042,CAR,0,49.71353,48.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,general,4.00000,NHB,10,9.77000,20.24000,19.95000,2.50000,8.46000,0.41000,0.00000,9.77000,19.95000,1,10.47000,10.18000,1.61683,<3,0.46427,car
3-20595000057-2,20595000057.00000,1,3,212,304,0.45990,22.86310,CAR,0,49.71353,48.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,general,4.00000,NHB,10,10.20000,30.04000,69.15000,12.38000,7.46000,1.36000,0.00000,10.20000,30.04000,1,19.84000,19.84000,1.82010,<3,0.39532,car
3-20595000057-2,20595000057.00000,1,4,104,212,0.59744,29.70093,CAR,0,49.71353,48.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,general,4.00000,NHB,10,6.79000,17.79000,19.00000,5.83000,5.62000,0.36000,0.00000,6.79000,17.79000,1,11.00000,11.00000,1.61683,<3,0.51355,car
3-20595000057-2,20595000057.00000,1,4,304,212,0.40256,20.01259,CAR,0,49.71353,48.00000,35-64,False,True,2.00000,2.00000,car_available,True,False,False,general,4.00000,NHB,10,11.61000,16.14000,18.29000,5.09000,4.45000,1.07000,0.00000,11.61000,16.14000,1,4.53000,4.53000,1.82010,<3,0.34603,car
3-20922000721-2,20922000721.00000,1,3,208,209,0.15146,0.77944,BUS,1,5.14621,59.00000,35-64,True,False,0.00000,0.00000,no_car_hh,False,False,False,general,2.00000,NHB,3,9.62000,15.68000,17.01000,6.05000,3.98000,0.83000,0.00000,9.62000,15.68000,1,6.06000,6.06000,1.95148,<3,0.01348,transit
3-20922000786-2,20922000786.00000,2,3,211,303,0.86103,32.51829,CAR,0,37.76693,53.00000,35-64,True,True,1.00000,2.00000,competition,True,False,False,general,3.00000,NHB,10,13.19000,37.34000,77.02000,15.24000,9.85000,1.20000,0.00000,13.19000,37.34000,1,24.15000,24.15000,4.04818,3-6,0.56227,car
3-20922001666-1,20922001666.00000,1,5,103,104,0.30763,4.71015,CAR,0,15.31096,27.00000,25-34,False,True,2.00000,2.00000,car_available,True,False,False,general,4.00000,NHB,10,7.44000,17.02000,16.07000,4.47000,5.91000,0.36000,0.00000,7.44000,16.07000,1,9.58000,8.63000,1.66098,<3,0.08144,car
3-20942000061-3,20942000061.00000,1,2,215,210,1.00000,22.49382,CAR,0,22.49382,27.00000,25-34,False,False,1.00000,1.00000,no_licence,True,False,False,arab,6.00000,HBW,11,34.03000,65.80000,,36.63000,12.27000,2.31000,0.00000,34.03000,65.80000,0,31.77000,31.77000,12.69525,10-20,0.38894,car
3-20942000061-3,20942000061.00000,2,2,215,210,1.00000,22.49382,CAR,0,22.49382,27.00000,25-34,False,False,1.00000,1.00000,no_licence,True,False,False,arab,6.00000,HBW,11,34.03000,65.80000,,36.63000,12.27000,2.31000,0.00000,34.03000,65.80000,0,31.77000,31.77000,12.69525,10-20,0.38894,car
3-20998000004-4,20998000004.00000,1,2,216,217,1.00000,75.27722,CAR,0,75.27722,22.00000,18-24,False,True,3.00000,5.00000,competition,False,True,False,arab,6.00000,HBE,11,22.94000,39.72000,,7.38000,14.29000,1.88000,0.00000,22.94000,39.72000,0,16.78000,16.78000,9.38142,6-10,1.30160,car
3-20998000004-4,20998000004.00000,2,2,216,217,1.00000,75.27722,CAR,0,75.27722,22.00000,18-24,False,True,3.00000,5.00000,competition,False,True,False,arab,6.00000,HBE,11,22.94000,39.72000,,7.38000,14.29000,1.88000,0.00000,22.94000,39.72000,0,16.78000,16.78000,9.38142,6-10,1.30160,car
3-20998000075-1,20998000075.00000,1,3,216,215,1.00000,90.70747,CAR,0,90.70747,59.00000,35-64,True,True,1.00000,3.00000,competition,False,False,False,arab,4.00000,NHB,10,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,1.56841,car
3-20998000075-1,20998000075.00000,1,4,215,216,1.00000,90.70747,CAR,0,90.70747,59.00000,35-64,True,True,1.00000,3.00000,competition,False,False,False,arab,4.00000,HBO,10,20.33000,51.73000,,8.53000,19.29000,2.31000,0.00000,20.33000,51.73000,0,31.40000,31.40000,7.24715,6-10,1.56841,car
3-20998000075-1,20998000075.00000,2,3,216,215,1.00000,90.70747,CAR,0,90.70747,59.00000,35-64,True,True,1.00000,3.00000,competition,False,False,False,arab,4.00000,NHB,10,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,1.56841,car
3-20998000075-1,20998000075.00000,2,4,215,216,1.00000,90.70747,CAR,0,90.70747,59.00000,35-64,True,True,1.00000,3.00000,competition,False,False,False,arab,4.00000,NHB,10,20.33000,51.73000,,8.53000,19.29000,2.31000,0.00000,20.33000,51.73000,0,31.40000,31.40000,7.24715,6-10,1.56841,car
3-20998000075-4,20998000075.00000,1,3,216,215,1.00000,90.70747,CAR,0,90.70747,40.00000,35-64,False,False,1.00000,3.00000,no_licence,False,False,False,arab,4.00000,NHB,11,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,1.56841,car
3-20998000075-4,20998000075.00000,2,3,216,215,1.00000,90.70747,CAR,0,90.70747,40.00000,35-64,False,False,1.00000,3.00000,no_licence,False,False,False,arab,4.00000,NHB,11,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,1.56841,car
3-20998000255-1,20998000255.00000,2,2,216,217,1.00000,18.42014,CAR,0,18.42014,20.00000,18-24,True,True,1.00000,2.00000,competition,False,True,False,arab,2.00000,HBE,10,22.94000,39.72000,,7.38000,14.29000,1.88000,0.00000,22.94000,39.72000,0,16.78000,16.78000,9.38142,6-10,0.31850,car
3-20998000364-2,20998000364.00000,1,2,216,211,0.86103,57.68280,CAR,0,66.99313,43.00000,35-64,False,True,2.00000,4.00000,competition,True,False,False,arab,7.00000,HBW,10,34.55000,87.61000,,39.38000,18.11000,6.00000,0.00000,34.55000,87.61000,0,53.06000,53.06000,17.54257,10-20,0.99738,car
3-20998000364-2,20998000364.00000,2,2,216,211,0.86103,57.68280,CAR,0,66.99313,43.00000,35-64,False,True,2.00000,4.00000,competition,True,False,False,arab,7.00000,HBW,10,34.55000,87.61000,,39.38000,18.11000,6.00000,0.00000,34.55000,87.61000,0,53.06000,53.06000,17.54257,10-20,0.99738,car
3-20998000541-4,20998000541.00000,1,2,216,217,1.00000,193.36389,CAR,0,193.36389,30.00000,25-34,False,True,1.00000,4.00000,competition,True,False,False,arab,5.00000,HBW,10,22.94000,39.72000,,7.38000,14.29000,1.88000,0.00000,22.94000,39.72000,0,16.78000,16.78000,9.38142,6-10,3.34342,car
3-20998000541-4,20998000541.00000,2,2,216,217,1.00000,193.36389,CAR,0,193.36389,30.00000,25-34,False,True,1.00000,4.00000,competition,True,False,False,arab,5.00000,HBW,10,22.94000,39.72000,,7.38000,14.29000,1.88000,0.00000,22.94000,39.72000,0,16.78000,16.78000,9.38142,6-10,3.34342,car
3-20998000613-2,20998000613.00000,1,2,216,215,1.00000,35.93051,CAR,0,35.93051,37.00000,35-64,True,True,1.00000,2.00000,competition,True,False,False,arab,5.00000,HBW,11,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,0.62127,car
3-20998000613-2,20998000613.00000,2,2,216,215,1.00000,35.93051,CAR,0,35.93051,37.00000,35-64,True,True,1.00000,2.00000,competition,True,False,False,arab,5.00000,HBW,11,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,0.62127,car
3-20998001011-2,20998001011.00000,1,2,216,209,0.66551,24.74357,CAR,0,37.18014,26.00000,25-34,False,True,1.00000,1.00000,car_available,True,False,False,arab,3.00000,HBW,10,43.39000,83.25000,,39.41000,12.92000,5.00000,1.00000,43.39000,83.25000,0,39.86000,39.86000,21.52971,20+,0.42784,car
3-20998001011-2,20998001011.00000,2,2,216,209,0.66551,24.74357,CAR,0,37.18014,26.00000,25-34,False,True,1.00000,1.00000,car_available,True,False,False,arab,3.00000,HBW,10,43.39000,83.25000,,39.41000,12.92000,5.00000,1.00000,43.39000,83.25000,0,39.86000,39.86000,21.52971,20+,0.42784,car
3-20998001081-1,20998001081.00000,1,2,216,215,1.00000,52.34190,CAR,0,52.34190,45.00000,35-64,False,True,1.00000,2.00000,competition,False,False,False,arab,5.00000,HBW,11,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,0.90503,car
3-20998001081-1,20998001081.00000,2,2,216,215,1.00000,52.34190,CAR,0,52.34190,45.00000,35-64,False,True,1.00000,2.00000,competition,False,False,False,arab,5.00000,HBW,11,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,0.90503,car
3-20998001153-1,20998001153.00000,1,2,216,215,1.00000,62.10870,CAR,0,62.10870,43.00000,35-64,False,True,1.00000,1.00000,car_available,True,False,False,arab,6.00000,HBW,10,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,1.07391,car
3-20998001153-1,20998001153.00000,2,2,216,215,1.00000,62.10870,CAR,0,62.10870,43.00000,35-64,False,True,1.00000,1.00000,car_available,True,False,False,arab,6.00000,HBW,10,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,1.07391,car
3-20998001441-3,20998001441.00000,1,2,216,215,1.00000,144.17611,CAR,0,144.17611,26.00000,25-34,False,True,2.00000,5.00000,competition,True,False,False,arab,8.00000,HBW,10,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,2.49292,car
3-20998001441-3,20998001441.00000,2,2,216,215,1.00000,144.17611,CAR,0,144.17611,26.00000,25-34,False,True,2.00000,5.00000,competition,True,False,False,arab,8.00000,HBW,10,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,2.49292,car
3-20998001657-3,20998001657.00000,1,2,216,201,1.00000,95.10729,CAR,0,95.10729,26.00000,25-34,False,True,1.00000,3.00000,competition,True,False,False,arab,4.00000,HBW,11,50.14000,103.48000,,56.93000,14.28000,5.00000,1.00000,50.14000,103.48000,0,53.34000,53.34000,25.43434,20+,1.64448,car
3-20998001657-3,20998001657.00000,2,2,216,201,1.00000,95.10729,CAR,0,95.10729,26.00000,25-34,False,True,1.00000,3.00000,competition,True,False,False,arab,4.00000,HBW,11,50.14000,103.48000,,56.93000,14.28000,5.00000,1.00000,50.14000,103.48000,0,53.34000,53.34000,25.43434,20+,1.64448,car
3-21061003742-1,21061003742.00000,2,2,217,211,0.86103,92.09165,BUS,1,106.95576,41.00000,35-64,False,True,1.00000,2.00000,competition,True,False,False,general,4.00000,HBW,3,54.97000,115.12000,,76.38000,11.87000,7.50000,0.00000,54.97000,115.12000,0,60.15000,60.15000,25.85038,20+,1.59234,transit
3-21061009522-2,21061009522.00000,1,4,217,210,0.65982,197.12127,CAR,0,298.74878,43.00000,35-64,True,True,1.00000,2.00000,competition,True,False,False,general,5.00000,NHB,10,55.38000,93.03000,,61.14000,11.66000,4.29000,0.00000,55.38000,93.03000,0,37.65000,37.65000,27.03546,20+,3.40839,car
3-21061014621-1,21061014621.00000,1,2,217,216,1.00000,350.00000,CAR,0,350.00000,79.00000,65+,True,True,1.00000,1.00000,car_available,False,False,False,general,1.00000,HBO,10,24.90000,68.09000,,24.06000,18.68000,3.33000,0.00000,24.90000,68.09000,0,43.19000,43.19000,9.38142,6-10,6.05179,car
3-21061014621-1,21061014621.00000,2,2,217,216,1.00000,350.00000,CAR,0,350.00000,79.00000,65+,True,True,1.00000,1.00000,car_available,False,False,False,general,1.00000,HBO,10,24.90000,68.09000,,24.06000,18.68000,3.33000,0.00000,24.90000,68.09000,0,43.19000,43.19000,9.38142,6-10,6.05179,car
3-21061024991-2,21061024991.00000,1,2,217,102,1.00000,350.00000,BUS,1,350.00000,23.00000,18-24,True,False,0.00000,1.00000,no_car_hh,True,True,False,general,2.00000,HBW,3,53.72000,78.34000,,50.00000,6.67000,7.50000,0.00000,53.72000,78.34000,0,24.62000,24.62000,25.17819,20+,6.05179,transit
3-21061024991-2,21061024991.00000,2,2,217,102,1.00000,350.00000,BUS,1,350.00000,23.00000,18-24,True,False,0.00000,1.00000,no_car_hh,True,True,False,general,2.00000,HBW,3,53.72000,78.34000,,50.00000,6.67000,7.50000,0.00000,53.72000,78.34000,0,24.62000,24.62000,25.17819,20+,6.05179,transit
3-21061029241-2,21061029241.00000,1,4,217,216,1.00000,142.66814,CAR,0,142.66814,27.00000,25-34,True,True,1.00000,2.00000,competition,True,False,False,general,4.00000,NHB,10,24.90000,68.09000,,24.06000,18.68000,3.33000,0.00000,24.90000,68.09000,0,43.19000,43.19000,9.38142,6-10,2.46685,car
3-21182000046-2,21182000046.00000,2,2,216,217,1.00000,22.05637,CAR,0,22.05637,53.00000,35-64,True,True,2.00000,2.00000,car_available,True,False,False,general,4.00000,HBW,10,22.94000,39.72000,,7.38000,14.29000,1.88000,0.00000,22.94000,39.72000,0,16.78000,16.78000,9.38142,6-10,0.38137,car
3-21182000062-1,21182000062.00000,1,2,216,215,1.00000,22.75790,CAR,0,22.75790,57.00000,35-64,False,True,1.00000,2.00000,competition,True,False,False,general,4.00000,HBO,10,17.20000,41.31000,,7.10000,14.96000,2.15000,0.00000,17.20000,41.31000,0,24.11000,24.11000,7.24715,6-10,0.39350,car
3-21182000106-2,21182000106.00000,1,2,216,217,1.00000,18.74358,CAR,0,18.74358,61.00000,35-64,True,True,2.00000,2.00000,car_available,True,False,False,general,2.00000,HBW,10,22.94000,39.72000,,7.38000,14.29000,1.88000,0.00000,22.94000,39.72000,0,16.78000,16.78000,9.38142,6-10,0.32409,car
3-21182000106-2,21182000106.00000,2,2,216,217,1.00000,18.74358,CAR,0,18.74358,61.00000,35-64,True,True,2.00000,2.00000,car_available,True,False,False,general,2.00000,HBW,10,22.94000,39.72000,,7.38000,14.29000,1.88000,0.00000,22.94000,39.72000,0,16.78000,16.78000,9.38142,6-10,0.32409,car
