stop_id,stop_code,stop_name,x,y,TAZ
2137,41254,גאולה/בן זכאי,200219.1,745476.1,1414
2139,41256,יד לבנים/הלל סילבר,200971.4,744716.3,1730
2140,41257,'יד לבנים א,201181.5,744840.8,1729
2141,41258,'יד לבנים ב,201484.2,744723.7,1733
2142,41259,יד לבנים/ערד,201872.4,744464.2,1705
2143,41260,בר יהודה/גשר גדוד 21,202369.2,744549.2,1727
2144,41261,יד לבנים/נווה יוסף,202027.3,744428.3,1705
2145,41262,יד לבנים/מעלות דב גרונר,201758.3,744551.2,1733
2146,41263,יד לבנים א,201461.0,744755.9,1733
2147,41264,יד לבנים ב,201146.0,744875.5,1729
2148,41265,רזיאל/פאר,201239.0,745075.9,1724
2149,41266,יד לבנים/פאר,201876.7,744564.4,1725
2150,41267,רזיאל/יד לבנים,201566.9,744864.1,1702
2151,41268,יד לבנים/הגיבורים,201416.7,745082.0,1723
2153,41270,פאר/וינר,201366.5,744896.3,1724
2154,41271,פאר/דב גרונר,201575.6,744758.7,1705
2155,41272,פאר/יד לבנים,201784.2,744595.7,1705
2156,41273,חטיבת כרמלי/מעלות יונה בוגלה,202011.5,744615.6,1703
2157,41274,החשמל/חטיבת כרמלי,201971.6,744785.5,1703
2158,41275,יד לבנים/הגיבורים,201335.5,745168.2,1723
2159,41276,יד לבנים/הירדן,201494.5,744975.3,1702
2160,41277,הגיבורים/ככר הגבורה,201337.9,745201.5,1723
2162,41279,מיכאל/בר כוכבא,200442.2,745653.9,1415
2164,41281,החלוץ/דבורה,200231.3,746202.7,1417
2166,41283,שמריהו לוין/אבן סינא,200128.9,746547.9,1416
2167,41284,מעלה השחרור/שיבת ציון,200402.2,746505.6,1417
2168,41285,קיבוץ גליות/בילו,200830.2,746003.4,1310
2169,41286,קיבוץ גלויות/דרך יד לבנים,201144.5,745602.0,1310
2170,41287,שיבת ציון/רובין,200258.8,746836.0,1401
2171,41288,דאר/מעלה השחרור,200354.3,746581.7,1401
2172,41289,קרית הממשלה/פל ים,200404.2,746823.9,1308
2175,41292,חוצות המפרץ,205652.9,745742.4,1210
2176,41293,האיצטדיון /החיטה,205611.3,747390.7,1201
2177,41294,האיצטדיון/שנקר,205816.6,747708.2,1201
2179,41296,ההסתדרות/צומת קרית אתא,206972.2,746335.7,1203
2180,41297,שדרות ההסתדרות/יצחק בן צבי,207138.7,746527.9,1203
2181,41298,משה שרת/שלמה לביא,206798.6,747287.8,808
2182,41299,דגניה/טרומן,205272.0,748665.6,803
2183,41300,דגניה/ בית אלפא,205454.4,748527.2,803
2184,41301,טרומן,205436.8,748983.8,803
2185,41302,בית אלפא/התקומה,205661.3,748766.4,803
2186,41303,בית אלפא/הותיקים,205792.0,748958.9,803
2188,41305,דגניה/זלמן ארן,205831.0,748271.9,804
2189,41306,זלמן ארן/אברבנל,205793.5,748446.9,803
2190,41307,האיצטדיון/דגניה,206021.5,748003.1,804
2191,41308,שדרות דגניה/שדרות ורבורג,206093.1,748098.1,804
2192,41309,שדרות ורבורג/אח''י אילת,206187.0,748079.4,804
2193,41310,משה שרת/אח''י אילת,206911.4,747466.6,807
2194,41311,אח''י אילת/יציב,206908.8,747371.6,809
2196,41313,הגדוד העיברי/שיטרית,206808.2,747862.9,807
2197,41314,שיטרית/משה שרת,207040.6,747809.7,807
2199,41316,בית אלפא/משמר העמק,205907.3,749119.2,803
2200,41317,בית אלפא,205695.4,748838.5,803
2201,41318,בית אלפא/דגניה,205548.1,748600.1,803
2202,41319,זלמן ארן/משמר העמק,206105.8,748984.4,803
2203,41320,דואר/זלמן ארן,205951.8,748767.0,803
2205,41322,אחי אילת/צומת קרית חיים,207506.1,747003.6,809
2206,41323,ביטוח לאומי/אחי אילת,207320.2,747119.8,809
2208,41325,דגניה/בוסל,205929.1,748223.8,804
2209,41326,דגניה/ורבורג,206001.9,748138.4,804
2211,41328,זלמן ארן/דגניה,205740.9,748397.4,804
2212,41329,דואר/זלמן ארן,205923.7,748702.3,803
2213,41330,זלמן ארן/הותיקים,206046.4,748887.8,803
2214,41331,וורבורג/אברבנאל,206183.5,748209.8,804
2215,41332,וורבורג/יחיעם,206315.7,748495.3,804
2216,41333,הים התיכון/שפירא,206648.4,749065.6,802
2217,41334,אלכסנדר זייד,206087.0,747205.5,1203
2218,41335,בן צבי/משה שרת,206741.6,747087.5,809
2220,41337,מבצע עזרא / ד''ר דן ויליאם גאוי,189363.0,704491.5,4016
2223,41340,קארו/בר יוחאי,208329.4,743859.9,915
2224,41341,שבזי/צלאח,208378.4,743886.4,904
2225,41342,שבזי/רשי,208626.5,743885.8,904
2226,41343,שבזי/רשי,208552.8,743895.8,904
2227,41344,טשרניחובסקי/לילנבלום,209361.7,744658.0,909
2228,41345,כנרת/הדקלים,209796.6,744656.4,1101
2229,41346,העצמאות/המגינים,210108.4,746092.3,903
2230,41347,סירקין/רמז,210850.9,745983.5,906
2231,41348,חנקין/בורוכוב,210753.3,746162.6,906
2232,41349,חנקין/בורוכוב,210762.7,746135.3,906
2233,41350,הרצל/חנקין,210698.5,746330.2,921
2234,41351,חנקין/רופין,210504.5,746373.3,921
2235,41352,חנקין/סוקולוב,210205.4,746401.0,921
2236,41353,נורדאו/חנקין,210577.8,746378.6,921
2238,41355,מולר/איינשטיין,210778.3,746461.5,906
2239,41356,איינשטיין/הצנחנים,210873.1,746453.1,906
2240,41357,איינשטיין/סמטת יאיר,210942.4,746490.4,906
2241,41358,יוספטל/סירקין,211268.0,745895.7,906
2243,41360,זבוטינסקי,211499.6,745940.3,907
2244,41361,זבוטינסקי/הפלמח,211731.3,745959.1,907
2245,41362,שמואל עזר,211601.0,746467.7,907
2246,41363,שמואל עזר/טביב,211659.8,746346.3,907
2247,41364,עשת/עזר,211488.0,746648.7,907
2248,41365,טביב/אסף שמחוני,211388.5,746016.7,907
2249,41366,עשת/טביב,211705.4,746342.8,907
2250,41367,טביב/אסף שמחוני,211376.0,746033.6,907
2251,41368,עשת/שמואל עזר,211446.8,746679.6,907
2252,41369,בן יוסף/זמנהוף,211134.2,746770.8,902
2253,41370,ז'בוטינסקי/יבניאלי,211634.5,746015.6,907
2254,41371,זבוטינסקי/אסף שמחוני,211471.0,745946.5,907
2255,41372,אנילביץ/יצחק שדה,211912.1,745977.8,901
2256,41373,אנילביץ/יצחק שדה,211921.0,746012.6,901
2257,41374,בן עמי/מימון,212038.8,746156.8,901
2258,41375,בן עמי,212329.1,746156.8,901
2259,41376,יצחק שדה/הארי השואג,212170.9,746374.9,901
2260,41377,יצחק שדה/קיש,212016.3,746470.8,901
2261,41378,יצחק שדה,211880.6,746278.8,907
2262,41379,הרצוג/יצחק שדה,212411.7,746291.4,901
2263,41380,בן עמי/הרצוג,212402.7,746022.9,901
2264,41381,בן עמי/משאש,212206.4,746263.8,901
2265,41382,מלאכי/יחזקאל,196290.8,709327.9,3919
2266,41383,גושן/וייצמן,207197.1,748664.5,611
2267,41384,גושן/ככר הגיבורים,207303.8,748224.5,612
2268,41385,גן העצמאות/זבוטינסקי,207160.9,749005.1,609
2269,41386,רכבת מוצקין/זבוטינסקי,207066.4,748844.8,611
2270,41387,חשמונאים/טרומפלדור,207403.0,749171.4,609
2271,41388,חשמונאים/וייצמן,207497.9,748849.1,609
2272,41389,חשמונאים/שפרינצ'ק,207478.3,748946.0,609
2273,41390,וייצמן/הרצוג,207748.6,748855.5,610
2274,41391,וייצמן/בית ספר וייצמן,207694.1,748880.1,607
2275,41392,ורד/ספיר,207946.0,749116.9,607
2276,41393,אשכול/ורד,207850.8,749336.5,607
2277,41394,חשמונאים/אלון,207727.5,749728.3,606
2278,41395,חשמונאים/בן גוריון,207706.6,749733.3,606
2279,41396,ורד/יוספטל,207914.1,749110.4,607
2280,41397,אשכול/ספיר,207889.1,749325.8,607
2281,41398,אשכול/חשמונאים,207731.4,749417.9,607
2282,41399,קדיש לוז/חזני,208374.0,749469.7,605
2283,41400,קדיש לוז,208659.3,749997.7,602
2284,41401,קדיש לוז,208602.4,749912.2,602
2285,41402,גושן/דבורה,207671.8,747752.4,612
2286,41403,גושן/מכבי,207383.4,748026.6,612
2287,41404,גושן/ככר הגיבורים,207302.9,748368.2,611
2288,41405,גושן/וייצמן,207253.8,748565.7,611
2289,41406,יששכר/וייצמן,207157.4,748740.9,611
2291,41408,וייצמן/תבור,207761.2,746944.1,709
2292,41409,שדרות וייצמן/יגור,207927.2,747349.6,709
2294,41411,קופת חולים/ויצמן,207881.5,747209.8,709
2295,41412,וייצמן/העמקים,207759.6,746961.1,709
2296,41413,הנרייטה סולד/כינרת,208080.5,747928.3,709
2297,41414,הגפן/קרן היסוד,208183.7,748306.1,707
2298,41415,קרן היסוד/הגפן,208239.3,748329.1,707
2299,41416,קרן היסוד/הברושים,208426.0,748624.2,707
2300,41417,קרן היסוד/אלונים,208527.9,748798.1,707
2301,41418,קרן היסוד/התאנים,208670.4,749092.8,705
2302,41419,קרן היסוד/דן,208785.2,749363.9,705
2303,41420,קרן היסוד/רחל,208639.9,749051.0,705
2304,41421,קרן היסוד/שבטי ישראל,208851.6,749477.9,705
2305,41422,שבטי ישראל/זבולון,208647.9,749492.1,705
2306,41423,דרך עכו/אוסישקין,207817.6,748274.8,612
2307,41424,התל/התמר,209153.2,750545.0,703
2308,41425,התל/חיים,209373.6,750456.4,703
2309,41426,התל,209330.7,750492.1,703
2310,41427,התל/דרך עכו,209126.1,750573.6,602
2311,41428,חיים/סיגליות,209491.2,750656.5,703
2312,41429,זבוטינסקי/שי עגנון,209597.2,751291.4,702
2313,41430,שי עגנון/שדרות חן,209762.6,751712.8,702
2314,41431,שי עגנון/י.ל.פרץ,209728.5,751621.1,702
2315,41432,שדרות חן/יוסף לוי,209364.9,751806.8,702
2316,41433,שדרות חן/בורלא,209560.0,751767.8,702
2317,41434,חיים/הרצל,209512.0,750948.8,703
2318,41435,חיים/הרצל,209524.8,750981.2,703
2320,41437,ירושלים/משה שרת,206695.5,749557.4,512
2322,41439,משה שרת/מרכז ניצן,206619.0,749804.7,510
2323,41440,משה שרת/מרכז ניצן,206601.4,749790.9,510
2324,41441,הנרייטה סולד/ליהמן,206926.3,750041.0,510
2325,41442,צה''ל/בן צבי,206680.6,750085.6,510
2326,41443,וייצמן/המעפילים,206670.0,750787.8,509
2327,41444,וייצמן/שבטי ישראל,207216.2,750540.2,507
2328,41445,וייצמן/השופטים,207222.7,750556.0,507
2329,41446,וייצמן /גורדון,206920.4,750699.2,507
2330,41447,ההסתדרות/פלמח,207386.6,750666.7,514
2331,41448,ההסתדרות/וייצמן,207378.8,750673.2,514
2333,41450,תבור/הגליל,207838.9,750975.6,503
2334,41451,מבצע יונתן/עין הדבש,190864.7,707288.1,4007
2335,41452,עציון/חברון,196781.3,708275.0,3918
2336,41453,עציון/חברון,196734.0,708404.8,3918
2337,41454,צומת צרופה,196411.5,728108.1,2411
2338,41455,צומת מגדים,197133.1,736964.4,2409
2339,41456,מגדים צפון/נחל ספונים,197128.1,738259.5,2409
2340,41457,מגדים דרום/נחל ספונים,197119.1,738077.6,2409
2341,41458,מסעף החותרים,196774.9,739884.0,2409
2342,41459,דרך הים/מחנה מעפילים,195444.8,735170.7,2410
2344,41461,שכונת ואדי אל פאש,205057.0,733498.9,2305
2345,41462,צומת סומך,213952.9,745812.6,913
2347,41464,צומת סומך,213989.9,745684.0,913
2349,41466,אלאונטוש,206286.4,736083.1,2301
2350,41467,כיכר המזרקה,205784.3,736601.8,2301
2354,41471,דרך ישראל בר יהודה,203241.7,743327.2,1811
2356,41476,קניון לב המפרץ/ההסתדרות,203951.4,744293.6,1221
2357,41477,מרכז מסחרי חוצות המפרץ,205607.6,745686.3,1209
2358,41478,דרך עכו/המייסדים,208770.7,750046.0,602
2359,41479,דרך עכו/צומת צבר,208213.9,749018.9,608
2360,41480,קריון/ד. עכו חיפה,208661.7,749773.7,602
2362,41482,צומת הקריון,208972.6,750215.9,704
2363,41483,דרך עכו/הגפן,207895.8,748364.2,608
2364,41484,דרך עכו/צומת צבר,208269.9,749054.4,605
2365,41486,הנדסת חומרים/שדרות דוד רוז,202692.6,742276.1,1718
2366,41487,טכניון הנדסת מכונות/שדרות דוד רוז,202441.9,742276.9,1718
2373,41503,דרך עכו חיפה/רפא''ל,209225.9,752251.0,613
2374,41504,דרך עכו חיפה/רפא''ל,209266.0,752385.6,613
2377,41507,מעונות הסטודנטים נווה ריפקין,202166.2,742511.1,1718
2378,41508,אוניברסיטת חיפה/בניין אשכול ב,201889.1,740961.8,1624
2381,41511,אוניברסיטה/מגדל אשכול,202020.2,740836.9,1624
2384,41514,קריית הממשלה/העצמאות,200607.7,746853.7,1313
2387,41517,יצחק רבין/אל זהור,214622.0,737694.3,2202
2390,41520,הכלניות/מדרשים,209642.2,739904.4,1104
2391,41521,הכלניות,209864.7,739893.5,1104
2392,41522,מחלף יגור,207099.8,739988.8,1105
2393,41523,הרימונים/האלונים,209415.3,739667.3,1107
2394,41524,מחלף העמקים/ג'למה,209661.3,736583.3,2207
2395,41525,צ'ק פוסט,202962.9,743743.1,1719
2396,41526,הרימונים/האורנים,209480.3,739538.5,1107
2399,41529,דרך שרה/דרך הרב משקובסקי,209736.8,739401.1,1107
2401,41531,דרך יוסף פלץ/הרב קוק,210036.3,739120.1,1107
2402,41532,ההסתדרות/צומת הקריות,203143.3,743871.2,1220
2404,41534,הרב שמעונוביץ/בית כנסת חזקיה,209548.8,739175.6,1107
2405,41535,הגפן/האלונים,209485.3,739421.9,1107
2406,41536,מכללת אורנים,210531.5,735145.4,2206
2407,41537,מכללת אורנים,210621.5,735144.6,2206
2409,41539,המגינים/בן גוריון,199453.6,747430.0,1302
2410,41540,תחנת רכבת חיפה מרכז השמונה,200016.9,747373.5,1312
2412,41543,הגפן/האלונים,209493.5,739411.7,1106
2413,41544,הגפן/הרב עוזיאל,209620.6,739332.3,1107
2414,41545,הרימונים/האלונים,209444.2,739724.2,1107
2415,41546,גיורא יוספטל/ירושלים,197469.6,739981.4,2407
2416,41547,רמבם/השחרור,197934.5,741075.7,2403
2417,41548,מרדכי/סמטת האחים פיש,211624.5,734502.9,2205
2418,41549,מרדכי / גולומוב,211704.6,734273.9,2205
2419,41550,צומת קרית טבעון/האלונים,212036.7,735331.2,2205
2420,41551,גולומב/כצנלסון,211766.0,734478.1,2205
2421,41552,גולומוב / כצנלסון,211782.1,734627.3,2205
2424,41555,רות/ברוך,198169.5,744471.6,1610
2425,41556,בר רב האי,197261.6,746968.6,1604
2426,41557,בית חולים אלישע/ווגווד,199412.2,745251.6,1608
2427,41558,יפה נוף/גדרה,199325.1,745615.0,1608
2428,41559,קיש/האסיף,199812.5,745130.6,1631
2429,41560,קיש/הנרייטה סאלד,199656.8,745213.6,1631
2430,41561,ויקטור הוגו/אמיל זולא,197189.5,747442.9,1602
2431,41562,דרך צרפת/דרייפוס,197022.6,747491.7,1511
2432,41563,אלנבי/הברון הירש,198849.7,747251.8,1509
2433,41564,אלנבי/בן גוריון,199171.4,747145.6,1304
2434,41565,ארלוזורוב/בלפור,199750.3,745914.0,1412
2435,41566,הציונות/הילל,199234.3,746484.7,1403
2436,41567,גן הבהאים/הציונות,198971.3,746662.6,1403
2437,41568,הרצליה/הציונות,199579.9,746608.0,1402
2438,41569,העליה השניה/הכ''ג,198194.8,748633.1,1501
2439,41570,העליה השניה/אלישע,197929.4,748593.0,1501
2440,41571,צומת דולפין,198877.5,748134.7,1504
2441,41572,אלנבי/בן גוריון,199197.3,747159.3,1304
2442,41573,אלנבי/רוטשילד,198854.5,747270.9,1509
2443,41574,שבתאי לוי/פרץ,199777.7,746528.9,1402
2444,41575,רופין/קניאל,200496.7,744990.3,1418
2445,41576,גאולה/רבי עקיבא,200452.4,745255.8,1418
2446,41577,מיכאל/בר כוכבא,200519.5,745545.4,1415
2448,41579,גאזל/סלמן,202211.3,745226.0,1217
2449,41580,אופיר/הרץ,201778.4,745863.9,1216
2450,41581,אופיר/העתיד,201754.2,745859.3,1216
2454,41585,מכבי אש/חלץ,202341.3,745060.1,1217
2455,41586,גאזל/סלמן,202182.8,745275.1,1217
2456,41587,טובים/העתיד,201711.7,746059.9,1216
2457,41588,טובים/העתיד,201721.0,746051.0,1216
2458,41589,טובים/מקורות,202119.8,746033.1,1214
2459,41590,נמל קישון,202591.9,746082.4,1214
2462,41593,יוליוס סימון/פרנץ לוי,204277.9,746893.6,1206
2464,41595,יוליוס סימון/קצנשטיין,204815.7,746971.8,1207
2465,41596,וורבורג/התקומה,206271.7,748536.9,804
2466,41597,השיירה/בן צבי,206988.5,746992.4,809
2467,41598,קארו/צלאח,208338.7,743712.4,915
2468,41599,רמז/ארלוזורוב,210574.9,745648.9,906
2469,41600,רמז/סירקין,210817.7,745900.9,906
2470,41601,רמז/הציונות,210583.3,745680.3,906
2471,41602,איינשטיין/אסף שמחוני,211147.3,746546.1,907
2472,41603,איינשטיין/מרכז שביט,211125.2,746551.8,907
2473,41604,גוש עציון/הרצוג,212385.4,745981.4,901
2474,41605,גוש עציון/מימון,212266.4,745875.6,901
2475,41606,קדיש לוז/יוני נתניהו,208518.4,749734.7,605
2476,41607,צומת מוצקין,207749.5,747674.5,612
2477,41608,קרן היסוד/אלונים,208522.3,748809.5,707
2478,41609,דרך עכו חיפה/ציפורן,209086.5,750643.0,602
2479,41610,חיים/זבוטינסקי,209532.4,751246.4,702
2480,41611,בן צבי/נמיר,206535.1,749961.0,510
2481,41612,צהל/יוספטל,206404.0,750248.9,510
2482,41613,יוספטל/צה''ל,206347.0,750373.1,510
2483,41614,בן צבי/צהל,206583.0,750079.1,510
2484,41615,צהל/שפרינצק,206591.8,750163.6,510
2485,41616,ליהמן/יוספטל,206470.9,750512.9,508
2486,41617,ליהמן/שפרינצק,206744.0,750365.6,508
2487,41618,ליהמן/הנרייטה סולד,207003.3,750210.8,507
2488,41619,וייצמן/סוקולוב,206971.0,750658.3,507
2489,41620,גלעד/תבור,207977.5,751229.2,503
2490,41621,צומת מגדים,197124.5,736839.1,2409
2491,41622,צומת סיטרין,197311.4,736006.8,2419
2492,41623,בית ספר קרית עמל/קק''ל,211697.2,735141.4,2205
2493,41624,קק''ל/רבין,211879.2,735216.1,2205
2494,41625,בית ספר קרית עמל/קק''ל,211720.1,735145.3,2205
2496,41627,ליאון בלום/חנה סנש,200285.8,744927.3,1632
2497,41628,עבאס/מדרגות אל גזאלי,199022.0,746894.5,1404
2498,41629,לאון בלום/חנה סנש,200370.0,745000.5,1632
2499,41630,ארלוזורוב/בר גיורא,199600.4,745987.7,1412
2500,41631,צומת קרית חיים,207491.7,746944.3,809
2501,41632,דרך עכו/צומת עין אפק,209031.7,750544.6,602
2502,41633,דרך עכו/צור שלום,209148.8,751219.9,601
2503,41634,יוספטל/ליהמן,206455.6,750588.5,509
2504,41635,יוספטל/וייצמן,206555.8,750801.8,509
2506,41637,בי''ס אורט,212006.2,734705.1,2205
2508,41639,בריכת שחייה,212105.8,735111.9,2205
2509,41640,אלונים/הרימונים,211992.0,735632.0,2204
2510,41641,גורדון/שד. רוטשילד,192744.1,704623.6,4015
2511,41642,ביאליק/מיכאל חזני,192391.5,704346.0,4014
2512,41643,צומת סיטרין,197345.7,735920.4,2419
2513,41644,הלל סילבר/ניסנבוים,200970.7,744545.1,1708
2514,41645,הלל סילבר א,201024.9,744285.6,1708
2515,41646,בית אבא חושי,201244.3,744126.5,1708
2516,41647,הלל סילבר ג,201393.1,743943.1,1738
2517,41648,קארו/צאלח,208329.6,743637.4,915
2518,41649,יוסף קארו,208372.0,743576.8,904
2519,41650,רשי/צלאח,208585.1,743660.3,904
2522,41653,יוספטל/איינשטיין,211008.5,746466.1,906
2523,41654,צור שלום,209106.7,751091.8,601
2524,41655,קדימה/רענן,198269.4,745274.5,1607
2525,41656,קדימה,198395.2,745226.0,1607
2526,41657,קדימה/הלילך,198420.5,745224.7,1607
2527,41658,קדימה/רענן,198259.0,745288.2,1607
2528,41659,וולפסון/מוריה,198751.9,745124.1,1630
2529,41660,דרך הים/הסנה,197339.6,746317.2,1604
2530,41661,דרך הים/התמר,197210.5,746527.4,1604
2531,41662,טשרניחובסקי/בית לחם,198272.7,746970.7,1601
2532,41663,רבי עקיבא/ליאון בלום,200026.3,745454.0,1418
2533,41664,רבי עקיבא/מדרגות ביתר,200170.1,745361.0,1418
2534,41665,עצמאות/בית וגן,209961.0,744998.9,910
2535,41666,הגפן/חניתה,208006.0,748414.9,707
2536,41667,חטיבת גולני/מחלף חירם,201066.7,745873.2,1310
2537,41668,וורבורג/התנאים,206448.8,748880.3,802
2538,41669,ירושלים/רוברט סולד,206401.8,748903.6,804
2539,41670,האורנים/הרימונים,209500.8,739622.8,1107
2540,41671,תחנת כרמלית/מרכז הכרמל,199168.8,745561.8,1608
2541,41672,שפרינצק/כלניות,208724.7,744674.4,904
2542,41673,שפרינצק/גד מנלה,208724.2,744380.6,904
2543,41674,שפרינצק/קישון,208724.8,744156.1,904
2544,41675,בן צבי/זלמן שניאור,208960.5,745053.4,909
2545,41676,שפרינצק/קישון,208734.4,744206.6,904
2546,41677,שפרינצק/כלניות,208734.8,744594.0,904
2547,41678,שפרינצק/רזיאל,208733.3,744767.3,904
2549,41680,צומת איטונג,197669.3,709819.7,3919
2552,41683,בית עלמין,200730.3,709517.2,3915
2553,41684,צומת עין עירון,200998.4,709568.1,3916
2554,41685,קדמה/כביש 6504,200115.5,709380.9,3916
2556,41687,אלונים/בריכה,212414.2,736094.8,2204
2558,41689,מוריה/קרית ספר,199047.8,744061.1,1611
2559,41690,אהוד/שער הגיא,199362.9,744236.0,1611
2560,41691,ארלוזורוב/הס,199493.6,746006.1,1412
2561,41692,ארלוזורוב/בלפור,199784.4,745884.5,1412
2563,41694,צומת אולגה,190033.2,704958.1,4010
2564,41695,גולומב/ראובן,199378.6,746166.6,1412
2566,41697,המגינים/עין דור,199778.3,747286.9,1303
2567,41698,שוק תלפיות/ארלוזורוב,200361.9,745879.0,1411
2568,41699,יותם/אהוד,199134.5,744230.7,1611
2569,41700,חורי/ואדי,199760.0,746998.0,1305
2570,41701,רופין/ככר אליזבט,200324.8,743708.4,1710
2571,41702,הציונות/הרצליה,199483.9,746611.7,1403
2572,41703,בן גוריון/אלנבי,199323.0,747104.0,1304
2573,41704,רופין/קניאל,200463.5,744927.6,1418
2574,41705,צומת בנימינה,193659.2,713663.9,3907
2576,41707,רחל/רות,198338.7,744644.8,1610
2577,41708,קדימה/שביל המערות,198564.9,745150.3,1607
2578,41709,הרצל/הלל יפה,200161.9,746194.2,1411
2580,41711,צומת נווה חיים,191657.0,706326.8,4007
2581,41712,ז'בוטינסקי/המגינים,207262.6,749175.4,609
2582,41713,גושן/פ''ז,207393.2,747906.0,612
2583,41714,דרך עכו/צומת ביאליק,207793.4,747816.3,612
2584,41715,וייצמן/ירושלים,207978.0,747651.2,709
2585,41716,וייצמן/ירושלים עיריה,207959.0,747653.4,709
2586,41717,קרן היסוד/בן גוריון,208385.3,748575.9,707
2587,41718,חיים/שושנים,209481.9,750665.1,703
2588,41719,הנריטה סולד/ליהמן,207007.9,750171.5,514
2589,41720,האיצטדיון/שנקר,205746.3,747605.7,1201
2591,41722,ענתות/זאב זבוטינסקי,197891.3,747075.1,1601
2594,41725,שרת 1,212091.9,734503.3,2205
2595,41726,שרת / כצנלסון,212181.5,734667.4,2205
2596,41727,קדיש לוז/דקר,208842.6,750364.4,602
2597,41728,הביטחון/בר יהודה,204027.3,742432.4,1804
2598,41729,אלאונטוש,206278.1,736073.1,2301
2600,41731,מרכז מסחרי,205551.3,733802.3,2305
2601,41732,שכונת ואדי אל פאש,204955.8,733464.4,2305
2602,41733,צומת דמון,204054.8,737761.5,2302
2603,41734,יציאת אירופה/זורס,196507.2,747597.3,1511
2604,41735,טשרניחובסקי,197853.2,747618.2,1602
2605,41736,אדמונד פלג,197760.8,747571.5,1602
2606,41737,קופ''ח כללית,204180.6,700317.3,4021
2607,41738,צומת זיתא,204319.4,699425.7,4021
2608,41739,צומת זיתא,204372.4,699562.7,4021
2609,41740,צומת ג'ת,204545.4,700052.2,4021
2611,41742,כביש 7223/נחל קדומים,208524.4,739561.7,1106
2612,41743,מועצה מקומית/האורנים,209729.1,739448.2,1107
2613,41744,האורנים,209652.3,739652.1,1107
2614,41745,גיבורי התהילה/עבודת ישראל,209176.5,739483.3,1106
2615,41746,כצנלסון/ירושלים,210359.3,745363.7,908
2616,41747,כצנלסון/ירושלים,210394.1,745339.7,908
2617,41748,פינסקר/שלום עליכם,201953.5,743172.9,1739
2618,41749,בית כנסת עץ חיים/הרב קוק,209638.1,739159.2,1107
2619,41750,אבנר/יואב,198266.2,748159.0,1505
2620,41751,חנקין/גוטל לוין,200667.2,743291.5,1720
2621,41752,אצטדיון סמי עופר/כביש 4,196842.3,743110.8,2401
2623,41754,בית עלמין/שער ברוש,197188.9,745364.1,1515
2624,41755,בית עלמין/שער תמר,197219.8,744904.5,1515
2625,41756,דרך הים,197021.6,746844.1,1523
2626,41757,עין הים,196559.9,747943.6,1510
2627,41758,עין הים,196584.9,748004.0,1510
2628,41759,יואב/צהל,197925.4,748303.3,1508
2630,41761,כבירים/איתנים,198038.1,745425.0,1607
2631,41762,כבירים/עמיקם,197897.5,745511.7,1607
2632,41763,כבירים/עודה נדה,197837.9,745601.7,1607
2633,41764,הכלניות/בני תורה,209979.5,740063.0,1104
2638,41769,הרברט סמואל/תרנ''א,193051.0,704643.3,4015
2639,41770,התאנים/הר חורשן,195629.2,702670.5,4004
2641,41772,ניצנים/פינסקי,198228.6,745610.0,1607
2642,41773,פינסקי/כלניות,198352.8,745426.3,1607
2643,41774,פינסקי/הורדים,198487.7,745354.5,1607
2645,41776,הרצל/סוקולוב,200410.2,745878.3,1411
2647,41778,טובים/סלמן,202204.7,746070.9,1214
2648,41779,מסעף אושה,210870.2,744382.2,1101
2649,41780,מסעף כפר המכבי,211329.3,744211.1,1101
2650,41781,העצמאות/מורדי הגטאות,210041.9,745501.3,910
2651,41782,העצמאות/הילל,210024.2,745307.8,910
2653,41784,מסעף כפר גלים,196747.7,741208.0,2408
2654,41785,שפרינצק,196237.6,747524.3,1512
2655,41786,שדרות מוריה/הברושים,198791.7,745267.5,1630
2656,41787,הגיבורים/שמידט,193067.3,705077.8,4015
2657,41788,אחד העם/שד. רוטשילד,192761.9,704511.6,4014
2659,41790,דרך עכו/שדרות חן,209213.9,751882.2,613
2660,41791,דרך עכו/שדרות חן,209166.8,751693.3,601
2661,41792,מסעף נחל נעמן,209321.3,753164.1,613
2663,41794,דרך הבנים/דרך משמרות,198483.9,709225.3,3919
2665,41796,טשרניחובסקי/ישעיהו,197975.5,747264.9,1601
2666,41797,העצמאות/הנביאים,210016.7,745197.3,910
2667,41798,הדסים/רקפת,198227.7,707818.9,3917
2668,41799,הדקלים/תמר,198137.1,708207.5,3917
2669,41800,מקווה,200590.8,709908.4,3915
2670,41801,מזכירות,200387.0,709768.4,3915
2671,41802,צומת עין עירון,201013.7,709586.7,3916
2673,41804,צומת זבולון,209786.3,741478.7,1103
2674,41805,שבטי ישראל/זבולון,208759.1,749446.8,705
2675,41806,דגניה/חוף קרית חיים,205251.0,748748.8,803
2676,41807,הרצל/העצמאות,197735.1,740840.7,2405
2678,41809,הקונגרס/קרן קיימת לישראל,189330.3,705450.1,4016
2679,41810,הקונגרס/הנגב,189342.5,705261.7,4016
2680,41811,אהרונוביץ'/אוסקר כהן,191510.7,706070.8,4007
2681,41812,בן יהודה/השלום,199651.6,746229.6,1406
2682,41813,בן יהודה/עמק הזיתים,199786.2,746138.1,1406
2683,41814,אנטוורפן/הולנד,199640.1,741380.9,1623
2684,41815,הולנד/לאה גולדברג א,199367.7,741235.4,1623
