stop_a,stop_b,routed_m,straight_m,covered_m,observed_min,n_trips,flag
34305,5599,159.20,149.70,159.20,0.49,17,ok
34306,20643,329.81,236.64,329.81,0.86,8,ok_undirected
34306,20743,179.03,112.35,179.03,0.48,1,ok
34307,20290,480.98,368.40,480.98,0.73,10,ok
34308,19742,0.00,69.58,0.00,0.81,20,no_coverage
34309,19968,2757.96,2744.01,2757.96,2.93,5,ok
34309,51053,2794.07,2679.99,2794.07,3.01,3,ok
3431,3402,209.65,190.12,209.65,0.64,42,ok
3431,3403,245.16,164.76,245.16,0.61,8,ok
3431,35770,471.31,318.12,471.31,1.28,70,ok
34329,3016,649.75,438.27,649.75,1.65,19,ok
3433,2276,214.96,263.67,214.96,0.50,19,ok
34330,3620,314.83,190.33,314.83,0.78,16,ok
34331,34332,288.43,272.76,288.43,0.72,29,ok
34332,20572,737.40,489.91,737.40,2.06,10,ok
34332,20576,634.03,466.20,634.03,1.85,1,ok_undirected
34332,20584,571.30,359.60,571.30,1.60,18,ok
34333,20750,256.09,260.46,256.09,0.74,29,ok
3435,3647,142.72,169.12,142.72,0.46,12,ok
3436,1894,372.48,293.95,372.48,1.39,12,ok
3437,17488,245.29,48.95,245.29,0.42,52,ok
3437,3372,4662.41,4062.52,4662.41,5.15,34,ok
3437,3735,960.39,759.34,960.39,1.58,67,ok
3441,17414,525.52,480.16,525.52,1.29,1,ok
3441,38620,229.04,140.21,229.04,0.64,9,ok
3443,2773,288.65,286.01,288.65,0.96,13,ok
3444,2854,285.94,158.29,285.94,0.71,17,ok
3445,2625,3861.71,160.58,3861.71,11.35,31,ok
3446,1994,185.54,79.79,185.54,0.63,17,ok
3449,17137,398.11,313.18,398.11,0.62,9,ok
3451,3449,34.75,173.25,34.75,0.07,2,ok
3452,17018,35.17,151.20,35.17,0.08,3,ok
3452,3325,388.52,374.36,388.52,1.18,5,ok
3454,2799,122.92,232.37,122.92,0.26,9,ok
3455,38546,,225.07,,0.90,12,unreachable
3456,17030,250.10,194.55,250.10,0.75,6,ok
3457,17029,326.39,319.33,326.39,0.70,6,ok
3461,3888,162.56,132.95,162.56,0.48,6,ok
3463,17133,96.99,156.73,96.99,0.20,6,ok
3464,3461,203.78,224.08,203.78,0.63,6,ok
3468,41118,1420.25,1273.20,1420.25,2.21,14,ok
3469,17028,192.70,142.42,192.70,0.44,11,ok
3470,1997,370.06,350.15,370.06,0.65,36,ok_undirected
3471,41290,189.95,224.12,189.95,0.33,35,ok
3472,3473,96.26,114.02,96.26,0.25,9,ok
3473,17399,213.34,175.38,213.34,0.53,9,ok
3474,39152,208.64,156.61,208.64,0.48,9,ok
3477,3680,45.98,91.76,45.98,0.18,13,ok
3478,3479,295.86,242.21,295.86,0.95,13,ok
3479,3480,94.43,96.91,94.43,0.32,13,ok
3480,2524,77.71,112.61,77.71,0.38,13,ok
3481,42826,1389.31,272.20,1389.31,3.03,18,ok
3482,38966,1310.10,240.11,1310.10,2.85,18,ok
3483,3484,297.48,162.47,297.48,0.80,19,ok
3484,3555,225.64,235.30,225.64,0.57,19,ok
3485,3337,358.52,242.07,358.52,1.07,6,ok
3485,3607,331.66,335.64,331.66,0.91,13,ok
3486,3492,2108.49,1471.19,2108.49,2.86,9,ok
3486,3821,4336.43,2053.81,4336.43,8.04,42,ok
3486,41084,441.86,462.61,441.86,0.90,7,ok
3487,2149,346.72,303.09,346.72,0.70,74,ok
3489,3565,1035.54,975.93,1035.54,0.90,9,ok
3489,3798,12063.26,10300.20,12032.33,9.24,18,ok
3490,17318,980.10,668.08,980.10,2.35,15,ok_undirected
3490,2158,282.38,273.95,282.38,0.86,38,ok
3490,2160,264.86,242.39,264.86,1.10,11,ok_undirected
3490,3977,365.59,147.17,365.59,0.96,6,ok
3491,1092,489.53,452.72,489.53,0.84,53,ok_undirected
3491,17482,639.10,459.13,639.10,1.29,11,ok
3492,2996,271.23,77.82,271.23,1.01,9,ok
3493,3857,149.03,108.13,149.03,0.50,29,ok
3495,2603,142.42,200.72,142.42,0.39,37,ok
3496,1978,349.97,275.32,349.97,0.86,39,ok
3497,3280,820.27,371.81,820.27,3.15,4,ok
3497,3920,470.74,261.53,470.74,1.69,39,ok_undirected
3499,3513,192.13,196.80,192.13,0.43,31,ok
3500,3514,459.03,215.69,459.03,1.21,14,ok
35006,20467,3770.21,3455.77,0.00,2.65,1,no_coverage
3501,2648,1157.79,880.56,1157.79,2.32,2,ok
3507,17488,534.76,603.41,534.76,1.02,58,ok
3507,3322,3475.49,1250.26,3475.49,6.21,1,ok
3507,38805,3275.97,1862.77,3275.97,5.45,1,ok
3507,43498,212.12,280.01,212.12,0.39,12,ok
35077,17416,415.02,304.02,280.19,1.14,4,ok
35078,39618,155.89,211.89,155.89,0.32,4,ok
35079,36112,395.61,270.77,395.61,1.55,4,ok
35079,3615,327.05,336.91,327.05,1.37,4,ok
35080,1310,333.47,186.69,333.47,1.52,3,ok
35080,1694,298.94,146.27,298.94,1.40,5,ok
35081,35082,302.22,295.79,302.22,0.64,16,ok
35082,3617,506.60,474.27,506.60,1.13,17,ok
35083,36077,452.11,427.65,452.11,1.27,19,ok
35083,3872,579.43,356.35,579.43,2.08,1,ok
35085,2871,256.65,181.16,256.65,0.87,19,ok
35086,1340,409.03,417.56,409.03,1.02,14,ok
35086,1358,604.66,547.99,604.66,1.58,9,ok
35087,1359,376.56,205.54,376.56,1.12,1,ok
35087,3832,358.13,293.62,358.13,0.99,2,ok
35088,35086,665.62,569.14,601.57,1.60,1,ok
35089,35091,452.70,314.34,452.70,0.51,2,ok
35090,4191,6511.82,5176.29,6511.82,5.29,2,ok
35091,35093,684.77,812.48,684.77,0.59,2,ok
35092,35090,0.00,255.34,0.00,0.02,2,no_coverage
35093,4425,2943.02,2655.97,2943.02,2.65,1,ok
35093,7167,3075.20,2774.85,3075.20,2.86,1,ok
35094,35092,1137.47,827.98,1137.47,1.04,2,ok
35095,35094,2840.35,2687.75,2840.35,2.38,2,ok
35097,5851,136.31,112.33,136.31,0.77,2,ok
3510,2455,930.65,415.97,930.65,1.91,5,ok
35111,21302,4086.98,3970.53,4086.98,3.02,4,ok
35117,40305,0.00,118.09,0.00,0.78,1,no_coverage
35117,5880,531.29,526.93,531.29,0.75,2,ok
35118,19929,1680.96,1327.72,41.08,1.77,1,ok
3512,3858,414.08,369.54,414.08,1.11,140,ok
3513,3302,384.50,361.85,384.50,0.97,31,ok
3514,3515,381.65,363.36,381.65,0.76,14,ok
3515,35657,297.84,252.15,297.84,0.48,14,ok
3516,38783,940.18,515.08,940.18,1.50,9,ok_undirected
3517,3709,403.23,370.20,403.23,1.69,12,ok
3518,3499,510.09,409.96,510.09,1.22,31,ok
35181,5577,2348.43,831.86,2348.43,2.72,2,ok
35182,35184,2118.78,1916.70,0.00,1.65,2,no_coverage
35183,35181,2095.48,2025.73,2095.48,1.44,2,ok
35184,21310,2417.91,2008.87,1273.34,2.55,4,ok
35185,35186,0.00,145.66,0.00,0.91,4,no_coverage
35186,35188,554.48,224.04,554.48,1.26,4,ok
35188,20811,370.36,346.09,370.36,0.69,4,ok
35189,20092,8792.90,5251.02,7069.21,7.12,2,ok
35190,20812,1066.58,411.06,497.58,0.79,2,ok
35191,20806,3590.26,1326.54,0.00,3.00,2,no_coverage
35191,20809,3702.15,1294.55,0.00,3.00,2,no_coverage
3521,3367,313.80,256.14,313.80,0.55,269,ok
3521,3522,757.85,369.36,757.85,1.66,22,ok
35243,20317,908.38,683.06,908.38,2.34,3,ok
35243,5548,189.57,155.97,189.57,0.46,9,ok
35244,19545,317.95,218.04,317.95,1.07,7,ok
35245,4177,586.11,394.37,586.11,1.52,2,ok
35245,5601,270.95,261.63,270.95,0.63,29,ok
35246,5540,427.02,383.72,427.02,1.02,9,ok
35247,35243,532.21,347.88,532.21,1.40,1,ok
35247,35248,357.34,266.69,357.34,1.01,8,ok
35248,35243,174.87,162.32,174.87,0.40,8,ok
35249,19879,305.15,172.94,187.13,1.00,9,ok
3525,2053,479.53,478.35,479.53,1.31,3,ok
35250,35251,372.31,342.15,372.31,0.83,8,ok
35251,5550,302.92,319.15,302.92,0.63,8,ok
35253,41731,35.61,47.32,35.61,0.06,9,ok
35253,5541,260.30,212.23,260.30,0.57,8,ok
35255,35256,231.70,238.16,231.70,0.55,16,ok
35256,19545,470.19,285.04,470.19,1.44,1,ok
35256,35244,152.24,120.29,152.24,0.37,7,ok
35256,35257,252.95,175.45,252.95,0.64,8,ok
35257,46881,251.89,145.02,251.89,0.61,8,ok
35258,41093,168.75,180.19,168.75,0.57,16,ok
3526,3254,802.54,584.49,802.54,1.04,74,ok
35261,20338,246.23,224.21,246.23,0.63,7,ok
35263,35264,896.36,725.66,896.36,1.75,29,ok
35263,5552,1255.08,992.33,1255.08,2.52,2,ok
35264,18804,723.36,539.40,723.36,1.55,3,ok
35264,5552,358.72,268.55,358.72,0.77,26,ok
35270,35271,681.59,65.51,0.00,3.77,7,no_coverage
35271,35272,313.68,214.72,313.68,0.94,6,ok
35272,35273,367.91,112.22,367.91,0.68,6,ok
35273,6530,248.03,232.32,248.03,0.60,2,ok
35273,7020,687.08,295.12,687.08,1.53,4,ok
35274,19547,377.47,306.38,377.47,1.31,28,ok
35274,20841,767.55,738.78,767.55,2.38,2,ok
3529,17192,325.69,274.07,325.69,1.05,1,ok
3529,17279,179.68,138.92,179.68,0.58,30,ok
35291,18418,429.48,402.84,429.48,0.94,40,ok
35291,21099,580.85,500.14,580.85,1.18,4,ok
35291,4574,1027.69,447.90,1027.69,2.11,38,ok
35292,20813,908.99,827.83,908.99,0.80,2,ok
35293,35182,1621.16,1446.33,0.00,1.32,2,no_coverage
35294,18572,567.21,354.30,567.21,1.07,11,ok
35295,5244,97.01,126.55,60.18,0.23,39,ok
35296,5238,3359.50,2359.80,3359.50,5.25,3,ok
3530,3876,326.96,164.07,326.96,0.35,12,ok_undirected
35301,19928,1072.82,1046.24,0.00,0.87,2,no_coverage
3531,1834,355.14,237.63,355.14,0.64,8,ok
3531,1835,368.94,215.89,368.94,0.61,9,ok
35311,40631,179.53,170.64,179.53,0.37,6,ok
35312,4501,6184.45,2567.25,5916.32,10.22,10,ok
35312,4717,5174.93,2172.02,4906.80,9.06,6,ok
35313,4482,741.60,463.83,741.60,1.37,18,ok_undirected
35314,18957,1681.05,1643.12,1681.05,1.35,45,ok
35314,20698,2071.68,1552.23,1736.18,1.80,2,ok
35315,17572,2677.66,2348.25,2677.66,2.06,29,ok
35316,18707,252.26,184.37,252.26,0.56,18,ok
3532,19087,2919.19,2690.44,2919.19,3.50,4,ok
3532,2362,191.42,163.80,191.42,0.43,9,ok
3532,2374,2315.79,2311.91,2315.79,4.04,9,ok_undirected
3532,2478,596.92,582.83,596.92,1.16,18,ok
3532,3229,272.50,238.68,272.50,0.62,97,ok
35332,18386,2940.32,1665.28,2940.32,8.19,1,ok
35332,48129,281.60,49.60,281.60,1.21,45,ok
35333,40247,649.58,325.34,55.11,18.15,3,ok
35333,40258,250.63,243.88,250.63,2.59,2,ok
35334,35335,807.22,516.69,807.22,2.22,26,ok
35335,35381,275.30,308.27,275.30,1.03,41,ok
35337,42257,422.96,235.54,422.96,1.76,26,ok_undirected
35338,41045,753.69,592.80,753.69,2.18,13,ok_undirected
35338,4530,752.29,603.23,752.29,2.03,11,ok_undirected
35338,49538,693.16,642.46,693.16,1.96,15,ok_undirected
35340,47145,1099.65,996.63,1095.47,1.43,2,ok
35340,48767,1240.38,1054.06,1236.21,1.64,2,ok
35341,21309,992.98,618.57,661.18,2.78,4,ok
35342,35341,641.93,256.55,641.93,1.37,4,ok
35343,20874,2240.65,1092.25,2240.65,2.77,2,ok
35344,46517,1655.50,1239.92,0.00,3.13,2,no_coverage
35345,20397,3530.75,3277.88,3530.75,3.40,7,ok
35345,21295,3257.42,3167.86,3145.19,2.62,2,ok
35347,19676,29.51,196.44,29.51,0.07,2,ok
35348,17706,2415.20,2205.96,2415.20,5.38,1,ok
35349,20491,2890.91,1788.91,2851.22,4.29,5,ok
35350,37042,499.64,274.68,499.64,1.30,5,ok
35352,35386,360.59,331.07,360.59,0.46,2,ok
35353,35385,2436.04,2221.17,0.00,2.65,2,no_coverage
35353,35395,545.98,522.47,0.00,1.00,2,no_coverage
35356,20384,1321.58,1206.41,1321.58,1.09,7,ok
35356,35357,2735.35,2457.01,2735.35,2.57,2,ok
35356,5039,4500.52,2788.83,4500.52,5.93,5,ok
35357,35358,575.34,487.35,575.34,0.91,2,ok
35358,35360,7659.95,6218.07,7659.95,9.45,2,ok
35359,35392,7659.95,6283.21,0.00,17.65,2,no_coverage
3536,3489,2274.82,2141.91,2274.82,2.06,12,ok
35360,35361,4549.06,3088.28,4549.06,5.54,2,ok
35361,35359,4549.06,3089.10,244.54,8.47,2,ok
35361,35387,5017.97,2825.20,5017.97,5.10,2,ok
35362,35365,427.22,384.44,427.22,1.06,7,ok_undirected
35362,41714,436.09,210.09,436.09,1.48,11,ok_undirected
35363,35368,723.12,607.28,723.12,1.18,6,ok
35363,4832,1171.41,526.39,1171.41,1.96,11,ok_undirected
35364,35363,421.31,308.44,421.31,1.08,6,ok
35365,4202,3211.24,2218.74,3211.24,5.22,5,ok
35365,5926,622.50,376.63,614.81,1.42,2,ok
35367,35362,1389.99,572.73,1389.99,3.11,2,ok
35368,43350,655.83,404.77,655.83,1.07,11,ok
35368,5065,915.20,817.28,915.20,1.86,5,ok
35368,5096,655.05,544.15,655.05,1.03,1,ok
35374,40167,326.10,319.37,326.10,0.90,5,ok
35374,40174,116.37,195.75,116.37,0.34,5,ok
35376,40175,596.88,533.91,179.38,0.78,5,ok
35378,5044,254.38,211.91,254.38,1.06,5,ok
35379,5045,1205.50,1119.47,1135.88,1.72,5,ok
35381,42435,304.03,203.85,304.03,1.26,41,ok
35382,35349,703.12,501.19,515.36,1.24,5,ok
35384,4218,1785.41,1437.61,1785.41,2.86,3,ok
35385,35353,2535.45,2221.17,0.00,2.98,2,no_coverage
35386,35353,5513.05,3679.14,457.19,6.91,2,ok
35386,5108,1226.12,907.53,1226.12,1.44,2,ok
35387,35361,4987.42,2825.20,657.14,4.29,2,ok
35388,35356,2465.45,1984.33,2465.45,2.26,5,ok
3539,17475,307.95,161.16,307.95,0.87,7,ok
3539,3168,659.19,265.51,659.19,1.42,16,ok
35390,5040,179.54,169.09,179.54,0.43,10,ok
35391,35356,2735.35,2392.10,1107.36,2.34,2,ok
35392,35391,575.34,499.27,0.00,1.00,2,no_coverage
35393,5115,1420.03,1344.39,1420.03,3.10,3,ok
35393,5808,1231.48,1221.99,1231.48,2.53,2,ok
35394,4774,331.32,241.72,331.32,0.81,5,ok
35395,35352,4484.50,4024.29,4484.50,3.44,2,ok
3540,3217,448.84,381.08,448.84,1.18,15,ok
35407,1107,1599.13,127.00,1320.25,5.10,23,ok
35407,3000,131.41,124.99,131.41,0.40,17,ok_undirected
3541,3542,105.59,134.46,105.59,0.28,24,ok
35410,35412,233.13,166.94,233.13,0.63,15,ok
35411,4598,221.40,102.45,221.40,0.67,15,ok
35412,35414,464.78,225.90,464.78,1.31,15,ok
35413,35411,216.94,160.15,216.94,0.75,15,ok
35414,35417,257.83,203.74,257.83,0.75,15,ok
35415,35413,319.23,188.84,319.23,0.90,15,ok
35417,35418,476.22,309.30,476.22,1.55,15,ok
35418,6862,194.58,170.02,194.58,0.64,15,ok
35419,6159,503.10,296.31,503.10,1.20,15,ok
3542,17338,398.12,94.45,398.12,0.87,17,ok
3542,17485,290.03,204.42,290.03,0.70,7,ok
35420,4548,144.34,183.83,144.34,0.46,15,ok
35420,50521,448.35,493.50,448.35,1.17,13,ok
35421,4549,666.92,314.94,666.92,1.44,15,ok
35423,35471,397.74,278.11,397.74,0.84,13,ok
35423,42433,517.24,343.53,517.24,1.16,19,ok
35424,4948,472.81,222.18,472.81,1.15,15,ok
35424,5030,178.50,146.39,178.50,0.43,19,ok_undirected
3543,2705,177.98,95.76,177.98,0.56,19,ok
3544,1916,243.82,233.76,243.82,0.63,13,ok
3544,3202,206.48,278.40,206.48,0.51,33,ok
3545,3546,500.38,432.19,500.38,0.74,7,ok_undirected
35454,35456,636.15,531.56,636.15,0.74,101,ok_undirected
35455,35786,905.18,865.09,905.18,1.34,100,ok
35456,35829,2016.57,874.54,2004.34,2.89,145,ok
35457,35455,607.01,507.25,594.77,0.70,100,ok
35457,35830,1618.85,1129.98,1606.61,2.56,44,ok
35458,35457,916.12,883.30,916.12,1.30,144,ok_undirected
35459,35458,2940.17,1314.90,2940.17,4.03,144,ok
3546,2789,764.46,655.11,764.46,1.47,7,ok
35460,47854,574.45,432.29,574.45,1.54,145,ok
35461,4182,3111.85,1720.33,3111.85,4.05,32,ok
35461,7125,3131.78,1682.04,3131.78,4.08,1,ok
35462,21281,651.14,618.82,651.14,1.43,17,ok_undirected
35462,7094,1057.00,755.23,1057.00,2.49,4,ok
35464,4505,701.02,666.80,701.02,1.99,2,ok
35464,4630,421.73,300.78,421.73,1.12,29,ok
35464,47851,966.19,541.10,859.54,2.71,5,ok
35465,35466,207.92,161.32,207.92,0.46,15,ok
35465,4569,157.59,103.10,157.59,0.37,6,ok
35465,4608,116.90,126.59,116.90,0.29,17,ok
35466,35468,481.48,319.62,473.43,1.04,15,ok
35468,35470,225.39,269.22,225.39,0.41,15,ok_undirected
3547,1774,562.69,268.47,562.69,1.69,39,ok
3547,3350,143.01,104.48,143.01,0.52,22,ok_undirected
35470,35423,221.77,220.16,221.77,0.48,15,ok_undirected
35471,5014,510.59,230.33,510.59,1.19,16,ok
35471,5048,723.26,469.36,723.26,1.88,5,ok
35473,35505,297.62,225.14,297.62,0.75,10,ok
35474,6046,1116.86,737.46,880.97,2.74,9,ok
35474,6703,1186.85,842.42,659.76,3.17,4,ok
35476,3979,826.87,690.17,815.04,2.28,68,ok_undirected
35477,35478,445.76,441.68,445.76,1.32,6,ok
35478,35482,462.73,466.04,462.73,1.20,6,ok
35479,35477,887.89,499.81,887.89,3.26,4,ok
3548,3521,9836.30,8841.46,9836.30,8.49,9,ok
35480,35481,467.09,419.39,467.09,1.66,3,ok
35481,35479,853.24,485.36,411.11,2.53,3,ok
35482,35483,1358.51,1033.29,1358.51,2.63,4,ok
35482,35485,1134.32,984.69,702.38,1.94,2,ok
35483,35484,408.41,312.95,408.41,1.46,4,ok
35484,35934,811.43,731.30,811.43,1.30,4,ok
35485,35939,665.86,670.95,665.86,0.73,6,ok
35486,35934,1086.45,960.06,1086.45,1.04,3,ok
35487,35488,408.41,311.54,15.84,1.42,3,ok
35488,35489,1334.16,1058.56,1334.16,2.68,3,ok
35489,35480,518.72,509.96,518.72,1.28,3,ok
3549,3798,,23099.55,,16.00,11,unreachable
3550,43342,327.26,395.89,327.26,0.70,7,ok
35504,35474,266.06,221.47,0.00,0.35,1,no_coverage
35505,40750,623.97,600.68,278.26,1.32,10,ok
35505,5591,2196.56,1655.35,2196.56,3.93,3,ok
35518,35519,1811.35,1639.55,1471.80,2.45,4,ok
35519,35520,224.75,163.23,0.00,0.51,4,no_coverage
35520,35523,62.44,66.10,0.00,0.11,4,no_coverage
35523,35524,186.37,151.98,0.00,0.86,4,no_coverage
35524,35525,90.16,206.00,0.00,0.87,4,no_coverage
35525,35526,563.72,417.06,0.00,1.59,4,no_coverage
35526,18877,1811.35,1607.25,0.00,2.19,4,no_coverage
35528,35545,791.91,640.51,0.00,1.73,2,no_coverage
35529,35541,1402.47,1056.97,1244.01,2.30,4,ok
35529,35562,4374.16,3106.09,3953.84,4.90,3,ok
35529,50060,4082.99,3816.37,3924.53,4.32,3,ok
3553,3001,432.42,417.00,432.42,1.06,7,ok
35530,35533,438.46,408.42,438.46,0.96,6,ok
35531,39967,1182.33,682.82,1182.33,2.31,2,ok
35531,39976,910.61,708.09,910.61,1.57,2,ok
35532,35531,307.04,262.25,307.04,0.56,4,ok
35533,35535,309.18,295.21,309.18,0.82,6,ok
35534,35532,310.81,325.14,310.81,1.58,4,ok
35535,35536,542.67,462.34,542.67,1.74,6,ok
35536,35538,393.08,304.85,393.08,1.25,6,ok
35537,35534,542.67,480.64,542.67,1.34,4,ok
35538,35540,868.31,828.53,868.31,1.82,6,ok
35539,35537,462.14,326.76,462.14,1.01,4,ok
3554,17356,1283.88,725.33,1283.88,2.37,2,ok
3554,3059,1899.29,602.32,1899.29,4.19,5,ok
35540,35529,1371.30,1194.04,1371.30,2.36,6,ok
35541,35539,799.25,522.35,799.25,1.55,4,ok
35542,35528,1188.35,1068.53,1011.15,1.00,2,ok
35542,50010,1011.15,1049.23,1011.15,0.85,2,ok
35545,35561,463.63,353.94,0.00,1.12,2,no_coverage
35546,35530,691.08,569.33,691.08,1.11,6,ok
3555,3485,229.29,193.39,229.29,0.65,19,ok
35554,37172,2071.45,1613.54,2071.45,4.25,3,ok
35554,6735,3998.96,1714.12,3998.96,6.82,2,ok
35555,50060,180.85,220.78,180.85,0.31,3,ok
3556,17140,246.11,236.71,246.11,0.44,13,ok
35560,35555,778.91,614.50,778.91,1.08,3,ok
35561,35529,3844.98,3078.88,3506.81,4.41,2,ok
35562,35560,463.63,361.63,201.78,0.67,3,ok_undirected
35567,2519,89.58,123.10,89.58,2.76,11,ok
35568,35648,435.25,426.27,435.25,1.29,19,ok
35569,35570,178.25,141.30,178.25,0.52,7,ok
3557,3354,421.86,155.62,421.86,1.17,52,ok
35570,41076,180.92,167.57,180.92,0.57,7,ok
35571,42970,1646.48,1261.94,1646.48,3.82,3,ok
35571,5607,2626.03,1446.54,1750.05,2.49,4,ok
35572,20556,715.04,670.40,715.04,2.91,4,ok
35578,4193,419.02,184.94,419.02,0.75,7,ok_undirected
35578,5203,710.25,347.41,401.78,1.27,7,ok
35579,20144,2541.40,192.24,2541.40,5.22,11,ok
3558,2191,155.75,172.70,155.75,0.69,31,ok
3558,2192,168.99,138.59,118.97,0.72,2,ok
35580,20105,1281.89,625.66,1281.89,2.25,3,ok
35580,50389,565.15,447.16,565.15,0.99,4,ok
35580,6707,705.99,715.91,705.99,1.31,4,ok
35581,20139,613.51,561.74,613.51,1.34,14,ok_undirected
3559,3596,562.09,301.70,562.09,1.70,34,ok
35594,37191,3240.86,3202.56,3240.86,4.49,7,ok
3560,38892,401.79,272.74,401.79,2.36,4,ok
3560,48343,476.80,363.86,476.80,2.10,6,ok
35611,41786,994.82,782.55,994.82,1.93,3,ok
35622,2333,445.04,315.52,445.04,1.24,35,ok
35622,3724,310.23,317.51,310.23,0.83,30,ok
35623,2331,240.61,137.37,240.61,0.75,67,ok
35623,3128,306.20,311.02,306.20,0.68,14,ok
35624,2946,673.90,536.13,673.90,1.25,14,ok
35624,35622,215.60,172.40,215.60,0.73,51,ok
35625,2476,105.50,68.33,105.50,0.20,37,ok
35625,2583,146.06,138.46,146.06,0.22,19,ok_undirected
35626,35837,64.28,85.38,64.28,0.15,31,ok_undirected
35627,2202,212.52,208.80,212.52,0.57,48,ok
35629,35630,315.51,298.99,315.51,0.76,25,ok
3563,2131,547.54,438.33,547.54,1.67,19,ok
3563,2132,451.57,279.79,451.57,1.67,27,ok
3563,2133,362.80,232.50,362.80,1.20,41,ok
3563,2988,734.83,512.91,734.83,2.27,3,ok
35630,35631,150.40,190.46,150.40,0.28,25,ok
35631,35632,1319.05,1093.10,1319.05,2.69,14,ok
35631,3803,326.14,238.18,326.14,0.75,11,ok_undirected
35632,3601,311.19,243.75,311.19,0.71,42,ok
35632,3602,406.27,266.08,406.27,0.90,29,ok
35633,35634,319.35,340.73,319.35,1.22,26,ok
35634,17425,350.41,269.44,251.75,1.06,26,ok
35637,17159,292.18,220.76,292.18,0.64,20,ok
35638,35639,290.91,204.11,290.91,0.89,12,ok
35639,35640,294.16,248.99,294.16,0.70,12,ok
35640,3222,489.49,325.37,489.49,1.25,1,ok
35640,35673,434.36,381.21,434.36,1.01,11,ok
35642,35643,350.73,230.28,350.73,1.13,12,ok
35643,35644,157.24,199.40,157.24,0.59,12,ok
35644,35645,231.49,193.65,231.49,0.71,12,ok
35645,2468,205.14,152.51,205.14,0.73,12,ok
35646,38801,477.24,365.59,477.24,1.27,28,ok
35647,3012,298.22,226.10,298.22,0.78,13,ok
35648,2739,197.61,169.66,197.61,0.70,19,ok_undirected
35648,37466,100.04,96.27,100.04,0.44,11,ok
35649,2262,427.99,137.53,427.99,1.23,50,ok
3565,1636,,17402.15,,17.00,2,unreachable
3565,3798,11062.04,9816.00,11031.12,8.36,7,ok
35652,35956,261.23,166.99,261.23,0.68,11,ok
35653,17456,349.19,256.00,349.19,0.93,19,ok
35654,2465,307.36,211.00,307.36,0.75,19,ok
35655,2256,214.57,230.76,214.57,0.56,49,ok
35656,3394,904.49,373.63,868.63,2.23,18,ok
35657,3516,222.65,270.15,222.65,0.41,14,ok
35658,3518,297.84,292.03,297.84,0.68,31,ok
35659,35661,271.03,241.88,271.03,0.60,11,ok
35660,17458,586.55,484.00,419.59,1.27,19,ok
35661,35663,278.60,339.11,278.60,0.60,11,ok
35662,35664,239.66,216.10,239.66,0.82,19,ok
35663,2742,349.33,208.40,349.33,0.99,11,ok
35664,35660,309.97,324.67,309.97,0.67,19,ok
35666,35668,134.52,121.48,134.52,0.47,21,ok
35667,35695,385.27,252.11,385.27,0.88,16,ok
35667,44238,291.59,266.22,291.59,0.81,2,ok
35668,35568,551.42,362.53,551.42,1.58,21,ok
35669,35667,320.88,219.59,320.88,0.78,18,ok
35671,35642,199.05,232.50,199.05,0.52,12,ok
35673,2666,210.10,216.63,210.10,0.80,3,ok
35673,2881,409.33,351.96,409.33,1.37,11,ok_undirected
35674,2989,281.05,209.49,281.05,0.96,19,ok
35674,3787,188.55,180.98,188.55,0.72,10,ok
35695,3011,231.92,278.96,231.92,0.55,43,ok
35696,48889,2331.45,1415.99,2331.45,2.99,5,ok
35696,48890,159.70,243.51,159.70,0.36,13,ok
3573,3574,322.89,280.70,322.89,0.53,19,ok
3574,3575,893.24,794.06,893.24,2.27,21,ok
35748,35750,430.82,379.85,399.93,0.80,31,ok
35749,35800,460.70,475.38,268.43,0.93,32,ok
3575,3576,262.88,284.19,262.88,0.74,35,ok
35750,35752,1407.32,584.03,1407.32,2.83,31,ok
35751,35749,424.43,369.56,387.99,0.89,32,ok_undirected
35752,42705,457.38,400.23,457.38,0.87,31,ok
35755,35757,371.76,393.62,371.76,1.02,68,ok
35756,3431,364.25,276.96,364.25,1.26,70,ok
35756,35772,423.99,307.48,423.99,1.22,44,ok
35757,35767,513.29,484.79,513.29,1.05,68,ok
35758,35766,797.41,437.98,797.41,1.74,70,ok
35759,35751,728.08,569.72,728.08,1.26,32,ok
3576,3577,357.64,270.89,357.64,1.08,36,ok
35760,35783,710.69,695.08,710.69,1.27,70,ok
35761,35762,603.13,583.54,603.13,0.92,68,ok
35762,35764,828.81,833.14,828.81,1.26,68,ok
35763,35760,595.80,587.02,595.80,1.03,70,ok
35764,35755,870.30,863.00,870.30,1.54,68,ok
35765,35763,845.36,829.34,845.36,1.25,70,ok_undirected
35766,35765,947.22,805.25,924.28,1.44,70,ok
35767,35769,611.99,626.59,611.99,0.94,68,ok
35768,35758,626.99,485.85,626.99,1.27,70,ok
35769,35837,889.77,416.88,835.72,2.19,68,ok
3577,3578,498.10,304.48,498.10,1.44,36,ok
35770,35768,617.79,639.66,617.79,1.07,70,ok
35771,35501,506.44,250.19,506.44,2.14,35,ok_undirected
35771,50943,506.44,243.61,506.44,2.14,44,ok_undirected
35772,35773,441.02,421.84,441.02,0.67,92,ok
35773,35802,827.52,385.76,798.67,2.45,92,ok
35774,35771,461.05,436.86,425.76,1.30,79,ok_undirected
35775,35805,632.59,614.44,632.59,1.10,44,ok_undirected
35776,35779,457.19,400.09,457.19,1.20,44,ok_undirected
