TAZ,bus_stops_n,bus_lines_n,bus_lines,bus_dep_0609,bus_dep_0708,bus_headway_0708_min,bus_best_line_headway_0708_min,bus_direct_reach_taz_n,bus_direct_reach_30min_taz_n,bus_nearest_stop_m,bus_stops_per_km2,bus_LOS_frequency,bus_LOS_best_line,brt_stops_n,brt_lines_n,brt_lines,brt_dep_0609,brt_dep_0708,brt_headway_0708_min,brt_best_line_headway_0708_min,brt_direct_reach_taz_n,brt_direct_reach_30min_taz_n,brt_nearest_stop_m,brt_stops_per_km2,brt_LOS_frequency,brt_LOS_best_line,brt_access,brt_lines_named,AggCode_V2,AggAreaName_V2
3518,20,16,14069 19037 21044 22076 25095 25098 27020 29097 33006 35012 38011 39005 45004 47084 54082 65001,82,33,1.82,15.00,13,12,44.85,39.61,A,B,0,0,,0,0,,,0,0,38404.99,0.00,no service,no service,0,,,
2502,5,5,10826 10845 10980 14156 14157,25,8,7.50,20.00,44,20,550.12,0.22,A,C,0,0,,0,0,,,0,0,17900.75,0.00,no service,no service,0,,,
1101,17,26,10066 10072 10096 10260 10293 10306 10430 10793 10794 10980 11087 11172 11173 11294 11299 12773 13110 13174 15144 16072 21352 23025 27024 30027 36021 40074,107,45,1.33,12.00,83,55,1300.22,0.95,A,B,0,0,,0,0,,,0,0,2846.02,0.00,no service,no service,0,,,
2210,14,28,10631 10826 10836 10845 10846 10960 10968 10980 11184 11188 11300 11302 12117 12118 12181 12248 13180 13185 13407 13426 14156 14157 15296 16050 21016 23017 52018 52019,179,69,0.87,12.00,97,69,609.63,6.32,A,B,0,0,,0,0,,,0,0,10112.00,0.00,no service,no service,0,,,
2218,27,20,10821 10825 10843 10869 10870 10953 10955 10984 11247 11300 11302 11833 12248 12720 13246 14156 15296 21051 24050 24062,77,31,1.94,20.00,63,43,659.08,0.24,A,C,0,0,,0,0,,,0,0,19533.81,0.00,no service,no service,0,,,
2219,35,2,11184 13185,6,2,30.00,60.00,8,3,304.24,0.59,D,E,0,0,,0,0,,,0,0,17582.62,0.00,no service,no service,0,,,
2408,3,6,10202 10221 10691 10692 10768 10921,38,16,3.75,15.00,28,20,395.89,4.86,A,B,0,0,,0,0,,,0,0,2414.18,0.00,no service,no service,0,,201.00,TiratCarmel
1920,1,2,10342 12341,5,2,30.00,60.00,10,10,454.69,1.48,D,E,0,0,,0,0,,,0,0,18686.93,0.00,no service,no service,0,,217.00,Nazareth
1103,23,15,10260 10293 10306 10430 10793 11172 11173 11294 11299 12773 13174 21029 21352 22090 40074,52,20,3.00,30.00,64,44,188.00,5.83,A,D,0,0,,0,0,,,0,0,4480.28,0.00,no service,no service,0,,,
2111,4,5,10348 13426 34025 37009 50006,59,23,2.61,15.00,17,13,137.54,7.16,A,B,0,0,,0,0,,,0,0,18514.28,0.00,no service,no service,0,,,
2104,7,4,11336 13426 34025 37009,32,14,4.29,15.00,16,16,608.35,2.01,A,B,0,0,,0,0,,,0,0,18417.41,0.00,no service,no service,0,,,
2207,17,27,10332 10335 10338 10432 10505 11188 11302 11331 11336 11339 11358 12181 12248 12301 12333 12773 12793 13180 13360 13407 15296 17068 20009 21075 22090 24021 31082,175,69,0.87,10.00,106,77,1125.35,1.40,A,A,0,0,,0,0,,,0,0,4119.89,0.00,no service,no service,0,,,
306,36,25,10169 10260 10265 10846 10968 11068 11296 11299 11365 13242 15065 16037 16058 16060 17240 18041 18042 18044 19028 20045 22043 23292 26056 49001 74005,117,43,1.40,20.00,145,61,371.25,3.01,A,C,0,0,,0,0,,,0,0,14663.13,0.00,no service,no service,0,,,
2006,25,19,10337 10430 10432 10505 10836 10962 11334 11434 12490 13360 14288 16025 16027 16123 17032 18122 19311 21352 24012,78,29,2.07,20.00,102,63,187.95,7.12,A,C,0,0,,0,0,,,0,0,18805.65,0.00,no service,no service,0,,,
2001,20,31,10332 10338 10342 10356 10826 10955 10956 11440 11833 12341 12354 14038 17180 20016 20020 24012 26034 26046 27005 27036 28068 29088 30003 30044 32040 32074 33039 34075 36002 45087 46001,330,122,0.49,12.00,128,50,72.81,12.18,A,B,0,0,,0,0,,,0,0,22925.26,0.00,no service,no service,0,,217.00,Nazareth
2010,15,35,10332 10338 10342 10356 10826 10955 11308 11431 11440 11833 12341 12354 14038 16353 20016 20020 21352 24012 26034 26046 27005 27036 29076 29088 30003 30044 32040 32073 32074 33039 34075 36002 37056 45087 56081,321,120,0.50,10.00,156,56,154.16,29.34,A,A,0,0,,0,0,,,0,0,22040.32,0.00,no service,no service,0,,217.00,Nazareth
302,4,6,11056 15038 16380 18030 30077 73005,20,9,6.67,15.00,37,27,1091.83,0.83,A,B,0,0,,0,0,,,0,0,24365.07,0.00,no service,no service,0,,,
330,22,3,14001 18097 19084,12,7,8.57,12.00,9,7,79.76,12.06,A,B,0,0,,0,0,,,0,0,18952.05,0.00,no service,no service,0,,,
333,9,5,11368 13003 18095 20085 78008,31,12,5.00,15.00,13,12,304.14,6.09,A,B,0,0,,0,0,,,0,0,17369.82,0.00,no service,no service,0,,,
311,8,7,11313 19302 21035 22058 26012 30077 33054,21,9,6.67,30.00,34,24,1138.70,0.59,A,D,0,0,,0,0,,,0,0,16744.82,0.00,no service,no service,0,,,
1937,3,14,10505 10537 10542 10845 10963 11440 11991 13360 13488 17024 17180 17240 18030 19028,35,14,4.29,30.00,54,26,189.44,0.82,A,D,0,0,,0,0,,,0,0,25442.40,0.00,no service,no service,0,,,
307,8,3,13488 22043 60007,9,4,15.00,30.00,11,9,1779.83,0.20,B,D,0,0,,0,0,,,0,0,21454.22,0.00,no service,no service,0,,,
109,24,24,10048 10281 10367 11294 11368 14039 16041 16044 16045 16046 17027 17042 17047 18024 18040 20028 22147 23036 23037 23049 23050 25031 26053 30055,81,30,2.00,30.00,94,62,1079.13,0.55,A,D,0,0,,0,0,,,0,0,21940.83,0.00,no service,no service,0,,,
312,7,8,11368 14322 17036 17285 21035 22058 26012 26052,22,10,6.00,30.00,11,11,529.88,1.32,A,D,0,0,,0,0,,,0,0,21150.09,0.00,no service,no service,0,,,
410,4,1,20045,3,1,60.00,60.00,3,3,210.41,2.93,E,E,0,0,,0,0,,,0,0,8526.51,0.00,no service,no service,0,,,
2217,13,4,12773 13407 17068 20009,19,9,6.67,30.00,19,8,287.69,1.71,A,D,0,0,,0,0,,,0,0,5948.06,0.00,no service,no service,0,,,
2412,5,3,10046 13091 37044,33,14,4.29,15.00,21,21,44.74,16.35,A,B,0,0,,0,0,,,0,0,2872.07,0.00,no service,no service,0,,201.00,TiratCarmel
1201,4,4,11008 14137 28023 40015,64,23,2.61,10.00,50,42,583.07,4.32,A,A,0,0,,0,0,,,0,0,649.68,0.00,no service,no service,0,,304.00,KiryatHaim West
1306,3,10,10016 10024 10332 11003 11236 11331 11792 11799 13112 35058,121,45,1.33,12.00,97,74,61.52,30.88,A,B,0,0,,0,0,,,0,0,285.34,0.00,no service,no service,0,,208.00,LowerCity
1523,3,3,11003 12088 25051,52,19,3.16,12.00,39,36,212.31,13.32,A,B,0,0,,0,0,,,0,0,651.17,0.00,no service,no service,0,,203.00,HofCarmel-NeveDavid
1515,9,5,10030 10043 10115 11003 13112,119,45,1.33,8.57,58,47,187.79,12.45,A,A,0,0,,0,0,,,0,0,451.95,0.00,no service,no service,0,,203.00,HofCarmel-NeveDavid
1718,13,26,10017 10019 10031 10076 10077 10142 10293 10337 10796 11173 11294 11299 11334 11774 12011 12333 13112 13174 13297 14217 15144 15296 16050 17145 57010 80001,480,192,0.31,1.00,110,88,242.86,10.11,A,A,0,0,,0,0,,,0,0,1156.68,0.00,no service,no service,0,,,
1720,4,9,10016 10028 10031 10123 11009 11080 11094 12011 12081,97,40,1.50,8.57,77,73,129.83,24.39,A,A,0,0,,0,0,,,0,0,797.06,0.00,no service,no service,0,,,
1637,3,9,10029 10123 10132 10133 12011 12093 13090 37044 51054,63,27,2.22,8.57,32,32,75.77,11.73,A,A,0,0,,0,0,,,0,0,1984.17,0.00,no service,no service,0,,,
1627,0,0,,0,0,,,0,0,415.39,0.00,no service,no service,0,0,,0,0,,,0,0,2058.64,0.00,no service,no service,0,,,
1624,3,15,10024 10036 10037 10039 10146 11236 11774 13297 14137 15144 16050 17145 19148 21055 51054,84,29,2.07,10.00,137,65,406.01,4.15,A,A,0,0,,0,0,,,0,0,2185.90,0.00,no service,no service,0,,,
1927,23,39,10332 10335 10338 10826 11331 11336 11339 11344 11431 12333 12720 14038 14352 18009 19031 19033 20020 21022 22013 22017 23007 23015 23045 24018 25006 26046 27005 27036 29057 29088 30003 30092 31052 37023 37056 42054 45087 46001 56081,393,139,0.43,12.00,124,64,189.93,38.10,A,B,0,0,,0,0,,,0,0,20957.70,0.00,no service,no service,0,,217.00,Nazareth
1925,51,26,10335 11331 11336 11339 11344 12333 19031 19033 22013 22017 23007 23015 23045 24018 25006 26046 27005 29088 30003 30092 31052 37023 37091 42054 45087 46001,196,75,0.80,15.00,85,47,86.23,57.42,A,B,0,0,,0,0,,,0,0,19820.27,0.00,no service,no service,0,,217.00,Nazareth
1910,15,9,18009 19033 23045 24018 26046 27036 30092 37091 56081,87,35,1.71,15.00,37,36,220.11,24.14,A,B,0,0,,0,0,,,0,0,21192.30,0.00,no service,no service,0,,217.00,Nazareth
1932,12,20,10332 10338 10356 10826 10955 11431 11833 12354 12720 14038 14352 18009 22013 26046 27036 30003 31052 37023 37056 56081,209,71,0.85,15.00,101,54,266.03,6.15,A,B,0,0,,0,0,,,0,0,21726.99,0.00,no service,no service,0,,217.00,Nazareth
218,2,6,10251 10271 10272 10281 10361 16353,58,21,2.86,10.00,58,36,479.47,1.52,A,A,0,0,,0,0,,,0,0,5822.04,0.00,no service,no service,0,,,
416,13,16,10168 10169 10255 10293 10307 11170 11294 12490 16095 16157 19094 20143 21057 21093 43018 44017,78,31,1.94,20.00,94,59,1605.59,1.00,A,C,0,0,,0,0,,,0,0,5433.44,0.00,no service,no service,0,,,
103,16,6,17027 18024 20028 23022 25031 33004,41,17,3.53,12.00,13,12,144.45,11.91,A,B,0,0,,0,0,,,0,0,19534.74,0.00,no service,no service,0,,,
613,5,12,10251 10262 10271 10272 10281 10500 12503 13252 16353 16380 17282 25284,101,36,1.67,12.00,85,56,1106.23,0.99,A,B,0,0,,0,0,,,0,0,1378.44,0.00,no service,no service,0,,,
514,14,7,10012 11008 11011 14137 28023 40015 67003,162,65,0.92,2.61,73,43,137.76,83.44,A,A,4,1,67003,42,23,2.61,2.61,23,14,166.74,23.84,A,A,1,Metronit 3 (green),302.00,KiryatYam A
227,8,14,10251 10262 10271 10272 10281 10361 10500 12503 13252 16353 16380 17151 17282 25284,114,38,1.58,10.00,101,59,283.27,7.80,A,A,0,0,,0,0,,,0,0,4253.09,0.00,no service,no service,0,,,
925,2,2,10081 30027,5,1,60.00,60.00,9,9,505.00,2.42,E,E,0,0,,0,0,,,0,0,2554.39,0.00,no service,no service,0,,,
2401,3,13,10045 10046 10047 10049 10202 10221 10691 10692 10768 10921 13110 19148 37044,160,61,0.98,15.00,80,53,544.49,2.10,A,B,0,0,,0,0,,,0,0,1364.17,0.00,no service,no service,0,,202.00,Matam-NeotPeres
2413,8,6,10045 10046 10049 13110 19148 37044,72,28,2.14,12.00,11,11,121.88,24.43,A,B,0,0,,0,0,,,0,0,4332.45,0.00,no service,no service,0,,201.00,TiratCarmel
1521,1,1,10043,13,5,12.00,20.00,13,11,504.88,1.72,B,C,0,0,,0,0,,,0,0,1555.34,0.00,no service,no service,0,,202.00,Matam-NeotPeres
2402,3,8,10045 10046 10047 10049 13091 13110 19148 37044,111,43,1.40,12.00,53,35,297.39,7.60,A,B,0,0,,0,0,,,0,0,2210.33,0.00,no service,no service,0,,201.00,TiratCarmel
1517,22,31,10017 10024 10029 10030 10043 10045 10046 10047 10049 10115 10123 10132 10133 10202 10221 10691 10692 10768 10910 10921 10947 11003 11777 12011 13110 13112 19148 51054 62004 80001 83001,554,210,0.29,5.45,184,122,88.15,34.64,A,A,8,2,62004 83001,113,42,1.43,5.45,27,24,88.15,12.60,A,A,1,Metronit 4 (purple); Metronit 1 (red),202.00,Matam-NeotPeres
1522,0,0,,0,0,,,0,0,115.11,0.00,no service,no service,0,0,,0,0,,,0,0,402.50,0.00,no service,no service,0,,206.00,BatGalim-KiryatEliezer
1503,4,52,12 20 21 22 23 25 59 62 63 64 66 67 100 102 103 104 105 107 152 153 154 155 157 402 403 405 407 440 441 442 443 444 445 10016 10017 10018 10021 10024 10028 10031 10036 10037 10040 10042 10043 10099 11012 11136 11236 12224 25051 67002,325,124,0.48,5.45,141,93,15.97,27.00,A,A,3,1,67002,53,21,2.86,5.45,21,13,94.32,20.25,A,A,1,Metronit 2 (blue),206.00,BatGalim-KiryatEliezer
1520,6,39,12 20 21 22 23 25 59 62 63 64 66 67 100 102 103 104 105 107 151 152 153 154 155 402 403 405 407 440 441 442 443 444 445 446 10017 10024 13110 19148 83001,173,62,0.97,6.00,109,57,426.27,5.84,A,A,4,1,83001,55,20,3.00,6.00,25,17,426.27,3.89,A,A,1,Metronit 1 (red),203.00,HofCarmel-NeveDavid
2425,6,5,10202 10691 10692 10768 10921,31,12,5.00,15.00,27,25,709.50,0.48,A,B,0,0,,0,0,,,0,0,13281.13,0.00,no service,no service,0,,,
2427,5,5,10202 10693 10694 10768 10921,31,11,5.45,20.00,29,29,465.24,0.91,A,C,0,0,,0,0,,,0,0,18022.85,0.00,no service,no service,0,,,
2417,6,12,10202 10693 10694 10768 10921 11777 11792 11799 17053 17173 19171 43015,62,22,2.73,20.00,41,39,1412.81,1.15,A,C,0,0,,0,0,,,0,0,19274.50,0.00,no service,no service,0,,,
2418,1,1,10694,2,1,60.00,60.00,11,11,623.88,0.38,E,E,0,0,,0,0,,,0,0,20420.46,0.00,no service,no service,0,,,
2424,3,9,10202 10693 10694 10768 10845 10846 10921 10980 17053,25,9,6.67,20.00,15,15,1201.34,0.37,A,C,0,0,,0,0,,,0,0,22666.84,0.00,no service,no service,0,,,
2507,5,7,10693 10710 10768 10921 17053 17173 19171,39,13,4.62,20.00,31,31,124.39,0.73,A,C,0,0,,0,0,,,0,0,25646.95,0.00,no service,no service,0,,,
1206,5,4,14137 15100 17145 37018,29,9,6.67,15.00,32,31,413.10,4.54,A,B,0,0,,0,0,,,0,0,1234.59,0.00,no service,no service,0,,,
1204,1,3,14137 28023 40015,28,9,6.67,15.00,25,22,448.82,1.10,A,B,0,0,,0,0,,,0,0,1142.88,0.00,no service,no service,0,,,
1210,7,30,10123 10168 10169 10251 10255 10262 10265 10271 10272 10281 10342 10361 10631 11136 11165 11166 11167 11170 11344 11434 12341 13171 13252 16380 17282 25284 62004 67002 67003 83001,420,161,0.37,3.00,208,111,333.91,20.42,A,A,4,4,62004 67002 67003 83001,202,81,0.74,3.00,49,47,333.91,11.67,A,A,1,Metronit 4 (purple); Metronit 2 (blue); Metronit 3 (green); Metronit 1 (red),211.00,Bazan-Hutsot
1217,6,1,10042,7,2,30.00,60.00,17,17,108.81,9.16,D,E,0,0,,0,0,,,0,0,508.38,0.00,no service,no service,0,,209.00,Namal-Giborim
1222,0,0,,0,0,,,0,0,1407.82,0.00,no service,no service,0,0,,0,0,,,0,0,1597.40,0.00,no service,no service,0,,211.00,Bazan-Hutsot
1220,2,16,10040 10070 10071 10072 10078 10115 10123 10132 10133 10146 11339 12181 21055 21352 30027 40074,119,43,1.40,10.00,24,14,335.31,4.22,A,A,0,0,,0,0,,,0,0,548.53,0.00,no service,no service,0,,210.00,Hamifrats
1802,0,0,,0,0,,,0,0,1285.75,0.00,no service,no service,0,0,,0,0,,,0,0,1291.33,0.00,no service,no service,0,,,
1203,15,44,10066 10080 10081 10123 10168 10169 10251 10255 10262 10265 10271 10272 10281 10342 10361 10500 11136 11165 11166 11167 11170 11344 11434 12341 12503 13171 13252 16380 17145 17282 23025 25026 25284 27024 28023 30022 36021 37018 40052 49014 62004 67002 67003 83001,607,236,0.25,2.86,271,158,86.69,14.04,A,A,4,4,62004 67002 67003 83001,201,81,0.74,2.86,49,45,296.63,3.75,A,A,1,Metronit 4 (purple); Metronit 2 (blue); Metronit 3 (green); Metronit 1 (red),212.00,TsometKiryatAta
701,4,3,16157 17151 27024,27,8,7.50,12.00,44,27,132.63,7.11,A,B,0,0,,0,0,,,0,0,1423.37,0.00,no service,no service,0,,,
243,2,17,10048 10262 10263 10361 10500 11061 11064 11068 12503 15109 16380 17282 19035 19302 20143 21148 25284,118,41,1.46,15.00,113,64,1317.31,0.14,A,B,0,0,,0,0,,,0,0,5733.14,0.00,no service,no service,0,,,
725,0,0,,0,0,,,0,0,389.81,0.00,no service,no service,0,0,,0,0,,,0,0,1878.18,0.00,no service,no service,0,,,
905,14,17,10066 10080 10081 10168 10169 10255 11165 11166 12341 15144 23025 25026 27024 28023 30022 30027 36021,175,65,0.92,8.57,122,91,270.13,7.19,A,A,0,0,,0,0,,,0,0,649.10,0.00,no service,no service,0,,212.00,TsometKiryatAta
915,4,19,10066 10168 10169 11087 11090 11165 11166 12341 15073 15144 16072 16074 23025 25026 27024 28023 30022 30027 36021,90,38,1.58,10.00,61,37,767.57,1.98,A,A,0,0,,0,0,,,0,0,1897.36,0.00,no service,no service,0,,,
423,16,17,10306 10337 10342 10430 11172 11308 11334 11344 11434 12341 13174 13309 16353 21352 66004 89002 91003,89,32,1.88,30.00,104,90,494.08,3.51,A,D,0,0,,0,0,,,0,0,7328.09,0.00,no service,no service,0,,215.00,Shefaram
719,0,0,,0,0,,,0,0,474.19,0.00,no service,no service,0,0,,0,0,,,0,0,1068.48,0.00,no service,no service,0,,,
237,0,0,,0,0,,,0,0,652.44,0.00,no service,no service,0,0,,0,0,,,0,0,8526.57,0.00,no service,no service,0,,,
238,0,0,,0,0,,,0,0,973.40,0.00,no service,no service,0,0,,0,0,,,0,0,8008.14,0.00,no service,no service,0,,,
727,2,1,13171,3,1,60.00,60.00,10,10,470.90,0.22,E,E,0,0,,0,0,,,0,0,3020.47,0.00,no service,no service,0,,,
917,1,6,10168 10169 10255 11165 11166 12341,25,9,6.67,30.00,10,10,574.80,1.09,A,D,0,0,,0,0,,,0,0,624.05,0.00,no service,no service,0,,213.00,KiryatAta North
1313,3,8,10017 10018 10036 10332 11331 14217 67002 83001,121,45,1.33,6.00,63,50,19.47,32.92,A,A,1,2,67002 83001,55,20,3.00,6.00,19,12,23.43,10.97,A,A,1,Metronit 2 (blue); Metronit 1 (red),208.00,LowerCity
1808,0,0,,0,0,,,0,0,340.97,0.00,no service,no service,0,0,,0,0,,,0,0,340.97,0.00,no service,no service,0,,,
1809,0,0,,0,0,,,0,0,243.17,0.00,no service,no service,0,0,,0,0,,,0,0,243.17,0.00,no service,no service,0,,,
1801,0,0,,0,0,,,0,0,875.01,0.00,no service,no service,0,0,,0,0,,,0,0,883.61,0.00,no service,no service,0,,,
1219,24,97,12 20 22 23 25 27 100 102 103 105 107 152 153 154 155 157 400 402 403 405 407 440 441 442 443 444 445 10007 10016 10040 10070 10071 10072 10078 10115 10123 10131 10132 10133 10142 10146 10168 10169 10251 10255 10262 10265 10271 10272 10281 10306 10338 10342 10361 10430 10500 10505 10631 10960 10993 11136 11165 11166 11167 11170 11172 11188 11300 11302 11336 11339 11344 11358 11434 12248 12301 12341 12503 12773 12793 13171 13180 13252 13360 15100 16380 17282 21055 21075 21352 25284 30027 40074 62004 67002 67003 83001,648,247,0.24,3.53,344,184,95.72,267.19,A,A,2,4,62004 67002 67003 83001,198,76,0.79,3.53,49,47,95.72,22.27,A,A,1,Metronit 4 (purple); Metronit 2 (blue); Metronit 3 (green); Metronit 1 (red),210.00,Hamifrats
1218,4,39,59 62 63 64 66 67 10040 10115 10123 10131 10132 10133 10142 10168 10251 10260 10271 10272 10281 10338 10342 10361 10430 10432 10500 11166 11170 11339 11434 12341 12503 12793 15100 16380 17282 21055 21352 30027 57010,530,201,0.30,0.98,82,67,420.57,7.41,A,A,0,0,,0,0,,,0,0,540.29,0.00,no service,no service,0,,210.00,Hamifrats
1221,3,27,10123 10168 10169 10251 10262 10265 10271 10272 10342 10361 10631 11136 11165 11166 11167 11170 11344 11434 12341 13171 16380 17282 25284 62004 67002 67003 83001,283,107,0.56,3.53,178,84,832.04,1.79,A,A,2,4,62004 67002 67003 83001,198,76,0.79,3.53,49,48,832.04,1.20,A,A,1,Metronit 4 (purple); Metronit 2 (blue); Metronit 3 (green); Metronit 1 (red),210.00,Hamifrats
1211,0,0,,0,0,,,0,0,528.12,0.00,no service,no service,0,0,,0,0,,,0,0,567.26,0.00,no service,no service,0,,210.00,Hamifrats
1216,4,1,10042,7,2,30.00,60.00,17,16,216.50,6.66,D,E,0,0,,0,0,,,0,0,418.94,0.00,no service,no service,0,,209.00,Namal-Giborim
1214,3,1,10042,8,2,30.00,60.00,17,14,158.28,4.06,D,E,0,0,,0,0,,,0,0,1126.04,0.00,no service,no service,0,,,
1224,0,0,,0,0,,,0,0,366.03,0.00,no service,no service,0,0,,0,0,,,0,0,1169.48,0.00,no service,no service,0,,209.00,Namal-Giborim
1213,0,0,,0,0,,,0,0,715.28,0.00,no service,no service,0,0,,0,0,,,0,0,904.68,0.00,no service,no service,0,,,
1212,6,5,11008 14137 15100 15144 17145,41,17,3.53,15.00,55,50,540.09,3.72,A,B,0,0,,0,0,,,0,0,742.95,0.00,no service,no service,0,,210.00,Hamifrats
1205,2,1,37018,10,4,15.00,15.00,5,5,268.66,4.85,B,B,0,0,,0,0,,,0,0,1359.00,0.00,no service,no service,0,,,
1207,9,8,11008 14137 17145 28023 37018 40015 40052 49014,126,48,1.25,10.00,78,72,107.14,8.63,A,A,0,0,,0,0,,,0,0,823.90,0.00,no service,no service,0,,,
1202,2,1,67003,39,22,2.73,2.73,23,21,237.49,7.03,A,A,2,1,67003,39,22,2.73,2.73,23,21,237.49,7.03,A,A,1,Metronit 3 (green),304.00,KiryatHaim West
1208,8,27,12 100 102 103 105 107 152 153 154 155 157 400 440 442 443 444 445 447 10631 17145 28023 36021 37018 40015 40052 49014 67003,191,79,0.76,2.86,99,89,205.19,13.62,A,A,2,1,67003,39,21,2.86,2.86,23,23,403.81,3.40,A,A,1,Metronit 3 (green),211.00,Bazan-Hutsot
1209,8,29,10123 10168 10169 10251 10255 10262 10265 10271 10272 10342 10361 11136 11165 11166 11167 11170 11344 11434 12341 13171 13252 16380 17282 25284 36021 40015 62004 67002 83001,409,150,0.40,6.00,214,114,97.27,43.04,A,A,2,3,62004 67002 83001,161,60,1.00,6.00,31,27,181.31,10.76,A,A,1,Metronit 4 (purple); Metronit 2 (blue); Metronit 1 (red),211.00,Bazan-Hutsot
1629,0,0,,0,0,,,0,0,417.98,0.00,no service,no service,0,0,,0,0,,,0,0,2125.26,0.00,no service,no service,0,,202.00,Matam-NeotPeres
1628,0,0,,0,0,,,0,0,314.11,0.00,no service,no service,0,0,,0,0,,,0,0,973.99,0.00,no service,no service,0,,202.00,Matam-NeotPeres
1518,5,13,10029 10030 10043 10115 10123 10132 10133 11003 12011 13112 51054 62004 80001,272,102,0.59,6.00,114,87,194.91,8.61,A,A,2,1,62004,56,20,3.00,6.00,12,9,203.41,3.45,A,A,1,Metronit 4 (purple),202.00,Matam-NeotPeres
1709,0,0,,0,0,,,0,0,197.99,0.00,no service,no service,0,0,,0,0,,,0,0,323.05,0.00,no service,no service,0,,,
1312,8,10,10017 10018 10036 10332 11331 14217 35058 67002 83001 93001,247,91,0.66,6.00,117,76,121.24,52.78,A,A,4,2,67002 83001,106,40,1.50,6.00,30,21,121.24,26.39,A,A,1,Metronit 2 (blue); Metronit 1 (red),208.00,LowerCity
308,5,11,10262 10263 10361 10500 11305 12503 15039 16380 19302 21057 21093,48,18,3.33,15.00,45,40,1006.66,1.03,A,B,0,0,,0,0,,,0,0,11858.06,0.00,no service,no service,0,,,
1308,3,9,10016 10024 10332 11003 11236 11331 13112 67002 83001,115,41,1.46,6.00,92,71,40.74,41.16,A,A,1,2,67002 83001,52,20,3.00,6.00,11,11,40.74,13.72,A,A,1,Metronit 2 (blue); Metronit 1 (red),208.00,LowerCity
1225,0,0,,0,0,,,0,0,494.20,0.00,no service,no service,0,0,,0,0,,,0,0,494.20,0.00,no service,no service,0,,208.00,LowerCity
241,15,12,11064 11305 11313 11564 12312 17047 22058 22147 25284 33054 42020 46019,75,26,2.31,15.00,48,32,411.38,2.94,A,B,0,0,,0,0,,,0,0,14399.74,0.00,no service,no service,0,,,
417,19,14,10168 10293 10307 11170 11296 11308 12490 16157 18088 20143 21057 43018 44017 66004,82,35,1.71,15.00,98,57,162.60,13.26,A,B,0,0,,0,0,,,0,0,7553.96,0.00,no service,no service,0,,,
1921,15,20,10335 10342 11334 11431 11440 12341 14038 16025 16027 17024 17026 18030 19028 19031 19033 21022 21352 24012 28068 45087,109,38,1.58,15.00,130,66,1459.45,2.16,A,B,0,0,,0,0,,,0,0,19287.75,0.00,no service,no service,0,,217.00,Nazareth
1915,11,25,10337 10430 10432 10505 10836 10962 11334 11431 11434 13360 16027 16123 17024 17026 17032 18030 18122 19028 19031 19033 21022 21352 24036 24065 33070,81,28,2.14,15.00,71,47,579.75,3.91,A,B,0,0,,0,0,,,0,0,21197.76,0.00,no service,no service,0,,,
2414,0,0,,0,0,,,0,0,834.08,0.00,no service,no service,0,0,,0,0,,,0,0,9630.50,0.00,no service,no service,0,,,
1105,11,43,10072 10076 10077 10260 10293 10306 10332 10337 10430 10432 10505 10631 10793 10796 10960 10972 10980 10998 11172 11188 11299 11300 11302 11331 11334 11339 11358 11774 12181 12248 12301 12333 12773 13110 13180 13360 15296 20074 21075 21352 30027 40074 52005,271,116,0.52,5.45,186,118,115.49,2.11,A,A,4,1,52005,22,11,5.45,5.45,15,15,828.93,0.77,A,A,1,Metronit 5 (orange),,
914,2,6,10168 10169 10255 11165 11166 12341,35,13,4.62,30.00,53,40,261.56,3.98,A,D,0,0,,0,0,,,0,0,880.37,0.00,no service,no service,0,,213.00,KiryatAta North
911,1,5,10168 10169 10255 11165 11166,22,8,7.50,30.00,11,11,483.85,1.00,A,D,0,0,,0,0,,,0,0,1612.62,0.00,no service,no service,0,,214.00,KiryatAta North-East
922,5,16,10168 10169 10255 10260 10265 10293 11165 11166 11167 11170 11299 13171 13174 16157 17151 26001,76,31,1.94,20.00,81,67,583.66,6.00,A,C,0,0,,0,0,,,0,0,2817.97,0.00,no service,no service,0,,214.00,KiryatAta North-East
923,1,2,23025 27024,6,3,20.00,30.00,1,1,486.82,1.97,C,D,0,0,,0,0,,,0,0,2794.23,0.00,no service,no service,0,,214.00,KiryatAta North-East
234,1,11,11061 11064 11294 11305 12312 15039 16095 17282 19035 21148 25284,24,9,6.67,60.00,44,23,189.35,4.61,A,E,0,0,,0,0,,,0,0,9290.57,0.00,no service,no service,0,,,
716,6,1,49014,20,7,8.57,15.00,13,13,76.28,9.41,A,B,0,0,,0,0,,,0,0,1054.65,0.00,no service,no service,0,,,
715,1,1,11090,1,1,60.00,60.00,3,3,605.32,1.10,E,E,0,0,,0,0,,,0,0,605.32,0.00,no service,no service,0,,212.00,TsometKiryatAta
1810,2,27,10024 10036 10037 10039 10146 10293 10337 10796 11173 11236 11294 11299 11334 11774 12224 12333 13174 13297 14137 15144 15296 16050 17145 19148 21055 25027 51054,187,83,0.72,6.67,143,67,915.59,0.47,A,A,0,0,,0,0,,,0,0,1749.08,0.00,no service,no service,0,,,
502,2,5,10012 11008 14137 28023 67003,110,44,1.36,2.61,64,29,525.66,2.95,A,A,2,1,67003,44,23,2.61,2.61,23,13,525.66,2.95,A,A,1,Metronit 3 (green),301.00,SavyoneyYam
