AggAreaCode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1,145.737,247.08,165.91,65.1377,38.3153,201.845,199.944,31.7185,101.433,81.3005,7.44453,51.5445,57.7149,20.1867,23.0504,3.06086,0.458933,0.908782,0,0.00373854,0,0.266136,0.703499,28.2369,51.5021,5.73548,26.1702,5.6572
2,47.7991,93.8532,78.3535,27.5119,13.9769,86.7417,76.9841,18.7574,64.2174,50.0949,4.00873,32.1536,32.1917,12.0113,16.5197,13.7636,0.689443,4.79393,0.0303538,0.00330376,0.00973164,0.0651096,0.770399,23.7405,31.0445,3.29764,14.1419,21.5217
3,50.7977,103.602,98.5298,32.831,14.8631,102.974,82.6283,22.338,81.2265,58.9883,4.86376,38.7104,39.6963,15.5229,20.7428,20.4927,0.916656,8.46258,0.0477575,0.00408379,0.0136121,0.0603062,1.04698,32.998,37.3951,4.20347,17.3987,25.9142
4,69.6879,143.122,97.6116,37.6783,22.6994,121.307,125.024,32.181,103.227,88.2883,6.4356,55.4225,50.9319,17.9199,27.9564,24.3957,1.26221,7.05692,0.0530533,0.00601959,0.0188652,0.0967468,1.31102,35.0696,52.3527,4.98647,21.9584,44.9696
5,73.4314,150.253,98.6457,39.7375,23.9592,125.005,125.721,33.9082,108.107,90.2902,6.8504,55.2843,53.2272,18.574,29.3826,25.0012,1.30237,7.04549,0.0556768,0.00616977,0.0196484,0.100501,1.34608,34.5074,54.5549,5.26419,22.5636,46.1165
6,39.7568,81.3904,62.1386,22.8941,12.6944,71.4828,68.2361,18.2006,59.7413,48.7726,3.72001,30.4799,29.3033,10.5138,16.1166,14.8802,0.715608,4.93738,0.0360963,0.00334115,0.0112574,0.054796,0.783801,21.4984,29.6266,2.94025,12.7638,24.2121
7,106.514,217.141,145.48,59.0638,34.345,182.071,173.487,48.8822,157.694,126.526,10.0581,76.3286,77.4168,27.2666,42.6201,36.1424,1.85798,10.6306,0.0827833,0.00867816,0.0282112,0.141453,1.93621,49.2622,78.2546,7.79902,32.4614,63.6581
8,11.3188,39.9957,28.6508,11.2545,6.73203,35.4248,35.6037,31.09,98.7774,52.4467,3.16438,47.6443,24.6133,8.57182,10.0293,1.89659,0.475018,0.547134,0.141176,0.000700605,0,0.156288,4.57802,8.68216,16.9506,2.42758,9.29047,3.39434
9,15.9194,56.237,40.6003,16.0616,9.39202,49.9318,48.4765,43.5176,139.346,71.9552,4.48055,64.7509,34.6371,12.1367,14.1427,2.67263,0.662425,0.791319,0.202346,0.000969344,0.000284037,0.216106,6.3947,12.1942,23.628,3.45781,13.0115,4.64211
10,13.3822,60.6524,44.5454,17.619,10.2724,54.913,52.872,22.9272,73.7781,80.4897,6.61993,40.0428,51.162,17.9308,20.3895,2.54817,0.941265,0.749499,0.130332,0.0105498,0,0.141358,5.85508,18.6501,21.8137,5.10997,39.0328,5.34163
